"Time (h)    ","1D and 2D:  ","H Vol In    ","H Vol Out   ","Q Vol In    ","Q Vol Out   ","Tot Vol In  ","Tot Vol Out ","Vol I-O     ","dVol        ","Vol Err     ","Q ME (%)    ","Vol I+O     ","Tot Vol     ","Cum Vol I+O ","Cum Vol Err ","Cum ME (%)  ","Cum Q ME (%)"
         0.000,              ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    
         0.083,              ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    
         0.167,              ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    
         0.250,              ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    
         0.333,              ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    
         0.417,              ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    
         0.500,              ,  0.000000    ,  0.000000    ,  4955.920    ,  0.000000    ,  4955.920    ,  0.000000    ,  4955.920    ,  4955.920    , 0.3164709E-03, 0.6385714E-05,  4955.920    ,  4955.920    ,  4955.920    , 0.3164709E-03, 0.6385714E-05, 0.6385714E-05
         0.583,              ,  0.000000    ,  0.000000    ,  19351.97    ,  0.000000    ,  19351.97    ,  0.000000    ,  19351.97    ,  19351.97    , 0.1628883E-02, 0.8417144E-05,  19351.97    ,  24307.89    ,  24307.89    , 0.1945354E-02, 0.8002973E-05, 0.8002973E-05
         0.667,              ,  0.000000    ,  0.000000    ,  32146.77    ,  0.000000    ,  32146.77    ,  0.000000    ,  32146.77    ,  32146.76    ,-0.1372709E-02,-0.4270131E-05,  32146.77    ,  56454.66    ,  56454.66    , 0.5726451E-03, 0.1014345E-05, 0.1014345E-05
         0.750,              ,  0.000000    ,  0.000000    ,  30391.42    ,  0.000000    ,  30391.42    ,  0.000000    ,  30391.42    ,  30391.42    ,-0.1636505E-02,-0.5384760E-05,  30391.42    ,  86846.08    ,  86846.08    ,-0.1063860E-02,-0.1224995E-05,-0.1224995E-05
         0.833,              ,  0.000000    ,  0.000000    ,  15791.72    ,  0.000000    ,  15791.72    ,  0.000000    ,  15791.72    ,  15791.74    , 0.1778113E-01, 0.1125978E-03,  15791.72    ,  102637.8    ,  102637.8    , 0.1671727E-01, 0.1628763E-04, 0.1628764E-04
         0.917,              ,  0.000000    ,  5624.361    ,  3520.527    ,  0.000000    ,  3520.527    ,  5624.361    , -2103.833    , -2103.859    ,-0.2608409E-01,-0.2852314E-03,  9144.888    ,  100534.0    ,  111782.7    ,-0.9366818E-02,-0.8379488E-05,-0.8379488E-05
         1.000,              ,  0.000000    ,  10254.37    ,  459.1210    ,  0.000000    ,  459.1210    ,  10254.37    , -9795.245    , -9795.250    ,-0.4937649E-02,-0.4608816E-04,  10713.49    ,  90738.71    ,  122496.2    ,-0.1430447E-01,-0.1167748E-04,-0.1167748E-04
         1.083,              ,  0.000000    ,  7371.469    ,  127.7998    ,  0.000000    ,  127.7998    ,  7371.469    , -7243.669    , -7243.656    , 0.1267785E-01, 0.1690545E-03,  7499.269    ,  83495.05    ,  129995.4    ,-0.1626616E-02,-0.1251287E-05,-0.1251287E-05
         1.167,              ,  0.000000    ,  4589.850    ,  52.43997    ,  0.000000    ,  52.43997    ,  4589.850    , -4537.410    , -4537.438    ,-0.2707777E-01,-0.5832848E-03,  4642.290    ,  78957.62    ,  134637.7    ,-0.2870439E-01,-0.2131972E-04,-0.2131972E-04
         1.250,              ,  0.000000    ,  2988.037    ,  26.33998    ,  0.000000    ,  26.33998    ,  2988.037    , -2961.697    , -2961.680    , 0.1755361E-01, 0.5823294E-03,  3014.377    ,  75995.94    ,  137652.1    ,-0.1115078E-01,-0.8100699E-05,-0.8100699E-05
         1.333,              ,  0.000000    ,  2083.395    ,  19.88999    ,  0.000000    ,  19.88999    ,  2083.395    , -2063.505    , -2063.500    , 0.4767648E-02, 0.2266763E-03,  2103.285    ,  73932.44    ,  139755.4    ,-0.6383136E-02,-0.4567363E-05,-0.4567363E-05
         1.417,              ,  0.000000    ,  1478.799    ,  13.53000    ,  0.000000    ,  13.53000    ,  1478.799    , -1465.269    , -1465.273    ,-0.4255895E-02,-0.2851847E-03,  1492.329    ,  72467.16    ,  141247.7    ,-0.1063903E-01,-0.7532179E-05,-0.7532179E-05
         1.500,              ,  0.000000    ,  1093.056    ,  9.689994    ,  0.000000    ,  9.689994    ,  1093.056    , -1083.366    , -1083.375    ,-0.8913361E-02,-0.8082877E-03,  1102.746    ,  71383.79    ,  142350.5    ,-0.1955239E-01,-0.1373539E-04,-0.1373539E-04
         1.583,              ,  0.000000    ,  841.6611    ,  7.200000    ,  0.000000    ,  7.200000    ,  841.6611    , -834.4611    , -834.4609    , 0.2054523E-03, 0.2420329E-04,  848.8611    ,  70549.33    ,  143199.3    ,-0.1934694E-01,-0.1351050E-04,-0.1351050E-04
         1.667,              ,  0.000000    ,  664.3479    ,  5.550002    ,  0.000000    ,  5.550002    ,  664.3479    , -658.7979    , -658.7969    , 0.1059764E-02, 0.1581979E-03,  669.8979    ,  69890.53    ,  143869.2    ,-0.1828718E-01,-0.1271097E-04,-0.1271097E-04
         1.750,              ,  0.000000    ,  542.0842    ,  4.379997    ,  0.000000    ,  4.379997    ,  542.0842    , -537.7042    , -537.7031    , 0.1032741E-02, 0.1889860E-03,  546.4642    ,  69352.83    ,  144415.7    ,-0.1725443E-01,-0.1194775E-04,-0.1194775E-04
         1.833,              ,  0.000000    ,  451.3344    ,  3.540000    ,  0.000000    ,  3.540000    ,  451.3344    , -447.7944    , -447.8047    ,-0.1027090E-01,-0.2257965E-02,  454.8744    ,  68905.02    ,  144870.6    ,-0.2752534E-01,-0.1899995E-04,-0.1899995E-04
         1.917,              ,  0.000000    ,  381.8625    ,  2.880001    ,  0.000000    ,  2.880001    ,  381.8625    , -378.9825    , -378.9844    ,-0.1919378E-02,-0.4988735E-03,  384.7425    ,  68526.04    ,  145255.3    ,-0.2944472E-01,-0.2027101E-04,-0.2027101E-04
         2.000,              ,  0.000000    ,  328.6489    ,  2.339998    ,  0.000000    ,  2.339998    ,  328.6489    , -326.3089    , -326.3125    ,-0.3596951E-02,-0.1086729E-02,  330.9889    ,  68199.73    ,  145586.3    ,-0.3304167E-01,-0.2269559E-04,-0.2269559E-04
         2.083,              ,  0.000000    ,  286.4754    ,  1.950003    ,  0.000000    ,  1.950003    ,  286.4754    , -284.5254    , -284.5078    , 0.1760571E-01, 0.6104077E-02,  288.4254    ,  67915.22    ,  145874.7    ,-0.1543596E-01,-0.1058165E-04,-0.1058165E-04
         2.167,              ,  0.000000    ,  252.2656    ,  1.679998    ,  0.000000    ,  1.679998    ,  252.2656    , -250.5856    , -250.5938    ,-0.8130180E-02,-0.3201544E-02,  253.9456    ,  67664.62    ,  146128.7    ,-0.2356614E-01,-0.1612698E-04,-0.1612698E-04
         2.250,              ,  0.000000    ,  227.0005    ,  1.469999    ,  0.000000    ,  1.469999    ,  227.0005    , -225.5305    , -225.5391    ,-0.8536423E-02,-0.3736335E-02,  228.4705    ,  67439.09    ,  146357.1    ,-0.3210256E-01,-0.2193440E-04,-0.2193440E-04
         2.333,              ,  0.000000    ,  203.4591    ,  1.230002    ,  0.000000    ,  1.230002    ,  203.4591    , -202.2291    , -202.2266    , 0.2502360E-02, 0.1222518E-02,  204.6891    ,  67236.86    ,  146561.8    ,-0.2960020E-01,-0.2019639E-04,-0.2019639E-04
         2.417,              ,  0.000000    ,  183.0351    , 0.8399986    ,  0.000000    , 0.8399986    ,  183.0351    , -182.1951    , -182.1953    ,-0.2355295E-03,-0.1280921E-03,  183.8751    ,  67054.66    ,  146745.7    ,-0.2983573E-01,-0.2033159E-04,-0.2033159E-04
         2.500,              ,  0.000000    ,  165.5396    , 0.3000004    ,  0.000000    , 0.3000004    ,  165.5396    , -165.2396    , -165.2344    , 0.5253949E-02, 0.3168090E-02,  165.8396    ,  66889.43    ,  146911.5    ,-0.2458178E-01,-0.1673237E-04,-0.1673237E-04
         2.583,              ,  0.000000    ,  150.9511    ,  0.000000    ,  0.000000    ,  0.000000    ,  150.9511    , -150.9511    , -150.9531    ,-0.2016502E-02,-0.1335865E-02,  150.9511    ,  66738.48    ,  147062.5    ,-0.2659828E-01,-0.1808638E-04,-0.1808638E-04
         2.667,              ,  0.000000    ,  138.9948    ,  0.000000    ,  0.000000    ,  0.000000    ,  138.9948    , -138.9948    , -139.0000    ,-0.5178508E-02,-0.3725684E-02,  138.9948    ,  66599.48    ,  147201.5    ,-0.3177679E-01,-0.2158728E-04,-0.2158728E-04
         2.750,              ,  0.000000    ,  128.3480    ,  0.000000    ,  0.000000    ,  0.000000    ,  128.3480    , -128.3480    , -128.3516    ,-0.3513873E-02,-0.2737769E-02,  128.3480    ,  66471.12    ,  147329.8    ,-0.3529066E-01,-0.2395351E-04,-0.2395351E-04
         2.833,              ,  0.000000    ,  118.9408    ,  0.000000    ,  0.000000    ,  0.000000    ,  118.9408    , -118.9408    , -118.9453    ,-0.4476891E-02,-0.3763965E-02,  118.9408    ,  66352.18    ,  147448.8    ,-0.3976756E-01,-0.2697042E-04,-0.2697042E-04
