"   Time (h) ","iStep     ","nRS_NaNs","nRS_HCNs","dtTarget    ","tLastMax    ","H V In      ","H V Out     ","Es HX V In  ","Es HX V Out ","x1D HX V In ","x1D HX V Out","S/RF Vol In ","S/RF Vol Out","Es SX V In  ","Es SX V Out ","x1D SX V In ","x1D SX V Out","V In-Out    ","dVol        ","V Err       ","Total V     ","Q ME (%)"
         0.000,           0,         0,         0, 0.1000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  300578.7    ,     0.000
         0.017,         179,         0,         0, 0.4130168    , 0.1666667E-01,  0.000000    , 0.2348511E-02,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  6.375000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  6.372651    ,  6.375000    , 0.2348700E-02,  300585.1    ,     0.037
         0.033,         325,         0,         0, 0.4130105    , 0.3333333E-01,  0.000000    , 0.4262515E-01,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  19.12500    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  19.08237    ,  19.09375    , 0.1137553E-01,  300604.2    ,     0.059
         0.050,         471,         0,         0, 0.4129978    , 0.5000000E-01,  0.000000    , 0.1576499    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  31.87500    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  31.71735    ,  31.65625    ,-0.6109913E-01,  300635.8    ,    -0.191
         0.067,         617,         0,         0, 0.4129852    , 0.6666667E-01,  0.000000    , 0.2714119    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  44.62500    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  44.35359    ,  44.37500    , 0.2141390E-01,  300680.2    ,     0.048
         0.083,         763,         0,         0, 0.4129663    , 0.8333334E-01,  0.000000    , 0.3204962    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  57.78888    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  57.46838    ,  57.46875    , 0.3670782E-03,  300737.7    ,     0.001
         0.100,         909,         0,         0, 0.4129348    , 0.1000000    ,  0.000000    , 0.3912706    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  84.61112    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  84.21985    ,  84.28125    , 0.6140485E-01,  300821.9    ,     0.072
         0.117,        1055,         0,         0, 0.4128907    , 0.1166667    ,  0.000000    , 0.5016828    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  118.0556    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  117.5539    ,  117.5000    ,-0.5387926E-01,  300939.4    ,    -0.045
         0.133,        1201,         0,         0, 0.4128403    , 0.1333333    ,  0.000000    , 0.6578716    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  151.5000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  150.8421    ,  150.8750    , 0.3286351E-01,  301090.3    ,     0.022
         0.150,        1347,         0,         0, 0.4127710    , 0.1500000    ,  0.000000    , 0.7735648    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  184.9445    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  184.1709    ,  184.1562    ,-0.1463854E-01,  301274.5    ,    -0.008
