"Time (h)    ","1D and 2D:  ","H Vol In    ","H Vol Out   ","Q Vol In    ","Q Vol Out   ","Tot Vol In  ","Tot Vol Out ","Vol I-O     ","dVol        ","Vol Err     ","Q ME (%)    ","Vol I+O     ","Tot Vol     ","Cum Vol I+O ","Cum Vol Err ","Cum ME (%)  ","Cum Q ME (%)"
         0.000,              ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  300578.7    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    
         0.017,              ,  0.000000    , 0.2348511E-02,  6.375000    ,  0.000000    ,  6.375000    , 0.2348511E-02,  6.372651    ,  6.375000    , 0.2348700E-02, 0.3682878E-01,  6.377348    ,  300585.1    ,  6.377348    , 0.2348700E-02, 0.7813760E-06, 0.3682878E-01
         0.033,              ,  0.000000    , 0.4262515E-01,  19.12500    ,  0.000000    ,  19.12500    , 0.4262515E-01,  19.08237    ,  19.09375    , 0.1137553E-01, 0.5934763E-01,  19.16762    ,  300604.2    ,  25.54497    , 0.1372423E-01, 0.4565549E-05, 0.5372576E-01
         0.050,              ,  0.000000    , 0.1576499    ,  31.87500    ,  0.000000    ,  31.87500    , 0.1576499    ,  31.71735    ,  31.65625    ,-0.6109913E-01,-0.1907402    ,  32.03265    ,  300635.8    ,  57.57762    ,-0.4737490E-01,-0.1575823E-04,-0.8228005E-01
         0.067,              ,  0.000000    , 0.2714119    ,  44.62500    ,  0.000000    ,  44.62500    , 0.2714119    ,  44.35359    ,  44.37500    , 0.2141390E-01, 0.4769624E-01,  44.89641    ,  300680.2    ,  102.4740    ,-0.2596100E-01,-0.8634090E-05,-0.2533422E-01
         0.083,              ,  0.000000    , 0.3204962    ,  57.78888    ,  0.000000    ,  57.78888    , 0.3204962    ,  57.46838    ,  57.46875    , 0.3670782E-03, 0.6317022E-03,  58.10938    ,  300737.7    ,  160.5834    ,-0.2559392E-01,-0.8510380E-05,-0.1593808E-01
         0.100,              ,  0.000000    , 0.3912706    ,  84.61112    ,  0.000000    ,  84.61112    , 0.3912706    ,  84.21985    ,  84.28125    , 0.6140485E-01, 0.7223897E-01,  85.00239    ,  300821.9    ,  245.5858    , 0.3581093E-01, 0.1190436E-04, 0.1458184E-01
         0.117,              ,  0.000000    , 0.5016828    ,  118.0556    ,  0.000000    ,  118.0556    , 0.5016828    ,  117.5539    ,  117.5000    ,-0.5387926E-01,-0.4544578E-01,  118.5572    ,  300939.4    ,  364.1430    ,-0.1806834E-01,-0.6003977E-05,-0.4961879E-02
         0.133,              ,  0.000000    , 0.6578716    ,  151.5000    ,  0.000000    ,  151.5000    , 0.6578716    ,  150.8421    ,  150.8750    , 0.3286351E-01, 0.2159830E-01,  152.1579    ,  301090.3    ,  516.3009    , 0.1479517E-01, 0.4913866E-05, 0.2865610E-02
         0.150,              ,  0.000000    , 0.7735648    ,  184.9445    ,  0.000000    ,  184.9445    , 0.7735648    ,  184.1709    ,  184.1562    ,-0.1463854E-01,-0.7882133E-02,  185.7180    ,  301274.5    ,  702.0189    , 0.1566319E-03, 0.5198976E-07, 0.2231163E-04
