iStep,tEnd,dtStar,dt,Nu,Nc,Nd,Eff
100,         31.863,0.738956,0.721455,0,0,0,99.4265
200,        194.000,2,2,0,0,0,98.7568
300,        392.000,2,2,0,0,0,99.3847
400,        592.000,2,2,0,0,0,99.5926
500,        790.000,2,2,0,0,0,99.6947
600,        990.000,2,2,0,0,0,99.7564
700,       1190.000,2,2,0,0,0,99.7973
800,       1388.000,2,2,0,0,0,99.8262
900,       1561.091,1.09458,1.09091,0.081955,1.00284,0.0314789,99.7418
1000,       1655.652,0.883757,0.869585,0.190979,0.997772,0.136032,99.6728
1100,       1740.000,0.818997,0.813439,0.205994,1.00169,0.112366,99.6152
1200,       1818.662,0.776632,0.765517,0.160416,1.00017,0.125275,99.5658
1300,       1893.351,0.741818,0.74026,0.183655,1.00175,0.122147,99.5322
1400,       1964.688,0.707024,0.69598,0.118698,1.00002,0.140274,99.5086
1500,       2033.418,0.686721,0.658158,0.296997,1.0005,0.162949,99.4871
1600,       2100.000,0.669206,0.656332,0.184677,0.999878,0.176865,99.4528
1700,       2165.275,0.661241,0.659341,0.224915,1.00018,0.188187,99.4439
1800,       2230.380,0.651937,0.64441,0.193192,1.00006,0.189575,99.4373
1900,       2294.839,0.645958,0.645161,0.205185,1,0.193329,99.4328
2000,       2358.511,0.64195,0.638298,0.199554,1.00044,0.200211,99.4197
2100,       2421.474,0.637655,0.631578,0.209915,1.00002,0.209869,99.423
2200,       2484.632,0.635926,0.631579,0.280746,1.00002,0.210205,99.4164
2300,       2547.789,0.635295,0.631579,0.25705,1.00006,0.204742,99.4147
2400,       2610.947,0.635208,0.631579,0.218353,1.00011,0.201385,99.4153
2500,       2674.105,0.635247,0.631579,0.183121,1,0.200989,99.416
2600,       2737.263,0.636489,0.631579,0.164093,0.999969,0.20163,99.4148
2700,       2800.421,0.638863,0.631579,0.154709,0.999954,0.193008,99.4064
2800,       2864.043,0.642275,0.638298,0.143799,0.999954,0.181229,99.4048
2900,       2927.872,0.646483,0.638298,0.127991,0.999939,0.162628,99.3972
3000,       2992.258,0.651544,0.645161,0.112579,0.999924,0.142883,99.3935
3100,       3056.129,0.653974,0.64516,0.156708,0.999954,0.116211,99.382
3200,       3121.304,0.655373,0.652174,0.0831299,1,0.104523,99.3845
3300,       3186.522,0.656694,0.652174,0.0703278,0.999969,0.0890808,99.386
3400,       3251.739,0.658038,0.652174,0.0896454,0.999954,0.0689392,99.3816
3500,       3316.484,0.660725,0.65934,0.0817413,0.999954,0.0485687,99.3779
3600,       3382.418,0.662501,0.659341,0.0321198,0.999969,0.0352325,99.383
3700,       3448.352,0.663736,0.659341,0.0250397,0.999985,0.0256958,99.3838
3800,       3514.286,0.664465,0.659341,0.0199432,0.999985,0.020401,99.3818
3900,       3580.220,0.665023,0.659341,0.021286,0.999985,0.0163116,99.3782
4000,       3646.154,0.665511,0.659341,0.0183716,1,0.0157776,99.3733
4100,       3712.088,0.665876,0.659341,0.0169373,1,0.0112152,99.3675
4200,       3778.022,0.666161,0.659341,0.0200195,1,0.0102081,99.361
4300,       3843.956,0.666415,0.659341,0.0196533,0.999985,0.00961304,99.3541
4400,       3909.231,0.666679,0.659339,0.00724792,1,0.00735474,99.3468
4500,       3975.333,0.666893,0.666667,0.0228882,1,0.00723267,99.3433
4600,       4042.000,0.667086,0.666667,0.006073,0.999985,0.00624084,99.3533
4700,       4108.667,0.66728,0.666667,0.0118256,1,0.00569153,99.3626
4800,       4175.333,0.667443,0.666667,0.00488281,1,0.00518799,99.3711
4900,       4241.333,0.667596,0.666663,0.00479126,1,0.00517273,99.3789
5000,       4308.000,0.667728,0.666667,0.00415039,1,0.00465393,99.3862
5100,       4374.667,0.66785,0.666667,0.00500488,1,0.00498962,99.393
5200,       4441.333,0.667962,0.666667,0.00376892,1,0.00416565,99.3993
5300,       4508.000,0.668064,0.666667,0.00338745,1,0.00390625,99.4052
5400,       4574.667,0.668146,0.666667,0.00305176,1,0.00367737,99.4107
5500,       4641.333,0.668228,0.666667,0.0141449,1,0.00785828,99.4159
5600,       4708.000,0.668299,0.666667,0.0289001,1,0.0129242,99.4208
5700,       4774.667,0.66837,0.666667,0.00276184,1,0.00346375,99.4254
5800,       4840.667,0.668442,0.666665,0.00270081,1,0.00386047,99.4297
5900,       4907.333,0.668503,0.666667,0.0174713,1,0.00842285,99.4338
6000,       4974.000,0.668564,0.666667,0.00424194,1,0.00419617,99.4376
6100,       5040.667,0.668625,0.666667,0.0358276,1,0.00875854,99.4412
6200,       5106.667,0.668687,0.666663,0.00292969,1,0.0035553,99.4446
6300,       5173.333,0.668748,0.666667,0.00764465,1,0.0030365,99.4478
6400,       5240.000,0.668809,0.666667,0.00187683,1,0.00285339,99.4508
6500,       5306.667,0.66887,0.666667,0.00392151,1,0.00270081,99.4536
6600,       5373.333,0.66888,0.666667,0.00151062,1,0.00260925,99.4563
6700,       5440.000,0.66888,0.666667,0.00218201,1,0.0025177,99.4589
6800,       5506.667,0.66888,0.666667,0.00224304,1,0.00309753,99.4614
6900,       5573.333,0.66888,0.666667,0.00161743,1,0.00267029,99.4639
7000,       5640.000,0.66888,0.666667,0.0012207,1,0.00241089,99.4663
7100,       5706.000,0.66888,0.666665,0.00106812,1,0.00230408,99.4687
7200,       5772.667,0.66888,0.666667,0.00100708,1,0.0022583,99.471
7300,       5839.333,0.66888,0.666667,0.000946045,1,0.00221252,99.4733
7400,       5906.000,0.66888,0.666667,0.00088501,1,0.00218201,99.4755
7500,       5972.667,0.66888,0.666667,0.000839233,1,0.00215149,99.4776
7600,       6038.667,0.668891,0.666663,0.000778198,1,0.00210571,99.4797
7700,       6105.333,0.668921,0.666667,0.0144501,1,0.00422668,99.4817
7800,       6172.000,0.668942,0.666667,0.00334167,1,0.00239563,99.4837
7900,       6238.667,0.668962,0.666667,0.00144958,1,0.00219727,99.4855
8000,       6305.333,0.668983,0.666667,0.000762939,1,0.00209045,99.4873
8100,       6372.000,0.669003,0.666667,0.000656128,1,0.00201416,99.4891
8200,       6438.667,0.669023,0.666667,0.000549316,1,0.00193787,99.4907
8300,       6505.333,0.669044,0.666667,0.000518799,1,0.00192261,99.4923
8400,       6572.000,0.669064,0.666667,0.00050354,1,0.00190735,99.4938
8500,       6638.000,0.669074,0.666665,0.00369263,1,0.00213623,99.4953
8600,       6704.667,0.669095,0.666667,0.000732422,1,0.00187683,99.4967
8700,       6771.333,0.669105,0.666667,0.000442505,0.999985,0.00187683,99.4981
8800,       6838.000,0.669125,0.666667,0.000427246,1,0.00186157,99.4994
8900,       6904.000,0.669136,0.666663,0.00050354,1,0.00183105,99.5007
9000,       6970.667,0.669146,0.666667,0.0439148,1,0.0135803,99.5019
9100,       7037.333,0.669146,0.666667,0.000854492,1,0.00216675,99.5031
9200,       7104.000,0.669146,0.666667,0.000457764,1,0.00189209,99.5043
9300,       7170.667,0.669146,0.666667,0.000137329,1,0.00166321,99.5055
9400,       7237.333,0.669146,0.666667,4.57764e-05,1,0.00158691,99.5066
9500,       7304.000,0.669146,0.666667,6.10352e-05,1,0.00158691,99.5077
9600,       7370.667,0.669146,0.666667,6.10352e-05,1,0.00158691,99.5088
9700,       7437.333,0.669146,0.666667,6.10352e-05,1,0.00158691,99.5099
9800,       7503.334,0.669146,0.66666,7.62939e-05,1,0.00158691,99.511
9900,       7570.000,0.669146,0.666667,9.15527e-05,1,0.00158691,99.512
10000,       7636.667,0.669146,0.666667,9.15527e-05,1,0.00158691,99.513
10100,       7703.333,0.669146,0.666667,0.000106812,1,0.00158691,99.514
10200,       7770.000,0.669146,0.666667,0.00012207,1,0.00158691,99.515
10300,       7836.000,0.669146,0.666663,0.00480652,1,0.00228882,99.516
10400,       7902.667,0.669146,0.666667,0.00131226,1,0.00192261,99.5169
10500,       7969.333,0.669146,0.666667,0.000427246,1,0.00170898,99.5179
10600,       8036.000,0.669146,0.666667,6.10352e-05,1,0.00158691,99.5188
10700,       8102.667,0.669146,0.666667,6.10352e-05,1,0.00158691,99.5197
10800,       8169.333,0.669146,0.666667,6.10352e-05,1,0.00158691,99.5206
10900,       8236.000,0.669146,0.666667,6.10352e-05,1,0.00158691,99.5215
11000,       8302.667,0.669146,0.666667,6.10352e-05,1,0.00158691,99.5224
11100,       8369.333,0.669146,0.666667,4.57764e-05,1,0.00157166,99.5232
11200,       8435.334,0.669146,0.66666,4.57764e-05,1,0.00157166,99.524
11300,       8502.000,0.669146,0.666667,4.57764e-05,1,0.00157166,99.5249
11400,       8568.667,0.669146,0.666667,4.57764e-05,1,0.00157166,99.5257
11500,       8635.333,0.669146,0.666667,4.57764e-05,1,0.00157166,99.5265
11600,       8701.334,0.669146,0.666663,4.57764e-05,1,0.00157166,99.5273
11700,       8768.000,0.669146,0.666667,4.57764e-05,1,0.00157166,99.528
11800,       8834.667,0.669146,0.666667,4.57764e-05,1,0.00157166,99.5288
11900,       8901.333,0.669146,0.666667,4.57764e-05,1,0.00157166,99.5296
12000,       8968.000,0.669146,0.666667,4.57764e-05,1,0.00157166,99.5303
12100,       9034.667,0.669146,0.666667,3.05176e-05,1,0.00157166,99.531
12200,       9101.333,0.669146,0.666667,3.05176e-05,1,0.00157166,99.5317
12300,       9168.000,0.669146,0.666667,3.05176e-05,1,0.00157166,99.5325
12400,       9234.667,0.669146,0.666667,3.05176e-05,1,0.00157166,99.5332
12500,       9300.667,0.669146,0.66666,3.05176e-05,1,0.00157166,99.5338
12600,       9367.333,0.669146,0.666667,3.05176e-05,1,0.00157166,99.5345
12700,       9434.000,0.669146,0.666667,3.05176e-05,1,0.00157166,99.5352
12800,       9500.667,0.669146,0.666667,3.05176e-05,1,0.00157166,99.5358
12900,       9567.333,0.669146,0.666667,1.52588e-05,1,0.00157166,99.5365
13000,       9633.333,0.669146,0.666663,1.52588e-05,1,0.00157166,99.5371
13100,       9700.000,0.669146,0.666667,1.52588e-05,1,0.00157166,99.5378
13200,       9766.667,0.669146,0.666667,1.52588e-05,1,0.00157166,99.5384
13300,       9833.333,0.669146,0.666667,1.52588e-05,1,0.00157166,99.539
13400,       9900.000,0.669146,0.666667,3.05176e-05,1,0.00157166,99.5396
13500,       9966.667,0.669146,0.666667,3.05176e-05,1,0.00157166,99.5402
13600,      10033.333,0.669146,0.666667,4.57764e-05,1,0.00157166,99.5408
13700,      10100.000,0.669146,0.666667,6.10352e-05,1,0.00157166,99.5414
13800,      10166.667,0.669146,0.666667,9.15527e-05,1,0.00158691,99.542
13900,      10232.667,0.669146,0.66666,0.00038147,1,0.00163269,99.5425
14000,      10299.333,0.669146,0.666667,0.00248718,1,0.00204468,99.5431
14100,      10366.000,0.669146,0.666667,0.00282288,1,0.00285339,99.5436
14200,      10432.667,0.669146,0.666667,0.000946045,1,0.00210571,99.5442
14300,      10499.333,0.669146,0.666667,0.000549316,1,0.00189209,99.5447
14400,      10565.333,0.669146,0.666667,0.000350952,1,0.00177002,99.5453
14500,      10632.000,0.669146,0.666667,3.05176e-05,1,0.00160217,99.5458
14600,      10698.667,0.669146,0.666667,3.05176e-05,1,0.00158691,99.5463
14700,      10765.333,0.669146,0.666667,3.05176e-05,1,0.00157166,99.5468
