iStep,tEnd,dtStar,dt,Nu,Nc,Nd,Eff
100,         27.536,0.413017,0.410933,0.00567627,1,1.52588e-05,99.613
200,         68.630,0.413017,0.410959,0.00787354,1,6.10352e-05,99.5434
300,        109.726,0.41301,0.410959,0.00416565,1,0.000106812,99.5279
400,        150.822,0.413004,0.410959,0.00398254,1,0.000137329,99.5213
500,        191.918,0.412998,0.410959,0.00491333,1,0.000183105,99.5179
600,        233.014,0.412985,0.410959,0.00708008,1,0.000213623,99.5161
700,        274.110,0.412973,0.410959,0.00561523,1,0.000259399,99.5153
800,        315.205,0.41296,0.410959,0.00593567,1,0.000350952,99.5151
900,        356.301,0.412935,0.410959,0.00662231,1,0.000442505,99.5155
1000,        397.397,0.41291,0.410959,0.00735474,1,0.000549316,99.5164
1100,        438.493,0.412878,0.410959,0.00881958,1,0.000656128,99.5178
1200,        479.589,0.41284,0.410959,0.0098114,1,0.000762939,99.5197
1300,        520.685,0.412796,0.410959,0.0181732,1,0.000854492,99.522
1400,        561.781,0.412746,0.410959,0.0127411,1,0.000961304,99.5249
1500,        602.877,0.412695,0.410959,0.0134735,1,0.00106812,99.5282
1600,        643.973,0.412632,0.410959,0.0140228,1,0.00112915,99.5319
1700,        685.069,0.41257,0.410959,0.0143127,1,0.00119019,99.5361
1800,        726.164,0.412507,0.410959,0.0173187,1,0.00166321,99.5407
1900,        767.260,0.412437,0.410959,0.014679,1,0.001297,99.5456
2000,        808.356,0.412368,0.410959,0.0148315,1.00002,0.00135803,99.5509
2100,        849.452,0.412293,0.410959,0.0187225,1.00002,0.00141907,99.5566
2200,        890.548,0.412211,0.410959,0.0154724,1,0.00146484,99.5626
2300,        931.644,0.412129,0.410959,0.0158997,1,0.00157166,99.5689
2400,        972.740,0.412041,0.410959,0.0163422,1,0.00167847,99.5756
2500,       1013.836,0.411947,0.410959,0.0168152,1,0.00178528,99.5826
2600,       1054.932,0.411846,0.410959,0.0173645,1,0.00189209,99.59
2700,       1096.027,0.411739,0.410959,0.0178375,1,0.0019989,99.5978
2800,       1137.123,0.411626,0.410959,0.0182495,1,0.00210571,99.6059
2900,       1178.219,0.411507,0.410959,0.0186157,1,0.00221252,99.6145
3000,       1219.315,0.411381,0.410959,0.0189972,1,0.00239563,99.6235
3100,       1260.411,0.41125,0.410959,0.0194244,1.00002,0.00260925,99.633
3200,       1301.507,0.411099,0.410959,0.0198669,1,0.00280762,99.6429
3300,       1342.552,0.410936,0.407045,0.0203094,1,0.00302124,99.6496
3400,       1383.265,0.410767,0.408163,0.0207062,1,0.0032196,99.6333
3500,       1424.082,0.410585,0.408163,0.0210724,1.00002,0.00341797,99.6263
3600,       1464.898,0.410391,0.408164,0.0214844,1.00002,0.00363159,99.6209
3700,       1505.714,0.410184,0.408163,0.0339661,1,0.00382996,99.6172
3800,       1546.531,0.409965,0.408163,0.0224152,1.00002,0.00422668,99.615
3900,       1587.347,0.409715,0.408163,0.0303955,1,0.00466919,99.6144
4000,       1628.163,0.409446,0.408163,0.0690918,1,0.00660706,99.6153
4100,       1668.980,0.409153,0.408163,0.0315857,1,0.00552368,99.6179
4200,       1709.796,0.408835,0.408163,0.0251007,1,0.00595093,99.6222
4300,       1750.612,0.408492,0.408163,0.0257568,1,0.00636292,99.6282
4400,       1791.353,0.40813,0.393046,0.0263977,1.00002,0.00675964,99.6317
4500,       1831.622,0.407732,0.405405,0.0274811,1.00002,0.00802612,99.6119
4600,       1872.162,0.407247,0.405405,0.0289917,1.00002,0.00947571,99.6092
4700,       1912.703,0.406682,0.405405,0.0306854,1.00002,0.0108643,99.6094
4800,       1953.243,0.406037,0.405405,0.0323181,1.00002,0.0122528,99.6126
4900,       1993.745,0.405313,0.402213,0.033844,1.00002,0.0136108,99.6172
5000,       2033.967,0.404516,0.402213,0.0353088,1.00002,0.0148926,99.6116
5100,       2074.228,0.403646,0.402686,0.036911,1.00003,0.0161591,99.6121
5200,       2114.497,0.402705,0.402685,0.038681,1.00002,0.0169067,99.6172
5300,       2154.413,0.401742,0.399089,0.0400696,1.00003,0.0173798,99.6102
5400,       2194.400,0.400744,0.4,0.0411682,1.00002,0.0179138,99.6111
5500,       2234.324,0.399724,0.397183,0.0420685,1.00003,0.0184021,99.6136
5600,       2274.042,0.398676,0.397183,0.0427856,1.00003,0.0188599,99.6115
5700,       2313.775,0.397595,0.397351,0.0433655,1.00002,0.0193176,99.6147
5800,       2353.026,0.396504,0.394736,0.0508575,1.00002,0.0196991,99.6023
5900,       2392.500,0.39538,0.394736,0.063385,1.00003,0.0201874,99.6038
6000,       2431.826,0.394242,0.391304,0.0706635,1.00003,0.0205841,99.6039
6100,       2470.980,0.393095,0.392157,0.0762939,1.00003,0.0207672,99.6016
6200,       2510.041,0.391951,0.383037,0.0800171,1.00003,0.0209808,99.6003
6300,       2548.831,0.390804,0.38961,0.0774384,1.00003,0.0211945,99.593
6400,       2587.792,0.389649,0.38961,0.0840607,1.00003,0.021347,99.5967
6500,       2626.467,0.388497,0.386659,0.088562,1.00003,0.0215302,99.5939
6600,       2665.161,0.387343,0.387096,0.0924988,1.00003,0.0217133,99.5961
6700,       2703.462,0.386198,0.384615,0.100769,1.00003,0.0226746,99.5881
6800,       2741.923,0.385045,0.384615,0.101624,1.00003,0.0250244,99.5903
6900,       2780.255,0.383907,0.382166,0.105911,1.00003,0.0269318,99.5918
7000,       2818.471,0.382778,0.382166,0.10733,1.00003,0.0278625,99.5932
