Event ID,Region,Region (source),Burst Duration (min),Burst Loading,Original Burst Depth (mm),AEP Window,AEP (source) (%),Burst Start Date,Burst End Date,DB Event Reference No.,DB Pluviograph Reference No.,Offical Gauge,Lat,Long
6429,Southern Slopes (mainland),Southern Slopes (mainland),5760,2,306,frequent,15.031,5/12/2003 14:50,5/16/2003 14:45,120049,1937,qcd_568136_233,-34.4409,150.8974
6430,Southern Slopes (mainland),Southern Slopes (mainland),5760,2,431.2,frequent,15.2736,8/15/1998 17:25,8/19/1998 17:20,43040,557,qcd_068117,-34.59,150.6085
6431,Southern Slopes (mainland),Southern Slopes (mainland),5760,2,119.98,frequent,16.2765,12/14/1991 14:55,12/18/1991 14:50,132333,2083,qcd_587118_151,-37.4175,144.5592
6432,Southern Slopes (mainland),Southern Slopes (mainland),5760,2,190.29,frequent,19.3114,2/21/1977 13:55,2/25/1977 13:50,62998,1002,qcd_215008_77,-35.7888,149.6406
6433,Southern Slopes (mainland),Southern Slopes (mainland),5760,3,108.71,frequent,16.2757,11/5/1954 20:20,11/9/1954 20:15,51806,661,qcd_086096,-37.7214,145.0059
6434,Southern Slopes (mainland),Southern Slopes (mainland),5760,3,104.04,frequent,16.4155,10/19/1995 13:50,10/23/1995 13:45,69923,1130,qcd_231106_151,-37.6395,144.6563
6435,Southern Slopes (mainland),Southern Slopes (mainland),5760,3,90.39,frequent,19.9266,3/19/1941 0:30,3/23/1941 0:25,50169,642,qcd_085098,-38.2,146.4
6280,Southern Slopes (mainland),Southern Slopes (mainland),5760,3,230.97,intermediate,5.4989,4/19/1960 18:10,4/23/1960 18:05,55254,702,qcd_090087,-38.6636,143.4495
6314,Southern Slopes (mainland),Southern Slopes (mainland),5760,3,725.38,intermediate,3.4769,6/8/1991 5:25,6/12/1991 5:20,119080,1921,qcd_568078_231,-34.7042,150.6267
6397,Southern Slopes (mainland),Southern Slopes (mainland),5760,2,421.5,intermediate,4.6438,8/15/1998 18:00,8/19/1998 17:55,121113,1954,qcd_568173_233,-34.483,150.8473
6408,Southern Slopes (mainland),Southern Slopes (mainland),5760,2,114.73,intermediate,11.7715,5/27/2000 13:50,5/31/2000 13:45,65517,1066,qcd_228365_151,-38.0636,145.4218
6418,Southern Slopes (mainland),Southern Slopes (mainland),5760,1,110.7,intermediate,14.2267,6/5/1995 16:55,6/9/1995 16:50,69655,1126,qcd_230108_151,-37.2543,144.6868
6419,Southern Slopes (mainland),Southern Slopes (mainland),5760,1,181.42,intermediate,11.2715,10/2/1966 20:45,10/6/1966 20:40,49259,629,qcd_084005,-37.5035,148.1692
6421,Southern Slopes (mainland),Southern Slopes (mainland),5760,1,262.45,intermediate,12.6493,4/18/1964 18:45,4/22/1964 18:40,43217,560,qcd_068203,-35.085,150.23
6422,Southern Slopes (mainland),Southern Slopes (mainland),5760,2,164.4,intermediate,10.9546,7/24/1977 16:45,7/28/1977 16:40,50293,644,qcd_085106,-38.4861,146.3233
6423,Southern Slopes (mainland),Southern Slopes (mainland),5760,2,111.51,intermediate,12.9528,12/15/1991 4:45,12/19/1991 4:40,67087,1090,qcd_229615_151,-37.6863,145.1023
6424,Southern Slopes (mainland),Southern Slopes (mainland),5760,3,101.89,intermediate,10.6651,4/19/1980 10:50,4/23/1980 10:45,55474,704,qcd_090153,-38.255,143.1256
2621,Southern Slopes (mainland),Murray Basin,5760,2,183.8,rare,0.6736,1/10/2011 6:55,1/14/2011 6:50,47356,609,qcd_081038,-36.9422,143.4711
2685,Southern Slopes (mainland),Murray Basin,5760,2,207.04,rare,0.6667,3/11/1989 12:50,3/15/1989 12:45,124956,2001,qcd_570904_75,-35.1615,149.1343
4219,Southern Slopes (mainland),Southern Slopes (mainland),5760,1,510.64,rare,0.0598,4/21/2001 0:05,4/25/2001 0:00,70617,1149,qcd_233802_74,-38.6242,143.7311
4232,Southern Slopes (mainland),Southern Slopes (mainland),5760,1,348.56,rare,0.5206,1/31/1990 17:55,2/4/1990 17:50,55273,702,qcd_090087,-38.6636,143.4495
6244,Southern Slopes (mainland),Southern Slopes (mainland),5760,3,178,rare,0.926,1/10/2011 8:00,1/14/2011 7:55,54957,699,qcd_089111,-37.5174,143.7791
6319,Southern Slopes (mainland),Southern Slopes (mainland),5760,2,268.6,rare,0.7305,3/24/2000 7:55,3/28/2000 7:50,51098,655,qcd_085278,-37.7196,146.3888
6383,Southern Slopes (mainland),Southern Slopes (mainland),5760,3,583,rare,1.0505,6/8/1991 5:05,6/12/1991 5:00,121007,1952,qcd_568171_233,-34.5703,150.7684
6392,Southern Slopes (mainland),Southern Slopes (mainland),5760,2,485.5,rare,2.1465,8/15/1998 18:40,8/19/1998 18:35,121271,1958,qcd_568185_233,-34.479,150.7584
6416,Southern Slopes (mainland),Southern Slopes (mainland),5760,3,219.26,rare,3.1745,7/25/1977 16:00,7/29/1977 15:55,50471,647,qcd_085176,-37.8283,146.18
6417,Southern Slopes (mainland),Southern Slopes (mainland),5760,3,137.13,rare,3.1616,2/2/1973 9:55,2/6/1973 9:50,53740,685,qcd_087107,-37.9333,144.75
6427,Southern Slopes (mainland),Southern Slopes (mainland),7200,2,151.04,frequent,17.5399,10/2/1966 12:35,10/7/1966 12:30,49494,633,qcd_084078,-37.7513,147.7301
6460,Southern Slopes (mainland),Southern Slopes (mainland),7200,1,103.14,frequent,23.9866,3/18/1970 18:15,3/23/1970 18:10,50132,641,qcd_085072,-38.1156,147.1322
6461,Southern Slopes (mainland),Southern Slopes (mainland),7200,1,366.25,frequent,27.1009,3/19/1963 1:50,3/24/1963 1:45,43044,557,qcd_068117,-34.59,150.6085
6462,Southern Slopes (mainland),Southern Slopes (mainland),7200,1,121.96,frequent,30.3373,5/23/1974 14:30,5/28/1974 14:25,49334,630,qcd_084015,-37.3757,147.8373
6463,Southern Slopes (mainland),Southern Slopes (mainland),7200,2,316,frequent,14.4971,5/12/2003 11:35,5/17/2003 11:30,121114,1954,qcd_568173_233,-34.483,150.8473
6464,Southern Slopes (mainland),Southern Slopes (mainland),7200,2,98.91,frequent,16.2042,3/18/1941 1:55,3/23/1941 1:50,50170,642,qcd_085098,-38.2,146.4
6465,Southern Slopes (mainland),Southern Slopes (mainland),7200,2,140.27,frequent,17.4779,11/2/2004 14:15,11/7/2004 14:10,68741,1114,qcd_229690_151,-37.7958,145.3759
6467,Southern Slopes (mainland),Southern Slopes (mainland),7200,3,99.32,frequent,15.6267,2/12/1972 16:40,2/17/1972 16:35,52309,668,qcd_086245,-38.1167,145.1797
6468,Southern Slopes (mainland),Southern Slopes (mainland),7200,3,124.6,frequent,21.2975,8/16/2001 12:35,8/21/2001 12:30,50577,648,qcd_085227,-38.5215,146.2041
6470,Southern Slopes (mainland),Southern Slopes (mainland),7200,3,100.52,frequent,22.141,1893-05-27 14:10:00,1893-06-01 14:05:00,51528,658,qcd_086071,-37.8075,144.97
2765,Southern Slopes (mainland),Murray Basin,7200,2,209.12,intermediate,3.521,4/13/1956 19:00,4/18/1956 18:55,49002,625,qcd_083033,-37.5696,146.2541
4290,Southern Slopes (mainland),Murray Basin,7200,2,130.07,intermediate,3.7336,4/6/1974 13:35,4/11/1974 13:30,45462,587,qcd_074114,-35.1311,147.3091
6409,Southern Slopes (mainland),Southern Slopes (mainland),7200,2,122.56,intermediate,10.276,5/26/2000 12:05,5/31/2000 12:00,65517,1066,qcd_228365_151,-38.0636,145.4218
6420,Southern Slopes (mainland),Southern Slopes (mainland),7200,1,196.69,intermediate,9.1753,10/2/1966 12:55,10/7/1966 12:50,49259,629,qcd_084005,-37.5035,148.1692
6452,Southern Slopes (mainland),Southern Slopes (mainland),7200,1,374,intermediate,10.4246,5/12/2003 12:30,5/17/2003 12:25,120870,1950,qcd_568169_233,-34.4763,150.9065
6453,Southern Slopes (mainland),Southern Slopes (mainland),7200,2,126.04,intermediate,10.2993,7/24/1977 9:05,7/29/1977 9:00,50829,651,qcd_085240,-38.2456,145.9347
6454,Southern Slopes (mainland),Southern Slopes (mainland),7200,2,259.63,intermediate,13.7753,7/7/2001 2:40,7/12/2001 2:35,63159,1006,qcd_219033_77,-36.5703,149.4554
6456,Southern Slopes (mainland),Southern Slopes (mainland),7200,2,127.01,intermediate,5.7207,3/18/1970 17:15,3/23/1970 17:10,52307,668,qcd_086245,-38.1167,145.1797
6457,Southern Slopes (mainland),Southern Slopes (mainland),7200,3,526.5,intermediate,8.8561,6/7/1991 4:40,6/12/1991 4:35,120635,1945,qcd_568162_233,-34.3928,150.8703
6458,Southern Slopes (mainland),Southern Slopes (mainland),7200,3,387.68,intermediate,7.8804,6/7/1964 15:20,6/12/1964 15:15,43135,558,qcd_068131,-34.4674,150.8813
2643,Southern Slopes (mainland),Murray Basin,7200,1,253.98,rare,0.3154,3/17/1950 17:15,3/22/1950 17:10,43871,569,qcd_070015,-35.3,149.1
2653,Southern Slopes (mainland),Murray Basin,7200,2,149.62,rare,2.0758,4/6/1974 15:15,4/11/1974 15:10,44947,582,qcd_072150,-35.1583,147.4575
2689,Southern Slopes (mainland),Murray Basin,7200,2,196.74,rare,1.2694,3/10/1989 15:10,3/15/1989 15:05,129600,2032,qcd_570987_75,-35.2142,149.0939
2692,Southern Slopes (mainland),Murray Basin,7200,2,195.72,rare,1.4396,3/10/1989 14:40,3/15/1989 14:35,130088,2037,qcd_570996_75,-35.2247,149.065
2717,Southern Slopes (mainland),Murray Basin,7200,3,214.32,rare,1.8714,6/6/1995 4:35,6/11/1995 4:30,71855,1177,qcd_403233_74,-36.7215,146.882
2727,Southern Slopes (mainland),Murray Basin,7200,1,140.27,rare,2.6136,7/12/1964 0:35,7/17/1964 0:30,44669,579,qcd_072060,-36.2254,148.1431
4233,Southern Slopes (mainland),Southern Slopes (mainland),7200,1,353.5,rare,0.5181,1/31/1990 18:00,2/5/1990 17:55,55273,702,qcd_090087,-38.6636,143.4495
6384,Southern Slopes (mainland),Southern Slopes (mainland),7200,3,669,rare,0.5913,6/7/1991 1:35,6/12/1991 1:30,121007,1952,qcd_568171_233,-34.5703,150.7684
6436,Southern Slopes (mainland),Southern Slopes (Tasmania),7200,2,237.6,rare,2.1068,5/15/1975 15:45,5/20/1975 15:40,56947,745,qcd_097008,-42.0661,145.5681
6447,Southern Slopes (mainland),Southern Slopes (Tasmania),7200,3,195.4,rare,2.3679,9/9/2005 5:10,9/14/2005 5:05,56303,736,qcd_094157,-43.1639,147.8333
6466,Southern Slopes (mainland),Southern Slopes (mainland),8640,2,149.49,frequent,14.8641,11/2/2004 6:50,11/8/2004 6:45,68741,1114,qcd_229690_151,-37.7958,145.3759
6475,Southern Slopes (mainland),Southern Slopes (mainland),8640,1,129.67,frequent,30.4034,6/13/1978 6:50,6/19/1978 6:45,49504,633,qcd_084078,-37.7513,147.7301
6476,Southern Slopes (mainland),Southern Slopes (mainland),8640,1,126.71,frequent,31.5488,10/25/1989 6:10,10/31/1989 6:05,68895,1117,qcd_229808_74,-37.8216,145.6485
6477,Southern Slopes (mainland),Southern Slopes (mainland),8640,1,86.2,frequent,33.208,8/5/1941 19:15,8/11/1941 19:10,50173,642,qcd_085098,-38.2,146.4
6479,Southern Slopes (mainland),Southern Slopes (mainland),8640,2,232.11,frequent,22.9697,3/18/1963 15:45,3/24/1963 15:40,43224,560,qcd_068203,-35.085,150.23
6480,Southern Slopes (mainland),Southern Slopes (mainland),8640,2,120.6,frequent,23.5875,8/16/2001 13:25,8/22/2001 13:20,131497,2065,qcd_586196_151,-38.3643,145.8189
6481,Southern Slopes (mainland),Southern Slopes (mainland),8640,2,180.52,frequent,30.2055,7/16/1974 13:15,7/22/1974 13:10,55116,701,qcd_090083,-38.6357,143.5127
6482,Southern Slopes (mainland),Southern Slopes (mainland),8640,3,128.89,frequent,14.6781,4/15/1935 5:55,4/21/1935 5:50,53245,678,qcd_087036,-37.4155,144.5569
6483,Southern Slopes (mainland),Southern Slopes (mainland),8640,3,113.75,frequent,14.7749,1880-09-06 17:45:00,1880-09-12 17:40:00,51544,658,qcd_086071,-37.8075,144.97
6485,Southern Slopes (mainland),Southern Slopes (mainland),8640,3,114.17,frequent,15.062,2/11/1972 15:05,2/17/1972 15:00,52507,670,qcd_086282,-37.6655,144.8321
2814,Southern Slopes (mainland),Murray Basin,8640,3,146.78,intermediate,3.4623,4/6/1974 16:40,4/12/1974 16:35,44816,581,qcd_072099,-35.9111,148.2167
6381,Southern Slopes (mainland),Southern Slopes (mainland),8640,3,123.53,intermediate,13.4291,12/22/1993 8:25,12/28/1993 8:20,130533,2046,qcd_586037_151,-37.7777,145.1609
6404,Southern Slopes (mainland),Southern Slopes (mainland),8640,2,151.61,intermediate,8.7935,3/18/1970 18:15,3/24/1970 18:10,53542,681,qcd_087075,-37.4964,144.5028
6410,Southern Slopes (mainland),Southern Slopes (mainland),8640,2,124.97,intermediate,10.0585,5/26/2000 9:55,6/1/2000 9:50,65517,1066,qcd_228365_151,-38.0636,145.4218
6455,Southern Slopes (mainland),Southern Slopes (mainland),8640,2,278.29,intermediate,11.5906,7/6/2001 12:05,7/12/2001 12:00,63159,1006,qcd_219033_77,-36.5703,149.4554
6459,Southern Slopes (mainland),Southern Slopes (mainland),8640,3,402.61,intermediate,7.5088,6/6/1964 16:30,6/12/1964 16:25,43135,558,qcd_068131,-34.4674,150.8813
6469,Southern Slopes (mainland),Southern Slopes (mainland),8640,2,144.8,intermediate,13.1326,8/16/2001 12:35,8/22/2001 12:30,50577,648,qcd_085227,-38.5215,146.2041
6471,Southern Slopes (mainland),Southern Slopes (mainland),8640,2,123.52,intermediate,13.8942,7/14/1964 12:35,7/20/1964 12:30,50832,651,qcd_085240,-38.2456,145.9347
6472,Southern Slopes (mainland),Southern Slopes (mainland),8640,2,110.56,intermediate,4.8993,11/10/1970 9:35,11/16/1970 9:30,54624,694,qcd_089016,-37.711,142.8395
6474,Southern Slopes (mainland),Southern Slopes (mainland),8640,3,117.09,intermediate,13.3226,2/11/1972 15:10,2/17/1972 15:05,51169,656,qcd_086038,-37.7276,144.9066
2294,Southern Slopes (mainland),Central Slopes,8640,3,1132.21,rare,0.0056,4/30/1996 15:45,5/6/1996 15:40,110846,1782,qcd_540007_66,-28.2356,152.48
2453,Southern Slopes (mainland),Central Slopes,8640,2,263.76,rare,0.9649,4/30/1996 16:40,5/6/1996 16:35,29867,394,qcd_041060,-28.0092,151.5861
2654,Southern Slopes (mainland),Murray Basin,8640,2,154.36,rare,2.0622,4/6/1974 15:15,4/12/1974 15:10,44947,582,qcd_072150,-35.1583,147.4575
2718,Southern Slopes (mainland),Murray Basin,8640,2,233.71,rare,1.2001,6/6/1995 2:45,6/12/1995 2:40,71855,1177,qcd_403233_74,-36.7215,146.882
2728,Southern Slopes (mainland),Murray Basin,8640,2,146.31,rare,2.2048,7/10/1964 23:15,7/16/1964 23:10,44669,579,qcd_072060,-36.2254,148.1431
2766,Southern Slopes (mainland),Murray Basin,8640,2,230.68,rare,2.4381,4/13/1956 19:00,4/19/1956 18:55,49002,625,qcd_083033,-37.5696,146.2541
4234,Southern Slopes (mainland),Southern Slopes (mainland),8640,2,369.44,rare,0.4239,1/31/1990 17:55,2/6/1990 17:50,55273,702,qcd_090087,-38.6636,143.4495
4304,Southern Slopes (mainland),Southern Slopes (mainland),8640,2,639.58,rare,1.0276,6/6/1991 20:25,6/12/1991 20:20,119416,1926,qcd_568086_231,-35.0219,150.4631
4322,Southern Slopes (mainland),Southern Slopes (mainland),8640,1,168.82,rare,2.8908,6/28/1980 19:35,7/4/1980 19:30,50834,651,qcd_085240,-38.2456,145.9347
6437,Southern Slopes (mainland),Southern Slopes (Tasmania),8640,2,259.61,rare,1.839,5/14/1975 17:05,5/20/1975 17:00,56947,745,qcd_097008,-42.0661,145.5681
6478,Southern Slopes (mainland),Southern Slopes (mainland),10080,1,96.64,frequent,22.4538,8/4/1941 20:40,8/11/1941 20:35,50173,642,qcd_085098,-38.2,146.4
6502,Southern Slopes (mainland),Southern Slopes (mainland),10080,1,132.81,frequent,17.5676,7/23/2003 10:00,7/30/2003 9:55,131499,2065,qcd_586196_151,-38.3643,145.8189
6503,Southern Slopes (mainland),Southern Slopes (mainland),10080,1,103.13,frequent,22.5859,4/14/1935 2:30,4/21/1935 2:25,51809,661,qcd_086096,-37.7214,145.0059
6504,Southern Slopes (mainland),Southern Slopes (mainland),10080,2,114.92,frequent,14.4811,11/1/2004 17:25,11/8/2004 17:20,130488,2045,qcd_586036_151,-37.9374,145.0146
6505,Southern Slopes (mainland),Southern Slopes (mainland),10080,2,161.49,frequent,17.2745,3/16/2001 21:25,3/23/2001 21:20,131287,2059,qcd_586178_151,-37.7638,145.6994
6506,Southern Slopes (mainland),Southern Slopes (mainland),10080,2,112.25,frequent,27.655,4/15/1965 21:10,4/22/1965 21:05,50680,649,qcd_085236,-38.3181,146.5645
6507,Southern Slopes (mainland),Southern Slopes (mainland),10080,2,196.17,frequent,27.7393,8/5/1978 16:40,8/12/1978 16:35,55120,701,qcd_090083,-38.6357,143.5127
6508,Southern Slopes (mainland),Southern Slopes (mainland),10080,3,127.48,frequent,15.3421,12/22/1993 3:05,12/29/1993 3:00,66378,1082,qcd_229249_151,-37.7823,145.3065
6509,Southern Slopes (mainland),Southern Slopes (mainland),10080,3,107.97,frequent,16.2887,10/18/2000 22:30,10/25/2000 22:25,69926,1130,qcd_231106_151,-37.6395,144.6563
6510,Southern Slopes (mainland),Southern Slopes (mainland),10080,3,213.9,frequent,16.439,11/1/1953 21:15,11/8/1953 21:10,55276,702,qcd_090087,-38.6636,143.4495
2860,Southern Slopes (mainland),Murray Basin,10080,2,155.81,intermediate,3.7281,1/30/1973 12:10,2/6/1973 12:05,54011,687,qcd_088023,-37.2313,145.9124
6269,Southern Slopes (mainland),Southern Slopes (mainland),10080,3,175.4,intermediate,10.0381,2/8/2010 17:55,2/15/2010 17:50,44333,576,qcd_071042,-36.6022,148.4677
6399,Southern Slopes (mainland),Southern Slopes (mainland),10080,3,187.22,intermediate,4.6353,9/14/1959 4:35,9/21/1959 4:30,50726,650,qcd_085237,-37.8833,146
6484,Southern Slopes (mainland),Southern Slopes (mainland),10080,3,123.17,intermediate,11.1417,1880-09-06 08:00:00,1880-09-13 07:55:00,51544,658,qcd_086071,-37.8075,144.97
6493,Southern Slopes (mainland),Southern Slopes (mainland),10080,2,165.89,intermediate,5.6126,1/30/1973 17:00,2/6/1973 16:55,52258,667,qcd_086234,-37.7869,145.2847
6495,Southern Slopes (mainland),Southern Slopes (mainland),10080,2,188.1,intermediate,10.5631,7/13/1964 19:00,7/20/1964 18:55,50486,647,qcd_085176,-37.8283,146.18
6496,Southern Slopes (mainland),Southern Slopes (mainland),10080,2,122.74,intermediate,11.5891,4/14/1935 19:05,4/21/1935 19:00,53424,680,qcd_087061,-37.5706,144.7411
6497,Southern Slopes (mainland),Southern Slopes (mainland),10080,3,166.02,intermediate,9.8344,12/22/1993 9:20,12/29/1993 9:15,68743,1114,qcd_229690_151,-37.7958,145.3759
6499,Southern Slopes (mainland),Southern Slopes (mainland),10080,3,196.54,intermediate,8.3455,8/1/1976 4:20,8/8/1976 4:15,50492,647,qcd_085176,-37.8283,146.18
6501,Southern Slopes (mainland),Southern Slopes (mainland),10080,3,113.6,intermediate,13.6579,10/18/2000 19:55,10/25/2000 19:50,69556,1125,qcd_230107_151,-37.5284,144.8557
2614,Southern Slopes (mainland),Central Slopes,10080,3,228.48,rare,1.156,1/10/2004 8:15,1/17/2004 8:10,75703,1274,qcd_419016_77,-31.0598,151.1265
2729,Southern Slopes (mainland),Murray Basin,10080,1,154.5,rare,1.5358,7/10/1964 13:55,7/17/1964 13:50,44669,579,qcd_072060,-36.2254,148.1431
2784,Southern Slopes (mainland),Central Slopes,10080,3,196.6,rare,2.3513,1/10/2004 13:45,1/17/2004 13:40,34484,453,qcd_055136,-30.9672,151.3451
2827,Southern Slopes (mainland),Central Slopes,10080,3,208.66,rare,1.5541,3/8/1956 21:30,3/15/1956 21:25,40642,527,qcd_062026,-32.8079,149.977
2831,Southern Slopes (mainland),Murray Basin,10080,3,215.74,rare,2.7843,5/23/1999 19:40,5/30/1999 19:35,71509,1170,qcd_403205_74,-36.7267,146.9567
4323,Southern Slopes (mainland),Southern Slopes (mainland),10080,1,208.97,rare,0.9386,6/28/1980 10:00,7/5/1980 9:55,50834,651,qcd_085240,-38.2456,145.9347
4328,Southern Slopes (mainland),Southern Slopes (mainland),10080,2,175.35,rare,1.3344,1/30/1973 10:25,2/6/1973 10:20,52015,664,qcd_086147,-38.0333,145.1
4332,Southern Slopes (mainland),S-SW Flatlands (East),10080,3,219.08,rare,1.3105,4/21/1971 5:35,4/28/1971 5:30,13905,193,qcd_023785,-35,138.7167
6438,Southern Slopes (mainland),Southern Slopes (Tasmania),10080,3,281.24,rare,1.5928,5/13/1975 16:15,5/20/1975 16:10,56947,745,qcd_097008,-42.0661,145.5681
6486,Southern Slopes (mainland),Southern Slopes (Tasmania),10080,3,226.89,rare,2.5062,10/5/1979 21:25,10/12/1979 21:20,40078,746,qcd_097047,-41.4892,145.2083
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
