Event ID,Region,Region (source),Burst Duration (min),Burst Loading,Original Burst Depth (mm),AEP Window,AEP (source) (%),Burst Start Date,Burst End Date,DB Event Reference No.,DB Pluviograph Reference No.,Offical Gauge,Lat,Long
5792,Southern Slopes (mainland),Southern Slopes (mainland),10,1,18.86,frequent,14.4483,1/18/1972 15:00,1/18/1972 15:05,42958,557,qcd_068117,-34.59,150.6085
5793,Southern Slopes (mainland),Southern Slopes (mainland),10,1,12.87,frequent,14.486,2/24/1977 15:35,2/24/1977 15:40,52099,666,qcd_086224,-37.9764,145.2247
5794,Southern Slopes (mainland),Southern Slopes (mainland),10,1,16.2,frequent,14.4895,2/10/2007 20:30,2/10/2007 20:35,49609,636,qcd_084122,-37.4772,149.6386
5796,Southern Slopes (mainland),Southern Slopes (mainland),10,2,11.4,frequent,20.1144,8/3/2008 15:40,8/3/2008 15:45,65168,1060,qcd_228228_151,-38.119,145.4017
5797,Southern Slopes (mainland),Southern Slopes (mainland),10,2,10.6,frequent,23.8427,10/16/1995 15:10,10/16/1995 15:15,70140,1136,qcd_232210_74,-37.6432,144.0422
5798,Southern Slopes (mainland),Southern Slopes (mainland),10,2,10.6,frequent,27.966,7/5/1977 10:10,7/5/1977 10:15,67470,1095,qcd_229621_151,-37.8315,145.0036
5799,Southern Slopes (mainland),Southern Slopes (mainland),10,2,10.4,frequent,28.0963,6/30/2004 19:50,6/30/2004 19:55,65534,1067,qcd_228366_151,-37.8657,145.2426
5800,Southern Slopes (mainland),Southern Slopes (mainland),10,2,9.2,frequent,32.4406,7/18/2002 13:40,7/18/2002 13:45,69757,1129,qcd_231104_151,-37.7651,144.7661
5801,Southern Slopes (mainland),Southern Slopes (mainland),10,3,12.4,frequent,14.4447,11/4/1995 19:15,11/4/1995 19:20,69375,1123,qcd_230105_151,-37.7271,144.8361
5802,Southern Slopes (mainland),Southern Slopes (mainland),10,3,12.28,frequent,14.4631,12/3/1985 19:30,12/3/1985 19:35,52168,667,qcd_086234,-37.7869,145.2847
5779,Southern Slopes (mainland),Southern Slopes (mainland),10,1,14.12,intermediate,9.9858,2/18/1993 16:15,2/18/1993 16:20,52653,672,qcd_086351,-37.7163,145.0453
5780,Southern Slopes (mainland),Southern Slopes (mainland),10,1,26.5,intermediate,6.9636,3/2/1997 21:10,3/2/1997 21:15,121287,1959,qcd_568186_233,-34.581,150.718
5782,Southern Slopes (mainland),Southern Slopes (mainland),10,1,15.51,intermediate,10.4119,12/20/1991 16:35,12/20/1991 16:40,49937,640,qcd_085034,-37.9085,146.8046
5784,Southern Slopes (mainland),Southern Slopes (mainland),10,2,15.8,intermediate,7.6856,12/31/2008 10:05,12/31/2008 10:10,63774,1024,qcd_224213_74,-37.4951,147.2687
5785,Southern Slopes (mainland),Southern Slopes (mainland),10,2,12.8,intermediate,10.3065,10/30/2000 0:10,10/30/2000 0:15,65131,1059,qcd_228213_151,-38.1285,145.6858
5786,Southern Slopes (mainland),Southern Slopes (mainland),10,3,23.5,intermediate,10.8673,2/23/2009 18:30,2/23/2009 18:35,120035,1937,qcd_568136_233,-34.4409,150.8974
5787,Southern Slopes (mainland),Southern Slopes (mainland),10,3,13,intermediate,5.5665,2/11/1999 13:05,2/11/1999 13:10,55306,703,qcd_090135,-37.5908,141.4129
5788,Southern Slopes (mainland),Southern Slopes (mainland),10,1,12.9,intermediate,11.867,4/27/1982 22:55,4/27/1982 23:00,52183,667,qcd_086234,-37.7869,145.2847
5789,Southern Slopes (mainland),Southern Slopes (mainland),10,3,13.9,intermediate,9.7009,12/25/1966 20:05,12/25/1966 20:10,50328,646,qcd_085170,-38.2211,146.5233
5790,Southern Slopes (mainland),Southern Slopes (mainland),10,3,30,intermediate,4.0949,8/17/1998 19:55,8/17/1998 20:00,121051,1953,qcd_568172_233,-34.3319,150.9134
5769,Southern Slopes (mainland),Southern Slopes (mainland),10,1,21.55,rare,2.7299,1/24/2008 16:05,1/24/2008 16:10,63737,1022,qcd_224203_74,-37.7684,147.3713
5770,Southern Slopes (mainland),Southern Slopes (mainland),10,1,21,rare,1.3249,1/13/1998 16:20,1/13/1998 16:25,131780,2073,qcd_586375_151,-38.1286,145.2671
5771,Southern Slopes (mainland),Southern Slopes (mainland),10,1,26.16,rare,1.1974,2/21/2007 14:30,2/21/2007 14:35,63528,1017,qcd_222209_74,-37.0836,148.4133
5772,Southern Slopes (mainland),Southern Slopes (mainland),10,2,47.5,rare,0.2857,9/19/2000 9:40,9/19/2000 9:45,135492,2170,qcd_darkesroad_58,-34.469,150.7947
5773,Southern Slopes (mainland),Southern Slopes (mainland),10,2,21,rare,1.8755,4/12/2005 12:05,4/12/2005 12:10,51270,658,qcd_086071,-37.8075,144.97
5774,Southern Slopes (mainland),Southern Slopes (mainland),10,2,20.8,rare,1.954,9/1/2004 13:20,9/1/2004 13:25,51269,658,qcd_086071,-37.8075,144.97
5775,Southern Slopes (mainland),Southern Slopes (mainland),10,2,20.8,rare,2.3519,4/5/2005 15:40,4/5/2005 15:45,50029,641,qcd_085072,-38.1156,147.1322
5776,Southern Slopes (mainland),Southern Slopes (mainland),10,2,30.81,rare,0.2102,2/11/1999 11:15,2/11/1999 11:20,63657,1021,qcd_224201c_102,-37.49,147.1664
5777,Southern Slopes (mainland),Southern Slopes (mainland),10,3,20.06,rare,1.9622,1/23/1991 8:20,1/23/1991 8:25,58216,1131,qcd_231107_151,-37.8195,144.8256
5778,Southern Slopes (mainland),Southern Slopes (mainland),10,3,22.5,rare,2.1244,1/15/2002 17:35,1/15/2002 17:40,122739,1980,qcd_570347_231,-35.1906,149.945
5825,Southern Slopes (mainland),Southern Slopes (mainland),15,1,15.41,frequent,14.4785,12/14/1989 4:05,12/14/1989 4:15,68302,1107,qcd_229645_151,-37.7423,144.979
5827,Southern Slopes (mainland),Southern Slopes (mainland),15,1,15,frequent,14.5541,2/4/2011 19:40,2/4/2011 19:50,54946,699,qcd_089111,-37.5174,143.7791
5828,Southern Slopes (mainland),Southern Slopes (mainland),15,1,15.37,frequent,14.595,12/27/1993 18:00,12/27/1993 18:10,68304,1107,qcd_229645_151,-37.7423,144.979
5829,Southern Slopes (mainland),Southern Slopes (mainland),15,2,19.27,frequent,14.4307,2/27/1995 21:20,2/27/1995 21:30,63257,1009,qcd_221209_74,-37.3554,149.207
5830,Southern Slopes (mainland),Southern Slopes (mainland),15,2,14.93,frequent,14.452,12/30/2003 21:45,12/30/2003 21:55,131991,2078,qcd_587026_151,-37.233,144.7016
5831,Southern Slopes (mainland),Southern Slopes (mainland),15,2,11.1,frequent,14.4531,3/2/1999 11:05,3/2/1999 11:15,70674,1153,qcd_234209_74,-38.3385,143.5582
5832,Southern Slopes (mainland),Southern Slopes (mainland),15,2,21.4,frequent,14.5047,2/28/1977 23:05,2/28/1977 23:15,43149,559,qcd_068195,-34.6368,150.4026
5833,Southern Slopes (mainland),Southern Slopes (mainland),15,2,17.75,frequent,14.5114,12/22/1992 19:55,12/22/1992 20:05,121749,1970,qcd_569005_231,-35.5536,149.8569
5834,Southern Slopes (mainland),Southern Slopes (mainland),15,3,26.5,frequent,14.5758,1/4/1995 7:30,1/4/1995 7:40,120429,1942,qcd_568153_233,-34.3674,150.9098
5836,Southern Slopes (mainland),Southern Slopes (mainland),15,3,15.4,frequent,14.6149,1/22/1999 20:50,1/22/1999 21:00,67056,1090,qcd_229615_151,-37.6863,145.1023
5815,Southern Slopes (mainland),Southern Slopes (mainland),15,1,16.7,intermediate,9.6267,12/5/1992 14:05,12/5/1992 14:15,69761,1129,qcd_231104_151,-37.7651,144.7661
5816,Southern Slopes (mainland),Southern Slopes (mainland),15,1,17.06,intermediate,5.6941,12/5/1963 19:05,12/5/1963 19:15,53551,682,qcd_087097,-37.7,144.3167
5817,Southern Slopes (mainland),Southern Slopes (mainland),15,1,22.5,intermediate,10.9876,1/17/1982 15:10,1/17/1982 15:20,119154,1923,qcd_568082_231,-34.6189,150.38
5818,Southern Slopes (mainland),Southern Slopes (mainland),15,2,27.61,intermediate,4.2326,2/4/1994 13:45,2/4/1994 13:55,43417,565,qcd_069127,-35.6864,149.8386
5819,Southern Slopes (mainland),Southern Slopes (mainland),15,2,18.86,intermediate,3.4645,11/17/1993 17:20,11/17/1993 17:30,50516,648,qcd_085227,-38.5215,146.2041
5820,Southern Slopes (mainland),Southern Slopes (mainland),15,2,22.57,intermediate,11.9051,1/21/1981 14:20,1/21/1981 14:30,43146,559,qcd_068195,-34.6368,150.4026
5821,Southern Slopes (mainland),Southern Slopes (mainland),15,2,17.21,intermediate,8.5458,3/23/1985 17:50,3/23/1985 18:00,69590,1126,qcd_230108_151,-37.2543,144.6868
5822,Southern Slopes (mainland),Southern Slopes (mainland),15,2,19.78,intermediate,3.9554,1/14/1998 15:40,1/14/1998 15:50,70246,1140,qcd_233215_74,-37.8107,143.9184
5823,Southern Slopes (mainland),Southern Slopes (mainland),15,3,25.78,intermediate,7.6881,2/2/2004 14:05,2/2/2004 14:15,43470,566,qcd_069148,-35.9004,150.1437
5824,Southern Slopes (mainland),Southern Slopes (mainland),15,3,19.25,intermediate,9.1622,3/21/1985 16:25,3/21/1985 16:35,121567,1965,qcd_569000_231,-35.4497,149.7217
5803,Southern Slopes (mainland),Southern Slopes (mainland),15,1,30.84,rare,1.6994,2/13/2007 16:35,2/13/2007 16:45,64166,1032,qcd_225230_74,-37.9137,146.6561
5804,Southern Slopes (mainland),Southern Slopes (mainland),15,1,27.55,rare,1.8767,11/25/1976 16:25,11/25/1976 16:35,51880,663,qcd_086142,-37.572,145.5014
5805,Southern Slopes (mainland),Southern Slopes (mainland),15,1,16.83,rare,2.6589,10/23/2005 17:20,10/23/2005 17:30,70758,1155,qcd_234616_74,-38.2765,143.6199
5806,Southern Slopes (mainland),Southern Slopes (mainland),15,2,25.27,rare,2.4672,2/28/1995 5:20,2/28/1995 5:30,50053,641,qcd_085072,-38.1156,147.1322
5808,Southern Slopes (mainland),Southern Slopes (mainland),15,2,24.74,rare,0.4827,8/15/1995 11:35,8/15/1995 11:45,70442,1144,qcd_233224a_102,-38.3252,143.8334
5810,Southern Slopes (mainland),Southern Slopes (mainland),15,2,47.83,rare,0.1775,3/21/1978 0:05,3/21/1978 0:15,42846,557,qcd_068117,-34.59,150.6085
5811,Southern Slopes (mainland),Southern Slopes (mainland),15,2,38.71,rare,0.403,1/26/2001 16:50,1/26/2001 17:00,63578,1018,qcd_222219_74,-37.4991,148.2736
5812,Southern Slopes (mainland),Southern Slopes (mainland),15,2,27.6,rare,2.1787,1/20/2010 19:40,1/20/2010 19:50,43531,567,qcd_070012,-34.8996,149.9709
5813,Southern Slopes (mainland),Southern Slopes (mainland),15,3,24.39,rare,2.6,3/16/1982 17:00,3/16/1982 17:10,50390,647,qcd_085176,-37.8283,146.18
5814,Southern Slopes (mainland),Southern Slopes (mainland),15,3,67,rare,0.007,7/12/2007 16:05,7/12/2007 16:15,52553,671,qcd_086314,-38.1992,145.4933
5859,Southern Slopes (mainland),Southern Slopes (mainland),20,1,19.45,frequent,14.6072,1/29/2004 13:35,1/29/2004 13:50,63955,1030,qcd_225221_74,-37.7694,146.6677
5860,Southern Slopes (mainland),Southern Slopes (mainland),20,1,18.87,frequent,15.1437,1/3/1992 13:45,1/3/1992 14:00,49298,630,qcd_084015,-37.3757,147.8373
5861,Southern Slopes (mainland),Southern Slopes (mainland),20,1,25.8,frequent,15.8507,10/24/1999 10:15,10/24/1999 10:30,42997,557,qcd_068117,-34.59,150.6085
5862,Southern Slopes (mainland),Southern Slopes (mainland),20,2,17.75,frequent,14.4497,2/11/1964 7:40,2/11/1964 7:55,51992,664,qcd_086147,-38.0333,145.1
5865,Southern Slopes (mainland),Southern Slopes (mainland),20,2,30.5,frequent,14.5156,12/5/1989 8:20,12/5/1989 8:35,120416,1942,qcd_568153_233,-34.3674,150.9098
5866,Southern Slopes (mainland),Southern Slopes (mainland),20,2,17.37,frequent,14.5169,12/27/1999 6:20,12/27/1999 6:35,66545,1084,qcd_229402_151,-37.7162,144.9523
5867,Southern Slopes (mainland),Southern Slopes (mainland),20,2,17.63,frequent,14.5365,4/13/2003 15:40,4/13/2003 15:55,131151,2057,qcd_586176_151,-37.8264,145.1075
5868,Southern Slopes (mainland),Southern Slopes (mainland),20,2,17.13,frequent,14.5445,3/26/2002 9:15,3/26/2002 9:30,69335,1123,qcd_230105_151,-37.7271,144.8361
5869,Southern Slopes (mainland),Southern Slopes (mainland),20,3,23.48,frequent,15.2809,3/24/2008 15:05,3/24/2008 15:20,119832,1934,qcd_568132_231,-34.7761,150.3739
5870,Southern Slopes (mainland),Southern Slopes (mainland),20,3,15.81,frequent,17.1267,12/14/1993 16:25,12/14/1993 16:40,131660,2069,qcd_586201_151,-37.997,145.492
5848,Southern Slopes (mainland),Southern Slopes (mainland),20,1,31.6,intermediate,4.8383,1/27/1997 15:35,1/27/1997 15:50,63200,1007,qcd_221001_74,-37.1387,149.3173
5849,Southern Slopes (mainland),Southern Slopes (mainland),20,1,24.49,intermediate,5.603,11/3/2007 17:35,11/3/2007 17:50,70183,1137,qcd_232223a_32,-37.5077,144.0122
5850,Southern Slopes (mainland),Southern Slopes (mainland),20,1,21.46,intermediate,7.1013,12/14/1989 2:40,12/14/1989 2:55,67519,1095,qcd_229621_151,-37.8315,145.0036
5851,Southern Slopes (mainland),Southern Slopes (mainland),20,2,16.32,intermediate,11.6962,5/14/1974 20:55,5/14/1974 21:10,54970,700,qcd_090058,-38.0853,142.79
5852,Southern Slopes (mainland),Southern Slopes (mainland),20,2,24.8,intermediate,4.4588,11/16/2000 11:30,11/16/2000 11:45,51062,655,qcd_085278,-37.7196,146.3888
5853,Southern Slopes (mainland),Southern Slopes (mainland),20,2,33.5,intermediate,13.9515,11/27/1985 16:00,11/27/1985 16:15,140935,2280,qcd_yellowrockr_58,-34.6142,150.74
5855,Southern Slopes (mainland),Southern Slopes (mainland),20,2,22.51,intermediate,7.2464,8/15/1980 14:50,8/15/1980 15:05,50397,647,qcd_085176,-37.8283,146.18
5856,Southern Slopes (mainland),Southern Slopes (mainland),20,2,33.5,intermediate,4.66,12/21/1992 15:35,12/21/1992 15:50,118960,1922,qcd_568081_231,-34.6056,150.5261
5857,Southern Slopes (mainland),Southern Slopes (mainland),20,3,23,intermediate,5.1245,12/22/2006 20:30,12/22/2006 20:45,132349,2084,qcd_587126_151,-37.3779,144.5967
5858,Southern Slopes (mainland),Southern Slopes (mainland),20,3,19.81,intermediate,12.8096,12/2/1990 17:05,12/2/1990 17:20,51895,663,qcd_086142,-37.572,145.5014
5837,Southern Slopes (mainland),Southern Slopes (mainland),20,1,36.4,rare,2.0844,12/6/2004 14:50,12/6/2004 15:05,63101,1006,qcd_219033_77,-36.5703,149.4554
5838,Southern Slopes (mainland),Southern Slopes (mainland),20,1,25.4,rare,2.501,1/25/2001 17:40,1/25/2001 17:55,54888,698,qcd_089085,-37.2772,142.9808
5839,Southern Slopes (mainland),Southern Slopes (mainland),20,1,34,rare,2.435,12/27/2002 15:15,12/27/2002 15:30,43272,562,qcd_069049,-35.1165,150.0847
5840,Southern Slopes (mainland),Southern Slopes (mainland),20,2,30.27,rare,2.3912,12/11/2004 16:50,12/11/2004 17:05,70186,1137,qcd_232223a_32,-37.5077,144.0122
5841,Southern Slopes (mainland),Southern Slopes (mainland),20,2,33.2,rare,1.0524,1/1/2007 18:40,1/1/2007 18:55,52727,673,qcd_087017,-37.4701,144.3069
5842,Southern Slopes (mainland),Southern Slopes (mainland),20,2,27.4,rare,2.09,4/7/1977 16:10,4/7/1977 16:25,52943,675,qcd_087031,-37.8565,144.7566
5844,Southern Slopes (mainland),Southern Slopes (mainland),20,2,35.93,rare,0.7085,1/25/1998 2:05,1/25/1998 2:20,68218,1106,qcd_229643_151,-37.7814,144.9386
5845,Southern Slopes (mainland),Southern Slopes (mainland),20,2,31.5,rare,1.1489,1/24/1998 13:05,1/24/1998 13:20,121572,1965,qcd_569000_231,-35.4497,149.7217
5846,Southern Slopes (mainland),Southern Slopes (mainland),20,3,151.42,rare,0,2/1/1993 19:25,2/1/1993 19:40,63255,1009,qcd_221209_74,-37.3554,149.207
5847,Southern Slopes (mainland),Southern Slopes (mainland),20,3,28.17,rare,1.2454,1/3/1987 5:45,1/3/1987 6:00,53627,683,qcd_087104,-37.9767,144.6317
5892,Southern Slopes (mainland),Southern Slopes (mainland),25,1,16.77,frequent,14.4318,3/15/1966 14:20,3/15/1966 14:40,53663,684,qcd_087105,-37.95,144.6167
5894,Southern Slopes (mainland),Southern Slopes (mainland),25,1,17.37,frequent,14.7454,4/14/1985 17:40,4/14/1985 18:00,55175,702,qcd_090087,-38.6636,143.4495
5895,Southern Slopes (mainland),Southern Slopes (mainland),25,1,34,frequent,14.7462,4/4/2004 1:00,4/4/2004 1:20,120865,1950,qcd_568169_233,-34.4763,150.9065
5896,Southern Slopes (mainland),Southern Slopes (mainland),25,2,20.51,frequent,14.4361,2/1/1993 16:35,2/1/1993 16:55,68812,1116,qcd_229804_74,-37.6277,145.8021
5897,Southern Slopes (mainland),Southern Slopes (mainland),25,2,21.72,frequent,14.4427,4/22/2001 13:45,4/22/2001 14:05,64230,1034,qcd_225231a_102,-37.975,146.625
5898,Southern Slopes (mainland),Southern Slopes (mainland),25,2,22.06,frequent,14.4582,2/7/2008 16:00,2/7/2008 16:20,122454,1976,qcd_570343_231,-35.0028,149.8222
5899,Southern Slopes (mainland),Southern Slopes (mainland),25,2,16.33,frequent,14.4642,1/29/2006 20:55,1/29/2006 21:15,64712,1044,qcd_226209_74,-38.2057,146.0021
5900,Southern Slopes (mainland),Southern Slopes (mainland),25,2,19.6,frequent,14.4944,4/11/1996 7:10,4/11/1996 7:30,68434,1109,qcd_229660_151,-37.8928,145.002
5901,Southern Slopes (mainland),Southern Slopes (mainland),25,3,15,frequent,14.9313,1/25/2001 16:20,1/25/2001 16:40,55307,703,qcd_090135,-37.5908,141.4129
5902,Southern Slopes (mainland),Southern Slopes (mainland),25,3,20.97,frequent,15.5197,1/2/1999 13:25,1/2/1999 13:45,63731,1022,qcd_224203_74,-37.7684,147.3713
5878,Southern Slopes (mainland),Southern Slopes (mainland),25,1,26.4,intermediate,5.4972,12/31/2009 21:15,12/31/2009 21:35,51888,663,qcd_086142,-37.572,145.5014
5879,Southern Slopes (mainland),Southern Slopes (mainland),25,1,21.86,intermediate,11.2213,1/27/2006 13:40,1/27/2006 14:00,70182,1137,qcd_232223a_32,-37.5077,144.0122
5880,Southern Slopes (mainland),Southern Slopes (mainland),25,1,21.75,intermediate,13.5596,11/22/2000 18:15,11/22/2000 18:35,122530,1977,qcd_570344_231,-35.6917,149.6331
5881,Southern Slopes (mainland),Southern Slopes (mainland),25,2,25.74,intermediate,4.9262,11/20/2003 13:15,11/20/2003 13:35,65219,1061,qcd_228231a_151,-38.0205,145.2563
5883,Southern Slopes (mainland),Southern Slopes (mainland),25,2,32.75,intermediate,5.4285,2/15/1994 17:45,2/15/1994 18:05,119156,1923,qcd_568082_231,-34.6189,150.38
5885,Southern Slopes (mainland),Southern Slopes (mainland),25,2,37,intermediate,10.7581,10/31/2002 8:45,10/31/2002 9:05,138595,2236,qcd_portkembla_58,-34.48,150.8937
5886,Southern Slopes (mainland),Southern Slopes (mainland),25,2,16.18,intermediate,11.4682,11/27/1977 14:25,11/27/1977 14:45,55331,703,qcd_090135,-37.5908,141.4129
5888,Southern Slopes (mainland),Southern Slopes (mainland),25,2,20.34,intermediate,13.2576,1/28/1999 23:20,1/28/1999 23:40,131348,2061,qcd_586184_151,-37.9618,145.0354
5889,Southern Slopes (mainland),Southern Slopes (mainland),25,3,22,intermediate,9.9572,3/11/1968 17:50,3/11/1968 18:10,50610,649,qcd_085236,-38.3181,146.5645
5890,Southern Slopes (mainland),Southern Slopes (mainland),25,3,36.2,intermediate,3.7327,12/7/2004 8:10,12/7/2004 8:30,63011,1003,qcd_218008_77,-36.1289,150.0032
5781,Southern Slopes (mainland),Southern Slopes (mainland),25,2,57,rare,1.7959,3/2/1997 21:05,3/2/1997 21:25,121287,1959,qcd_568186_233,-34.581,150.718
5807,Southern Slopes (mainland),Southern Slopes (mainland),25,1,33.04,rare,1.9671,2/28/1995 5:20,2/28/1995 5:40,50053,641,qcd_085072,-38.1156,147.1322
5809,Southern Slopes (mainland),Southern Slopes (mainland),25,2,39.13,rare,0.1089,8/15/1995 11:25,8/15/1995 11:45,70442,1144,qcd_233224a_102,-38.3252,143.8334
5871,Southern Slopes (mainland),Southern Slopes (mainland),25,1,28.4,rare,2.1318,12/3/2007 11:40,12/3/2007 12:00,51648,660,qcd_086085,-37.9897,145.3356
5872,Southern Slopes (mainland),Southern Slopes (mainland),25,1,29.8,rare,2.2078,2/8/2001 22:20,2/8/2001 22:40,65187,1060,qcd_228228_151,-38.119,145.4017
5873,Southern Slopes (mainland),Southern Slopes (mainland),25,2,34.65,rare,1.3972,12/10/2004 13:35,12/10/2004 13:55,64952,1054,qcd_226819_74,-38.3182,146.566
5874,Southern Slopes (mainland),Southern Slopes (mainland),25,2,41.6,rare,0.5064,1/29/2006 19:10,1/29/2006 19:30,51887,663,qcd_086142,-37.572,145.5014
5875,Southern Slopes (mainland),Southern Slopes (mainland),25,2,34.7,rare,2.454,12/12/2004 14:30,12/12/2004 14:50,63589,1018,qcd_222219_74,-37.4991,148.2736
5876,Southern Slopes (mainland),Southern Slopes (mainland),25,3,120.91,rare,1.00E-04,4/29/1982 11:15,4/29/1982 11:35,65246,1062,qcd_228352_151,-37.9278,145.2301
5877,Southern Slopes (mainland),Southern Slopes (mainland),25,3,37.81,rare,2.9226,12/25/1988 15:10,12/25/1988 15:30,49716,637,qcd_084123,-37.3475,149.4806
5921,Southern Slopes (mainland),Southern Slopes (mainland),30,1,21.06,frequent,14.5412,2/20/1984 19:55,2/20/1984 20:20,66056,1077,qcd_228603_151,-37.9347,145.1135
5922,Southern Slopes (mainland),Southern Slopes (mainland),30,1,19.8,frequent,14.6837,12/21/2007 19:35,12/21/2007 20:00,66425,1083,qcd_229270_151,-37.695,145.3195
5923,Southern Slopes (mainland),Southern Slopes (mainland),30,1,18.8,frequent,15.8768,11/10/1997 19:45,11/10/1997 20:10,53475,681,qcd_087075,-37.4964,144.5028
5924,Southern Slopes (mainland),Southern Slopes (mainland),30,2,19.52,frequent,14.4213,6/27/2007 12:30,6/27/2007 12:55,64457,1038,qcd_225809_74,-37.4961,146.8576
5931,Southern Slopes (mainland),Southern Slopes (mainland),30,2,20.6,frequent,14.4223,1/2/1984 6:50,1/2/1984 7:15,68104,1104,qcd_229638_151,-37.8464,145.1384
5932,Southern Slopes (mainland),Southern Slopes (mainland),30,2,26.6,frequent,14.4373,10/22/2005 13:10,10/22/2005 13:35,49638,636,qcd_084122,-37.4772,149.6386
5933,Southern Slopes (mainland),Southern Slopes (mainland),30,2,19.69,frequent,14.4478,3/18/1975 15:50,3/18/1975 16:15,54455,693,qcd_089002,-37.5127,143.7911
5934,Southern Slopes (mainland),Southern Slopes (mainland),30,2,16.02,frequent,14.5282,4/19/1989 13:40,4/19/1989 14:05,55354,704,qcd_090153,-38.255,143.1256
5935,Southern Slopes (mainland),Southern Slopes (mainland),30,3,19.39,frequent,14.6747,4/1/1985 19:10,4/1/1985 19:35,132193,2082,qcd_587117_151,-37.3636,144.7677
5936,Southern Slopes (mainland),Southern Slopes (mainland),30,3,30.66,frequent,15.0401,3/21/1983 17:30,3/21/1983 17:55,43000,557,qcd_068117,-34.59,150.6085
5783,Southern Slopes (mainland),Southern Slopes (mainland),30,2,30.83,intermediate,5.2887,12/20/1991 16:20,12/20/1991 16:45,49937,640,qcd_085034,-37.9085,146.8046
5835,Southern Slopes (mainland),Southern Slopes (mainland),30,3,39.5,intermediate,10.7428,1/4/1995 7:20,1/4/1995 7:45,120429,1942,qcd_568153_233,-34.3674,150.9098
5854,Southern Slopes (mainland),Southern Slopes (mainland),30,2,40,intermediate,13.7341,11/27/1985 15:55,11/27/1985 16:20,140935,2280,qcd_yellowrockr_58,-34.6142,150.74
5882,Southern Slopes (mainland),Southern Slopes (mainland),30,1,28.9,intermediate,3.9863,11/20/2003 13:20,11/20/2003 13:45,65219,1061,qcd_228231a_151,-38.0205,145.2563
5893,Southern Slopes (mainland),Southern Slopes (mainland),30,2,19.6,intermediate,10.7233,3/15/1966 14:20,3/15/1966 14:45,53663,684,qcd_087105,-37.95,144.6167
5915,Southern Slopes (mainland),Southern Slopes (mainland),30,1,26.5,intermediate,12.4414,2/7/1989 17:05,2/7/1989 17:30,121662,1966,qcd_569001_231,-35.2789,150.0314
5916,Southern Slopes (mainland),Southern Slopes (mainland),30,1,20.59,intermediate,12.0718,3/22/1970 14:45,3/22/1970 15:10,52354,669,qcd_086251,-37.9144,145.3317
5917,Southern Slopes (mainland),Southern Slopes (mainland),30,2,24.63,intermediate,7.8989,1/24/1993 16:10,1/24/1993 16:35,131357,2061,qcd_586184_151,-37.9618,145.0354
5918,Southern Slopes (mainland),Southern Slopes (mainland),30,2,26.88,intermediate,4.9028,2/25/2006 14:45,2/25/2006 15:10,68116,1104,qcd_229638_151,-37.8464,145.1384
5919,Southern Slopes (mainland),Southern Slopes (mainland),30,3,48.5,intermediate,4.7216,3/10/1975 19:40,3/10/1975 20:05,43093,558,qcd_068131,-34.4674,150.8813
5795,Southern Slopes (mainland),Southern Slopes (mainland),30,2,41.8,rare,2.3314,2/10/2007 20:20,2/10/2007 20:45,49609,636,qcd_084122,-37.4772,149.6386
5903,Southern Slopes (mainland),Southern Slopes (mainland),30,1,34,rare,0.8383,11/18/1993 15:05,11/18/1993 15:30,68696,1114,qcd_229690_151,-37.7958,145.3759
5904,Southern Slopes (mainland),Southern Slopes (mainland),30,1,50.2,rare,0.6174,2/4/2001 16:55,2/4/2001 17:20,43277,562,qcd_069049,-35.1165,150.0847
5905,Southern Slopes (mainland),Southern Slopes (mainland),30,1,25.8,rare,2.8292,2/12/1999 16:00,2/12/1999 16:25,46139,597,qcd_079052,-37.23,141.9609
5906,Southern Slopes (mainland),Southern Slopes (mainland),30,2,26.1,rare,2.938,4/19/1980 13:05,4/19/1980 13:30,55170,702,qcd_090087,-38.6636,143.4495
5907,Southern Slopes (mainland),Southern Slopes (mainland),30,2,42.17,rare,1.0331,2/23/1999 15:20,2/23/1999 15:45,63732,1022,qcd_224203_74,-37.7684,147.3713
5908,Southern Slopes (mainland),Southern Slopes (mainland),30,2,47.8,rare,0.4088,12/27/1999 16:05,12/27/1999 16:30,66817,1087,qcd_229612_151,-37.6959,145.0469
5910,Southern Slopes (mainland),Southern Slopes (mainland),30,2,56.36,rare,0.1729,2/5/1994 15:00,2/5/1994 15:25,63584,1018,qcd_222219_74,-37.4991,148.2736
5911,Southern Slopes (mainland),Southern Slopes (mainland),30,3,43.5,rare,1.6942,3/2/1999 21:55,3/2/1999 22:20,63368,1011,qcd_222004_77,-36.9954,149.0937
5913,Southern Slopes (mainland),Southern Slopes (mainland),30,3,63,rare,1.4743,10/24/1999 9:35,10/24/1999 10:00,135500,2170,qcd_darkesroad_58,-34.469,150.7947
5956,Southern Slopes (mainland),Southern Slopes (mainland),45,1,25.08,frequent,14.6144,11/1/1969 18:30,11/1/1969 19:10,49830,639,qcd_085026,-37.9743,146.3735
5957,Southern Slopes (mainland),Southern Slopes (mainland),45,1,17.47,frequent,14.6916,12/10/2004 19:00,12/10/2004 19:40,70835,1157,qcd_235237_74,-38.448,142.9889
5958,Southern Slopes (mainland),Southern Slopes (mainland),45,1,24.38,frequent,14.7332,10/15/1992 15:25,10/15/1992 16:05,63672,1021,qcd_224201c_102,-37.49,147.1664
