EventID,Region,Region (source),Duration,TimeStep,Original Burst Depth (mm),Area,AspectRatio,Rotation,Burst Start Time,Lat,Long
6870,Southern Slopes (mainland),Southern Slopes (mainland),7200,180,322.995,100,3.6,0,2873,-34.5625,150.8625
6871,Southern Slopes (mainland),Southern Slopes (mainland),7200,180,252.149,100,1.5,0.7853982,2026,-34.5875,150.6125
6872,Southern Slopes (mainland),Southern Slopes (Tasmania),7200,180,187.828,100,1.5,1.5707963,3124,-41.8875,145.5875
6873,Southern Slopes (mainland),East Coast (South),7200,180,675.567,100,1.5,0,1666,-34.3375,150.8625
6874,Southern Slopes (mainland),East Coast (South),7200,180,541.351,100,3.6,2.3561945,3496,-30.4375,152.9375
6875,Southern Slopes (mainland),East Coast (South),7200,180,479.535,100,3.6,2.3561945,3385,-28.4375,153.1875
6876,Southern Slopes (mainland),East Coast (South),7200,180,333.515,100,3.6,1.5707963,3175,-30.3125,152.9625
6877,Southern Slopes (mainland),East Coast (South),7200,180,260.059,100,3.6,1.5707963,3526,-33.6875,150.5125
6878,Southern Slopes (mainland),Southern Slopes (mainland),7200,180,767.678,200,1.5,2.3561945,1662,-34.5875,150.6875
6879,Southern Slopes (mainland),Southern Slopes (mainland),7200,180,485.02,200,2.3,0,2267,-34.4375,150.8375
6880,Southern Slopes (mainland),Southern Slopes (mainland),7200,180,429.8,200,2.3,1.5707963,2690,-38.6375,143.7625
6881,Southern Slopes (mainland),Southern Slopes (mainland),7200,180,312.458,200,2.3,0,2873,-34.6125,150.8375
6882,Southern Slopes (mainland),Murray Basin,7200,180,193.667,200,2.3,0.7853982,1673,-35.8125,149.4125
6883,Southern Slopes (mainland),Murray Basin,7200,180,164.725,200,2.3,0,480,-35.5375,148.9125
6884,Southern Slopes (mainland),Murray Basin,7200,180,108.955,200,2.3,1.5707963,493,-35.8875,149.3375
6885,Southern Slopes (mainland),Southern Slopes (Tasmania),7200,180,189.741,200,2.3,0,2988,-41.9875,145.6125
6886,Southern Slopes (mainland),East Coast (South),7200,180,744.933,200,3.6,0,401,-28.3375,153.2625
6887,Southern Slopes (mainland),East Coast (South),7200,180,686.358,200,2.3,0,455,-28.2875,153.2625
6888,Southern Slopes (mainland),Southern Slopes (mainland),7200,180,681.993,500,1.5,2.3561945,1662,-34.5875,150.6875
6889,Southern Slopes (mainland),Southern Slopes (mainland),7200,180,451.284,500,2.3,0,2267,-34.4375,150.8125
6890,Southern Slopes (mainland),Southern Slopes (mainland),7200,180,376.646,500,2.3,2.3561945,2690,-38.5875,143.7875
6891,Southern Slopes (mainland),Southern Slopes (mainland),7200,180,303.687,500,2.3,2.3561945,2139,-36.0375,149.5875
6892,Southern Slopes (mainland),Southern Slopes (mainland),7200,180,282.16,500,2.3,0,2873,-34.5875,150.8125
6893,Southern Slopes (mainland),Southern Slopes (mainland),7200,180,149.063,500,2.3,0.7853982,206,-37.9875,145.4375
6894,Southern Slopes (mainland),Murray Basin,7200,180,272.35,500,2.3,1.5707963,1278,-35.7125,149.5125
6895,Southern Slopes (mainland),Murray Basin,7200,180,152.041,500,2.3,0.7853982,480,-35.5375,148.9375
6896,Southern Slopes (mainland),East Coast (South),7200,180,609.271,500,2.3,2.3561945,97,-28.2875,153.1875
6897,Southern Slopes (mainland),East Coast (South),7200,180,524.992,500,2.3,0.7853982,724,-28.2625,153.3625
6898,Southern Slopes (mainland),Southern Slopes (mainland),7200,180,588.95,1000,2.3,0.7853982,1665,-34.5375,150.7125
6899,Southern Slopes (mainland),Southern Slopes (mainland),7200,180,547.79,1000,3.6,0.7853982,734,-34.6375,150.5125
6900,Southern Slopes (mainland),Southern Slopes (mainland),7200,180,425.93,1000,2.3,0.7853982,2265,-34.8375,150.6125
6901,Southern Slopes (mainland),Southern Slopes (mainland),7200,180,313.77,1000,2.3,1.5707963,2691,-38.5875,143.7125
6902,Southern Slopes (mainland),Southern Slopes (mainland),7200,180,298.16,1000,2.3,0.7853982,2138,-36.0375,149.6125
6903,Southern Slopes (mainland),Southern Slopes (mainland),7200,180,230.8,1000,3.6,0.7853982,2879,-34.8375,150.6125
6904,Southern Slopes (mainland),Southern Slopes (mainland),7200,180,192.54,1000,2.3,0,634,-34.8875,150.6125
6905,Southern Slopes (mainland),Southern Slopes (mainland),7200,180,158.8,1000,2.3,0.7853982,542,-35.0875,150.2625
6906,Southern Slopes (mainland),Southern Slopes (mainland),7200,180,143.84,1000,3.6,2.3561945,206,-38.1375,145.5125
6907,Southern Slopes (mainland),Southern Slopes (mainland),7200,180,133.6,1000,3.6,0,701,-38.1375,146.2125
6908,Southern Slopes (mainland),Southern Slopes (mainland),7200,180,291.24,2500,1.5,0.7853982,2138,-35.9875,149.7125
6909,Southern Slopes (mainland),Southern Slopes (mainland),7200,180,247.47,2500,2.3,0.7853982,27,-34.7375,150.3625
6910,Southern Slopes (mainland),Southern Slopes (mainland),7200,180,203.39,2500,2.3,0.7853982,2872,-34.8875,150.5625
6911,Southern Slopes (mainland),Southern Slopes (mainland),7200,180,140.02,2500,2.3,2.3561945,205,-38.1875,145.5625
6912,Southern Slopes (mainland),Southern Slopes (mainland),7200,180,126.8,2500,1.5,0,703,-38.1875,146.2125
6913,Southern Slopes (mainland),Murray Basin,7200,180,127.7,2500,3.6,1.5707963,3016,-36.3375,149.4125
6914,Southern Slopes (mainland),Murray Basin,7200,180,122.37,2500,3.6,0,22,-37.3875,146.2125
6915,Southern Slopes (mainland),Southern Slopes (Tasmania),7200,180,120.25,2500,2.3,1.5707963,2882,-41.4375,147.7625
6916,Southern Slopes (mainland),Southern Slopes (Tasmania),7200,180,95.53,2500,1.5,2.3561945,3367,-40.9875,145.0625
6917,Southern Slopes (mainland),East Coast (South),7200,180,445.84,2500,2.3,0,3493,-30.4375,152.8625
6918,Southern Slopes (mainland),Southern Slopes (mainland),7200,180,322.68,5000,1.5,0.7853982,2266,-34.7875,150.5125
6919,Southern Slopes (mainland),Southern Slopes (mainland),7200,180,309.67,5000,3.6,0.7853982,1670,-34.6875,150.5125
6920,Southern Slopes (mainland),Southern Slopes (mainland),7200,180,275.13,5000,1.5,0.7853982,2138,-35.9875,149.7125
6921,Southern Slopes (mainland),Southern Slopes (mainland),7200,180,230.21,5000,1.5,0.7853982,27,-34.6875,150.3125
6922,Southern Slopes (mainland),Southern Slopes (mainland),7200,180,129.24,5000,1.5,2.3561945,204,-38.1875,145.6125
6923,Southern Slopes (mainland),Southern Slopes (mainland),7200,180,112.12,5000,1.5,0.7853982,541,-35.0875,150.1125
6924,Southern Slopes (mainland),Murray Basin,7200,180,122.61,5000,1.5,2.3561945,2740,-36.3875,149.3125
6925,Southern Slopes (mainland),East Coast (South),7200,180,421.78,5000,1.5,0.7853982,2664,-30.3875,152.4125
6926,Southern Slopes (mainland),East Coast (South),7200,180,385.46,5000,1.5,0,877,-28.4875,153.3125
6927,Southern Slopes (mainland),East Coast (South),7200,180,359.95,5000,1.5,0.7853982,1262,-28.8875,153.1125
6928,Southern Slopes (mainland),Southern Slopes (mainland),7200,180,251.91,10000,3.6,0.7853982,1672,-34.9875,150.2125
6929,Southern Slopes (mainland),Southern Slopes (mainland),7200,180,206.22,10000,1.5,1.5707963,40,-34.3875,150.9125
6930,Southern Slopes (mainland),Southern Slopes (mainland),7200,180,134.34,10000,2.3,0.7853982,163,-34.9875,150.1125
6931,Southern Slopes (mainland),Murray Basin,7200,180,135.41,10000,3.6,2.3561945,66,-35.7875,149.4125
6932,Southern Slopes (mainland),Murray Basin,7200,180,108.18,10000,2.3,2.3561945,3015,-36.1875,149.2125
6933,Southern Slopes (mainland),Southern Slopes (Tasmania),7200,180,125.25,10000,1.5,2.3561945,3520,-42.6875,145.8125
6934,Southern Slopes (mainland),East Coast (South),7200,180,365.79,10000,3.6,0,2661,-30.7875,152.5125
6935,Southern Slopes (mainland),East Coast (South),7200,180,356.64,10000,2.3,0.7853982,3495,-30.7875,152.5125
6936,Southern Slopes (mainland),East Coast (South),7200,180,324.8,10000,1.5,0,2026,-29.6875,152.8125
6937,Southern Slopes (mainland),East Coast (South),7200,180,313.04,10000,2.3,2.3561945,7,-30.0875,152.5125
6938,Southern Slopes (mainland),Southern Slopes (mainland),7200,180,201.94,20000,3.6,0.7853982,1664,-34.8625,150.1375
6939,Southern Slopes (mainland),Southern Slopes (mainland),7200,180,182.36,20000,2.3,0.7853982,68,-34.9875,150.1375
6940,Southern Slopes (mainland),Southern Slopes (mainland),7200,180,134.61,20000,3.6,0.7853982,28,-34.8625,150.0125
6941,Southern Slopes (mainland),Southern Slopes (mainland),7200,180,109.56,20000,2.3,0.7853982,167,-34.9875,150.0125
6942,Southern Slopes (mainland),Murray Basin,7200,180,160.7,20000,3.6,1.5707963,597,-33.8625,149.3875
6943,Southern Slopes (mainland),Murray Basin,7200,180,101.72,20000,3.6,1.5707963,2264,-34.8625,149.5125
6944,Southern Slopes (mainland),East Coast (South),7200,180,395.91,20000,2.3,0,454,-29.6125,152.8875
6945,Southern Slopes (mainland),East Coast (South),7200,180,311.64,20000,2.3,0,2660,-30.7375,152.5125
6946,Southern Slopes (mainland),East Coast (South),7200,180,274.98,20000,2.3,0,2027,-29.6125,152.7625
6947,Southern Slopes (mainland),East Coast (South),7200,180,271.06,20000,2.3,0,1261,-29.1125,153.0125
6948,Southern Slopes (mainland),Southern Slopes (mainland),7200,180,120.32,40000,1.5,0.7853982,1656,-34.8625,150.0125
6949,Southern Slopes (mainland),Southern Slopes (mainland),7200,180,109.55,40000,1.5,0.7853982,659,-34.9875,150.0125
6950,Southern Slopes (mainland),Southern Slopes (mainland),7200,180,107.64,40000,1.5,0.7853982,2264,-34.9875,150.0125
6951,Southern Slopes (mainland),Murray Basin,7200,180,146.83,40000,1.5,1.5707963,596,-33.9875,149.6375
6952,Southern Slopes (mainland),East Coast (South),7200,180,296.46,40000,2.3,0,456,-28.9875,152.8875
6953,Southern Slopes (mainland),East Coast (South),7200,180,205.66,40000,2.3,0,881,-28.9875,152.8875
6954,Southern Slopes (mainland),East Coast (South),7200,180,204.81,40000,1.5,0,1261,-29.3625,152.8875
6955,Southern Slopes (mainland),East Coast (South),7200,180,151.16,40000,3.6,0.7853982,696,-32.8625,151.3875
6956,Southern Slopes (mainland),East Coast (South),7200,180,89.75,40000,2.3,1.5707963,326,-32.9875,150.1375
6957,Southern Slopes (mainland),Central Slopes,7200,180,184.82,40000,3.6,0.7853982,144,-27.3625,151.8875
6958,Southern Slopes (mainland),Southern Slopes (Tasmania),8640,180,215.556,100,1.5,1.570796,2799,-41.8875,145.6125
6959,Southern Slopes (mainland),Southern Slopes (Tasmania),8640,180,212.582,100,1.5,1.570796,3123,-41.8875,145.5875
6960,Southern Slopes (mainland),Southern Slopes (Tasmania),8640,180,204.763,100,1.5,2.356194,2796,-41.9125,145.5875
6961,Southern Slopes (mainland),East Coast (South),8640,180,721.499,100,1.5,0,1658,-34.3375,150.8625
6962,Southern Slopes (mainland),East Coast (South),8640,180,512.308,100,3.6,2.356194,3384,-28.4375,153.1875
6963,Southern Slopes (mainland),East Coast (South),8640,180,338.999,100,3.6,1.570796,3171,-30.3125,152.9625
6964,Southern Slopes (mainland),East Coast (South),8640,180,312.826,100,3.6,2.356194,2871,-34.0625,151.1625
6965,Southern Slopes (mainland),East Coast (South),8640,180,276.877,100,3.6,1.570796,3524,-33.6875,150.5125
6966,Southern Slopes (mainland),S-SW Flatlands (West),8640,180,198.061,100,1.5,0,805,-31.9625,116.1875
6967,Southern Slopes (mainland),Monsoonal North,8640,180,425.38,100,1.5,0,1835,-12.3875,130.9625
6968,Southern Slopes (mainland),Southern Slopes (mainland),8640,180,813.459,200,1.5,2.3561945,1657,-34.5875,150.6875
6969,Southern Slopes (mainland),Murray Basin,8640,180,201.646,200,2.3,0.7853982,1662,-35.8125,149.4125
6970,Southern Slopes (mainland),East Coast (South),8640,180,677.568,200,3.6,0,90,-28.3375,153.2625
6971,Southern Slopes (mainland),East Coast (South),8640,180,526.545,200,1.5,1.5707963,3384,-28.4875,153.1125
6972,Southern Slopes (mainland),East Coast (South),8640,180,488.918,200,3.6,0,870,-28.3375,153.3625
6973,Southern Slopes (mainland),East Coast (South),8640,180,466.618,200,2.3,0.7853982,331,-28.2875,153.3125
6974,Southern Slopes (mainland),East Coast (South),8640,180,386.383,200,2.3,0,141,-28.3375,153.2375
6975,Southern Slopes (mainland),East Coast (South),8640,180,316.578,200,2.3,1.5707963,3169,-30.3125,152.9875
6976,Southern Slopes (mainland),East Coast (South),8640,180,304.505,200,2.3,2.3561945,2871,-34.1125,151.0375
6977,Southern Slopes (mainland),East Coast (South),8640,180,280.491,200,3.6,1.5707963,3524,-33.6875,150.4875
6978,Southern Slopes (mainland),Southern Slopes (mainland),8640,180,725.358,500,1.5,2.3561945,1657,-34.5875,150.6875
6979,Southern Slopes (mainland),East Coast (South),8640,180,648.7,500,2.3,2.3561945,88,-28.2625,153.1875
6980,Southern Slopes (mainland),East Coast (South),8640,180,587.489,500,2.3,0,2009,-28.2375,153.3125
6981,Southern Slopes (mainland),East Coast (South),8640,180,490.491,500,1.5,0,3384,-28.4875,153.1375
6982,Southern Slopes (mainland),East Coast (South),8640,180,469.241,500,2.3,0,871,-28.5375,153.4375
6983,Southern Slopes (mainland),East Coast (South),8640,180,437.882,500,3.6,2.3561945,37,-34.2875,150.7625
6984,Southern Slopes (mainland),East Coast (South),8640,180,311.687,500,2.3,2.3561945,2597,-28.8625,152.3125
6985,Southern Slopes (mainland),East Coast (South),8640,180,280.873,500,2.3,2.3561945,2871,-34.0625,151.0625
6986,Southern Slopes (mainland),East Coast (South),8640,180,255.287,500,3.6,1.5707963,576,-30.7375,152.0625
6987,Southern Slopes (mainland),S-SW Flatlands (West),8640,180,136.867,500,2.3,0.7853982,1151,-28.5375,114.6875
6988,Southern Slopes (mainland),Southern Slopes (mainland),8640,180,641.82,1000,2.3,0.7853982,1660,-34.5375,150.7125
6989,Southern Slopes (mainland),Southern Slopes (mainland),8640,180,239.31,1000,3.6,0.7853982,2870,-34.8375,150.6125
6990,Southern Slopes (mainland),Southern Slopes (mainland),8640,180,140.03,1000,3.6,0,702,-38.1375,146.2125
6991,Southern Slopes (mainland),East Coast (South),8640,180,610.1,1000,2.3,0,80,-28.2875,153.2625
6992,Southern Slopes (mainland),East Coast (South),8640,180,458.53,1000,2.3,0.7853982,3384,-28.4375,153.1625
6993,Southern Slopes (mainland),East Coast (South),8640,180,448.47,1000,2.3,2.3561945,864,-28.2875,153.4125
6994,Southern Slopes (mainland),East Coast (South),8640,180,388.93,1000,1.5,2.3561945,332,-28.3375,153.3625
6995,Southern Slopes (mainland),East Coast (South),8640,180,372.5,1000,1.5,1.5707963,2000,-28.2875,153.4125
6996,Southern Slopes (mainland),East Coast (South),8640,180,270.28,1000,2.3,0,3170,-30.1375,153.0125
6997,Southern Slopes (mainland),East Coast (South),8640,180,225.29,1000,3.6,1.5707963,589,-28.8375,153.2625
6998,Southern Slopes (mainland),Southern Slopes (mainland),8640,180,202.09,2500,2.3,0.7853982,2870,-34.9375,150.5625
6999,Southern Slopes (mainland),Southern Slopes (mainland),8640,180,133.69,2500,1.5,0,702,-38.1875,146.2125
7000,Southern Slopes (mainland),East Coast (South),8640,180,402.68,2500,2.3,0,865,-28.5375,153.4625
7001,Southern Slopes (mainland),East Coast (South),8640,180,393.15,2500,3.6,2.3561945,14,-30.1875,152.6625
7002,Southern Slopes (mainland),East Coast (South),8640,180,372.62,2500,3.6,0,574,-31.1875,152.4125
7003,Southern Slopes (mainland),East Coast (South),8640,180,365.6,2500,2.3,1.5707963,3384,-28.4875,152.9625
7004,Southern Slopes (mainland),East Coast (South),8640,180,298.27,2500,1.5,2.3561945,330,-28.3375,153.3625
7005,Southern Slopes (mainland),East Coast (South),8640,180,250.23,2500,3.6,0,3167,-29.9375,153.0125
7006,Southern Slopes (mainland),Central Slopes,8640,180,167.89,2500,3.6,2.3561945,587,-28.2375,151.7625
7007,Southern Slopes (mainland),S-SW Flatlands (West),8640,180,136.88,2500,1.5,0.7853982,2887,-33.2875,115.9125
7008,Southern Slopes (mainland),Southern Slopes (mainland),8640,180,334.05,5000,3.6,0.7853982,1661,-34.6875,150.5125
7009,Southern Slopes (mainland),East Coast (South),8640,180,410.98,5000,1.5,0,868,-28.4875,153.3125
7010,Southern Slopes (mainland),East Coast (South),8640,180,375.08,5000,3.6,0,1259,-29.0875,153.2125
7011,Southern Slopes (mainland),East Coast (South),8640,180,332.01,5000,1.5,0,575,-31.0875,152.4125
7012,Southern Slopes (mainland),East Coast (South),8640,180,312.05,5000,2.3,0.7853982,3384,-28.6875,152.9125
7013,Southern Slopes (mainland),East Coast (South),8640,180,289.61,5000,2.3,0.7853982,389,-30.4875,152.5125
7014,Southern Slopes (mainland),East Coast (South),8640,180,290.1,5000,3.6,1.5707963,694,-30.2875,152.5125
7015,Southern Slopes (mainland),East Coast (South),8640,180,209.16,5000,1.5,0.7853982,3527,-33.8875,150.2125
7016,Southern Slopes (mainland),East Coast (South),8640,180,201.06,5000,1.5,0.7853982,589,-28.8875,153.1125
7017,Southern Slopes (mainland),East Coast (North),8640,180,1084.11,5000,3.6,0,1538,-21.5875,149.0125
7018,Southern Slopes (mainland),Southern Slopes (mainland),8640,180,264.02,10000,3.6,0.7853982,1663,-34.9875,150.2125
7019,Southern Slopes (mainland),East Coast (South),8640,180,373.55,10000,3.6,0,2658,-30.7875,152.5125
7020,Southern Slopes (mainland),East Coast (South),8640,180,364.14,10000,1.5,0,2008,-29.5875,152.8125
7021,Southern Slopes (mainland),East Coast (South),8640,180,346,10000,1.5,2.3561945,39,-34.1875,150.3125
7022,Southern Slopes (mainland),East Coast (South),8640,180,296.38,10000,2.3,0.7853982,2596,-28.5875,152.9125
7023,Southern Slopes (mainland),East Coast (South),8640,180,278.53,10000,2.3,0.7853982,3384,-28.5875,152.9125
7024,Southern Slopes (mainland),East Coast (South),8640,180,279.38,10000,1.5,0,575,-31.1875,152.3125
7025,Southern Slopes (mainland),East Coast (South),8640,180,253.52,10000,3.6,0.7853982,388,-30.6875,152.4125
7026,Southern Slopes (mainland),East Coast (South),8640,180,199.46,10000,3.6,0,3168,-29.5875,152.9125
7027,Southern Slopes (mainland),Central Slopes,8640,180,237.62,10000,3.6,2.3561945,1998,-27.4875,151.9125
7028,Southern Slopes (mainland),Southern Slopes (mainland),8640,180,208.38,20000,2.3,0.7853982,1664,-34.9875,150.1375
7029,Southern Slopes (mainland),East Coast (South),8640,180,319.36,20000,2.3,0,2657,-30.7375,152.5125
7030,Southern Slopes (mainland),East Coast (South),8640,180,270.8,20000,3.6,0,867,-28.7375,153.1375
7031,Southern Slopes (mainland),East Coast (South),8640,180,247.4,20000,3.6,0.7853982,3494,-30.9875,152.2625
7032,Southern Slopes (mainland),East Coast (South),8640,180,235.58,20000,2.3,0,695,-30.8625,152.6375
7033,Southern Slopes (mainland),East Coast (South),8640,180,202.42,20000,1.5,0,386,-30.9875,152.2625
7034,Southern Slopes (mainland),East Coast (South),8640,180,168.65,20000,3.6,0,3166,-29.6125,152.8875
7035,Southern Slopes (mainland),East Coast (South),8640,180,127.69,20000,1.5,0.7853982,3525,-34.1125,150.3875
7036,Southern Slopes (mainland),Central Slopes,8640,180,246.66,20000,3.6,0.7853982,2007,-28.1125,152.2625
7037,Southern Slopes (mainland),East Coast (North),8640,180,359.6,20000,1.5,0,1602,-21.6125,148.8875
7038,Southern Slopes (mainland),Southern Slopes (mainland),8640,180,163.95,40000,1.5,0.7853982,1661,-34.8625,150.1375
7039,Southern Slopes (mainland),East Coast (South),8640,180,212.82,40000,2.3,0,873,-28.8625,152.8875
7040,Southern Slopes (mainland),East Coast (South),8640,180,156.66,40000,3.6,0.7853982,695,-32.8625,151.3875
7041,Southern Slopes (mainland),Central Slopes,8640,180,196.43,40000,3.6,0.7853982,142,-27.3625,151.8875
7042,Southern Slopes (mainland),East Coast (North),8640,180,292.5,40000,1.5,0,2007,-28.2375,152.7625
7043,Southern Slopes (mainland),East Coast (North),8640,180,204.53,40000,2.3,0,1261,-28.1125,152.8875
7044,Southern Slopes (mainland),Monsoonal North,8640,180,326.45,40000,1.5,2.3561945,3230,-19.6125,146.3875
7045,Southern Slopes (mainland),Monsoonal North,8640,180,278.06,40000,3.6,1.5707963,2756,-19.4875,145.7625
7046,Southern Slopes (mainland),Monsoonal North,8640,180,233.62,40000,1.5,2.3561945,2194,-18.9875,145.7625
7047,Southern Slopes (mainland),Wet Tropics,8640,180,308.61,40000,3.6,2.3561945,1452,-19.3625,146.5125
7048,Southern Slopes (mainland),Southern Slopes (Tasmania),10080,180,246.439,100,1.5,2.3561945,2798,-41.8875,145.5875
7049,Southern Slopes (mainland),Southern Slopes (Tasmania),10080,180,238.14,100,1.5,1.5707963,3122,-41.8875,145.5875
7050,Southern Slopes (mainland),East Coast (South),10080,180,523.634,100,1.5,0.7853982,3383,-28.4875,153.1875
7051,Southern Slopes (mainland),East Coast (South),10080,180,393.546,100,3.6,0.7853982,36,-33.7625,151.1875
7052,Southern Slopes (mainland),East Coast (South),10080,180,278.55,100,3.6,1.5707963,3523,-33.6875,150.5125
7053,Southern Slopes (mainland),S-SW Flatlands (West),10080,180,242.26,100,1.5,0,804,-31.9875,116.1875
7054,Southern Slopes (mainland),Monsoonal North,10080,180,371.69,100,1.5,1.5707963,2835,-12.3875,130.9125
7055,Southern Slopes (mainland),Wet Tropics,10080,180,750.103,100,3.6,0.7853982,2754,-19.1375,146.4625
7056,Southern Slopes (mainland),Wet Tropics,10080,180,705.771,100,3.6,0,3245,-17.7875,145.9125
7057,Southern Slopes (mainland),Wet Tropics,10080,180,666.883,100,1.5,1.5707963,2473,-17.8625,145.6625
7058,Southern Slopes (mainland),Southern Slopes (Tasmania),10080,180,224.876,200,2.3,2.3561945,2797,-41.9125,145.5875
7059,Southern Slopes (mainland),East Coast (South),10080,180,725.477,200,3.6,0,83,-28.3375,153.2625
7060,Southern Slopes (mainland),East Coast (South),10080,180,534.995,200,2.3,0.7853982,3383,-28.4875,153.1125
7061,Southern Slopes (mainland),East Coast (South),10080,180,503.577,200,3.6,0,860,-28.3375,153.3625
7062,Southern Slopes (mainland),East Coast (South),10080,180,389.593,200,2.3,0.7853982,36,-33.7625,151.1625
7063,Southern Slopes (mainland),East Coast (South),10080,180,282.3,200,3.6,1.5707963,3522,-33.6875,150.4875
7064,Southern Slopes (mainland),S-SW Flatlands (West),10080,180,233.914,200,1.5,0,804,-31.9875,116.2125
7065,Southern Slopes (mainland),East Coast (North),10080,180,607.77,200,2.3,0,339,-26.6875,152.8875
7066,Southern Slopes (mainland),Monsoonal North,10080,180,1559.754,200,2.3,2.3561945,1548,-20.9875,148.6375
7067,Southern Slopes (mainland),Wet Tropics,10080,180,799.634,200,3.6,0.7853982,3220,-19.0625,146.4125
7068,Southern Slopes (mainland),East Coast (South),10080,180,692.927,500,2.3,2.3561945,82,-28.2625,153.1875
7069,Southern Slopes (mainland),East Coast (South),10080,180,599.772,500,2.3,0,2001,-28.2375,153.3125
7070,Southern Slopes (mainland),East Coast (South),10080,180,499.994,500,1.5,0,3383,-28.4875,153.1375
7071,Southern Slopes (mainland),East Coast (South),10080,180,492.617,500,2.3,0,861,-28.6625,153.4625
7072,Southern Slopes (mainland),East Coast (South),10080,180,448.655,500,3.6,2.3561945,35,-34.2875,150.7625
7073,Southern Slopes (mainland),East Coast (South),10080,180,316.243,500,2.3,2.3561945,2595,-28.8625,152.3125
7074,Southern Slopes (mainland),S-SW Flatlands (West),10080,180,140.755,500,2.3,0.7853982,1150,-28.5375,114.7125
7075,Southern Slopes (mainland),East Coast (North),10080,180,732.999,500,2.3,0.7853982,139,-26.6125,152.7625
7076,Southern Slopes (mainland),East Coast (North),10080,180,586.698,500,2.3,0,339,-26.6125,152.8875
7077,Southern Slopes (mainland),Monsoonal North,10080,180,1441.493,500,2.3,0,1548,-21.0375,148.5875
7078,Southern Slopes (mainland),East Coast (South),10080,180,462.19,1000,2.3,2.3561945,3383,-28.5375,153.1625
7079,Southern Slopes (mainland),East Coast (South),10080,180,468.54,1000,2.3,2.3561945,858,-28.2875,153.4125
7080,Southern Slopes (mainland),East Coast (North),10080,180,668.88,1000,2.3,0,84,-28.0875,153.2625
7081,Southern Slopes (mainland),East Coast (North),10080,180,608.13,1000,2.3,0,2003,-27.8875,153.1625
7082,Southern Slopes (mainland),Monsoonal North,10080,180,1396.84,1000,2.3,0,1548,-20.9875,148.6125
7083,Southern Slopes (mainland),Monsoonal North,10080,180,819.1,1000,3.6,0.7853982,3218,-18.9375,146.0625
7084,Southern Slopes (mainland),Monsoonal North,10080,180,496.15,1000,3.6,0,3409,-20.9375,148.6125
7085,Southern Slopes (mainland),Monsoonal North,10080,180,308.38,1000,1.5,0.7853982,2911,-13.1375,130.9625
7086,Southern Slopes (mainland),Wet Tropics,10080,180,588.16,1000,1.5,0,2474,-17.7875,145.8125
7087,Southern Slopes (mainland),Wet Tropics,10080,180,456.59,1000,3.6,2.3561945,397,-21.0875,148.7125
7088,Southern Slopes (mainland),Southern Slopes (Tasmania),10080,180,165.67,2500,3.6,2.356194,3519,-42.5375,145.7625
7089,Southern Slopes (mainland),East Coast (South),10080,180,520.12,2500,2.3,0,94,-28.2875,153.2625
7090,Southern Slopes (mainland),East Coast (South),10080,180,455.42,2500,2.3,0,859,-28.5375,153.4625
7091,Southern Slopes (mainland),East Coast (South),10080,180,439.86,2500,2.3,2.356194,35,-34.3375,150.4125
7092,Southern Slopes (mainland),East Coast (South),10080,180,373.53,2500,2.3,1.570796,3383,-28.4875,152.9625
7093,Southern Slopes (mainland),East Coast (South),10080,180,305.98,2500,1.5,2.356194,329,-28.3375,153.3625
7094,Southern Slopes (mainland),East Coast (North),10080,180,1190.93,2500,3.6,2.356194,1568,-21.3875,148.9625
7095,Southern Slopes (mainland),East Coast (North),10080,180,627.2,2500,2.3,0,142,-26.5875,152.7625
7096,Southern Slopes (mainland),East Coast (North),10080,180,524.18,2500,1.5,0,2000,-27.5375,152.9625
7097,Southern Slopes (mainland),East Coast (North),10080,180,470.27,2500,1.5,2.356194,341,-26.4375,152.7625
7098,Southern Slopes (mainland),East Coast (South),10080,180,428.92,5000,1.5,0,862,-28.4875,153.3125
7099,Southern Slopes (mainland),East Coast (South),10080,180,315.75,5000,2.3,0.7853982,3382,-28.6875,152.9125
7100,Southern Slopes (mainland),East Coast (North),10080,180,1215.52,5000,3.6,0,1565,-21.5875,149.0125
7101,Southern Slopes (mainland),East Coast (North),10080,180,445.09,5000,2.3,2.3561945,2004,-27.5875,152.9125
7102,Southern Slopes (mainland),East Coast (North),10080,180,365.34,5000,3.6,0.7853982,3446,-21.3875,148.4125
7103,Southern Slopes (mainland),East Coast (North),10080,180,329.57,5000,3.6,1.5707963,82,-28.2875,152.9125
7104,Southern Slopes (mainland),Monsoonal North,10080,180,645.63,5000,1.5,2.3561945,3220,-19.0875,146.0125
7105,Southern Slopes (mainland),Monsoonal North,10080,180,537.48,5000,1.5,0,2754,-18.9875,146.1125
7106,Southern Slopes (mainland),Monsoonal North,10080,180,497.01,5000,3.6,2.3561945,1002,-18.9875,146.0125
7107,Southern Slopes (mainland),Monsoonal North,10080,180,314.97,5000,3.6,2.3561945,1583,-16.7875,145.4125
7108,Southern Slopes (mainland),East Coast (South),10080,180,366.5,10000,1.5,0,1997,-29.5875,152.8125
7109,Southern Slopes (mainland),East Coast (South),10080,180,346.29,10000,3.6,0,866,-28.5875,153.2125
7110,Southern Slopes (mainland),East Coast (South),10080,180,283.48,10000,2.3,0.7853982,3383,-28.5875,152.9125
7111,Southern Slopes (mainland),East Coast (South),10080,180,262.05,10000,3.6,0.7853982,385,-30.6875,152.4125
