"Time (h)    ","1D and 2D:  ","H Vol In    ","H Vol Out   ","Q Vol In    ","Q Vol Out   ","Tot Vol In  ","Tot Vol Out ","Vol I-O     ","dVol        ","Vol Err     ","Q ME (%)    ","Vol I+O     ","Tot Vol     ","Cum Vol I+O ","Cum Vol Err ","Cum ME (%)  ","Cum Q ME (%)"
         0.000,              ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    
         0.017,              ,  0.000000    , 0.3642795E-02,  8.272657    ,  0.000000    ,  8.272657    , 0.3642795E-02,  8.269014    ,  8.276735    , 0.7720938E-02, 0.9328974E-01,  8.276299    ,  8.276735    ,  8.276299    , 0.7720938E-02, 0.9328482E-01, 0.9328974E-01
         0.033,              ,  0.000000    , 0.6707573E-01,  24.80994    ,  0.000000    ,  24.80994    , 0.6707573E-01,  24.74287    ,  24.94654    , 0.2036747    , 0.8187263    ,  24.87702    ,  33.22328    ,  33.15332    , 0.2113956    , 0.6362878    , 0.6376304    
         0.050,              ,  0.000000    , 0.2248344    ,  41.65954    ,  0.000000    ,  41.65954    , 0.2248344    ,  41.43470    ,  42.15045    , 0.7157519    ,  1.708876    ,  41.88437    ,  75.37373    ,  75.03769    , 0.9271475    ,  1.230067    ,  1.235576    
         0.067,              ,  0.000000    , 0.3507217    ,  60.62971    ,  0.000000    ,  60.62971    , 0.3507217    ,  60.27899    ,  61.01940    , 0.7404120    ,  1.214180    ,  60.98043    ,  136.3931    ,  136.0181    ,  1.667560    ,  1.222613    ,  1.225984    
         0.083,              ,  0.000000    , 0.4151640    ,  94.24894    ,  0.000000    ,  94.24894    , 0.4151640    ,  93.83377    ,  94.89412    ,  1.060346    ,  1.120114    ,  94.66410    ,  231.2872    ,  230.6822    ,  2.727905    ,  1.179445    ,  1.182538    
         0.100,              ,  0.000000    , 0.5192690    ,  132.0759    ,  0.000000    ,  132.0759    , 0.5192690    ,  131.5567    ,  132.7013    ,  1.144682    , 0.8632907    ,  132.5952    ,  363.9886    ,  363.2774    ,  3.872587    ,  1.063931    ,  1.066014    
         0.117,              ,  0.000000    , 0.7028930    ,  170.0708    ,  0.000000    ,  170.0708    , 0.7028930    ,  169.3679    ,  170.1942    , 0.8263002    , 0.4838568    ,  170.7737    ,  534.1828    ,  534.0511    ,  4.698887    , 0.8796403    , 0.8798573    
         0.133,              ,  0.000000    , 0.8638931    ,  207.3784    ,  0.000000    ,  207.3784    , 0.8638931    ,  206.5145    ,  207.5449    ,  1.030457    , 0.4948357    ,  208.2423    ,  741.7277    ,  742.2934    ,  5.729344    , 0.7718437    , 0.7718437    
         0.150,              ,  0.000000    ,  1.130259    ,  243.7807    ,  0.000000    ,  243.7807    ,  1.130259    ,  242.6504    ,  242.9417    , 0.2913132    , 0.1189466    ,  244.9109    ,  984.6695    ,  987.2043    ,  6.020658    , 0.6098695    , 0.6098695    
         0.167,              ,  0.000000    ,  1.389169    ,  271.5167    ,  0.000000    ,  271.5167    ,  1.389169    ,  270.1275    ,  269.6486    ,-0.4789841    ,-0.1755126    ,  272.9059    ,  1254.318    ,  1260.110    ,  5.541674    , 0.4397769    , 0.4397769    
         0.183,              ,  0.000000    ,  1.586011    ,  295.7786    ,  0.000000    ,  295.7786    ,  1.586011    ,  294.1926    ,  295.3314    ,  1.138793    , 0.3829619    ,  297.3646    ,  1549.649    ,  1557.475    ,  6.680467    , 0.4289293    , 0.4289293    
         0.200,              ,  0.000000    ,  1.772913    ,  322.7180    ,  0.000000    ,  322.7180    ,  1.772913    ,  320.9451    ,  321.3264    , 0.3812527    , 0.1174925    ,  324.4910    ,  1870.976    ,  1881.966    ,  7.061720    , 0.3752310    , 0.3752310    
         0.217,              ,  0.000000    ,  1.974807    ,  360.3595    ,  0.000000    ,  360.3595    ,  1.974807    ,  358.3847    ,  358.6926    , 0.3078720    , 0.8496905E-01,  362.3343    ,  2229.668    ,  2244.300    ,  7.369592    , 0.3283693    , 0.3283693    
         0.233,              ,  0.000000    ,  2.210734    ,  409.5001    ,  0.000000    ,  409.5001    ,  2.210734    ,  407.2894    ,  407.7740    , 0.4845709    , 0.1176969    ,  411.7109    ,  2637.442    ,  2656.011    ,  7.854163    , 0.2957127    , 0.2957127    
         0.250,              ,  0.000000    ,  2.455281    ,  459.7786    ,  0.000000    ,  459.7786    ,  2.455281    ,  457.3234    ,  456.8171    ,-0.5062494    ,-0.1095224    ,  462.2339    ,  3094.259    ,  3118.245    ,  7.347913    , 0.2356426    , 0.2356426    
         0.267,              ,  0.000000    ,  2.754452    ,  509.2130    ,  0.000000    ,  509.2130    ,  2.754452    ,  506.4586    ,  508.0697    ,  1.611119    , 0.3146916    ,  511.9675    ,  3602.329    ,  3630.212    ,  8.959032    , 0.2467908    , 0.2467908    
         0.283,              ,  0.000000    ,  3.141168    ,  586.0078    ,  0.000000    ,  586.0078    ,  3.141168    ,  582.8666    ,  583.8655    , 0.9988508    , 0.1695413    ,  589.1490    ,  4186.195    ,  4219.361    ,  9.957883    , 0.2360045    , 0.2360045    
         0.300,              ,  0.000000    ,  3.583245    ,  668.0350    ,  0.000000    ,  668.0350    ,  3.583245    ,  664.4518    ,  665.4349    , 0.9831813    , 0.1463899    ,  671.6182    ,  4851.630    ,  4890.980    ,  10.94106    , 0.2236988    , 0.2236988    
         0.317,              ,  0.000000    ,  4.026854    ,  749.9609    ,  0.000000    ,  749.9609    ,  4.026854    ,  745.9340    ,  746.9582    ,  1.024178    , 0.1358349    ,  753.9877    ,  5598.588    ,  5644.967    ,  11.96524    , 0.2119630    , 0.2119630    
         0.333,              ,  0.000000    ,  4.393631    ,  831.8709    ,  0.000000    ,  831.8709    ,  4.393631    ,  827.4773    ,  828.4880    ,  1.010771    , 0.1208674    ,  836.2645    ,  6427.076    ,  6481.232    ,  12.97601    , 0.2002091    , 0.2002091    
         0.350,              ,  0.000000    ,  4.679834    ,  935.7650    ,  0.000000    ,  935.7650    ,  4.679834    ,  931.0852    ,  932.5123    ,  1.427170    , 0.1517548    ,  940.4448    ,  7359.588    ,  7421.677    ,  14.40318    , 0.1940691    , 0.1940691    
         0.367,              ,  0.000000    ,  5.108866    ,  1132.847    ,  0.000000    ,  1132.847    ,  5.108866    ,  1127.738    ,  1130.000    ,  2.261614    , 0.1987436    ,  1137.956    ,  8489.588    ,  8559.632    ,  16.66480    , 0.1946906    , 0.1946906    
         0.383,              ,  0.000000    ,  5.820323    ,  1340.749    ,  0.000000    ,  1340.749    ,  5.820323    ,  1334.929    ,  1336.707    ,  1.777902    , 0.1320319    ,  1346.570    ,  9826.294    ,  9906.202    ,  18.44270    , 0.1861733    , 0.1861733    
         0.400,              ,  0.000000    ,  6.717496    ,  1548.794    ,  0.000000    ,  1548.794    ,  6.717496    ,  1542.076    ,  1543.137    ,  1.060892    , 0.6820218E-01,  1555.511    ,  11369.43    ,  11461.71    ,  19.50359    , 0.1701630    , 0.1701630    
         0.417,              ,  0.000000    ,  7.971979    ,  2003.973    ,  0.000000    ,  2003.973    ,  7.971979    ,  1996.001    ,  2004.753    ,  8.751555    , 0.4349797    ,  2011.945    ,  13374.18    ,  13473.66    ,  28.25515    , 0.2097066    , 0.2097066    
         0.433,              ,  0.000000    ,  10.25760    ,  2729.216    ,  0.000000    ,  2729.216    ,  10.25760    ,  2718.958    ,  2722.854    ,  3.895243    , 0.1421895    ,  2739.473    ,  16097.04    ,  16213.13    ,  32.15039    , 0.1982985    , 0.1982985    
         0.450,              ,  0.000000    ,  13.40309    ,  3440.921    ,  0.000000    ,  3440.921    ,  13.40309    ,  3427.518    ,  3437.373    ,  9.854868    , 0.2852907    ,  3454.324    ,  19534.41    ,  19667.46    ,  42.00526    , 0.2135775    , 0.2135775    
