"Time (h)    ","1D and 2D:  ","H Vol In    ","H Vol Out   ","Q Vol In    ","Q Vol Out   ","Tot Vol In  ","Tot Vol Out ","Vol I-O     ","dVol        ","Vol Err     ","Q ME (%)    ","Vol I+O     ","Tot Vol     ","Cum Vol I+O ","Cum Vol Err ","Cum ME (%)  ","Cum Q ME (%)"
         0.000,              ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    
         0.017,              ,  0.000000    , 0.2306552E-02,  4.015388    ,  0.000000    ,  4.015388    , 0.2306552E-02,  4.013082    ,  4.015119    , 0.2037265E-02, 0.5070730E-01,  4.017695    ,  4.015119    ,  4.017695    , 0.2037265E-02, 0.5070730E-01, 0.5070730E-01
         0.033,              ,  0.000000    , 0.4182895E-01,  12.04229    ,  0.000000    ,  12.04229    , 0.4182895E-01,  12.00047    ,  12.05525    , 0.5478235E-01, 0.4533416    ,  12.08412    ,  16.07037    ,  16.10182    , 0.5681961E-01, 0.3528770    , 0.3528770    
         0.050,              ,  0.000000    , 0.1569169    ,  20.06778    ,  0.000000    ,  20.06778    , 0.1569169    ,  19.91086    ,  20.20728    , 0.2964207    ,  1.465637    ,  20.22470    ,  36.27765    ,  36.32651    , 0.3532403    , 0.9724034    , 0.9724034    
         0.067,              ,  0.000000    , 0.2726411    ,  28.87815    ,  0.000000    ,  28.87815    , 0.2726411    ,  28.60551    ,  28.89004    , 0.2845379    , 0.9760900    ,  29.15079    ,  65.16769    ,  65.47730    , 0.6377782    , 0.9740447    , 0.9740447    
         0.083,              ,  0.000000    , 0.3232215    ,  36.88803    ,  0.000000    ,  36.88803    , 0.3232215    ,  36.56481    ,  37.06751    , 0.5026995    ,  1.350934    ,  37.21125    ,  102.2352    ,  102.6886    ,  1.140478    ,  1.110618    ,  1.110618    
         0.100,              ,  0.000000    , 0.3705659    ,  53.89020    ,  0.000000    ,  53.89020    , 0.3705659    ,  53.51964    ,  54.10478    , 0.5851401    ,  1.078385    ,  54.26077    ,  156.3400    ,  156.9493    ,  1.725618    ,  1.099474    ,  1.099474    
         0.117,              ,  0.000000    , 0.4646349    ,  75.59665    ,  0.000000    ,  75.59665    , 0.4646349    ,  75.13202    ,  75.55063    , 0.4186120    , 0.5503615    ,  76.06129    ,  231.8906    ,  233.0106    ,  2.144230    , 0.9202285    , 0.9202285    
         0.133,              ,  0.000000    , 0.5173954    ,  96.43816    ,  0.000000    ,  96.43816    , 0.5173954    ,  95.92077    ,  96.65195    , 0.7311820    , 0.7541414    ,  96.95556    ,  328.5426    ,  329.9662    ,  2.875412    , 0.8714262    , 0.8714262    
         0.150,              ,  0.000000    , 0.6405517    ,  118.2078    ,  0.000000    ,  118.2078    , 0.6405517    ,  117.5672    ,  117.8743    , 0.3070936    , 0.2583912    ,  118.8483    ,  446.4169    ,  448.8145    ,  3.182505    , 0.7090914    , 0.7090914    
