"M09_5m_01p_1hr_001","Location","Flow","Water Level","Velocity"
,        0.950000,         88.1735,         43.1701,          0.4535
,        0.966667,         88.0417,         43.1752,          0.4514
,        0.983333,         87.0126,         43.1780,          0.4459
,        1.000000,         86.1391,         43.1789,          0.4415
,        1.016667,         84.6473,         43.1778,          0.4352
,        1.033333,         83.0112,         43.1757,          0.4284
,        1.050000,         81.1236,         43.1720,          0.4209
,        1.066667,         78.9666,         43.1673,          0.4124
,        1.083333,         76.5546,         43.1616,          0.4031
,        1.100000,         73.8991,         43.1548,          0.3928
,        1.116667,         71.1909,         43.1475,          0.3820
,        1.133333,         68.5785,         43.1397,          0.3716
,        1.150000,         66.0852,         43.1316,          0.3617
,        1.166667,         63.6282,         43.1234,          0.3518
,        1.183333,         61.2004,         43.1151,          0.3419
,        1.200000,         58.7695,         43.1067,          0.3319
,        1.216667,         56.2894,         43.0981,          0.3216
,        1.233333,         53.7631,         43.0895,          0.3109
,        1.250000,         51.2435,         43.0806,          0.3000
,        1.266667,         48.7309,         43.0717,          0.2892
,        1.283333,         46.3121,         43.0626,          0.2785
,        1.300000,         43.9667,         43.0536,          0.2681
,        1.316667,         41.6598,         43.0447,          0.2576
,        1.333333,         39.6003,         43.0360,          0.2481
,        1.350000,         37.8443,         43.0278,          0.2400
,        1.366667,         36.3198,         43.0200,          0.2330
,        1.383333,         34.9796,         43.0128,          0.2268
,        1.400000,         33.7385,         43.0061,          0.2210
,        1.416667,         32.4821,         42.9997,          0.2150
,        1.433333,         31.2068,         42.9934,          0.2086
,        1.450000,         29.8575,         42.9873,          0.2018
,        1.466667,         28.6493,         42.9815,          0.1957
,        1.483333,         27.5322,         42.9756,          0.1899
,        1.500000,         26.5091,         42.9701,          0.1847
,        1.516667,         25.5594,         42.9649,          0.1798
,        1.533333,         24.7216,         42.9599,          0.1754
,        1.550000,         24.1463,         42.9554,          0.1726
,        1.566667,         23.4703,         42.9510,          0.1689
,        1.583333,         22.8462,         42.9470,          0.1657
,        1.600000,         22.2046,         42.9432,          0.1622
,        1.616667,         21.7609,         42.9398,          0.1597
,        1.633333,         21.2898,         42.9364,          0.1571
,        1.650000,         20.8877,         42.9332,          0.1550
,        1.666667,         20.4274,         42.9303,          0.1524
,        1.683333,         20.0014,         42.9275,          0.1499
,        1.700000,         19.5334,         42.9247,          0.1472
,        1.716667,         19.0551,         42.9219,          0.1444
,        1.733333,         18.5703,         42.9191,          0.1415
,        1.750000,         18.0595,         42.9164,          0.1384
,        1.766667,         17.5644,         42.9135,          0.1353
,        1.783333,         17.0428,         42.9107,          0.1321
,        1.800000,         16.5237,         42.9078,          0.1289
,        1.816667,         16.0373,         42.9049,          0.1258
,        1.833333,         15.5740,         42.9020,          0.1229
,        1.850000,         15.2006,         42.8993,          0.1204
,        1.866667,         14.7972,         42.8964,          0.1179
,        1.883333,         14.4129,         42.8938,          0.1154
,        1.900000,         14.0246,         42.8911,          0.1129
,        1.916667,         13.6598,         42.8885,          0.1104
,        1.933333,         13.3344,         42.8860,          0.1082
,        1.950000,         12.9699,         42.8834,          0.1058
,        1.966667,         12.6548,         42.8810,          0.1036
,        1.983333,         12.3436,         42.8786,          0.1014
,        2.000000,         12.1155,         42.8763,          0.0997
,        2.016667,         11.7261,         42.8739,          0.0971
,        2.033333,         11.4814,         42.8718,          0.0953
,        2.050000,         11.2331,         42.8696,          0.0934
,        2.066667,         10.9613,         42.8673,          0.0914
,        2.083333,         10.6681,         42.8653,          0.0893
,        2.100000,         10.4122,         42.8632,          0.0874
,        2.116667,         10.1771,         42.8610,          0.0856
,        2.133333,          9.8020,         42.8590,          0.0829
,        2.150000,          9.5456,         42.8568,          0.0809
,        2.166667,          9.2278,         42.8546,          0.0786
,        2.183333,          9.0415,         42.8525,          0.0770
,        2.200000,          8.7554,         42.8505,          0.0749
,        2.216667,          8.5099,         42.8483,          0.0729
,        2.233333,          8.2019,         42.8462,          0.0707
,        2.250000,          7.9522,         42.8441,          0.0687
,        2.266667,          7.6750,         42.8419,          0.0665
,        2.283333,          7.3575,         42.8397,          0.0642
,        2.300000,          7.0856,         42.8375,          0.0620
,        2.316667,          6.7802,         42.8353,          0.0597
,        2.333333,          6.5375,         42.8329,          0.0577
,        2.350000,          6.2460,         42.8307,          0.0555
,        2.366667,          6.0124,         42.8283,          0.0536
,        2.383333,          5.7216,         42.8260,          0.0514
,        2.400000,          5.4691,         42.8237,          0.0493
,        2.416667,          5.2323,         42.8213,          0.0475
,        2.433333,          4.9633,         42.8189,          0.0453
,        2.450000,          4.7998,         42.8167,          0.0440
,        2.466667,          4.5341,         42.8143,          0.0418
,        2.483333,          4.3259,         42.8119,          0.0402
,        2.500000,          4.0044,         42.8095,          0.0378
,        2.516667,          3.8704,         42.8072,          0.0366
,        2.533333,          3.7221,         42.8050,          0.0353
,        2.550000,          3.6283,         42.8026,          0.0344
,        2.566667,          3.4055,         42.8005,          0.0327
,        2.583333,          3.2160,         42.7982,          0.0312
,        2.600000,          3.0880,         42.7961,          0.0301
,        2.616667,          3.0024,         42.7940,          0.0293
,        2.633333,          2.9283,         42.7919,          0.0286
,        2.650000,          2.7861,         42.7900,          0.0274
,        2.666667,          2.6979,         42.7881,          0.0266
,        2.683333,          2.6010,         42.7863,          0.0258
,        2.700000,          2.5653,         42.7845,          0.0254
,        2.716667,          2.4888,         42.7828,          0.0247
,        2.733333,          2.4079,         42.7811,          0.0240
,        2.750000,          2.3475,         42.7796,          0.0234
,        2.766667,          2.2916,         42.7781,          0.0229
,        2.783333,          2.2682,         42.7766,          0.0226
,        2.800000,          2.2306,         42.7752,          0.0222
,        2.816667,          2.1868,         42.7739,          0.0218
,        2.833333,          2.1221,         42.7726,          0.0213
,        2.850000,          2.0861,         42.7714,          0.0209
,        2.866667,          2.0640,         42.7702,          0.0206
,        2.883333,          2.0414,         42.7691,          0.0203
,        2.900000,          1.9961,         42.7680,          0.0199
,        2.916667,          2.0015,         42.7670,          0.0199
,        2.933333,          1.9775,         42.7660,          0.0196
,        2.950000,          1.9382,         42.7651,          0.0193
,        2.966667,          1.8816,         42.7641,          0.0188
,        2.983333,          1.8753,         42.7633,          0.0187
,        3.000000,          1.8756,         42.7624,          0.0186

