"   Time (h) ","iStep     ","nRS_NaNs","nRS_HCNs","dtTarget    ","tLastMax    ","H V In      ","H V Out     ","Es HX V In  ","Es HX V Out ","x1D HX V In ","x1D HX V Out","S/RF Vol In ","S/RF Vol Out","Es SX V In  ","Es SX V Out ","x1D SX V In ","x1D SX V Out","V In-Out    ","dVol        ","V Err       ","Total V     ","Q ME (%)"
         0.000,           0,         0,         0, 0.1000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,     0.000
         0.017,         129,         0,         0,  1.354679    , 0.1666667E-01,  0.000000    , 0.3642795E-02, 0.1764208E-01,  0.000000    ,  0.000000    ,  0.000000    , 0.9999999    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  1.013999    ,  1.013999    ,-0.6748053E-07,  1.013999    ,    -0.000
         0.033,         162,         0,         0,  2.638613    , 0.3333333E-01,  0.000000    , 0.6707573E-01, 0.9935668    ,  0.000000    ,  0.000000    ,  0.000000    ,  3.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  3.926491    ,  3.926491    , 0.3268651E-06,  4.940490    ,     0.000
         0.050,         182,         0,         0,  3.414719    , 0.5000000E-01,  0.000000    , 0.2246317    ,  5.548491    ,  0.000000    ,  0.000000    ,  0.000000    ,  4.999999    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  10.32386    ,  10.32386    , 0.5159527E-06,  15.26435    ,     0.000
         0.067,         202,         0,         0,  2.892007    , 0.6666667E-01,  0.000000    , 0.3496007    ,  14.03130    ,  0.000000    ,  0.000000    ,  0.000000    ,  7.169491    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  20.85119    ,  20.85119    ,-0.1065433E-05,  36.11554    ,    -0.000
         0.083,         225,         0,         0,  2.519587    , 0.8333334E-01,  0.000000    , 0.3831227    ,  26.93593    ,  0.000000    ,  0.000000    ,  0.000000    ,  10.91250    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  37.46531    ,  37.46531    ,-0.4906207E-05,  73.58084    ,    -0.000
         0.100,         251,         0,         0,  2.272048    , 0.1000000    ,  0.000000    , 0.4753808    ,  45.04032    ,  0.000000    ,  0.000000    ,  0.000000    ,  15.03750    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  59.60244    ,  59.60245    , 0.8432195E-05,  133.1833    ,     0.000
         0.117,         279,         0,         0,  2.104508    , 0.1166667    ,  0.000000    , 0.5264595    ,  65.86573    ,  0.000000    ,  0.000000    ,  0.000000    ,  19.16250    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  84.50177    ,  84.50177    ,-0.1602806E-05,  217.6851    ,    -0.000
         0.133,         309,         0,         0,  1.985732    , 0.1333333    ,  0.000000    , 0.6907433    ,  87.53030    ,  0.000000    ,  0.000000    ,  0.000000    ,  23.28750    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  110.1271    ,  110.1270    ,-0.3798492E-04,  327.8121    ,    -0.000
         0.150,         341,         0,         0,  1.893797    , 0.1500000    ,  0.000000    , 0.7518681    ,  108.3953    ,  0.000000    ,  0.000000    ,  0.000000    ,  27.24008    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  134.8836    ,  134.8836    , 0.5547237E-04,  462.6957    ,     0.000
         0.167,         374,         0,         0,  1.817020    , 0.1666667    ,  0.000000    , 0.8615015    ,  126.5971    ,  0.000000    ,  0.000000    ,  0.000000    ,  30.48334    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  156.2190    ,  156.2190    , 0.3592670E-04,  618.9147    ,     0.000
         0.183,         409,         0,         0,  1.694331    , 0.1833333    ,  0.000000    ,  1.012404    ,  142.3630    ,  0.000000    ,  0.000000    ,  0.000000    ,  33.65000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  175.0006    ,  175.0005    ,-0.1430158E-03,  793.9152    ,    -0.000
         0.200,         450,         0,         0,  1.401507    , 0.2000000    ,  0.000000    ,  1.130875    ,  157.0594    ,  0.000000    ,  0.000000    ,  0.000000    ,  36.81667    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  192.7452    ,  192.7452    , 0.8137338E-04,  986.6604    ,     0.000
         0.217,         496,         0,         0,  1.281488    , 0.2166667    ,  0.000000    ,  1.273908    ,  173.3663    ,  0.000000    ,  0.000000    ,  0.000000    ,  41.31667    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  213.4091    ,  213.4089    ,-0.1628567E-03,  1200.069    ,    -0.000
