"M09_5m_02p_2hr_001","Location","Flow","Water Level","Velocity"
,        0.783333,         53.1963,         41.9066,          0.9426
,        0.800000,         59.3947,         42.0186,          0.9304
,        0.816667,         64.0496,         42.0959,          0.9270
,        0.833333,         66.8389,         42.1540,          0.9069
,        0.850000,         67.9766,         42.2074,          0.8627
,        0.866667,         67.4972,         42.2711,          0.7896
,        0.883333,         65.7485,         42.3517,          0.6976
,        0.900000,         64.1007,         42.4406,          0.6155
,        0.916667,         62.5432,         42.5300,          0.5465
,        0.933333,         60.9693,         42.6168,          0.4880
,        0.950000,         59.8004,         42.7007,          0.4428
,        0.966667,         58.5600,         42.7780,          0.4055
,        0.983333,         57.4614,         42.8470,          0.3762
,        1.000000,         57.5309,         42.9057,          0.3592
,        1.016667,         59.3276,         42.9540,          0.3574
,        1.033333,         59.7940,         42.9907,          0.3496
,        1.050000,         61.3214,         43.0218,          0.3488
,        1.066667,         68.0408,         43.0531,          0.3830
,        1.083333,         71.1059,         43.0721,          0.4003
,        1.100000,         70.6250,         43.0895,          0.3930
,        1.116667,         71.2629,         43.1029,          0.3916
,        1.133333,         71.7774,         43.1116,          0.3912
,        1.150000,         72.1067,         43.1187,          0.3916
,        1.166667,         72.0327,         43.1233,          0.3906
,        1.183333,         71.6330,         43.1257,          0.3882
,        1.200000,         70.8854,         43.1274,          0.3844
,        1.216667,         70.3412,         43.1272,          0.3819
,        1.233333,         69.3346,         43.1265,          0.3774
,        1.250000,         68.4557,         43.1249,          0.3737
,        1.266667,         67.2488,         43.1225,          0.3686
,        1.283333,         66.1045,         43.1197,          0.3639
,        1.300000,         64.8337,         43.1163,          0.3586
,        1.316667,         63.4692,         43.1126,          0.3529
,        1.333333,         61.9350,         43.1082,          0.3466
,        1.350000,         60.3341,         43.1036,          0.3399
,        1.366667,         58.6482,         43.0985,          0.3328
,        1.383333,         56.9476,         43.0931,          0.3256
,        1.400000,         55.2389,         43.0875,          0.3183
,        1.416667,         53.5555,         43.0817,          0.3111
,        1.433333,         51.8702,         43.0758,          0.3039
,        1.450000,         50.2185,         43.0698,          0.2968
,        1.466667,         48.4862,         43.0636,          0.2892
,        1.483333,         46.9214,         43.0576,          0.2824
,        1.500000,         45.2829,         43.0513,          0.2751
,        1.516667,         43.6560,         43.0450,          0.2678
,        1.533333,         41.9809,         43.0388,          0.2601
,        1.550000,         40.4333,         43.0325,          0.2530
,        1.566667,         38.8788,         43.0262,          0.2458
,        1.583333,         37.3293,         43.0199,          0.2385
,        1.600000,         35.8505,         43.0137,          0.2314
,        1.616667,         34.3939,         43.0075,          0.2244
,        1.633333,         32.9439,         43.0013,          0.2173
,        1.650000,         31.5979,         42.9952,          0.2106
,        1.666667,         30.4250,         42.9894,          0.2048
,        1.683333,         29.3485,         42.9837,          0.1993
,        1.700000,         28.5055,         42.9785,          0.1952
,        1.716667,         27.6200,         42.9734,          0.1906
,        1.733333,         26.8113,         42.9687,          0.1866
,        1.750000,         25.9354,         42.9641,          0.1821
,        1.766667,         25.1339,         42.9597,          0.1779
,        1.783333,         24.3620,         42.9555,          0.1738
,        1.800000,         23.5765,         42.9511,          0.1696
,        1.816667,         22.6602,         42.9470,          0.1646
,        1.833333,         21.8614,         42.9428,          0.1601
,        1.850000,         21.1322,         42.9387,          0.1559
,        1.866667,         20.5535,         42.9348,          0.1526
,        1.883333,         20.0063,         42.9311,          0.1495
,        1.900000,         19.5112,         42.9275,          0.1466
,        1.916667,         19.0419,         42.9243,          0.1440
,        1.933333,         18.6502,         42.9211,          0.1417
,        1.950000,         18.2667,         42.9182,          0.1395
,        1.966667,         17.9339,         42.9154,          0.1375
,        1.983333,         17.6058,         42.9128,          0.1356
,        2.000000,         17.2924,         42.9104,          0.1338
,        2.016667,         17.0048,         42.9081,          0.1321
,        2.033333,         16.7266,         42.9059,          0.1304
,        2.050000,         16.4846,         42.9038,          0.1290
,        2.066667,         16.2101,         42.9019,          0.1273
,        2.083333,         15.9523,         42.8999,          0.1257
,        2.100000,         15.7015,         42.8981,          0.1241
,        2.116667,         15.4282,         42.8962,          0.1224
,        2.133333,         15.1355,         42.8944,          0.1206
,        2.150000,         14.8603,         42.8926,          0.1188
,        2.166667,         14.5708,         42.8907,          0.1169
,        2.183333,         14.2322,         42.8888,          0.1147
,        2.200000,         13.8777,         42.8868,          0.1123
,        2.216667,         13.5098,         42.8848,          0.1098
,        2.233333,         13.1670,         42.8827,          0.1075
,        2.250000,         12.7812,         42.8805,          0.1048
,        2.266667,         12.4255,         42.8783,          0.1023
,        2.283333,         12.1319,         42.8762,          0.1002
,        2.300000,         11.8333,         42.8739,          0.0979
,        2.316667,         11.5359,         42.8719,          0.0958
,        2.333333,         11.2988,         42.8697,          0.0940
,        2.350000,         11.0669,         42.8677,          0.0923
,        2.366667,         10.8336,         42.8657,          0.0905
,        2.383333,         10.6218,         42.8637,          0.0890
,        2.400000,         10.4057,         42.8619,          0.0873
,        2.416667,         10.3090,         42.8602,          0.0865
,        2.433333,         10.0827,         42.8584,          0.0847
,        2.450000,          9.8319,         42.8567,          0.0831
,        2.466667,          9.5750,         42.8550,          0.0811
,        2.483333,          9.4586,         42.8534,          0.0801
,        2.500000,          9.3359,         42.8518,          0.0791
,        2.516667,          9.1822,         42.8503,          0.0779
,        2.533333,          8.9940,         42.8488,          0.0765
,        2.550000,          8.7958,         42.8473,          0.0751
,        2.566667,          8.6360,         42.8458,          0.0737
,        2.583333,          8.4314,         42.8444,          0.0723
,        2.600000,          8.2803,         42.8429,          0.0710
,        2.616667,          8.0180,         42.8413,          0.0691
,        2.633333,          7.8448,         42.8398,          0.0677
,        2.650000,          7.5952,         42.8382,          0.0658
,        2.666667,          7.4344,         42.8366,          0.0645
,        2.683333,          7.2266,         42.8350,          0.0629
,        2.700000,          7.0571,         42.8334,          0.0615
,        2.716667,          6.9096,         42.8319,          0.0603
,        2.733333,          6.7408,         42.8302,          0.0589
,        2.750000,          6.5882,         42.8287,          0.0577
,        2.766667,          6.4270,         42.8272,          0.0564
,        2.783333,          6.2969,         42.8256,          0.0553
,        2.800000,          6.1304,         42.8241,          0.0540
,        2.816667,          5.9694,         42.8226,          0.0527
,        2.833333,          5.7871,         42.8211,          0.0513
,        2.850000,          5.6660,         42.8196,          0.0503
,        2.866667,          5.4823,         42.8179,          0.0488
,        2.883333,          5.2393,         42.8164,          0.0471
,        2.900000,          5.0796,         42.8147,          0.0457
,        2.916667,          4.8896,         42.8130,          0.0442
,        2.933333,          4.7611,         42.8114,          0.0431
,        2.950000,          4.5999,         42.8097,          0.0419
,        2.966667,          4.4289,         42.8080,          0.0404
,        2.983333,          4.1913,         42.8062,          0.0387
,        3.000000,          3.9612,         42.8043,          0.0368

