"   Time (h) ","iStep     ","nRS_NaNs","nRS_HCNs","dtTarget    ","tLastMax    ","H V In      ","H V Out     ","Es HX V In  ","Es HX V Out ","x1D HX V In ","x1D HX V Out","S/RF Vol In ","S/RF Vol Out","Es SX V In  ","Es SX V Out ","x1D SX V In ","x1D SX V Out","V In-Out    ","dVol        ","V Err       ","Total V     ","Q ME (%)"
         0.000,           0,         0,         0, 0.1000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,     0.000
         0.017,         129,         0,         0,  1.354679    , 0.1666667E-01,  0.000000    , 0.2306552E-02, 0.1473620E-01,  0.000000    ,  0.000000    ,  0.000000    , 0.9375000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    , 0.9499296    , 0.9499297    , 0.5565930E-07, 0.9499297    ,     0.000
         0.033,         162,         0,         0,  2.638613    , 0.3333333E-01,  0.000000    , 0.4182895E-01, 0.8485164    ,  0.000000    ,  0.000000    ,  0.000000    ,  2.812500    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  3.619187    ,  3.619188    , 0.5748298E-06,  4.569118    ,     0.000
         0.050,         182,         0,         0,  3.522025    , 0.5000000E-01,  0.000000    , 0.1569169    ,  4.906275    ,  0.000000    ,  0.000000    ,  0.000000    ,  4.687500    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  9.436858    ,  9.436856    ,-0.1494307E-05,  14.00597    ,    -0.000
         0.067,         202,         0,         0,  2.960015    , 0.6666667E-01,  0.000000    , 0.2729501    ,  12.59842    ,  0.000000    ,  0.000000    ,  0.000000    ,  6.562500    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  18.88797    ,  18.88797    , 0.1596287E-05,  32.89394    ,     0.000
         0.083,         225,         0,         0,  2.657449    , 0.8333334E-01,  0.000000    , 0.3232189    ,  22.02761    ,  0.000000    ,  0.000000    ,  0.000000    ,  8.492693    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  30.19708    ,  30.19709    , 0.5452428E-05,  63.09103    ,     0.000
         0.100,         250,         0,         0,  2.404186    , 0.1000000    ,  0.000000    , 0.3888746    ,  34.53307    ,  0.000000    ,  0.000000    ,  0.000000    ,  12.26667    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  46.41087    ,  46.41086    ,-0.3482215E-05,  109.5019    ,    -0.000
         0.117,         277,         0,         0,  2.197667    , 0.1166667    ,  0.000000    , 0.4970861    ,  53.05042    ,  0.000000    ,  0.000000    ,  0.000000    ,  16.93333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  69.48666    ,  69.48663    ,-0.3053714E-04,  178.9885    ,    -0.000
         0.133,         306,         0,         0,  2.045822    , 0.1333333    ,  0.000000    , 0.6618565    ,  75.21391    ,  0.000000    ,  0.000000    ,  0.000000    ,  21.60000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  96.15205    ,  96.15204    ,-0.1602527E-04,  275.1406    ,    -0.000
         0.150,         337,         0,         0,  1.931266    , 0.1500000    ,  0.000000    , 0.7703304    ,  98.58519    ,  0.000000    ,  0.000000    ,  0.000000    ,  26.26667    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  124.0815    ,  124.0815    , 0.1658313E-04,  399.2221    ,     0.000
         0.167,         370,         0,         0,  1.842271    , 0.1666667    ,  0.000000    ,  1.015016    ,  121.5990    ,  0.000000    ,  0.000000    ,  0.000000    ,  30.93334    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  151.5173    ,  151.5173    ,-0.2499670E-05,  550.7394    ,    -0.000
         0.183,         404,         0,         0,  1.759278    , 0.1833333    ,  0.000000    ,  1.205997    ,  144.2587    ,  0.000000    ,  0.000000    ,  0.000000    ,  34.98681    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  178.0395    ,  178.0394    ,-0.6669387E-04,  728.7788    ,    -0.000
         0.200,         442,         0,         0,  1.482578    , 0.2000000    ,  0.000000    ,  1.334623    ,  161.9268    ,  0.000000    ,  0.000000    ,  0.000000    ,  37.77500    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  198.3672    ,  198.3672    , 0.2021343E-04,  927.1460    ,     0.000
         0.217,         486,         0,         0,  1.320677    , 0.2166667    ,  0.000000    ,  1.422577    ,  176.6198    ,  0.000000    ,  0.000000    ,  0.000000    ,  40.52500    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  215.7223    ,  215.7223    , 0.3529154E-04,  1142.868    ,     0.000
         0.233,         535,         0,         0,  1.222381    , 0.2333333    ,  0.000000    ,  1.498276    ,  190.1882    ,  0.000000    ,  0.000000    ,  0.000000    ,  43.27500    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  231.9649    ,  231.9648    ,-0.7365458E-04,  1374.833    ,    -0.000
         0.250,         587,         0,         0,  1.157396    , 0.2500000    ,  0.000000    ,  1.608689    ,  203.4787    ,  0.000000    ,  0.000000    ,  0.000000    ,  46.02499    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  247.8950    ,  247.8951    , 0.1539998E-03,  1622.728    ,     0.000
         0.267,         641,         0,         0,  1.109278    , 0.2666667    ,  0.000000    ,  1.718823    ,  218.5986    ,  0.000000    ,  0.000000    ,  0.000000    ,  50.08750    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  266.9672    ,  266.9672    ,-0.7093512E-04,  1889.695    ,    -0.000
         0.283,         697,         0,         0,  1.070316    , 0.2833333    ,  0.000000    ,  1.857862    ,  239.3290    ,  0.000000    ,  0.000000    ,  0.000000    ,  55.46250    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  292.9336    ,  292.9340    , 0.3464259E-03,  2182.629    ,     0.000
         0.300,         755,         0,         0,  1.035624    , 0.3000000    ,  0.000000    ,  2.043849    ,  261.6342    ,  0.000000    ,  0.000000    ,  0.000000    ,  60.83750    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  320.4279    ,  320.4275    ,-0.3845617E-03,  2503.057    ,    -0.000
         0.317,         815,         0,         0,  1.004750    , 0.3166667    ,  0.000000    ,  2.269375    ,  283.1147    ,  0.000000    ,  0.000000    ,  0.000000    ,  66.21250    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  347.0578    ,  347.0581    , 0.2988353E-03,  2850.115    ,     0.000
         0.333,         877,         0,         0, 0.9758817    , 0.3333333    ,  0.000000    ,  2.486877    ,  305.8624    ,  0.000000    ,  0.000000    ,  0.000000    ,  71.68889    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  375.0644    ,  375.0649    , 0.5327128E-03,  3225.180    ,     0.000
         0.350,         940,         0,         0, 0.9516525    , 0.3500000    ,  0.000000    ,  2.700376    ,  334.8483    ,  0.000000    ,  0.000000    ,  0.000000    ,  80.51112    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  412.6590    ,  412.6584    ,-0.5684383E-03,  3637.838    ,    -0.000
         0.367,        1005,         0,         0, 0.9283078    , 0.3666667    ,  0.000000    ,  2.947279    ,  376.4067    ,  0.000000    ,  0.000000    ,  0.000000    ,  90.95555    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  464.4150    ,  464.4150    , 0.4201755E-04,  4102.253    ,     0.000
         0.383,        1071,         0,         0, 0.9067106    , 0.3833333    ,  0.000000    ,  3.180496    ,  420.9211    ,  0.000000    ,  0.000000    ,  0.000000    ,  101.4000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  519.1406    ,  519.1406    , 0.1385808E-04,  4621.394    ,     0.000
         0.400,        1139,         0,         0, 0.8857643    , 0.4000000    ,  0.000000    ,  3.386762    ,  467.8116    ,  0.000000    ,  0.000000    ,  0.000000    ,  111.8445    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  576.2693    ,  576.2690    ,-0.2934150E-03,  5197.663    ,    -0.000
         0.417,        1208,         0,         0, 0.8663320    , 0.4166667    ,  0.000000    ,  3.585727    ,  510.6447    ,  0.000000    ,  0.000000    ,  0.000000    ,  122.2890    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  629.3479    ,  629.3481    , 0.2483465E-03,  5827.011    ,     0.000
         0.433,        1279,         0,         0, 0.8484641    , 0.4333334    ,  0.000000    ,  3.812572    ,  565.9880    ,  0.000000    ,  0.000000    ,  0.000000    ,  136.5111    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  698.6866    ,  698.6870    , 0.4284978E-03,  6525.698    ,     0.000
         0.450,        1351,         0,         0, 0.8312182    , 0.4500000    ,  0.000000    ,  4.192451    ,  657.1811    ,  0.000000    ,  0.000000    ,  0.000000    ,  158.5250    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  811.5137    ,  811.5146    , 0.9350255E-03,  7337.213    ,     0.000
         0.467,        1425,         0,         0, 0.8140993    , 0.4666667    ,  0.000000    ,  4.706076    ,  763.5646    ,  0.000000    ,  0.000000    ,  0.000000    ,  180.7750    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  939.6336    ,  939.6338    , 0.1950003E-03,  8276.847    ,     0.000
         0.483,        1500,         0,         0, 0.7976005    , 0.4833334    ,  0.000000    ,  5.322829    ,  867.9544    ,  0.000000    ,  0.000000    ,  0.000000    ,  203.0250    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  1065.657    ,  1065.656    ,-0.3302991E-03,  9342.503    ,    -0.000
         0.500,        1577,         0,         0, 0.7819607    , 0.5000000    ,  0.000000    ,  6.025916    ,  967.8517    ,  0.000000    ,  0.000000    ,  0.000000    ,  225.2747    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  1187.101    ,  1187.100    ,-0.9515584E-03,  10529.60    ,    -0.000
         0.517,        1655,         0,         0, 0.7671774    , 0.5166667    ,  0.000000    ,  6.900221    ,  1146.468    ,  0.000000    ,  0.000000    ,  0.000000    ,  274.9625    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  1414.530    ,  1414.530    , 0.2991185E-03,  11944.13    ,     0.000
         0.533,        1735,         0,         0, 0.7500259    , 0.5333333    ,  0.000000    ,  8.325876    ,  1492.458    ,  0.000000    ,  0.000000    ,  0.000000    ,  352.0875    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  1836.220    ,  1836.221    , 0.1049571E-02,  13780.35    ,     0.000
         0.550,        1817,         0,         0, 0.7318386    , 0.5500000    ,  0.000000    ,  10.23895    ,  1850.781    ,  0.000000    ,  0.000000    ,  0.000000    ,  429.2125    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  2269.755    ,  2269.751    ,-0.3730021E-02,  16050.10    ,    -0.000
         0.567,        1901,         0,         0, 0.7138527    , 0.5666667    ,  0.000000    ,  12.38009    ,  2201.017    ,  0.000000    ,  0.000000    ,  0.000000    ,  506.3375    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  2694.974    ,  2694.978    , 0.3094763E-02,  18745.08    ,     0.000
         0.583,        1987,         0,         0, 0.6965743    , 0.5833334    ,  0.000000    ,  14.59312    ,  2537.453    ,  0.000000    ,  0.000000    ,  0.000000    ,  582.7018    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  3105.562    ,  3105.562    , 0.7479340E-03,  21850.64    ,     0.000
         0.600,        2075,         0,         0, 0.6812401    , 0.6000000    ,  0.000000    ,  16.92829    ,  2799.972    ,  0.000000    ,  0.000000    ,  0.000000    ,  633.9001    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  3416.944    ,  3416.943    ,-0.6497055E-03,  25267.59    ,    -0.000
         0.617,        2165,         0,         0, 0.6701168    , 0.6166667    ,  0.000000    ,  19.31625    ,  2976.570    ,  0.000000    ,  0.000000    ,  0.000000    ,  672.9001    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  3630.154    ,  3630.154    , 0.5903542E-03,  28897.74    ,     0.000
         0.633,        2256,         0,         0, 0.6627449    , 0.6333334    ,  0.000000    ,  21.42997    ,  3180.518    ,  0.000000    ,  0.000000    ,  0.000000    ,  711.9001    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  3870.988    ,  3870.988    ,-0.2075732E-03,  32768.73    ,    -0.000
         0.650,        2348,         0,         0, 0.6582501    , 0.6500000    ,  0.000000    ,  23.26263    ,  3385.999    ,  0.000000    ,  0.000000    ,  0.000000    ,  750.9001    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  4113.636    ,  4113.629    ,-0.7523850E-02,  36882.36    ,    -0.000
