"Time (h)    ","1D and 2D:  ","H Vol In    ","H Vol Out   ","Q Vol In    ","Q Vol Out   ","Tot Vol In  ","Tot Vol Out ","Vol I-O     ","dVol        ","Vol Err     ","Q ME (%)    ","Vol I+O     ","Tot Vol     ","Cum Vol I+O ","Cum Vol Err ","Cum ME (%)  ","Cum Q ME (%)"
         0.000,              ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    
         0.017,              ,  0.000000    , 0.3642795E-02,  5.353851    ,  0.000000    ,  5.353851    , 0.3642795E-02,  5.350208    ,  5.349996    ,-0.2125459E-03,-0.3967263E-02,  5.357494    ,  5.349996    ,  5.357494    ,-0.2125459E-03,-0.3967263E-02,-0.3967263E-02
         0.033,              ,  0.000000    , 0.6707573E-01,  16.05639    ,  0.000000    ,  16.05639    , 0.6707573E-01,  15.98932    ,  16.08830    , 0.9898420E-01, 0.6139138    ,  16.12347    ,  21.43830    ,  21.48096    , 0.9877166E-01, 0.4598102    , 0.4598102    
         0.050,              ,  0.000000    , 0.2246317    ,  26.75704    ,  0.000000    ,  26.75704    , 0.2246317    ,  26.53241    ,  26.98244    , 0.4500368    ,  1.667935    ,  26.98167    ,  48.42074    ,  48.46263    , 0.5488085    ,  1.132436    ,  1.132436    
         0.067,              ,  0.000000    , 0.3496007    ,  39.13963    ,  0.000000    ,  39.13963    , 0.3496007    ,  38.79003    ,  39.30676    , 0.5167250    ,  1.308521    ,  39.48923    ,  87.72750    ,  87.95187    ,  1.065534    ,  1.211496    ,  1.211496    
         0.083,              ,  0.000000    , 0.3831227    ,  60.53698    ,  0.000000    ,  60.53698    , 0.3831227    ,  60.15386    ,  60.88417    , 0.7303098    ,  1.198799    ,  60.92010    ,  148.6117    ,  148.8720    ,  1.795843    ,  1.206300    ,  1.206300    
         0.100,              ,  0.000000    , 0.4753808    ,  84.58825    ,  0.000000    ,  84.58825    , 0.4753808    ,  84.11287    ,  84.86583    , 0.7529576    , 0.8851697    ,  85.06363    ,  233.4775    ,  233.9356    ,  2.548801    ,  1.089531    ,  1.089531    
         0.117,              ,  0.000000    , 0.5264595    ,  108.3576    ,  0.000000    ,  108.3576    , 0.5264595    ,  107.8312    ,  108.6929    , 0.8617755    , 0.7914614    ,  108.8841    ,  342.1704    ,  342.8197    ,  3.410576    , 0.9948602    , 0.9948602    
         0.133,              ,  0.000000    , 0.6907433    ,  132.3643    ,  0.000000    ,  132.3643    , 0.6907433    ,  131.6735    ,  132.3983    , 0.7247994    , 0.5447367    ,  133.0550    ,  474.5687    ,  475.8747    ,  4.135376    , 0.8690052    , 0.8690052    
         0.150,              ,  0.000000    , 0.7518681    ,  155.2120    ,  0.000000    ,  155.2120    , 0.7518681    ,  154.4601    ,  154.9679    , 0.5078189    , 0.3256004    ,  155.9639    ,  629.5367    ,  631.8385    ,  4.643195    , 0.7348704    , 0.7348704    
         0.167,              ,  0.000000    , 0.8615015    ,  172.3840    ,  0.000000    ,  172.3840    , 0.8615015    ,  171.5225    ,  172.1400    , 0.6175458    , 0.3564570    ,  173.2455    ,  801.6767    ,  805.0840    ,  5.260740    , 0.6534399    , 0.6534399    
         0.183,              ,  0.000000    ,  1.012404    ,  189.5902    ,  0.000000    ,  189.5902    ,  1.012404    ,  188.5778    ,  188.7719    , 0.1941643    , 0.1018687    ,  190.6026    ,  990.4487    ,  995.6866    ,  5.454905    , 0.5478536    , 0.5478536    
         0.200,              ,  0.000000    ,  1.130875    ,  207.0624    ,  0.000000    ,  207.0624    ,  1.130875    ,  205.9315    ,  205.4601    ,-0.4713666    ,-0.2264082    ,  208.1932    ,  1195.909    ,  1203.880    ,  4.983538    , 0.4139564    , 0.4139564    
         0.217,              ,  0.000000    ,  1.273908    ,  230.4783    ,  0.000000    ,  230.4783    ,  1.273908    ,  229.2044    ,  229.4895    , 0.2850522    , 0.1229987    ,  231.7523    ,  1425.398    ,  1435.632    ,  5.268590    , 0.3669875    , 0.3669875    
         0.233,              ,  0.000000    ,  1.442051    ,  263.1487    ,  0.000000    ,  263.1487    ,  1.442051    ,  261.7066    ,  261.3325    ,-0.3741453    ,-0.1414053    ,  264.5907    ,  1686.731    ,  1700.223    ,  4.894445    , 0.2878708    , 0.2878708    
         0.250,              ,  0.000000    ,  1.655333    ,  293.3287    ,  0.000000    ,  293.3287    ,  1.655333    ,  291.6733    ,  292.8091    ,  1.135807    , 0.3850403    ,  294.9840    ,  1979.540    ,  1995.207    ,  6.030252    , 0.3022370    , 0.3022370    
         0.267,              ,  0.000000    ,  1.869553    ,  327.9525    ,  0.000000    ,  327.9525    ,  1.869553    ,  326.0829    ,  326.1191    , 0.3620628E-01, 0.1097752E-01,  329.8220    ,  2305.659    ,  2325.029    ,  6.066459    , 0.2609197    , 0.2609197    
