"   Time (h) ","iStep     ","nRS_NaNs","nRS_HCNs","dtTarget    ","tLastMax    ","H V In      ","H V Out     ","Es HX V In  ","Es HX V Out ","x1D HX V In ","x1D HX V Out","S/RF Vol In ","S/RF Vol Out","Es SX V In  ","Es SX V Out ","x1D SX V In ","x1D SX V Out","V In-Out    ","dVol        ","V Err       ","Total V     ","Q ME (%)"
         0.000,           0,         0,         0, 0.1000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,     0.000
         0.017,         129,         0,         0,  1.354679    , 0.1666667E-01,  0.000000    , 0.3642795E-02, 0.3037179E-01,  0.000000    ,  0.000000    ,  0.000000    ,  1.250000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  1.276729    ,  1.276729    ,-0.4062640E-07,  1.276729    ,    -0.000
         0.033,         162,         0,         0,  2.638613    , 0.3333333E-01,  0.000000    , 0.6707573E-01,  1.540208    ,  0.000000    ,  0.000000    ,  0.000000    ,  3.750000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  5.223132    ,  5.223132    ,-0.5301845E-06,  6.499861    ,    -0.000
         0.050,         182,         0,         0,  3.198581    , 0.5000000E-01,  0.000000    , 0.2246317    ,  7.873834    ,  0.000000    ,  0.000000    ,  0.000000    ,  6.250000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  13.89920    ,  13.89920    ,-0.1844019E-06,  20.39906    ,    -0.000
         0.067,         204,         0,         0,  2.707597    , 0.6666667E-01,  0.000000    , 0.3513456    ,  18.87867    ,  0.000000    ,  0.000000    ,  0.000000    ,  8.969769    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  27.49709    ,  27.49710    , 0.1220033E-04,  47.89617    ,     0.000
         0.083,         229,         0,         0,  2.373680    , 0.8333334E-01,  0.000000    , 0.4158544    ,  35.37082    ,  0.000000    ,  0.000000    ,  0.000000    ,  13.72500    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  48.67997    ,  48.67997    , 0.2166256E-05,  96.57614    ,     0.000
         0.100,         257,         0,         0,  2.145757    , 0.1000000    ,  0.000000    , 0.5175394    ,  58.36812    ,  0.000000    ,  0.000000    ,  0.000000    ,  18.97500    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  76.82558    ,  76.82559    , 0.1162104E-04,  173.4017    ,     0.000
         0.117,         287,         0,         0,  1.991422    , 0.1166667    ,  0.000000    , 0.7002972    ,  84.59582    ,  0.000000    ,  0.000000    ,  0.000000    ,  24.22500    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  108.1205    ,  108.1205    ,-0.1300406E-04,  281.5222    ,    -0.000
         0.133,         319,         0,         0,  1.877935    , 0.1333333    ,  0.000000    , 0.8671625    ,  111.1000    ,  0.000000    ,  0.000000    ,  0.000000    ,  29.47500    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  139.7078    ,  139.7079    , 0.8416362E-04,  421.2301    ,     0.000
         0.150,         353,         0,         0,  1.789404    , 0.1500000    ,  0.000000    ,  1.125880    ,  137.3935    ,  0.000000    ,  0.000000    ,  0.000000    ,  34.44002    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  170.7077    ,  170.7077    , 0.1198798E-04,  591.9378    ,     0.000
