"M09_5m_05p_1hr_001","Location","Flow","Water Level","Velocity"
,        0.800000,         56.1315,         42.1540,          0.7709
,        0.816667,         54.4000,         42.2214,          0.6839
,        0.833333,         52.6134,         42.2976,          0.6029
,        0.850000,         51.2494,         42.3765,          0.5376
,        0.866667,         50.3701,         42.4530,          0.4876
,        0.883333,         49.1697,         42.5266,          0.4423
,        0.900000,         47.8902,         42.5973,          0.4021
,        0.916667,         46.6576,         42.6642,          0.3690
,        0.933333,         45.2110,         42.7268,          0.3397
,        0.950000,         43.6328,         42.7836,          0.3137
,        0.966667,         42.4244,         42.8333,          0.2934
,        0.983333,         41.9089,         42.8752,          0.2801
,        1.000000,         42.5642,         42.9100,          0.2773
,        1.016667,         41.8807,         42.9361,          0.2677
,        1.033333,         41.2253,         42.9572,          0.2585
,        1.050000,         44.3399,         42.9791,          0.2750
,        1.066667,         47.8707,         42.9939,          0.2988
,        1.083333,         45.4442,         43.0031,          0.2863
,        1.100000,         44.3490,         43.0124,          0.2778
,        1.116667,         43.1818,         43.0158,          0.2698
,        1.133333,         42.7142,         43.0181,          0.2667
,        1.150000,         41.4790,         43.0188,          0.2608
,        1.166667,         40.5751,         43.0173,          0.2561
,        1.183333,         38.9641,         43.0157,          0.2480
,        1.200000,         38.0041,         43.0126,          0.2431
,        1.216667,         36.5356,         43.0089,          0.2358
,        1.233333,         35.1833,         43.0049,          0.2291
,        1.250000,         33.7493,         42.9999,          0.2220
,        1.266667,         32.1589,         42.9950,          0.2138
,        1.283333,         30.8464,         42.9894,          0.2071
,        1.300000,         29.2898,         42.9837,          0.1990
,        1.316667,         28.0261,         42.9780,          0.1925
,        1.333333,         26.6813,         42.9721,          0.1854
,        1.350000,         25.5406,         42.9664,          0.1794
,        1.366667,         24.4806,         42.9609,          0.1738
,        1.383333,         23.6066,         42.9553,          0.1692
,        1.400000,         22.6462,         42.9503,          0.1640
,        1.416667,         21.8194,         42.9452,          0.1594
,        1.433333,         20.8960,         42.9402,          0.1541
,        1.450000,         20.0959,         42.9355,          0.1495
,        1.466667,         19.2744,         42.9308,          0.1447
,        1.483333,         18.5411,         42.9262,          0.1403
,        1.500000,         17.8425,         42.9219,          0.1362
,        1.516667,         17.2490,         42.9176,          0.1326
,        1.533333,         16.6818,         42.9136,          0.1292
,        1.550000,         16.1917,         42.9097,          0.1262
,        1.566667,         15.7317,         42.9061,          0.1234
,        1.583333,         15.3753,         42.9028,          0.1212
,        1.600000,         15.0089,         42.8995,          0.1189
,        1.616667,         14.6456,         42.8966,          0.1167
,        1.633333,         14.3027,         42.8937,          0.1145
,        1.650000,         13.9727,         42.8910,          0.1124
,        1.666667,         13.6774,         42.8884,          0.1105
,        1.683333,         13.4022,         42.8860,          0.1086
,        1.700000,         13.0856,         42.8835,          0.1065
,        1.716667,         12.7347,         42.8812,          0.1042
,        1.733333,         12.3956,         42.8787,          0.1018
,        1.750000,         12.0670,         42.8764,          0.0995
,        1.766667,         11.6633,         42.8739,          0.0967
,        1.783333,         11.3298,         42.8716,          0.0943
,        1.800000,         10.9864,         42.8692,          0.0917
,        1.816667,         10.6948,         42.8668,          0.0896
,        1.833333,         10.4655,         42.8646,          0.0878
,        1.850000,         10.1906,         42.8621,          0.0857
,        1.866667,          9.8248,         42.8599,          0.0831
,        1.883333,          9.5617,         42.8577,          0.0810
,        1.900000,          9.3465,         42.8555,          0.0793
,        1.916667,          9.1337,         42.8534,          0.0777
,        1.933333,          8.8922,         42.8513,          0.0758
,        1.950000,          8.6405,         42.8493,          0.0738
,        1.966667,          8.4006,         42.8473,          0.0721
,        1.983333,          8.1923,         42.8453,          0.0704
,        2.000000,          8.0038,         42.8434,          0.0689
,        2.016667,          7.8135,         42.8415,          0.0674
,        2.033333,          7.6182,         42.8397,          0.0659
,        2.050000,          7.4310,         42.8378,          0.0644
,        2.066667,          7.2338,         42.8360,          0.0628
,        2.083333,          7.0462,         42.8343,          0.0613
,        2.100000,          6.8554,         42.8325,          0.0599
,        2.116667,          6.6582,         42.8308,          0.0583
,        2.133333,          6.4777,         42.8290,          0.0569
,        2.150000,          6.3155,         42.8273,          0.0555
,        2.166667,          6.1373,         42.8256,          0.0541
,        2.183333,          5.9815,         42.8239,          0.0529
,        2.200000,          5.7927,         42.8222,          0.0514
,        2.216667,          5.6606,         42.8206,          0.0503
,        2.233333,          5.5127,         42.8189,          0.0491
,        2.250000,          5.3455,         42.8173,          0.0477
,        2.266667,          5.1756,         42.8156,          0.0464
,        2.283333,          5.0162,         42.8140,          0.0451
,        2.300000,          4.8388,         42.8123,          0.0437
,        2.316667,          4.6984,         42.8107,          0.0426
,        2.333333,          4.5263,         42.8089,          0.0412
,        2.350000,          4.3199,         42.8072,          0.0397
,        2.366667,          4.0985,         42.8053,          0.0379
,        2.383333,          3.8797,         42.8035,          0.0362
,        2.400000,          3.7554,         42.8016,          0.0351
,        2.416667,          3.6968,         42.7999,          0.0345
,        2.433333,          3.5168,         42.7979,          0.0330
,        2.450000,          3.2352,         42.7960,          0.0311
,        2.466667,          3.0058,         42.7940,          0.0292
,        2.483333,          2.9179,         42.7921,          0.0285
,        2.500000,          2.8485,         42.7901,          0.0278
,        2.516667,          2.7072,         42.7882,          0.0266
,        2.533333,          2.5417,         42.7863,          0.0254
,        2.550000,          2.4166,         42.7844,          0.0243
,        2.566667,          2.3611,         42.7826,          0.0238
,        2.583333,          2.2840,         42.7807,          0.0231
,        2.600000,          2.1980,         42.7790,          0.0223
,        2.616667,          2.0991,         42.7773,          0.0215
,        2.633333,          2.0364,         42.7756,          0.0209
,        2.650000,          2.0043,         42.7741,          0.0206
,        2.666667,          1.9569,         42.7725,          0.0201
,        2.683333,          1.8581,         42.7710,          0.0193
,        2.700000,          1.7925,         42.7695,          0.0187
,        2.716667,          1.7438,         42.7681,          0.0183
,        2.733333,          1.7259,         42.7667,          0.0180
,        2.750000,          1.6840,         42.7654,          0.0177
,        2.766667,          1.6338,         42.7641,          0.0172
,        2.783333,          1.6012,         42.7629,          0.0169
,        2.800000,          1.5637,         42.7616,          0.0165
,        2.816667,          1.5295,         42.7605,          0.0162
,        2.833333,          1.4974,         42.7594,          0.0159
,        2.850000,          1.4663,         42.7583,          0.0156
,        2.866667,          1.4529,         42.7573,          0.0154
,        2.883333,          1.4506,         42.7562,          0.0153
,        2.900000,          1.4110,         42.7553,          0.0149
,        2.916667,          1.3777,         42.7543,          0.0147
,        2.933333,          1.3341,         42.7534,          0.0142
,        2.950000,          1.3417,         42.7525,          0.0143
,        2.966667,          1.3317,         42.7517,          0.0141
,        2.983333,          1.3157,         42.7509,          0.0139
,        3.000000,          1.2699,         42.7500,          0.0136

