"Time (h)    ","1D and 2D:  ","H Vol In    ","H Vol Out   ","Q Vol In    ","Q Vol Out   ","Tot Vol In  ","Tot Vol Out ","Vol I-O     ","dVol        ","Vol Err     ","Q ME (%)    ","Vol I+O     ","Tot Vol     ","Cum Vol I+O ","Cum Vol Err ","Cum ME (%)  ","Cum Q ME (%)"
         0.000,              ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    
         0.017,              ,  0.000000    , 0.3642795E-02,  6.652000    ,  0.000000    ,  6.652000    , 0.3642795E-02,  6.648357    ,  6.646826    ,-0.1531687E-02,-0.2301336E-01,  6.655643    ,  6.646826    ,  6.655643    ,-0.1531687E-02,-0.2301336E-01,-0.2301336E-01
         0.033,              ,  0.000000    , 0.6707573E-01,  19.94960    ,  0.000000    ,  19.94960    , 0.6707573E-01,  19.88252    ,  20.02191    , 0.1393906    , 0.6963725    ,  20.01667    ,  26.66874    ,  26.67232    , 0.1378589    , 0.5168614    , 0.5168614    
         0.050,              ,  0.000000    , 0.2246317    ,  33.24484    ,  0.000000    ,  33.24484    , 0.2246317    ,  33.02021    ,  33.64411    , 0.6238979    ,  1.864080    ,  33.46948    ,  60.31285    ,  60.14179    , 0.7617568    ,  1.263009    ,  1.266601    
         0.067,              ,  0.000000    , 0.3513456    ,  49.45428    ,  0.000000    ,  49.45428    , 0.3513456    ,  49.10293    ,  49.34798    , 0.2450535    , 0.4920197    ,  49.80562    ,  109.6608    ,  109.9474    ,  1.006810    , 0.9157199    , 0.9157199    
         0.083,              ,  0.000000    , 0.4158544    ,  75.20487    ,  0.000000    ,  75.20487    , 0.4158544    ,  74.78902    ,  75.79731    ,  1.008291    ,  1.333352    ,  75.62072    ,  185.4581    ,  185.5681    ,  2.015101    ,  1.085909    ,  1.085909    
         0.100,              ,  0.000000    , 0.5175394    ,  105.7961    ,  0.000000    ,  105.7961    , 0.5175394    ,  105.2785    ,  106.1158    , 0.8372541    , 0.7875323    ,  106.3136    ,  291.5739    ,  291.8818    ,  2.852355    , 0.9772298    , 0.9772298    
         0.117,              ,  0.000000    , 0.7002972    ,  135.3980    ,  0.000000    ,  135.3980    , 0.7002972    ,  134.6977    ,  135.8572    ,  1.159434    , 0.8519089    ,  136.0983    ,  427.4311    ,  427.9801    ,  4.011789    , 0.9373775    , 0.9373775    
         0.133,              ,  0.000000    , 0.8671625    ,  165.7680    ,  0.000000    ,  165.7680    , 0.8671625    ,  164.9009    ,  165.7456    , 0.8447326    , 0.5069353    ,  166.6352    ,  593.1767    ,  594.6153    ,  4.856522    , 0.8167502    , 0.8167502    
         0.150,              ,  0.000000    ,  1.125880    ,  194.5554    ,  0.000000    ,  194.5554    ,  1.125880    ,  193.4295    ,  193.9036    , 0.4740195    , 0.2422405    ,  195.6813    ,  787.0803    ,  790.2966    ,  5.330541    , 0.6744988    , 0.6744988    
