"   Time (h) ","iStep     ","nRS_NaNs","nRS_HCNs","dtTarget    ","tLastMax    ","H V In      ","H V Out     ","Es HX V In  ","Es HX V Out ","x1D HX V In ","x1D HX V Out","S/RF Vol In ","S/RF Vol Out","Es SX V In  ","Es SX V Out ","x1D SX V In ","x1D SX V Out","V In-Out    ","dVol        ","V Err       ","Total V     ","Q ME (%)"
         0.000,           0,         0,         0, 0.1000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,     0.000
         0.017,         129,         0,         0,  1.354679    , 0.1666667E-01,  0.000000    , 0.3642795E-02, 0.5370738E-01,  0.000000    ,  0.000000    ,  0.000000    ,  1.500000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  1.550065    ,  1.550065    ,-0.4915818E-07,  1.550065    ,    -0.000
         0.033,         162,         0,         0,  2.638613    , 0.3333333E-01,  0.000000    , 0.6707573E-01,  2.358913    ,  0.000000    ,  0.000000    ,  0.000000    ,  4.500000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  6.791838    ,  6.791837    ,-0.5967740E-06,  8.341902    ,    -0.000
         0.050,         183,         0,         0,  2.970075    , 0.5000000E-01,  0.000000    , 0.2248344    ,  11.28330    ,  0.000000    ,  0.000000    ,  0.000000    ,  7.500000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  18.55847    ,  18.55847    , 0.1315959E-05,  26.90037    ,     0.000
         0.067,         206,         0,         0,  2.540440    , 0.6666667E-01,  0.000000    , 0.3507217    ,  25.55886    ,  0.000000    ,  0.000000    ,  0.000000    ,  10.79998    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  36.00811    ,  36.00811    ,-0.6810762E-05,  62.90848    ,    -0.000
         0.083,         232,         0,         0,  2.236352    , 0.8333334E-01,  0.000000    , 0.4151640    ,  46.57704    ,  0.000000    ,  0.000000    ,  0.000000    ,  16.87500    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  63.03688    ,  63.03687    ,-0.1541525E-04,  125.9453    ,    -0.000
         0.100,         261,         0,         0,  2.026740    , 0.1000000    ,  0.000000    , 0.5192690    ,  75.79576    ,  0.000000    ,  0.000000    ,  0.000000    ,  23.62500    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  98.90149    ,  98.90147    ,-0.1654588E-04,  224.8468    ,    -0.000
         0.117,         293,         0,         0,  1.881328    , 0.1166667    ,  0.000000    , 0.7028930    ,  108.2005    ,  0.000000    ,  0.000000    ,  0.000000    ,  30.37500    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  137.8726    ,  137.8726    , 0.2122950E-04,  362.7195    ,     0.000
         0.133,         327,         0,         0,  1.778031    , 0.1333333    ,  0.000000    , 0.8638931    ,  141.2779    ,  0.000000    ,  0.000000    ,  0.000000    ,  37.12500    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  177.5391    ,  177.5391    , 0.4212558E-04,  540.2585    ,     0.000
         0.150,         363,         0,         0,  1.691937    , 0.1500000    ,  0.000000    ,  1.130259    ,  173.8900    ,  0.000000    ,  0.000000    ,  0.000000    ,  43.50001    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  216.2598    ,  216.2597    ,-0.6448105E-04,  756.5182    ,    -0.000
         0.167,         401,         0,         0,  1.557783    , 0.1666667    ,  0.000000    ,  1.389169    ,  201.4777    ,  0.000000    ,  0.000000    ,  0.000000    ,  48.33334    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  248.4219    ,  248.4219    ,-0.7729977E-06,  1004.940    ,    -0.000
         0.183,         445,         0,         0,  1.308686    , 0.1833333    ,  0.000000    ,  1.586011    ,  225.2803    ,  0.000000    ,  0.000000    ,  0.000000    ,  53.00000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  276.6943    ,  276.6943    ,-0.6444752E-06,  1281.634    ,    -0.000
         0.200,         494,         0,         0,  1.191755    , 0.2000000    ,  0.000000    ,  1.772913    ,  247.8383    ,  0.000000    ,  0.000000    ,  0.000000    ,  57.66667    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  303.7321    ,  303.7321    ,-0.4739687E-04,  1585.366    ,    -0.000
