"M04_5m_001 [M04_5m_001.tcf]","ID (Lowest)","Q Below","Q Above","Q Total","A Below","A Above","A Total","V Below","V Above","V Combined","h U/S","h D/S","dh","Time"
       1,"Bridge",            96.6,             0.0,            96.6,            51.6,             0.0,            51.6,     1.871,     0.000,     1.871,    40.948,    40.752,     0.196,     1.111
