iStep,tEnd,dtStar,dt,Nu,Nc,Nd,Eff
100,         31.863,0.738956,0.721455,0,0.0761719,0,99.4265
200,        237.176,3.1675,2.82353,0.303711,1.00684,0.0273438,95.2665
300,        480.000,2.12836,2.07101,0.389648,1.00293,0.0693359,95.6006
400,        666.857,1.75281,1.71429,0.410156,1.00098,0.102539,96.2154
500,        814.086,1.29201,1.23399,0.320312,1.00195,0.09375,96.3939
600,        931.674,1.12813,1.08946,0.287109,1.00098,0.0917969,96.6299
700,       1037.688,1.04645,1.03199,0.259766,1,0.0957031,96.7599
800,       1137.149,0.988854,0.950249,0.236328,1,0.0957031,96.86
900,       1232.012,0.944514,0.932945,0.214844,1,0.0976562,96.9694
1000,       1323.636,0.910123,0.909091,0.201172,1.00098,0.102539,97.1041
1100,       1411.489,0.87784,0.863971,0.19043,1,0.107422,97.1827
1200,       1496.694,0.850845,0.826531,0.181641,1,0.111328,97.2646
1300,       1579.726,0.826291,0.821918,0.179688,1,0.120117,97.3593
1400,       1660.085,0.804014,0.796586,0.183594,1.00098,0.132812,97.4209
1500,       1738.463,0.782337,0.768698,0.18457,1,0.142578,97.4862
1600,       1815.190,0.762733,0.759494,0.181641,1,0.151367,97.5648
1700,       1889.683,0.74362,0.739437,0.208008,1,0.185547,97.6164
1800,       1961.980,0.722865,0.720786,0.227539,1.00098,0.219727,97.6534
1900,       2031.874,0.70132,0.67714,0.237305,1,0.245117,97.6725
2000,       2100.000,0.681107,0.67077,0.269531,1,0.264648,97.7019
2100,       2166.667,0.667939,0.666667,0.40918,1,0.270508,97.7378
2200,       2232.519,0.658874,0.650431,0.378906,1,0.282227,97.7838
2300,       2297.609,0.653749,0.652174,0.350586,1,0.295898,97.8233
2400,       2361.517,0.631021,0.630876,0.314453,0.96875,0.299805,97.8592
2500,       2422.365,0.604952,0.597377,0.301758,0.931641,0.300781,97.8789
2600,       2481.176,0.589468,0.588235,0.289062,0.910156,0.299805,97.8982
2700,       2539.038,0.578128,0.576923,0.285156,0.893555,0.299805,97.9274
2800,       2595.849,0.567006,0.566038,0.280273,0.876953,0.299805,97.9569
2900,       2651.667,0.556098,0.555556,0.276367,0.861328,0.299805,97.9865
3000,       2706.000,0.547177,0.545455,0.272461,0.847656,0.299805,98.0022
3100,       2760.000,0.541912,0.539097,0.270508,0.839844,0.299805,98.0274
3200,       2813.594,0.538445,0.53381,0.269531,0.834961,0.299805,98.0495
3300,       2866.888,0.535001,0.524461,0.268555,0.830078,0.299805,98.0712
3400,       2919.823,0.531579,0.530973,0.266602,0.825195,0.299805,98.0906
3500,       2972.123,0.529899,0.52599,0.266602,0.822266,0.300781,98.0987
3600,       3024.737,0.52651,0.526316,0.264648,0.817383,0.299805,98.1257
3700,       3076.719,0.526556,0.521461,0.264648,0.818359,0.300781,98.1361
3800,       3128.870,0.524892,0.521739,0.264648,0.81543,0.299805,98.1542
3900,       3181.043,0.524938,0.521739,0.264648,0.81543,0.300781,98.1754
4000,       3233.217,0.523279,0.521739,0.263672,0.813477,0.299805,98.1983
4100,       3285.391,0.523324,0.521739,0.263672,0.813477,0.300781,98.223
4200,       3336.786,0.521671,0.515869,0.262695,0.810547,0.299805,98.2272
4300,       3388.502,0.521716,0.516365,0.262695,0.810547,0.299805,98.24
4400,       3440.348,0.521761,0.521739,0.262695,0.810547,0.299805,98.2551
4500,       3492.522,0.523507,0.521739,0.263672,0.813477,0.300781,98.2782
4600,       3544.696,0.523552,0.521739,0.263672,0.813477,0.299805,98.2996
4700,       3596.870,0.523598,0.521739,0.263672,0.813477,0.299805,98.3192
4800,       3649.043,0.525349,0.521739,0.264648,0.816406,0.299805,98.3363
4900,       3701.217,0.527106,0.521739,0.265625,0.819336,0.299805,98.3481
5000,       3753.684,0.528869,0.526316,0.266602,0.821289,0.299805,98.3617
5100,       3806.321,0.530638,0.526228,0.267578,0.824219,0.299805,98.3737
5200,       3859.115,0.534147,0.530973,0.268555,0.829102,0.299805,98.3841
5300,       3912.275,0.535933,0.530278,0.269531,0.832031,0.299805,98.3975
5400,       3965.946,0.542998,0.540541,0.272461,0.842773,0.300781,98.4126
5500,       4020.000,0.548369,0.540541,0.275391,0.850586,0.299805,98.4218
5600,       4074.545,0.555597,0.545455,0.27832,0.862305,0.299805,98.427
5700,       4130.000,0.562921,0.555556,0.28125,0.873047,0.300781,98.438
5800,       4185.981,0.568489,0.560748,0.283203,0.880859,0.299805,98.4447
5900,       4242.847,0.577858,0.571771,0.288086,0.895508,0.299805,98.4548
6000,       4300.385,0.587382,0.576923,0.291992,0.90918,0.299805,98.4597
6100,       4358.824,0.597063,0.588235,0.295898,0.923828,0.299805,98.4619
6200,       4418.400,0.608881,0.6,0.300781,0.941406,0.299805,98.4657
