iStep,tEnd,dtStar,dt,Nu,Nc,Nd,Eff
6300,       4479.184,0.620932,0.612245,0.305664,0.958984,0.299805,98.4707
6400,       4541.250,0.635284,0.625,0.311523,0.980469,0.299805,98.4765
6500,       4604.681,0.643658,0.638298,0.314453,0.993164,0.299805,98.4829
6600,       4668.537,0.64875,0.636836,0.31543,1,0.299805,98.4872
6700,       4732.903,0.649808,0.645161,0.314453,1,0.296875,98.4961
6800,       4797.419,0.650443,0.645161,0.313477,1,0.294922,98.5063
6900,       4861.935,0.651079,0.645161,0.3125,1,0.292969,98.5148
7000,       4926.452,0.651715,0.645161,0.310547,1,0.290039,98.5216
7100,       4991.087,0.652352,0.652174,0.30957,1,0.288086,98.5293
7200,       5056.304,0.65299,0.652174,0.307617,1,0.285156,98.5471
7300,       5121.522,0.653628,0.652174,0.304688,1,0.282227,98.5631
7400,       5186.739,0.654907,0.652174,0.303711,1,0.279297,98.5772
7500,       5251.957,0.655547,0.652174,0.300781,1,0.276367,98.5895
7600,       5317.174,0.656188,0.652174,0.298828,1,0.273438,98.6001
7700,       5382.391,0.656829,0.652174,0.300781,1,0.268555,98.6091
7800,       5447.609,0.657471,0.652174,0.304688,1,0.264648,98.6165
7900,       5512.826,0.658757,0.652174,0.308594,1,0.259766,98.6223
8000,       5578.043,0.659401,0.652174,0.311523,1,0.253906,98.6264
8100,       5643.956,0.660046,0.659341,0.31543,1,0.248047,98.6414
8200,       5709.890,0.660691,0.659341,0.317383,1,0.241211,98.6551
8300,       5775.824,0.661983,0.659341,0.314453,1,0.235352,98.667
8400,       5841.758,0.661983,0.659341,0.318359,1,0.228516,98.6776
8500,       5907.692,0.66263,0.659341,0.321289,1,0.223633,98.6869
8600,       5973.626,0.663278,0.659341,0.324219,1,0.21875,98.6954
8700,       6039.560,0.663926,0.659341,0.326172,1,0.21582,98.7031
8800,       6105.495,0.663926,0.659341,0.328125,1,0.210938,98.7096
8900,       6171.429,0.664575,0.659341,0.331055,1,0.207031,98.7152
9000,       6237.363,0.665225,0.659341,0.333008,1,0.202148,98.7198
9100,       6303.297,0.665875,0.659341,0.337891,1,0.197266,98.7234
9200,       6369.231,0.666526,0.659341,0.342773,1,0.192383,98.726
9300,       6435.165,0.667178,0.659341,0.34668,1,0.189453,98.728
9400,       6501.333,0.667178,0.666667,0.351562,1,0.186523,98.7326
9500,       6568.000,0.667178,0.666667,0.354492,1,0.18457,98.7446
9600,       6634.667,0.66783,0.666667,0.357422,1,0.181641,98.7555
9700,       6701.333,0.66783,0.666667,0.359375,1,0.179688,98.7662
9800,       6768.000,0.668483,0.666667,0.361328,1,0.177734,98.7763
9900,       6834.667,0.668483,0.666667,0.363281,1,0.175781,98.7856
10000,       6901.333,0.668483,0.666667,0.364258,1,0.173828,98.7947
10100,       6968.000,0.669136,0.666667,0.365234,1,0.173828,98.8032
10200,       7034.667,0.669136,0.666667,0.366211,1,0.171875,98.811
10300,       7101.333,0.669136,0.666667,0.367188,1,0.169922,98.8187
10400,       7168.000,0.669136,0.666667,0.367188,1,0.169922,98.8263
10500,       7234.667,0.66979,0.666667,0.368164,1,0.168945,98.8333
10600,       7301.333,0.66979,0.666667,0.368164,1,0.167969,98.8397
10700,       7368.000,0.66979,0.666667,0.368164,1,0.166992,98.846
10800,       7434.667,0.670445,0.666667,0.368164,1,0.166016,98.8517
10900,       7501.333,0.670445,0.666667,0.367188,1,0.164062,98.8569
11000,       7568.000,0.6711,0.666667,0.368164,1,0.163086,98.8618
11100,       7634.667,0.6711,0.666667,0.367188,1,0.161133,98.8659
11200,       7701.333,0.671756,0.666667,0.367188,1,0.15918,98.8696
11300,       7768.000,0.671756,0.666667,0.365234,1,0.158203,98.8728
11400,       7834.667,0.672413,0.666667,0.366211,1,0.155273,98.8754
11500,       7901.333,0.67307,0.666667,0.367188,1,0.152344,98.8776
11600,       7968.000,0.67307,0.666667,0.367188,1,0.149414,98.879
11700,       8034.667,0.67307,0.666667,0.367188,1,0.145508,98.8804
11800,       8101.333,0.673728,0.666667,0.368164,1,0.140625,98.8816
11900,       8168.000,0.673728,0.666667,0.368164,1,0.140625,98.8821
12000,       8234.667,0.673728,0.666667,0.367188,1,0.138672,98.8827
12100,       8301.333,0.674387,0.666667,0.368164,1,0.136719,98.8831
12200,       8368.315,0.674387,0.674157,0.367188,1,0.134766,98.8866
12300,       8435.730,0.674387,0.674157,0.367188,1,0.132812,98.8953
12400,       8503.146,0.675046,0.674157,0.378906,1,0.131836,98.9035
12500,       8570.562,0.675046,0.674157,0.369141,1,0.129883,98.9111
12600,       8637.978,0.675046,0.674157,0.362305,1,0.12793,98.9186
12700,       8705.393,0.675046,0.674157,0.359375,1,0.125977,98.9259
12800,       8772.809,0.675706,0.674157,0.356445,1,0.125,98.9331
12900,       8840.225,0.675706,0.674157,0.375,1,0.12207,98.9395
13000,       8907.640,0.675706,0.674157,0.373047,1,0.120117,98.9458
13100,       8975.056,0.675706,0.674157,0.37207,1,0.118164,98.952
13200,       9042.472,0.676366,0.674157,0.370117,1,0.117188,98.9579
13300,       9109.888,0.676366,0.674157,0.368164,1,0.116211,98.9632
13400,       9177.303,0.676366,0.674157,0.366211,1,0.115234,98.9684
13500,       9244.719,0.677028,0.674157,0.364258,1,0.115234,98.9733
13600,       9312.135,0.677028,0.674157,0.361328,1,0.114258,98.9777
13700,       9379.551,0.677028,0.674157,0.358398,1,0.113281,98.982
13800,       9446.966,0.677689,0.674157,0.357422,1,0.112305,98.9856
13900,       9514.382,0.677689,0.674157,0.355469,1,0.111328,98.9891
14000,       9581.798,0.677689,0.674157,0.354492,1,0.110352,98.9926
14100,       9649.213,0.678352,0.674157,0.352539,1,0.110352,98.9955
14200,       9716.629,0.678352,0.674157,0.351562,1,0.109375,98.9982
14300,       9784.045,0.678352,0.674157,0.348633,1,0.108398,99.0008
14400,       9851.461,0.679015,0.674157,0.345703,1,0.106445,99.0028
14500,       9918.876,0.679015,0.674157,0.341797,1,0.105469,99.0047
14600,       9986.292,0.679679,0.674157,0.338867,1,0.102539,99.0062
14700,      10053.708,0.679679,0.674157,0.334961,1,0.101562,99.0075
14800,      10121.124,0.680343,0.674157,0.332031,1,0.100586,99.0083
14900,      10188.539,0.680343,0.674157,0.327148,1,0.0986328,99.0089
15000,      10255.955,0.681008,0.674157,0.322266,1,0.0966797,99.009
15100,      10323.371,0.681008,0.674157,0.316406,1,0.09375,99.0089
15200,      10390.787,0.681674,0.674157,0.308594,1,0.0917969,99.0084
15300,      10458.202,0.681674,0.674157,0.300781,1,0.0888672,99.0077
15400,      10525.618,0.68234,0.674157,0.293945,1,0.0888672,99.0068
15500,      10593.409,0.68234,0.681818,0.291016,1,0.0888672,99.009
15600,      10661.591,0.68234,0.681818,0.289062,1,0.0888672,99.0149
15700,      10729.773,0.683007,0.681818,0.286133,1,0.0898438,99.0204
15800,      10797.955,0.683007,0.681818,0.283203,1,0.0898438,99.0255
