RORBWin CSV Output File
Refer output file for complete listing of inputs and outputs: E:\Library\Automation\ryan-tools\tests\test_data\RORB\24hr-areal-example\Fig6_7_ aep10_du24hourtp4.out
Inc,Time (hrs),Calculated hydrograph:
     0,     0.000,    0.0000
     1,     1.000,    0.0000
     2,     2.000,    0.0000
     3,     3.000,    0.0000
     4,     4.000,    0.0000
     5,     5.000,    0.0000
     6,     6.000,    0.0000
     7,     7.000,    0.0000
     8,     8.000,    0.0000
     9,     9.000,    0.0000
    10,    10.000,    0.0000
    11,    11.000,    0.0000
    12,    12.000,    0.0000
    13,    13.000,    0.0000
    14,    14.000,    0.0000
    15,    15.000,    0.0000
    16,    16.000,    0.0000
    17,    17.000,    0.0000
    18,    18.000,    0.0000
    19,    19.000,    0.0000
    20,    20.000,    0.0000
    21,    21.000,    0.0000
    22,    22.000,    0.0000
    23,    23.000,    0.0000
    24,    24.000,    0.0000
    25,    25.000,    0.0171
    26,    26.000,    1.6839
    27,    27.000,   11.8476
    28,    28.000,   33.6495
    29,    29.000,   58.8586
    30,    30.000,   79.0500
    31,    31.000,   91.2076
    32,    32.000,   92.7353
    33,    33.000,   86.7337
    34,    34.000,   82.2213
    35,    35.000,   78.1247
    36,    36.000,   68.4467
    37,    37.000,   56.3210
    38,    38.000,   48.0373
    39,    39.000,   45.2207
    40,    40.000,   44.7565
    41,    41.000,   43.3664
    42,    42.000,   40.0150
    43,    43.000,   35.3554
    44,    44.000,   31.4240
    45,    45.000,   29.4854
    46,    46.000,   28.3531
    47,    47.000,   25.9506
    48,    48.000,   22.3452
    49,    49.000,   18.7024
    50,    50.000,   15.4165
    51,    51.000,   12.5811
    52,    52.000,   10.2191
    53,    53.000,    8.3008
    54,    54.000,    6.7646
    55,    55.000,    5.5384
    56,    56.000,    4.5593
    57,    57.000,    3.7755
    58,    58.000,    3.1455
    59,    59.000,    2.6364
    60,    60.000,    2.2226
    61,    61.000,    1.8843
    62,    62.000,    1.6059
    63,    63.000,    1.3755
    64,    64.000,    1.1838
    65,    65.000,    1.0233
    66,    66.000,    0.8883
    67,    67.000,    0.7742
    68,    68.000,    0.6774
    69,    69.000,    0.5947
    70,    70.000,    0.5239
    71,    71.000,    0.4630
    72,    72.000,    0.4104
    73,    73.000,    0.3649
    74,    74.000,    0.3253
    75,    75.000,    0.2908
    76,    76.000,    0.2606
    77,    77.000,    0.2341
    78,    78.000,    0.2107
    79,    79.000,    0.1901
    80,    80.000,    0.1719
    81,    81.000,    0.1558
    82,    82.000,    0.1414
    83,    83.000,    0.1286
    84,    84.000,    0.1172
    85,    85.000,    0.1070
    86,    86.000,    0.0978
    87,    87.000,    0.0895
    88,    88.000,    0.0821
    89,    89.000,    0.0754
    90,    90.000,    0.0694
    91,    91.000,    0.0639
    92,    92.000,    0.0589
    93,    93.000,    0.0544
    94,    94.000,    0.0503
    95,    95.000,    0.0466
    96,    96.000,    0.0432
    97,    97.000,    0.0401
    98,    98.000,    0.0372
    99,    99.000,    0.0346
   100,   100.000,    0.0322
   101,   101.000,    0.0300
   102,   102.000,    0.0280
   103,   103.000,    0.0262
   104,   104.000,    0.0245
   105,   105.000,    0.0229
   106,   106.000,    0.0214
   107,   107.000,    0.0201
   108,   108.000,    0.0188
   109,   109.000,    0.0177
   110,   110.000,    0.0166
   111,   111.000,    0.0156
   112,   112.000,    0.0147
   113,   113.000,    0.0138
   114,   114.000,    0.0130
   115,   115.000,    0.0123
   116,   116.000,    0.0116
   117,   117.000,    0.0109
   118,   118.000,    0.0103
   119,   119.000,    0.0098
   120,   120.000,    0.0093
   121,   121.000,    0.0088
   122,   122.000,    0.0083
   123,   123.000,    0.0079
   124,   124.000,    0.0075
   125,   125.000,    0.0071
