RORBWin CSV Output File
Refer output file for complete listing of inputs and outputs: E:\Library\Automation\ryan-tools\tests\test_data\RORB\24hr-areal-example\Fig6_7_ aep0p2EY_du24hourtp5.out
Inc,Time (hrs),Calculated hydrograph:
     0,     0.000,    0.0000
     1,     1.000,    0.0000
     2,     2.000,    0.0000
     3,     3.000,    0.0000
     4,     4.000,    0.0000
     5,     5.000,    0.0000
     6,     6.000,    0.0000
     7,     7.000,    0.0000
     8,     8.000,    0.0000
     9,     9.000,    0.0000
    10,    10.000,    0.0000
    11,    11.000,    0.0000
    12,    12.000,    0.0000
    13,    13.000,    0.0000
    14,    14.000,    0.0000
    15,    15.000,    0.0000
    16,    16.000,    0.0000
    17,    17.000,    0.0000
    18,    18.000,    0.0000
    19,    19.000,    0.0000
    20,    20.000,    0.0000
    21,    21.000,    0.0000
    22,    22.000,    0.0000
    23,    23.000,    0.0000
    24,    24.000,    0.0000
    25,    25.000,    0.0000
    26,    26.000,    0.0000
    27,    27.000,    0.0000
    28,    28.000,    0.0000
    29,    29.000,    0.0186
    30,    30.000,    0.0950
    31,    31.000,    0.8966
    32,    32.000,    3.8467
    33,    33.000,    9.1748
    34,    34.000,   17.3344
    35,    35.000,   27.0277
    36,    36.000,   33.9985
    37,    37.000,   35.4052
    38,    38.000,   33.4323
    39,    39.000,   32.9891
    40,    40.000,   34.6356
    41,    41.000,   36.0744
    42,    42.000,   41.6250
    43,    43.000,   54.3298
    44,    44.000,   67.0328
    45,    45.000,   80.0340
    46,    46.000,   92.5833
    47,    47.000,   91.1996
    48,    48.000,   77.2093
    49,    49.000,   61.6194
    50,    50.000,   47.7514
    51,    51.000,   36.4241
    52,    52.000,   27.7419
    53,    53.000,   21.2453
    54,    54.000,   16.4122
    55,    55.000,   12.8095
    56,    56.000,   10.1064
    57,    57.000,    8.0580
    58,    58.000,    6.4896
    59,    59.000,    5.2753
    60,    60.000,    4.3255
    61,    61.000,    3.5752
    62,    62.000,    2.9770
    63,    63.000,    2.4960
    64,    64.000,    2.1060
    65,    65.000,    1.7874
    66,    66.000,    1.5253
    67,    67.000,    1.3083
    68,    68.000,    1.1275
    69,    69.000,    0.9761
    70,    70.000,    0.8485
    71,    71.000,    0.7405
    72,    72.000,    0.6487
    73,    73.000,    0.5702
    74,    74.000,    0.5029
    75,    75.000,    0.4450
    76,    76.000,    0.3949
    77,    77.000,    0.3514
    78,    78.000,    0.3136
    79,    79.000,    0.2806
    80,    80.000,    0.2517
    81,    81.000,    0.2262
    82,    82.000,    0.2039
    83,    83.000,    0.1841
    84,    84.000,    0.1666
    85,    85.000,    0.1510
    86,    86.000,    0.1372
    87,    87.000,    0.1249
    88,    88.000,    0.1138
    89,    89.000,    0.1040
    90,    90.000,    0.0951
    91,    91.000,    0.0871
    92,    92.000,    0.0799
    93,    93.000,    0.0735
    94,    94.000,    0.0676
    95,    95.000,    0.0623
    96,    96.000,    0.0575
    97,    97.000,    0.0531
    98,    98.000,    0.0491
    99,    99.000,    0.0455
   100,   100.000,    0.0422
   101,   101.000,    0.0392
   102,   102.000,    0.0364
   103,   103.000,    0.0339
   104,   104.000,    0.0315
   105,   105.000,    0.0294
   106,   106.000,    0.0274
   107,   107.000,    0.0256
   108,   108.000,    0.0240
   109,   109.000,    0.0224
   110,   110.000,    0.0210
   111,   111.000,    0.0197
   112,   112.000,    0.0185
   113,   113.000,    0.0173
   114,   114.000,    0.0163
   115,   115.000,    0.0153
   116,   116.000,    0.0144
   117,   117.000,    0.0136
   118,   118.000,    0.0128
   119,   119.000,    0.0121
   120,   120.000,    0.0114
   121,   121.000,    0.0108
   122,   122.000,    0.0102
   123,   123.000,    0.0096
   124,   124.000,    0.0091
   125,   125.000,    0.0086
