RORBWin CSV Output File
Refer output file for complete listing of inputs and outputs: E:\Library\Automation\ryan-tools\tests\test_data\RORB\24hr-areal-example\Fig6_7_ aep0p2EY_du24hourtp9.out
Inc,Time (hrs),Calculated hydrograph:
     0,     0.000,    0.0000
     1,     1.000,    0.0000
     2,     2.000,    0.0000
     3,     3.000,    0.0000
     4,     4.000,    0.0000
     5,     5.000,    0.0000
     6,     6.000,    0.0000
     7,     7.000,    0.0000
     8,     8.000,    0.0000
     9,     9.000,    0.0000
    10,    10.000,    0.0000
    11,    11.000,    0.0000
    12,    12.000,    0.0000
    13,    13.000,    0.0000
    14,    14.000,    0.0000
    15,    15.000,    0.0000
    16,    16.000,    0.0000
    17,    17.000,    0.0000
    18,    18.000,    0.0000
    19,    19.000,    0.0000
    20,    20.000,    0.0000
    21,    21.000,    0.0000
    22,    22.000,    0.0000
    23,    23.000,    0.0000
    24,    24.000,    0.0000
    25,    25.000,    0.0000
    26,    26.000,    0.1031
    27,    27.000,    1.6263
    28,    28.000,    7.1805
    29,    29.000,   15.6101
    30,    30.000,   23.5646
    31,    31.000,   31.0576
    32,    32.000,   36.9430
    33,    33.000,   38.4705
    34,    34.000,   36.6119
    35,    35.000,   33.6959
    36,    36.000,   29.6445
    37,    37.000,   25.2915
    38,    38.000,   23.2362
    39,    39.000,   24.0632
    40,    40.000,   25.6166
    41,    41.000,   26.4996
    42,    42.000,   27.9097
    43,    43.000,   32.7293
    44,    44.000,   41.2678
    45,    45.000,   47.6083
    46,    46.000,   46.9287
    47,    47.000,   41.3877
    48,    48.000,   34.5359
    49,    49.000,   27.9299
    50,    50.000,   22.1936
    51,    51.000,   17.5190
    52,    52.000,   13.8342
    53,    53.000,   10.9719
    54,    54.000,    8.7572
    55,    55.000,    7.0406
    56,    56.000,    5.7059
    57,    57.000,    4.6629
    58,    58.000,    3.8404
    59,    59.000,    3.1863
    60,    60.000,    2.6620
    61,    61.000,    2.2385
    62,    62.000,    1.8939
    63,    63.000,    1.6115
    64,    64.000,    1.3787
    65,    65.000,    1.1853
    66,    66.000,    1.0239
    67,    67.000,    0.8883
    68,    68.000,    0.7739
    69,    69.000,    0.6768
    70,    70.000,    0.5941
    71,    71.000,    0.5233
    72,    72.000,    0.4624
    73,    73.000,    0.4098
    74,    74.000,    0.3643
    75,    75.000,    0.3248
    76,    76.000,    0.2903
    77,    77.000,    0.2602
    78,    78.000,    0.2337
    79,    79.000,    0.2104
    80,    80.000,    0.1898
    81,    81.000,    0.1717
    82,    82.000,    0.1555
    83,    83.000,    0.1412
    84,    84.000,    0.1284
    85,    85.000,    0.1170
    86,    86.000,    0.1068
    87,    87.000,    0.0976
    88,    88.000,    0.0894
    89,    89.000,    0.0820
    90,    90.000,    0.0753
    91,    91.000,    0.0693
    92,    92.000,    0.0638
    93,    93.000,    0.0589
    94,    94.000,    0.0544
    95,    95.000,    0.0503
    96,    96.000,    0.0465
    97,    97.000,    0.0431
    98,    98.000,    0.0400
    99,    99.000,    0.0372
   100,   100.000,    0.0346
   101,   101.000,    0.0322
   102,   102.000,    0.0300
   103,   103.000,    0.0280
   104,   104.000,    0.0261
   105,   105.000,    0.0244
   106,   106.000,    0.0229
   107,   107.000,    0.0214
   108,   108.000,    0.0201
   109,   109.000,    0.0188
   110,   110.000,    0.0177
   111,   111.000,    0.0166
   112,   112.000,    0.0156
   113,   113.000,    0.0147
   114,   114.000,    0.0138
   115,   115.000,    0.0130
   116,   116.000,    0.0123
   117,   117.000,    0.0116
   118,   118.000,    0.0109
   119,   119.000,    0.0103
   120,   120.000,    0.0098
   121,   121.000,    0.0092
   122,   122.000,    0.0088
   123,   123.000,    0.0083
   124,   124.000,    0.0079
   125,   125.000,    0.0075
