RORBWin CSV Output File
Refer output file for complete listing of inputs and outputs: E:\Library\Automation\ryan-tools\tests\test_data\RORB\24hr-areal-example\Fig6_7_ aep50_du24hourtp1.out
Inc,Time (hrs),Calculated hydrograph:
     0,     0.000,    0.0000
     1,     1.000,    0.0000
     2,     2.000,    0.0000
     3,     3.000,    0.0000
     4,     4.000,    0.0000
     5,     5.000,    0.0000
     6,     6.000,    0.0000
     7,     7.000,    0.0000
     8,     8.000,    0.0000
     9,     9.000,    0.0000
    10,    10.000,    0.0000
    11,    11.000,    0.0000
    12,    12.000,    0.0000
    13,    13.000,    0.0000
    14,    14.000,    0.0000
    15,    15.000,    0.0000
    16,    16.000,    0.0000
    17,    17.000,    0.0000
    18,    18.000,    0.0000
    19,    19.000,    0.0000
    20,    20.000,    0.0000
    21,    21.000,    0.0000
    22,    22.000,    0.0000
    23,    23.000,    0.0000
    24,    24.000,    0.0000
    25,    25.000,    0.0000
    26,    26.000,    0.0000
    27,    27.000,    0.0000
    28,    28.000,    0.0000
    29,    29.000,    0.1061
    30,    30.000,    0.6064
    31,    31.000,    1.5149
    32,    32.000,    3.2807
    33,    33.000,    6.0839
    34,    34.000,    8.1661
    35,    35.000,    8.7364
    36,    36.000,    9.2756
    37,    37.000,   11.9970
    38,    38.000,   17.2639
    39,    39.000,   22.1183
    40,    40.000,   24.7477
    41,    41.000,   26.4478
    42,    42.000,   27.8213
    43,    43.000,   28.5422
    44,    44.000,   27.8301
    45,    45.000,   25.1936
    46,    46.000,   21.5817
    47,    47.000,   17.9801
    48,    48.000,   14.7451
    49,    49.000,   11.9870
    50,    50.000,    9.7150
    51,    51.000,    7.8804
    52,    52.000,    6.4134
    53,    53.000,    5.2441
    54,    54.000,    4.3115
    55,    55.000,    3.5666
    56,    56.000,    2.9699
    57,    57.000,    2.4886
    58,    58.000,    2.0978
    59,    59.000,    1.7785
    60,    60.000,    1.5160
    61,    61.000,    1.2989
    62,    62.000,    1.1183
    63,    63.000,    0.9672
    64,    64.000,    0.8402
    65,    65.000,    0.7328
    66,    66.000,    0.6416
    67,    67.000,    0.5638
    68,    68.000,    0.4971
    69,    69.000,    0.4397
    70,    70.000,    0.3901
    71,    71.000,    0.3471
    72,    72.000,    0.3098
    73,    73.000,    0.2771
    74,    74.000,    0.2485
    75,    75.000,    0.2234
    76,    76.000,    0.2013
    77,    77.000,    0.1818
    78,    78.000,    0.1645
    79,    79.000,    0.1492
    80,    80.000,    0.1355
    81,    81.000,    0.1234
    82,    82.000,    0.1125
    83,    83.000,    0.1027
    84,    84.000,    0.0940
    85,    85.000,    0.0861
    86,    86.000,    0.0790
    87,    87.000,    0.0726
    88,    88.000,    0.0668
    89,    89.000,    0.0616
    90,    90.000,    0.0568
    91,    91.000,    0.0525
    92,    92.000,    0.0486
    93,    93.000,    0.0450
    94,    94.000,    0.0417
    95,    95.000,    0.0388
    96,    96.000,    0.0360
    97,    97.000,    0.0335
    98,    98.000,    0.0312
    99,    99.000,    0.0291
   100,   100.000,    0.0272
   101,   101.000,    0.0254
   102,   102.000,    0.0237
   103,   103.000,    0.0222
   104,   104.000,    0.0208
   105,   105.000,    0.0195
   106,   106.000,    0.0183
   107,   107.000,    0.0172
   108,   108.000,    0.0161
   109,   109.000,    0.0152
   110,   110.000,    0.0143
   111,   111.000,    0.0135
   112,   112.000,    0.0127
   113,   113.000,    0.0120
   114,   114.000,    0.0113
   115,   115.000,    0.0107
   116,   116.000,    0.0101
   117,   117.000,    0.0095
   118,   118.000,    0.0090
   119,   119.000,    0.0085
   120,   120.000,    0.0081
   121,   121.000,    0.0077
   122,   122.000,    0.0073
   123,   123.000,    0.0069
   124,   124.000,    0.0066
   125,   125.000,    0.0062
