RORBWin CSV Output File
Refer output file for complete listing of inputs and outputs: E:\Library\Automation\ryan-tools\tests\test_data\RORB\24hr-areal-example\Fig6_7_ aep5_du24hourtp9.out
Inc,Time (hrs),Calculated hydrograph:
     0,     0.000,    0.0000
     1,     1.000,    0.0000
     2,     2.000,    0.0000
     3,     3.000,    0.0000
     4,     4.000,    0.0000
     5,     5.000,    0.0000
     6,     6.000,    0.0000
     7,     7.000,    0.0000
     8,     8.000,    0.0000
     9,     9.000,    0.0000
    10,    10.000,    0.0000
    11,    11.000,    0.0000
    12,    12.000,    0.0000
    13,    13.000,    0.0000
    14,    14.000,    0.0000
    15,    15.000,    0.0000
    16,    16.000,    0.0000
    17,    17.000,    0.0000
    18,    18.000,    0.0000
    19,    19.000,    0.0000
    20,    20.000,    0.0000
    21,    21.000,    0.0000
    22,    22.000,    0.0000
    23,    23.000,    0.0000
    24,    24.000,    0.0000
    25,    25.000,    0.0020
    26,    26.000,    1.7948
    27,    27.000,   12.8671
    28,    28.000,   34.4397
    29,    29.000,   55.5208
    30,    30.000,   70.8347
    31,    31.000,   82.6232
    32,    32.000,   89.5774
    33,    33.000,   88.4020
    34,    34.000,   82.3720
    35,    35.000,   74.8790
    36,    36.000,   64.2747
    37,    37.000,   53.5938
    38,    38.000,   49.6019
    39,    39.000,   52.5340
    40,    40.000,   57.0578
    41,    41.000,   60.2600
    42,    42.000,   64.1682
    43,    43.000,   73.5433
    44,    44.000,   88.2417
    45,    45.000,   97.8451
    46,    46.000,   94.0087
    47,    47.000,   80.2963
    48,    48.000,   64.1746
    49,    49.000,   49.6666
    50,    50.000,   37.8928
    51,    51.000,   28.8456
    52,    52.000,   22.0690
    53,    53.000,   17.0275
    54,    54.000,   13.2673
    55,    55.000,   10.4477
    56,    56.000,    8.3165
    57,    57.000,    6.6867
    58,    58.000,    5.4265
    59,    59.000,    4.4423
    60,    60.000,    3.6663
    61,    61.000,    3.0487
    62,    62.000,    2.5529
    63,    63.000,    2.1517
    64,    64.000,    1.8244
    65,    65.000,    1.5555
    66,    66.000,    1.3331
    67,    67.000,    1.1481
    68,    68.000,    0.9932
    69,    69.000,    0.8629
    70,    70.000,    0.7527
    71,    71.000,    0.6590
    72,    72.000,    0.5791
    73,    73.000,    0.5105
    74,    74.000,    0.4515
    75,    75.000,    0.4005
    76,    76.000,    0.3563
    77,    77.000,    0.3179
    78,    78.000,    0.2843
    79,    79.000,    0.2549
    80,    80.000,    0.2291
    81,    81.000,    0.2064
    82,    82.000,    0.1863
    83,    83.000,    0.1685
    84,    84.000,    0.1528
    85,    85.000,    0.1388
    86,    86.000,    0.1263
    87,    87.000,    0.1151
    88,    88.000,    0.1051
    89,    89.000,    0.0961
    90,    90.000,    0.0880
    91,    91.000,    0.0808
    92,    92.000,    0.0742
    93,    93.000,    0.0683
    94,    94.000,    0.0629
    95,    95.000,    0.0580
    96,    96.000,    0.0536
    97,    97.000,    0.0496
    98,    98.000,    0.0459
    99,    99.000,    0.0426
   100,   100.000,    0.0395
   101,   101.000,    0.0367
   102,   102.000,    0.0342
   103,   103.000,    0.0318
   104,   104.000,    0.0297
   105,   105.000,    0.0277
   106,   106.000,    0.0258
   107,   107.000,    0.0242
   108,   108.000,    0.0226
   109,   109.000,    0.0212
   110,   110.000,    0.0198
   111,   111.000,    0.0186
   112,   112.000,    0.0175
   113,   113.000,    0.0164
   114,   114.000,    0.0154
   115,   115.000,    0.0145
   116,   116.000,    0.0137
   117,   117.000,    0.0129
   118,   118.000,    0.0122
   119,   119.000,    0.0115
   120,   120.000,    0.0108
   121,   121.000,    0.0102
   122,   122.000,    0.0097
   123,   123.000,    0.0092
   124,   124.000,    0.0087
   125,   125.000,    0.0082
