RORBWin CSV Output File
Refer output file for complete listing of inputs and outputs: E:\Library\Automation\ryan-tools\tests\test_data\RORB\24hr-areal-example\Fig6_7_ aep20_du24hourtp8.out
Inc,Time (hrs),Calculated hydrograph:
     0,     0.000,    0.0000
     1,     1.000,    0.0000
     2,     2.000,    0.0000
     3,     3.000,    0.0000
     4,     4.000,    0.0000
     5,     5.000,    0.0000
     6,     6.000,    0.0000
     7,     7.000,    0.0000
     8,     8.000,    0.0000
     9,     9.000,    0.0000
    10,    10.000,    0.0000
    11,    11.000,    0.0000
    12,    12.000,    0.0000
    13,    13.000,    0.0000
    14,    14.000,    0.0000
    15,    15.000,    0.0000
    16,    16.000,    0.0000
    17,    17.000,    0.0000
    18,    18.000,    0.0000
    19,    19.000,    0.0000
    20,    20.000,    0.0000
    21,    21.000,    0.0000
    22,    22.000,    0.0000
    23,    23.000,    0.0000
    24,    24.000,    0.0000
    25,    25.000,    0.1777
    26,    26.000,    1.4600
    27,    27.000,    6.1776
    28,    28.000,   18.6859
    29,    29.000,   40.6614
    30,    30.000,   63.6511
    31,    31.000,   78.3230
    32,    32.000,   88.0433
    33,    33.000,   94.2440
    34,    34.000,   88.6831
    35,    35.000,   73.6622
    36,    36.000,   58.2149
    37,    37.000,   45.1985
    38,    38.000,   35.0922
    39,    39.000,   27.3088
    40,    40.000,   21.2371
    41,    41.000,   16.5993
    42,    42.000,   13.2128
    43,    43.000,   10.8491
    44,    44.000,    9.0320
    45,    45.000,    7.4941
    46,    46.000,    6.2264
    47,    47.000,    5.1922
    48,    48.000,    4.3453
    49,    49.000,    3.6490
    50,    50.000,    3.0752
    51,    51.000,    2.6012
    52,    52.000,    2.2088
    53,    53.000,    1.8831
    54,    54.000,    1.6119
    55,    55.000,    1.3853
    56,    56.000,    1.1952
    57,    57.000,    1.0352
    58,    58.000,    0.9000
    59,    59.000,    0.7852
    60,    60.000,    0.6875
    61,    61.000,    0.6039
    62,    62.000,    0.5322
    63,    63.000,    0.4705
    64,    64.000,    0.4171
    65,    65.000,    0.3709
    66,    66.000,    0.3306
    67,    67.000,    0.2955
    68,    68.000,    0.2648
    69,    69.000,    0.2378
    70,    70.000,    0.2141
    71,    71.000,    0.1931
    72,    72.000,    0.1746
    73,    73.000,    0.1581
    74,    74.000,    0.1435
    75,    75.000,    0.1305
    76,    76.000,    0.1189
    77,    77.000,    0.1085
    78,    78.000,    0.0992
    79,    79.000,    0.0908
    80,    80.000,    0.0832
    81,    81.000,    0.0764
    82,    82.000,    0.0703
    83,    83.000,    0.0647
    84,    84.000,    0.0597
    85,    85.000,    0.0551
    86,    86.000,    0.0510
    87,    87.000,    0.0472
    88,    88.000,    0.0437
    89,    89.000,    0.0406
    90,    90.000,    0.0377
    91,    91.000,    0.0350
    92,    92.000,    0.0326
    93,    93.000,    0.0304
    94,    94.000,    0.0283
    95,    95.000,    0.0265
    96,    96.000,    0.0247
    97,    97.000,    0.0231
    98,    98.000,    0.0217
    99,    99.000,    0.0203
   100,   100.000,    0.0190
   101,   101.000,    0.0179
   102,   102.000,    0.0168
   103,   103.000,    0.0158
   104,   104.000,    0.0148
   105,   105.000,    0.0140
   106,   106.000,    0.0132
   107,   107.000,    0.0124
   108,   108.000,    0.0117
   109,   109.000,    0.0111
   110,   110.000,    0.0104
   111,   111.000,    0.0099
   112,   112.000,    0.0093
   113,   113.000,    0.0088
   114,   114.000,    0.0084
   115,   115.000,    0.0079
   116,   116.000,    0.0075
   117,   117.000,    0.0071
   118,   118.000,    0.0068
   119,   119.000,    0.0064
   120,   120.000,    0.0061
   121,   121.000,    0.0058
   122,   122.000,    0.0055
   123,   123.000,    0.0053
   124,   124.000,    0.0050
   125,   125.000,    0.0048
