RORBWin CSV Output File
Refer output file for complete listing of inputs and outputs: E:\Library\Automation\ryan-tools\tests\test_data\RORB\24hr-areal-example\Fig6_7_ aep50_du24hourtp4.out
Inc,Time (hrs),Calculated hydrograph:
     0,     0.000,    0.0000
     1,     1.000,    0.0000
     2,     2.000,    0.0000
     3,     3.000,    0.0000
     4,     4.000,    0.0000
     5,     5.000,    0.0000
     6,     6.000,    0.0000
     7,     7.000,    0.0000
     8,     8.000,    0.0000
     9,     9.000,    0.0000
    10,    10.000,    0.0000
    11,    11.000,    0.0000
    12,    12.000,    0.0000
    13,    13.000,    0.0000
    14,    14.000,    0.0000
    15,    15.000,    0.0000
    16,    16.000,    0.0000
    17,    17.000,    0.0000
    18,    18.000,    0.0000
    19,    19.000,    0.0000
    20,    20.000,    0.0000
    21,    21.000,    0.0000
    22,    22.000,    0.0000
    23,    23.000,    0.0000
    24,    24.000,    0.0000
    25,    25.000,    0.0000
    26,    26.000,    0.0000
    27,    27.000,    0.3254
    28,    28.000,    2.7087
    29,    29.000,    8.1507
    30,    30.000,   14.4348
    31,    31.000,   19.3103
    32,    32.000,   21.6169
    33,    33.000,   21.8090
    34,    34.000,   21.6838
    35,    35.000,   21.2407
    36,    36.000,   19.5143
    37,    37.000,   16.9282
    38,    38.000,   14.5139
    39,    39.000,   12.6589
    40,    40.000,   11.0163
    41,    41.000,    9.3836
    42,    42.000,    7.8961
    43,    43.000,    6.6140
    44,    44.000,    5.5299
    45,    45.000,    4.6223
    46,    46.000,    3.8679
    47,    47.000,    3.2446
    48,    48.000,    2.7312
    49,    49.000,    2.3083
    50,    50.000,    1.9592
    51,    51.000,    1.6703
    52,    52.000,    1.4303
    53,    53.000,    1.2301
    54,    54.000,    1.0625
    55,    55.000,    0.9214
    56,    56.000,    0.8022
    57,    57.000,    0.7010
    58,    58.000,    0.6148
    59,    59.000,    0.5411
    60,    60.000,    0.4777
    61,    61.000,    0.4231
    62,    62.000,    0.3758
    63,    63.000,    0.3347
    64,    64.000,    0.2990
    65,    65.000,    0.2677
    66,    66.000,    0.2403
    67,    67.000,    0.2162
    68,    68.000,    0.1949
    69,    69.000,    0.1762
    70,    70.000,    0.1595
    71,    71.000,    0.1447
    72,    72.000,    0.1315
    73,    73.000,    0.1198
    74,    74.000,    0.1093
    75,    75.000,    0.0999
    76,    76.000,    0.0914
    77,    77.000,    0.0838
    78,    78.000,    0.0769
    79,    79.000,    0.0707
    80,    80.000,    0.0651
    81,    81.000,    0.0600
    82,    82.000,    0.0554
    83,    83.000,    0.0512
    84,    84.000,    0.0474
    85,    85.000,    0.0439
    86,    86.000,    0.0408
    87,    87.000,    0.0379
    88,    88.000,    0.0352
    89,    89.000,    0.0328
    90,    90.000,    0.0305
    91,    91.000,    0.0285
    92,    92.000,    0.0266
    93,    93.000,    0.0248
    94,    94.000,    0.0232
    95,    95.000,    0.0217
    96,    96.000,    0.0204
    97,    97.000,    0.0191
    98,    98.000,    0.0179
    99,    99.000,    0.0168
   100,   100.000,    0.0158
   101,   101.000,    0.0149
   102,   102.000,    0.0140
   103,   103.000,    0.0132
   104,   104.000,    0.0124
   105,   105.000,    0.0117
   106,   106.000,    0.0111
   107,   107.000,    0.0105
   108,   108.000,    0.0099
   109,   109.000,    0.0094
   110,   110.000,    0.0089
   111,   111.000,    0.0084
   112,   112.000,    0.0080
   113,   113.000,    0.0075
   114,   114.000,    0.0072
   115,   115.000,    0.0068
   116,   116.000,    0.0064
   117,   117.000,    0.0061
   118,   118.000,    0.0058
   119,   119.000,    0.0055
   120,   120.000,    0.0053
   121,   121.000,    0.0050
   122,   122.000,    0.0048
   123,   123.000,    0.0046
   124,   124.000,    0.0043
   125,   125.000,    0.0041
