RORBWin CSV Output File
Refer output file for complete listing of inputs and outputs: E:\Library\Automation\ryan-tools\tests\test_data\RORB\24hr-areal-example\Fig6_7_ aep0p5EY_du24hourtp1.out
Inc,Time (hrs),Calculated hydrograph:
     0,     0.000,    0.0000
     1,     1.000,    0.0000
     2,     2.000,    0.0000
     3,     3.000,    0.0000
     4,     4.000,    0.0000
     5,     5.000,    0.0000
     6,     6.000,    0.0000
     7,     7.000,    0.0000
     8,     8.000,    0.0000
     9,     9.000,    0.0000
    10,    10.000,    0.0000
    11,    11.000,    0.0000
    12,    12.000,    0.0000
    13,    13.000,    0.0000
    14,    14.000,    0.0000
    15,    15.000,    0.0000
    16,    16.000,    0.0000
    17,    17.000,    0.0000
    18,    18.000,    0.0000
    19,    19.000,    0.0000
    20,    20.000,    0.0000
    21,    21.000,    0.0000
    22,    22.000,    0.0000
    23,    23.000,    0.0000
    24,    24.000,    0.0000
    25,    25.000,    0.0000
    26,    26.000,    0.0000
    27,    27.000,    0.0000
    28,    28.000,    0.0000
    29,    29.000,    0.2806
    30,    30.000,    1.6689
    31,    31.000,    4.0779
    32,    32.000,    7.7155
    33,    33.000,   12.3471
    34,    34.000,   15.1685
    35,    35.000,   15.3373
    36,    36.000,   15.4407
    37,    37.000,   18.7067
    38,    38.000,   25.4250
    39,    39.000,   31.6019
    40,    40.000,   35.0019
    41,    41.000,   37.2786
    42,    42.000,   39.1146
    43,    43.000,   40.0906
    44,    44.000,   39.0198
    45,    45.000,   35.0322
    46,    46.000,   29.5790
    47,    47.000,   24.2460
    48,    48.000,   19.5573
    49,    49.000,   15.6446
    50,    50.000,   12.4901
    51,    51.000,    9.9938
    52,    52.000,    8.0338
    53,    53.000,    6.4971
    54,    54.000,    5.2890
    55,    55.000,    4.3366
    56,    56.000,    3.5822
    57,    57.000,    2.9799
    58,    58.000,    2.4953
    59,    59.000,    2.1026
    60,    60.000,    1.7822
    61,    61.000,    1.5191
    62,    62.000,    1.3016
    63,    63.000,    1.1207
    64,    64.000,    0.9694
    65,    65.000,    0.8422
    66,    66.000,    0.7346
    67,    67.000,    0.6433
    68,    68.000,    0.5653
    69,    69.000,    0.4984
    70,    70.000,    0.4409
    71,    71.000,    0.3912
    72,    72.000,    0.3482
    73,    73.000,    0.3107
    74,    74.000,    0.2779
    75,    75.000,    0.2493
    76,    76.000,    0.2241
    77,    77.000,    0.2019
    78,    78.000,    0.1824
    79,    79.000,    0.1650
    80,    80.000,    0.1496
    81,    81.000,    0.1359
    82,    82.000,    0.1237
    83,    83.000,    0.1128
    84,    84.000,    0.1030
    85,    85.000,    0.0943
    86,    86.000,    0.0864
    87,    87.000,    0.0792
    88,    88.000,    0.0728
    89,    89.000,    0.0670
    90,    90.000,    0.0618
    91,    91.000,    0.0570
    92,    92.000,    0.0527
    93,    93.000,    0.0487
    94,    94.000,    0.0451
    95,    95.000,    0.0419
    96,    96.000,    0.0389
    97,    97.000,    0.0361
    98,    98.000,    0.0336
    99,    99.000,    0.0313
   100,   100.000,    0.0292
   101,   101.000,    0.0272
   102,   102.000,    0.0254
   103,   103.000,    0.0238
   104,   104.000,    0.0223
   105,   105.000,    0.0209
   106,   106.000,    0.0195
   107,   107.000,    0.0183
   108,   108.000,    0.0172
   109,   109.000,    0.0162
   110,   110.000,    0.0152
   111,   111.000,    0.0143
   112,   112.000,    0.0135
   113,   113.000,    0.0127
   114,   114.000,    0.0120
   115,   115.000,    0.0113
   116,   116.000,    0.0107
   117,   117.000,    0.0101
   118,   118.000,    0.0096
   119,   119.000,    0.0090
   120,   120.000,    0.0086
   121,   121.000,    0.0081
   122,   122.000,    0.0077
   123,   123.000,    0.0073
   124,   124.000,    0.0069
   125,   125.000,    0.0066
