RORBWin CSV Output File
Refer output file for complete listing of inputs and outputs: E:\Library\Automation\ryan-tools\tests\test_data\RORB\24hr-areal-example\Fig6_7_ aep20_du24hourtp9.out
Inc,Time (hrs),Calculated hydrograph:
     0,     0.000,    0.0000
     1,     1.000,    0.0000
     2,     2.000,    0.0000
     3,     3.000,    0.0000
     4,     4.000,    0.0000
     5,     5.000,    0.0000
     6,     6.000,    0.0000
     7,     7.000,    0.0000
     8,     8.000,    0.0000
     9,     9.000,    0.0000
    10,    10.000,    0.0000
    11,    11.000,    0.0000
    12,    12.000,    0.0000
    13,    13.000,    0.0000
    14,    14.000,    0.0000
    15,    15.000,    0.0000
    16,    16.000,    0.0000
    17,    17.000,    0.0000
    18,    18.000,    0.0000
    19,    19.000,    0.0000
    20,    20.000,    0.0000
    21,    21.000,    0.0000
    22,    22.000,    0.0000
    23,    23.000,    0.0000
    24,    24.000,    0.0000
    25,    25.000,    0.0000
    26,    26.000,    0.0533
    27,    27.000,    1.1094
    28,    28.000,    5.7141
    29,    29.000,   13.2882
    30,    30.000,   20.7849
    31,    31.000,   28.0050
    32,    32.000,   33.8233
    33,    33.000,   35.5370
    34,    34.000,   33.9721
    35,    35.000,   31.3618
    36,    36.000,   27.6873
    37,    37.000,   23.6895
    38,    38.000,   21.7796
    39,    39.000,   22.5510
    40,    40.000,   23.9956
    41,    41.000,   24.7910
    42,    42.000,   26.0920
    43,    43.000,   30.6859
    44,    44.000,   38.9071
    45,    45.000,   45.0681
    46,    46.000,   44.5192
    47,    47.000,   39.3502
    48,    48.000,   32.9360
    49,    49.000,   26.7204
    50,    50.000,   21.2951
    51,    51.000,   16.8543
    52,    52.000,   13.3405
    53,    53.000,   10.6020
    54,    54.000,    8.4773
    55,    55.000,    6.8265
    56,    56.000,    5.5403
    57,    57.000,    4.5333
    58,    58.000,    3.7380
    59,    59.000,    3.1046
    60,    60.000,    2.5962
    61,    61.000,    2.1851
    62,    62.000,    1.8502
    63,    63.000,    1.5756
    64,    64.000,    1.3488
    65,    65.000,    1.1604
    66,    66.000,    1.0030
    67,    67.000,    0.8707
    68,    68.000,    0.7590
    69,    69.000,    0.6641
    70,    70.000,    0.5832
    71,    71.000,    0.5139
    72,    72.000,    0.4543
    73,    73.000,    0.4029
    74,    74.000,    0.3583
    75,    75.000,    0.3195
    76,    76.000,    0.2857
    77,    77.000,    0.2561
    78,    78.000,    0.2301
    79,    79.000,    0.2072
    80,    80.000,    0.1871
    81,    81.000,    0.1692
    82,    82.000,    0.1533
    83,    83.000,    0.1392
    84,    84.000,    0.1267
    85,    85.000,    0.1155
    86,    86.000,    0.1054
    87,    87.000,    0.0964
    88,    88.000,    0.0883
    89,    89.000,    0.0810
    90,    90.000,    0.0744
    91,    91.000,    0.0684
    92,    92.000,    0.0631
    93,    93.000,    0.0582
    94,    94.000,    0.0537
    95,    95.000,    0.0497
    96,    96.000,    0.0460
    97,    97.000,    0.0427
    98,    98.000,    0.0396
    99,    99.000,    0.0368
   100,   100.000,    0.0342
   101,   101.000,    0.0319
   102,   102.000,    0.0297
   103,   103.000,    0.0277
   104,   104.000,    0.0259
   105,   105.000,    0.0242
   106,   106.000,    0.0226
   107,   107.000,    0.0212
   108,   108.000,    0.0199
   109,   109.000,    0.0186
   110,   110.000,    0.0175
   111,   111.000,    0.0164
   112,   112.000,    0.0155
   113,   113.000,    0.0145
   114,   114.000,    0.0137
   115,   115.000,    0.0129
   116,   116.000,    0.0122
   117,   117.000,    0.0115
   118,   118.000,    0.0108
   119,   119.000,    0.0103
   120,   120.000,    0.0097
   121,   121.000,    0.0092
   122,   122.000,    0.0087
   123,   123.000,    0.0082
   124,   124.000,    0.0078
   125,   125.000,    0.0074
