"Time (h)    ","1D and 2D:  ","H Vol In    ","H Vol Out   ","Q Vol In    ","Q Vol Out   ","Tot Vol In  ","Tot Vol Out ","Vol I-O     ","dVol        ","Vol Err     ","Q ME (%)    ","Vol I+O     ","Tot Vol     ","Cum Vol I+O ","Cum Vol Err ","Cum ME (%)  ","Cum Q ME (%)"
         0.000,              ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    
         0.017,              ,  0.000000    , 0.2907179E-03,  6.242184    ,  0.000000    ,  6.242184    , 0.2907179E-03,  6.241893    ,  6.237602    ,-0.4290696E-02,-0.6873391E-01,  6.242474    ,  6.237602    ,  6.242474    ,-0.4290696E-02,-0.6873391E-01,-0.6873391E-01
         0.033,              ,  0.000000    , 0.1194849E-01,  18.59384    ,  0.000000    ,  18.59384    , 0.1194849E-01,  18.58189    ,  18.57684    ,-0.5051831E-02,-0.2715193E-01,  18.60579    ,  24.81444    ,  24.84826    ,-0.9342527E-02,-0.3759832E-01,-0.3759832E-01
         0.050,              ,  0.000000    , 0.7023044E-01,  30.91573    ,  0.000000    ,  30.91573    , 0.7023044E-01,  30.84550    ,  30.87719    , 0.3168775E-01, 0.1022649    ,  30.98596    ,  55.69162    ,  55.83422    , 0.2234522E-01, 0.4002066E-01, 0.4002066E-01
         0.067,              ,  0.000000    , 0.1772614    ,  43.47473    ,  0.000000    ,  43.47473    , 0.1772614    ,  43.29747    ,  43.40801    , 0.1105419    , 0.2532344    ,  43.65199    ,  99.09963    ,  99.48621    , 0.1328871    , 0.1335734    , 0.1335734    
         0.083,              ,  0.000000    , 0.2674707    ,  55.87493    ,  0.000000    ,  55.87493    , 0.2674707    ,  55.60746    ,  55.94530    , 0.3378410    , 0.6017572    ,  56.14241    ,  155.0449    ,  155.6286    , 0.4707281    , 0.3024689    , 0.3024689    
         0.100,              ,  0.000000    , 0.3033648    ,  83.47228    ,  0.000000    ,  83.47228    , 0.3033648    ,  83.16892    ,  83.53639    , 0.3674769    , 0.4386441    ,  83.77564    ,  238.5813    ,  239.4043    , 0.8382050    , 0.3501212    , 0.3501212    
         0.117,              ,  0.000000    , 0.6106844    ,  116.6594    ,  0.000000    ,  116.6594    , 0.6106844    ,  116.0487    ,  117.0573    ,  1.008625    , 0.8600871    ,  117.2701    ,  355.6386    ,  356.6743    ,  1.846830    , 0.5177916    , 0.5177916    
         0.133,              ,  0.000000    , 0.8051211    ,  150.4624    ,  0.000000    ,  150.4624    , 0.8051211    ,  149.6573    ,  150.9555    ,  1.298213    , 0.8582236    ,  151.2675    ,  506.5941    ,  507.9418    ,  3.145043    , 0.6191739    , 0.6191739    
         0.150,              ,  0.000000    , 0.9066375    ,  183.6991    ,  0.000000    ,  183.6991    , 0.9066375    ,  182.7924    ,  184.6606    ,  1.868117    ,  1.011950    ,  184.6057    ,  691.2547    ,  692.5475    ,  5.013160    , 0.7238723    , 0.7238723    
         0.167,              ,  0.000000    , 0.9273502    ,  217.3965    ,  0.000000    ,  217.3965    , 0.9273502    ,  216.4691    ,  218.7442    ,  2.275079    ,  1.042066    ,  218.3238    ,  909.9989    ,  910.8714    ,  7.288239    , 0.8001392    , 0.8001392    
         0.183,              ,  0.000000    , 0.9548409    ,  247.0901    ,  0.000000    ,  247.0901    , 0.9548409    ,  246.1353    ,  248.5901    ,  2.454793    , 0.9896564    ,  248.0449    ,  1158.589    ,  1158.916    ,  9.743032    , 0.8407018    , 0.8407018    
         0.200,              ,  0.000000    ,  1.136501    ,  267.2619    ,  0.000000    ,  267.2619    ,  1.136501    ,  266.1254    ,  268.2624    ,  2.137032    , 0.7962165    ,  268.3984    ,  1426.851    ,  1427.315    ,  11.88006    , 0.8323367    , 0.8323367    
         0.217,              ,  0.000000    ,  1.375764    ,  287.4060    ,  0.000000    ,  287.4060    ,  1.375764    ,  286.0302    ,  287.4602    ,  1.430014    , 0.4951887    ,  288.7817    ,  1714.312    ,  1716.096    ,  13.31008    , 0.7756020    , 0.7756020    
         0.233,              ,  0.000000    ,  1.602027    ,  307.4564    ,  0.000000    ,  307.4564    ,  1.602027    ,  305.8544    ,  306.5537    , 0.6993507    , 0.2262843    ,  309.0584    ,  2020.865    ,  2025.155    ,  14.00943    , 0.6917707    , 0.6917707    
         0.250,              ,  0.000000    ,  1.765627    ,  326.3232    ,  0.000000    ,  326.3232    ,  1.765627    ,  324.5575    ,  325.2948    , 0.7372655    , 0.2247153    ,  328.0888    ,  2346.160    ,  2353.244    ,  14.74669    , 0.6266540    , 0.6266540    
         0.267,              ,  0.000000    ,  1.895046    ,  353.9686    ,  0.000000    ,  353.9686    ,  1.895046    ,  352.0735    ,  352.8718    , 0.7982512    , 0.2243138    ,  355.8636    ,  2699.032    ,  2709.107    ,  15.54495    , 0.5738033    , 0.5738033    
         0.283,              ,  0.000000    ,  2.021985    ,  391.4655    ,  0.000000    ,  391.4655    ,  2.021985    ,  389.4436    ,  389.8259    , 0.3823687    , 0.9717430E-01,  393.4875    ,  3088.858    ,  3102.595    ,  15.92731    , 0.5133547    , 0.5133547    
         0.300,              ,  0.000000    ,  2.115896    ,  427.4504    ,  0.000000    ,  427.4504    ,  2.115896    ,  425.3345    ,  426.4930    ,  1.158503    , 0.2696912    ,  429.5663    ,  3515.351    ,  3532.161    ,  17.08582    , 0.4837213    , 0.4837213    
         0.317,              ,  0.000000    ,  2.258122    ,  464.5717    ,  0.000000    ,  464.5717    ,  2.258122    ,  462.3136    ,  463.2358    , 0.9222187    , 0.1975492    ,  466.8299    ,  3978.587    ,  3998.991    ,  18.00804    , 0.4503145    , 0.4503145    
         0.333,              ,  0.000000    ,  2.341895    ,  505.6863    ,  0.000000    ,  505.6863    ,  2.341895    ,  503.3444    ,  501.2136    , -2.130800    ,-0.4194255    ,  508.0282    ,  4479.800    ,  4507.019    ,  15.87724    , 0.3522780    , 0.3522780    
         0.350,              ,  0.000000    ,  2.434568    ,  563.3215    ,  0.000000    ,  563.3215    ,  2.434568    ,  560.8869    ,  561.7583    , 0.8714166    , 0.1540269    ,  565.7560    ,  5041.559    ,  5072.775    ,  16.74865    , 0.3301674    , 0.3301674    
         0.367,              ,  0.000000    ,  2.685070    ,  637.5923    ,  0.000000    ,  637.5923    ,  2.685070    ,  634.9072    ,  634.8953    ,-0.1195164E-01,-0.1866634E-02,  640.2774    ,  5676.454    ,  5713.053    ,  16.73670    , 0.2929555    , 0.2929555    
         0.383,              ,  0.000000    ,  3.074227    ,  702.9187    ,  0.000000    ,  702.9187    ,  3.074227    ,  699.8444    ,  705.8932    ,  6.048756    , 0.8567730    ,  705.9929    ,  6382.347    ,  6419.045    ,  22.78546    , 0.3549665    , 0.3549665    
