"M06_5m_002 [q:\TUFLOW\Tutorial_Models_QGIS_GPKG\Module_06\Complete_Model\TUFLOW\runs\M06_5m_002.tcf]","Time (h)","H Loc1_P [M06_5m_002]"
          75,        1.233333,         43.1969
          76,        1.250000,         43.1939
          77,        1.266667,         43.1905
          78,        1.283333,         43.1866
          79,        1.300000,         43.1825
          80,        1.316667,         43.1779
          81,        1.333333,         43.1729
          82,        1.350000,         43.1672
          83,        1.366667,         43.1611
          84,        1.383333,         43.1546
          85,        1.400000,         43.1480
          86,        1.416667,         43.1412
          87,        1.433333,         43.1343
          88,        1.450000,         43.1274
          89,        1.466667,         43.1204
          90,        1.483333,         43.1134
          91,        1.500000,         43.1065
          92,        1.516667,         43.0994
          93,        1.533333,         43.0923
          94,        1.550000,         43.0853
          95,        1.566667,         43.0783
          96,        1.583333,         43.0714
          97,        1.600000,         43.0644
          98,        1.616667,         43.0576
          99,        1.633333,         43.0509
         100,        1.650000,         43.0443
         101,        1.666667,         43.0381
         102,        1.683333,         43.0323
         103,        1.700000,         43.0270
         104,        1.716667,         43.0220
         105,        1.733333,         43.0173
         106,        1.750000,         43.0128
         107,        1.766667,         43.0085
         108,        1.783333,         43.0042
         109,        1.800000,         42.9999
         110,        1.816667,         42.9957
         111,        1.833333,         42.9917
         112,        1.850000,         42.9878
         113,        1.866667,         42.9842
         114,        1.883333,         42.9808
         115,        1.900000,         42.9775
         116,        1.916667,         42.9745
         117,        1.933333,         42.9716
         118,        1.950000,         42.9691
         119,        1.966667,         42.9667
         120,        1.983333,         42.9645
         121,        2.000000,         42.9624
         122,        2.016667,         42.9600
         123,        2.033333,         42.9577
         124,        2.050000,         42.9555
         125,        2.066667,         42.9534
         126,        2.083333,         42.9512
         127,        2.100000,         42.9491
         128,        2.116667,         42.9469
         129,        2.133333,         42.9446
         130,        2.150000,         42.9424
         131,        2.166667,         42.9401
         132,        2.183333,         42.9378
         133,        2.200000,         42.9356
         134,        2.216667,         42.9332
         135,        2.233333,         42.9308
         136,        2.250000,         42.9285
         137,        2.266667,         42.9262
         138,        2.283333,         42.9240
         139,        2.300000,         42.9218
         140,        2.316667,         42.9198
         141,        2.333333,         42.9177
         142,        2.350000,         42.9154
         143,        2.366667,         42.9132
         144,        2.383333,         42.9110
         145,        2.400000,         42.9088
         146,        2.416667,         42.9067
         147,        2.433333,         42.9045
         148,        2.450000,         42.9024
         149,        2.466667,         42.9004
         150,        2.483333,         42.8983
         151,        2.500000,         42.8964
         152,        2.516667,         42.8939
         153,        2.533333,         42.8915
         154,        2.550000,         42.8891
         155,        2.566667,         42.8868
         156,        2.583333,         42.8844
         157,        2.600000,         42.8822
         158,        2.616667,         42.8798
         159,        2.633333,         42.8775
         160,        2.650000,         42.8752
         161,        2.666667,         42.8729
         162,        2.683333,         42.8706
         163,        2.700000,         42.8685
         164,        2.716667,         42.8664
         165,        2.733333,         42.8643
         166,        2.750000,         42.8623
         167,        2.766667,         42.8602
         168,        2.783333,         42.8582
         169,        2.800000,         42.8560
         170,        2.816667,         42.8540
         171,        2.833333,         42.8519
         172,        2.850000,         42.8494
         173,        2.866667,         42.8471
         174,        2.883333,         42.8446
         175,        2.900000,         42.8422
         176,        2.916667,         42.8396
         177,        2.933333,         42.8372
         178,        2.950000,         42.8346
         179,        2.966667,         42.8321
         180,        2.983333,         42.8296
         181,        3.000000,         42.8272

