"M06_5m_001 [q:\TUFLOW\Tutorial_Models_QGIS_GPKG\Module_06\Complete_Model\TUFLOW\runs\M06_5m_001.tcf]","Time (h)","Q Loc1_L [M06_5m_001]"
           1,        0.000000,          0.0000
           2,        0.016667,          0.0010
           3,        0.033333,          0.0034
           4,        0.050000,          0.0050
           5,        0.066667,          0.0079
           6,        0.083333,          0.0123
           7,        0.100000,          0.0162
           8,        0.116667,          0.0199
           9,        0.133333,          0.0246
          10,        0.150000,          0.0300
          11,        0.166667,          0.0366
          12,        0.183333,          0.0459
          13,        0.200000,          0.0576
          14,        0.216667,          0.0616
          15,        0.233333,          0.0657
          16,        0.250000,          0.0708
          17,        0.266667,          0.0766
          18,        0.283333,          0.0828
          19,        0.300000,          0.0895
          20,        0.316667,          0.0973
          21,        0.333333,          0.1083
          22,        0.350000,          0.1314
          23,        0.366667,          0.1553
          24,        0.383333,          0.1836
          25,        0.400000,          0.2193
          26,        0.416667,          0.2558
          27,        0.433333,          0.3006
          28,        0.450000,          0.3463
          29,        0.466667,          0.4026
          30,        0.483333,          0.4690
          31,        0.500000,          0.5494
          32,        0.516667,          0.6299
          33,        0.533333,          0.6981
          34,        0.550000,          0.7496
          35,        0.566667,          0.7655
          36,        0.583333,          0.7599
          37,        0.600000,          0.7395
          38,        0.616667,          0.7028
          39,        0.633333,          0.7122
          40,        0.650000,          0.7066
          41,        0.666667,          0.7952
          42,        0.683333,          5.6615
          43,        0.700000,         27.4817
          44,        0.716667,         41.7601
          45,        0.733333,         53.2275
          46,        0.750000,         63.0189
          47,        0.766667,         70.5278
          48,        0.783333,         75.5810
          49,        0.800000,         78.6529
          50,        0.816667,         79.0951
          51,        0.833333,         77.6752
          52,        0.850000,         75.4982
          53,        0.866667,         73.4713
          54,        0.883333,         71.7268
          55,        0.900000,         70.4901
          56,        0.916667,         72.2694
          57,        0.933333,         77.3069
          58,        0.950000,         80.3074
          59,        0.966667,         83.2505
          60,        0.983333,         85.7002
          61,        1.000000,         88.0785
          62,        1.016667,         89.7301
          63,        1.033333,         91.2445
          64,        1.050000,         92.1016
          65,        1.066667,         92.8331
          66,        1.083333,         93.1459
          67,        1.100000,         93.3164
          68,        1.116667,         93.3084
          69,        1.133333,         93.0689
          70,        1.150000,         92.5221
          71,        1.166667,         91.7250
          72,        1.183333,         90.8093
          73,        1.200000,         89.8052
          74,        1.216667,         88.7221
          75,        1.233333,         87.5080
          76,        1.250000,         86.1248
          77,        1.266667,         84.6650
          78,        1.283333,         83.1703
          79,        1.300000,         81.6057
          80,        1.316667,         79.9309
          81,        1.333333,         78.0508
          82,        1.350000,         76.0934
          83,        1.366667,         74.0761
          84,        1.383333,         71.9862
          85,        1.400000,         69.9731
          86,        1.416667,         67.9459
          87,        1.433333,         65.9412
          88,        1.450000,         63.9379
          89,        1.466667,         61.9396
          90,        1.483333,         59.9262
          91,        1.500000,         57.9497
          92,        1.516667,         55.9814
          93,        1.533333,         54.0240
          94,        1.550000,         52.0908
          95,        1.566667,         50.1882
          96,        1.583333,         48.3479
          97,        1.600000,         46.5055
          98,        1.616667,         44.7626
          99,        1.633333,         43.0603
         100,        1.650000,         41.4465
         101,        1.666667,         40.0362
         102,        1.683333,         38.8431
         103,        1.700000,         37.7877
         104,        1.716667,         36.8257
         105,        1.733333,         35.9007
         106,        1.750000,         34.9636
         107,        1.766667,         34.0060
         108,        1.783333,         33.0235
         109,        1.800000,         31.9862
         110,        1.816667,         31.0070
         111,        1.833333,         30.2290
         112,        1.850000,         29.4806
         113,        1.866667,         28.6971
         114,        1.883333,         27.9148
         115,        1.900000,         27.2345
         116,        1.916667,         26.6757
         117,        1.933333,         26.1320
         118,        1.950000,         25.6069
         119,        1.966667,         25.1416
         120,        1.983333,         24.7109
         121,        2.000000,         24.2954
         122,        2.016667,         23.9025
         123,        2.033333,         23.5131
         124,        2.050000,         23.1394
         125,        2.066667,         22.8246
         126,        2.083333,         22.4568
         127,        2.100000,         22.0416
         128,        2.116667,         21.6389
         129,        2.133333,         21.2351
         130,        2.150000,         20.8262
         131,        2.166667,         20.4137
         132,        2.183333,         19.9770
         133,        2.200000,         19.4701
         134,        2.216667,         18.9904
         135,        2.233333,         18.5099
         136,        2.250000,         18.0774
         137,        2.266667,         17.6984
         138,        2.283333,         17.3160
         139,        2.300000,         16.9779
         140,        2.316667,         16.6872
         141,        2.333333,         16.4325
         142,        2.350000,         16.0965
         143,        2.366667,         15.7500
         144,        2.383333,         15.4367
         145,        2.400000,         15.1388
         146,        2.416667,         14.8511
         147,        2.433333,         14.5504
         148,        2.450000,         14.2407
         149,        2.466667,         13.9473
         150,        2.483333,         13.7001
         151,        2.500000,         13.4771
         152,        2.516667,         13.1846
         153,        2.533333,         12.8164
         154,        2.550000,         12.5668
         155,        2.566667,         12.3145
         156,        2.583333,         12.0621
         157,        2.600000,         11.8793
         158,        2.616667,         11.5663
         159,        2.633333,         11.2196
         160,        2.650000,         10.9280
         161,        2.666667,         10.6637
         162,        2.683333,         10.4192
         163,        2.700000,         10.1569
         164,        2.716667,          9.8955
         165,        2.733333,          9.6307
         166,        2.750000,          9.3868
         167,        2.766667,          9.1062
         168,        2.783333,          8.8564
         169,        2.800000,          8.5953
         170,        2.816667,          8.3133
         171,        2.833333,          8.0291
         172,        2.850000,          7.7200
         173,        2.866667,          7.5218
         174,        2.883333,          7.2153
         175,        2.900000,          6.9561
         176,        2.916667,          6.5716
         177,        2.933333,          6.3636
         178,        2.950000,          6.0965
         179,        2.966667,          5.8543
         180,        2.983333,          5.5489
         181,        3.000000,          5.3402

