iStep,tEnd,dtStar,dt,Nu,Nc,Nd,Eff
100,         31.863,0.738956,0.721455,0.0252838,0.0775909,0.000106812,99.4265
200,        215.000,2.5,2.5,0.503082,0.836533,0.0308838,98.1574
300,        442.146,2.02828,1.99234,0.416092,1.00243,0.0797882,97.9048
400,        620.276,1.70183,1.65517,0.439331,1.0013,0.102005,97.5186
500,        764.416,1.28055,1.19876,0.344223,1.00179,0.102417,97.4789
600,        880.781,1.12605,1.0677,0.307587,1.00087,0.0977325,97.5153
700,        987.158,1.04784,1.02632,0.278015,1.0006,0.0960846,97.5843
800,       1087.869,0.990549,0.983607,0.252625,1.00046,0.103149,97.7101
900,       1183.326,0.946902,0.934738,0.226776,1.00046,0.100159,97.7877
1000,       1274.545,0.912274,0.909091,0.210419,1.00034,0.0975647,97.8221
1100,       1363.063,0.880845,0.84687,0.197983,1.00034,0.103699,97.8843
1200,       1448.451,0.853332,0.845071,0.189835,1.00032,0.107178,97.922
1300,       1531.354,0.828888,0.818452,0.183502,1.00027,0.111938,97.9607
1400,       1612.192,0.807247,0.780781,0.190536,1.00024,0.125046,98.0054
1500,       1690.909,0.786159,0.779221,0.193466,1.00026,0.135788,98.0439
1600,       1767.514,0.766767,0.755494,0.191254,1.00023,0.142883,98.0724
1700,       1842.562,0.748585,0.726562,0.204971,1.00023,0.163239,98.1135
1800,       1915.626,0.728974,0.728983,0.22731,1.00029,0.197037,98.1423
1900,       1985.647,0.708589,0.705882,0.23764,1.00031,0.219284,98.1263
2000,       2054.444,0.689058,0.679943,0.246048,1.00024,0.23941,98.1407
2100,       2121.483,0.672975,0.664095,0.380493,1.0002,0.250427,98.1537
2200,       2187.692,0.662602,0.659341,0.372375,1.00014,0.25621,98.1863
2300,       2253.261,0.656694,0.652174,0.348663,1.00006,0.265686,98.2231
2400,       2318.478,0.653336,0.652174,0.397644,1.00005,0.276855,98.2615
2500,       2383.270,0.651246,0.643477,0.400681,1.00002,0.288315,98.291
2600,       2447.676,0.649747,0.648649,0.381195,1.00002,0.298279,98.3103
2700,       2511.791,0.640782,0.631434,0.358917,0.987701,0.300049,98.3323
2800,       2574.482,0.628007,0.613094,0.344055,0.96907,0.300064,98.3448
2900,       2635.906,0.616019,0.584884,0.339066,0.951431,0.300064,98.3553
3000,       2696.377,0.604752,0.603857,0.334915,0.934784,0.300049,98.372
3100,       2755.962,0.599303,0.576923,0.333862,0.927048,0.300018,98.3877
3200,       2815.248,0.595748,0.594059,0.333084,0.921951,0.300018,98.4054
3300,       2874.152,0.592153,0.584777,0.331894,0.916702,0.300018,98.4214
3400,       2932.941,0.58879,0.588235,0.330704,0.911758,0.300018,98.4444
3500,       2991.429,0.585863,0.571431,0.329636,0.90744,0.300018,98.4669
3600,       3049.515,0.585537,0.582524,0.330063,0.90715,0.300003,98.4797
3700,       3107.767,0.584557,0.582524,0.32991,0.905777,0.300003,98.5002
3800,       3166.019,0.583549,0.582524,0.329636,0.904312,0.300003,98.5229
3900,       3224.272,0.582572,0.582524,0.329315,0.902878,0.300003,98.5479
4000,       3281.539,0.581627,0.576924,0.328995,0.901489,0.300018,98.5454
4100,       3339.231,0.581067,0.576923,0.328888,0.900696,0.300003,98.5579
4200,       3396.923,0.581542,0.576923,0.329285,0.901459,0.300003,98.5696
4300,       3454.615,0.582018,0.576923,0.329529,0.902191,0.300003,98.5795
4400,       3512.308,0.582493,0.576923,0.329742,0.902908,0.300003,98.5878
4500,       3570.291,0.582969,0.582524,0.329941,0.903625,0.300003,98.6026
4600,       3628.544,0.584039,0.582524,0.33046,0.905243,0.299988,98.6229
4700,       3686.796,0.586631,0.582524,0.331741,0.90918,0.299988,98.637
4800,       3745.049,0.589144,0.582524,0.332764,0.912933,0.299988,98.6439
4900,       3803.529,0.590195,0.588235,0.332916,0.914413,0.299988,98.6518
5000,       3862.353,0.592724,0.588237,0.333939,0.918182,0.299988,98.664
5100,       3921.386,0.596932,0.594059,0.3358,0.92453,0.299973,98.674
5200,       3981.000,0.604328,0.6,0.339188,0.935669,0.299957,98.6826
5300,       4041.212,0.612127,0.606061,0.342438,0.947357,0.299957,98.6873
5400,       4102.041,0.620247,0.612245,0.345749,0.959473,0.299957,98.6877
5500,       4163.750,0.628763,0.625001,0.349091,0.972153,0.299957,98.6896
5600,       4226.526,0.637947,0.631585,0.352692,0.98584,0.299942,98.6962
5700,       4290.000,0.647475,0.638298,0.3564,1,0.298889,98.6952
5800,       4354.194,0.64792,0.645161,0.354614,0.999985,0.292892,98.7013
5900,       4418.710,0.648345,0.645161,0.352814,1,0.287491,98.7136
6000,       4483.226,0.6488,0.645158,0.350937,1,0.281876,98.7245
6100,       4547.742,0.649266,0.645161,0.351959,0.999985,0.275055,98.7342
6200,       4612.258,0.64984,0.645161,0.354828,1,0.267303,98.7424
6300,       4676.774,0.650455,0.645161,0.358383,0.999985,0.259491,98.7492
6400,       4741.297,0.651111,0.648651,0.362946,1,0.256485,98.7546
6500,       4805.806,0.651767,0.645161,0.367371,0.999985,0.254715,98.7584
6600,       4870.435,0.652434,0.652174,0.37175,0.999985,0.252365,98.763
6700,       4935.652,0.653101,0.652174,0.374756,1,0.249939,98.7781
6800,       5000.870,0.653749,0.652174,0.375977,0.999985,0.247147,98.7916
6900,       5066.087,0.654428,0.652177,0.378433,0.999985,0.244431,98.8034
7000,       5131.305,0.655127,0.652174,0.38092,0.999985,0.241409,98.8135
7100,       5196.522,0.655827,0.652174,0.383591,0.999985,0.238571,98.8221
7200,       5261.739,0.656538,0.652174,0.38942,0.999985,0.235596,98.8291
7300,       5326.957,0.65726,0.652174,0.388748,0.999985,0.23233,98.8346
7400,       5392.174,0.658002,0.652171,0.388046,0.999985,0.228882,98.8387
7500,       5457.391,0.658746,0.652174,0.386368,0.999985,0.225067,98.8413
7600,       5522.637,0.65945,0.659341,0.384003,0.999985,0.220871,98.8431
7700,       5588.571,0.660165,0.659341,0.380997,0.999985,0.216263,98.8559
7800,       5654.506,0.66088,0.659342,0.352325,0.999985,0.211807,98.8671
7900,       5720.440,0.661637,0.659341,0.318512,1,0.208847,98.8768
8000,       5786.374,0.662233,0.659341,0.313034,1,0.205734,98.8851
8100,       5852.308,0.662718,0.659341,0.311859,1,0.20256,98.8923
8200,       5918.242,0.663133,0.659341,0.310852,0.999985,0.19931,98.8986
8300,       5984.176,0.663538,0.659342,0.309921,1,0.196075,98.9041
8400,       6049.480,0.663912,0.65754,0.308548,0.999985,0.192841,98.8988
8500,       6115.385,0.664369,0.659341,0.307007,1,0.189651,98.9025
8600,       6181.319,0.664855,0.659341,0.30542,0.999985,0.187973,98.9057
8700,       6247.253,0.665363,0.659338,0.303772,0.999985,0.186432,98.9081
8800,       6313.187,0.665891,0.659341,0.301819,0.999985,0.184433,98.9096
8900,       6379.121,0.666389,0.659341,0.299698,1,0.182617,98.9103
9000,       6445.055,0.666735,0.659341,0.299103,1,0.180023,98.9104
9100,       6511.333,0.66704,0.666667,0.298218,1,0.17775,98.9152
9200,       6578.000,0.667315,0.666669,0.297455,1,0.176758,98.9255
9300,       6644.667,0.66758,0.666667,0.299271,1,0.175034,98.9351
9400,       6711.333,0.667804,0.666667,0.301834,1,0.173248,98.9441
9500,       6778.000,0.668018,0.666667,0.303864,1,0.171677,98.9527
9600,       6844.667,0.668212,0.66667,0.305313,1,0.17041,98.9607
9700,       6911.334,0.668395,0.666667,0.30687,0.999985,0.168671,98.9684
9800,       6978.000,0.668589,0.666667,0.308228,1,0.167374,98.9757
9900,       7044.667,0.668752,0.666667,0.309799,1,0.166092,98.9825
10000,       7111.334,0.668915,0.666667,0.310822,1,0.164871,98.989
10100,       7178.000,0.669079,0.666664,0.31218,1,0.163773,98.9952
10200,       7244.667,0.669242,0.666667,0.312973,1,0.162659,99.001
10300,       7311.333,0.669467,0.666667,0.31395,1,0.161545,99.0064
10400,       7378.000,0.669692,0.666667,0.315079,1,0.1604,99.0115
10500,       7444.667,0.669937,0.666673,0.317047,1,0.159317,99.0161
10600,       7511.334,0.670182,0.666667,0.318878,0.999985,0.157745,99.0204
10700,       7578.001,0.670469,0.666667,0.318832,1,0.156128,99.0242
10800,       7644.667,0.670786,0.666667,0.318695,1,0.154465,99.0275
10900,       7711.334,0.671114,0.666667,0.320328,0.999985,0.153183,99.0304
11000,       7778.000,0.671462,0.666664,0.320358,1,0.153397,99.0328
11100,       7844.667,0.671821,0.666667,0.320221,0.999985,0.151474,99.0348
11200,       7911.334,0.672118,0.666667,0.320892,1,0.149918,99.0362
11300,       7978.000,0.672354,0.666667,0.321701,0.999985,0.148788,99.0373
11400,       8044.667,0.672549,0.666663,0.322708,0.999985,0.147675,99.0382
11500,       8111.333,0.672733,0.666667,0.323471,1,0.14595,99.0388
11600,       8178.000,0.672898,0.666667,0.32428,1,0.143585,99.0392
11700,       8244.667,0.673072,0.666667,0.325012,1,0.141891,99.0393
11800,       8311.333,0.673257,0.666667,0.325775,1,0.140488,99.0393
11900,       8378.000,0.673452,0.666663,0.326492,1,0.138474,99.039
12000,       8444.667,0.673668,0.666667,0.327072,1,0.136322,99.0386
12100,       8511.333,0.673843,0.666667,0.328491,1,0.134583,99.0378
12200,       8578.000,0.673997,0.666667,0.330063,1,0.132324,99.037
12300,       8644.667,0.674131,0.66667,0.331558,1,0.130447,99.0359
12400,       8711.461,0.674275,0.674157,0.332794,1,0.128265,99.0362
12500,       8778.877,0.674409,0.674157,0.333405,0.999985,0.126892,99.0434
12600,       8846.292,0.674594,0.674157,0.419525,1,0.126495,99.0503
12700,       8913.708,0.674779,0.674157,0.416077,1,0.126083,99.0569
12800,       8981.124,0.674975,0.674154,0.414185,0.999985,0.125793,99.0632
12900,       9048.539,0.675191,0.674157,0.412048,0.999985,0.125061,99.0691
13000,       9115.955,0.675428,0.674157,0.409805,1,0.124252,99.0747
13100,       9183.371,0.675655,0.674157,0.40741,0.999985,0.123932,99.08
13200,       9250.787,0.675903,0.674164,0.404739,1,0.124496,99.085
13300,       9318.203,0.67615,0.674157,0.402176,1,0.125076,99.0896
13400,       9385.619,0.676367,0.674157,0.39949,1,0.124817,99.0939
13500,       9453.034,0.676573,0.674157,0.396927,1,0.124405,99.0979
13600,       9520.450,0.676749,0.674157,0.395966,1,0.123245,99.1017
13700,       9587.866,0.676935,0.674154,0.393234,1,0.121078,99.1052
13800,       9655.268,0.67711,0.676057,0.391266,1,0.121155,99.1084
13900,       9722.697,0.677327,0.674157,0.388901,1,0.120026,99.1116
14000,       9790.113,0.677555,0.674157,0.386475,1,0.118561,99.1144
14100,       9857.528,0.677793,0.674154,0.383865,1,0.116791,99.1169
14200,       9924.944,0.678041,0.674157,0.381073,1,0.115021,99.1191
14300,       9992.360,0.678289,0.674157,0.377457,1,0.113251,99.1211
14400,      10059.775,0.678558,0.674157,0.37381,1,0.110794,99.1227
14500,      10127.191,0.678838,0.674157,0.369781,0.999985,0.108841,99.1241
14600,      10194.667,0.679138,0.666682,0.365448,1,0.106705,99.1258
14700,      10262.022,0.67946,0.674157,0.360764,1,0.103149,99.126
14800,      10329.438,0.679761,0.674157,0.355606,0.999985,0.10257,99.1265
14900,      10396.854,0.680061,0.674157,0.351151,1,0.102905,99.1266
15000,      10464.270,0.680352,0.67416,0.345001,0.999985,0.10318,99.1265
15100,      10531.686,0.680653,0.674157,0.338455,0.999985,0.101654,99.1261
15200,      10599.101,0.680944,0.674157,0.332199,1,0.0995941,99.1255
15300,      10666.517,0.681225,0.674157,0.311905,1,0.0975037,99.1246
15400,      10733.933,0.681485,0.674157,0.289764,1,0.0955963,99.1235
