"Time (h)    ","1D and 2D:  ","H Vol In    ","H Vol Out   ","Q Vol In    ","Q Vol Out   ","Tot Vol In  ","Tot Vol Out ","Vol I-O     ","dVol        ","Vol Err     ","Q ME (%)    ","Vol I+O     ","Tot Vol     ","Cum Vol I+O ","Cum Vol Err ","Cum ME (%)  ","Cum Q ME (%)"
         0.000,              ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    
         0.017,              ,  0.000000    , 0.2306552E-02,  6.204493    ,  0.000000    ,  6.204493    , 0.2306552E-02,  6.202186    ,  6.202701    , 0.5147720E-03, 0.8293679E-02,  6.206799    ,  6.202701    ,  6.206799    , 0.5147720E-03, 0.8293679E-02, 0.8293679E-02
         0.033,              ,  0.000000    , 0.4182895E-01,  18.60746    ,  0.000000    ,  18.60746    , 0.4182895E-01,  18.56563    ,  18.69185    , 0.1262228    , 0.6768239    ,  18.64929    ,  24.89455    ,  24.85608    , 0.1267376    , 0.5090978    , 0.5098856    
         0.050,              ,  0.000000    , 0.1569169    ,  31.00821    ,  0.000000    ,  31.00821    , 0.1569169    ,  30.85129    ,  31.41852    , 0.5672312    ,  1.820083    ,  31.16513    ,  56.31308    ,  56.02121    , 0.6939688    ,  1.232340    ,  1.238761    
         0.067,              ,  0.000000    , 0.2551665    ,  44.47688    ,  0.000000    ,  44.47688    , 0.2551665    ,  44.22171    ,  44.74372    , 0.5220073    ,  1.166965    ,  44.73204    ,  101.0568    ,  100.7533    ,  1.215976    ,  1.203260    ,  1.206885    
         0.083,              ,  0.000000    , 0.2091524    ,  57.56818    ,  0.000000    ,  57.56818    , 0.2091524    ,  57.35903    ,  57.84227    , 0.4832401    , 0.8363835    ,  57.77733    ,  158.8991    ,  158.5306    ,  1.699216    ,  1.069368    ,  1.071854    
         0.100,              ,  0.000000    , 0.1418244    ,  83.77033    ,  0.000000    ,  83.77033    , 0.1418244    ,  83.62851    ,  84.49477    , 0.8662608    ,  1.032342    ,  83.91215    ,  243.3938    ,  242.4427    ,  2.565477    ,  1.054044    ,  1.058178    
         0.117,              ,  0.000000    , 0.1051812    ,  117.8136    ,  0.000000    ,  117.8136    , 0.1051812    ,  117.7085    ,  118.4112    , 0.7027293    , 0.5959433    ,  117.9188    ,  361.8050    ,  360.3616    ,  3.268206    , 0.9033059    , 0.9069241    
         0.133,              ,  0.000000    , 0.8348598E-01,  150.7682    ,  0.000000    ,  150.7682    , 0.8348598E-01,  150.6848    ,  151.7838    ,  1.099089    , 0.7285890    ,  150.8517    ,  513.5889    ,  511.2133    ,  4.367295    , 0.8503485    , 0.8543001    
         0.150,              ,  0.000000    , 0.6884242E-01,  184.4618    ,  0.000000    ,  184.4618    , 0.6884242E-01,  184.3929    ,  185.3063    , 0.9133943    , 0.4949825    ,  184.5306    ,  698.8952    ,  695.7439    ,  5.280690    , 0.7555767    , 0.7589990    
         0.167,              ,  0.000000    , 0.5803529E-01,  218.4898    ,  0.000000    ,  218.4898    , 0.5803529E-01,  218.4318    ,  218.7914    , 0.3595865    , 0.1645345    ,  218.5478    ,  917.6866    ,  914.2918    ,  5.640276    , 0.6146190    , 0.6169011    
         0.183,              ,  0.000000    , 0.4998459E-01,  249.4226    ,  0.000000    ,  249.4226    , 0.4998459E-01,  249.3726    ,  247.9875    , -1.385115    ,-0.5552171    ,  249.4726    ,  1165.674    ,  1163.764    ,  4.255162    , 0.3650387    , 0.3656377    
         0.200,              ,  0.000000    , 0.4351148E-01,  265.1279    ,  0.000000    ,  265.1279    , 0.4351148E-01,  265.0844    ,  267.3282    ,  2.243798    , 0.8461689    ,  265.1714    ,  1433.002    ,  1428.936    ,  6.498960    , 0.4535206    , 0.4548112    
         0.217,              ,  0.000000    , 0.3823148E-01,  287.0921    ,  0.000000    ,  287.0921    , 0.3823148E-01,  287.0539    ,  287.0852    , 0.3133666E-01, 0.1091374E-01,  287.1304    ,  1720.088    ,  1716.066    ,  6.530296    , 0.3796491    , 0.3805387    
