"Time (h) ","All 1D Domains:","H V In      ","H V Out     ","Q V In      ","Q V Out     ","QR V In     ","QR V Out    ","X1DH V In   ","X1DH V Out  ","X1DQ V In   ","X1DQ V Out  ","SX2D V In   ","SX2D V Out  ","HX2D V In   ","HX2D V Out  ","Q2D V In    ","Q2D V Out   ","Vol In-Out  ","dVol        ","Vol Err     ","Q ME (%)    ","Total Vol   ","Cum Vol I+O ","Cum Vol Err ","Cum ME (%)  ","Cum Q ME (%)"
         0.000,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    
         0.017,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    , 0.2308563E-01,  5.079493    ,  0.000000    ,  5.056407    ,  5.053956    ,-0.2451337E-02,-0.4804115E-01,  5.053956    ,  5.102578    ,-0.2451337E-02,-0.4804115E-01,-0.4804115E-01
         0.033,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  1.235929    ,  15.23246    ,  0.000000    ,  13.99653    ,  13.99494    ,-0.1588273E-02,-0.9644378E-02,  19.04889    ,  21.57096    ,-0.4039611E-02,-0.1872708E-01,-0.1872708E-01
         0.050,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  6.577425    ,  25.38321    ,  0.000000    ,  18.80579    ,  18.80317    ,-0.2610624E-02,-0.8168248E-02,  37.85207    ,  53.53160    ,-0.6650234E-02,-0.1242301E-01,-0.1242301E-01
         0.067,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    , 0.6014841    , 0.6014841    ,  0.000000    ,  16.77616    ,  36.60188    ,  0.000000    ,  19.82571    ,  19.82651    , 0.7942840E-03, 0.1455239E-02,  57.67858    ,  108.1126    ,-0.5855950E-02,-0.5416529E-02,-0.5416529E-02
         0.083,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  1.090538    ,  1.090538    ,  0.000000    ,  28.82323    ,  47.36830    ,  0.000000    ,  18.54507    ,  18.54889    , 0.3813311E-02, 0.4865617E-02,  76.22746    ,  186.4852    ,-0.2042639E-02,-0.1095336E-02,-0.1095336E-02
         0.100,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  1.505666    ,  1.505666    ,  0.000000    ,  44.18225    ,  68.77033    ,  0.000000    ,  24.58808    ,  24.58928    , 0.1197353E-02, 0.1032522E-02,  100.8167    ,  302.4491    ,-0.8452858E-03,-0.2794803E-03,-0.2794803E-03
         0.117,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  2.078879    ,  2.078879    ,  0.000000    ,  67.93751    ,  96.81365    ,  0.000000    ,  28.87614    ,  28.87350    ,-0.2631456E-02,-0.1557914E-02,  129.6902    ,  471.3580    ,-0.3476741E-02,-0.7376010E-03,-0.7376010E-03
         0.133,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  2.627737    ,  2.627737    ,  0.000000    ,  95.29871    ,  123.7682    ,  0.000000    ,  28.46953    ,  28.47272    , 0.3190100E-02, 0.1422105E-02,  158.1630    ,  695.6805    ,-0.2866413E-03,-0.4120301E-04,-0.4120301E-04
         0.150,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  3.191975    ,  3.191975    ,  0.000000    ,  123.9540    ,  151.4618    ,  0.000000    ,  27.50777    ,  27.50604    ,-0.1723349E-02,-0.6115510E-03,  185.6690    ,  977.4802    ,-0.2009990E-02,-0.2056298E-03,-0.2056298E-03
