"EG14_003 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG14_003.tcf]","Time(h)","Entry LC FC01.1_R [EG14_003]","Additional LC FC01.1_R [EG14_003]","Exit LC FC01.1_R [EG14_003]","Entry LC FC01.2_R [EG14_003]","Additional LC FC01.2_R [EG14_003]","Exit LC FC01.2_R [EG14_003]","Entry LC FC04.1_C [EG14_003]","Additional LC FC04.1_C [EG14_003]","Exit LC FC04.1_C [EG14_003]","Entry LC Pipe0 [EG14_003]","Additional LC Pipe0 [EG14_003]","Exit LC Pipe0 [EG14_003]","Entry LC Pipe1 [EG14_003]","Additional LC Pipe1 [EG14_003]","Exit LC Pipe1 [EG14_003]","Entry LC Pipe10 [EG14_003]","Additional LC Pipe10 [EG14_003]","Exit LC Pipe10 [EG14_003]","Entry LC Pipe11 [EG14_003]","Additional LC Pipe11 [EG14_003]","Exit LC Pipe11 [EG14_003]","Entry LC Pipe12 [EG14_003]","Additional LC Pipe12 [EG14_003]","Exit LC Pipe12 [EG14_003]","Entry LC Pipe13 [EG14_003]","Additional LC Pipe13 [EG14_003]","Exit LC Pipe13 [EG14_003]","Entry LC Pipe14 [EG14_003]","Additional LC Pipe14 [EG14_003]","Exit LC Pipe14 [EG14_003]","Entry LC Pipe15 [EG14_003]","Additional LC Pipe15 [EG14_003]","Exit LC Pipe15 [EG14_003]","Entry LC Pipe16 [EG14_003]","Additional LC Pipe16 [EG14_003]","Exit LC Pipe16 [EG14_003]","Entry LC Pipe17 [EG14_003]","Additional LC Pipe17 [EG14_003]","Exit LC Pipe17 [EG14_003]","Entry LC Pipe19 [EG14_003]","Additional LC Pipe19 [EG14_003]","Exit LC Pipe19 [EG14_003]","Entry LC Pipe2 [EG14_003]","Additional LC Pipe2 [EG14_003]","Exit LC Pipe2 [EG14_003]","Entry LC Pipe3 [EG14_003]","Additional LC Pipe3 [EG14_003]","Exit LC Pipe3 [EG14_003]","Entry LC Pipe4 [EG14_003]","Additional LC Pipe4 [EG14_003]","Exit LC Pipe4 [EG14_003]","Entry LC Pipe5 [EG14_003]","Additional LC Pipe5 [EG14_003]","Exit LC Pipe5 [EG14_003]","Entry LC Pipe6 [EG14_003]","Additional LC Pipe6 [EG14_003]","Exit LC Pipe6 [EG14_003]","Entry LC Pipe7 [EG14_003]","Additional LC Pipe7 [EG14_003]","Exit LC Pipe7 [EG14_003]","Entry LC Pipe8 [EG14_003]","Additional LC Pipe8 [EG14_003]","Exit LC Pipe8 [EG14_003]","Entry LC Pipe9 [EG14_003]","Additional LC Pipe9 [EG14_003]","Exit LC Pipe9 [EG14_003]","LC Pit1 [EG14_003]","LC Pit10 [EG14_003]","LC Pit11 [EG14_003]","LC Pit12 [EG14_003]","LC Pit13 [EG14_003]","LC Pit14 [EG14_003]","LC Pit15 [EG14_003]","LC Pit16 [EG14_003]","LC Pit17 [EG14_003]","LC Pit18 [EG14_003]","LC Pit19 [EG14_003]","LC Pit2 [EG14_003]","LC Pit3 [EG14_003]","LC Pit4 [EG14_003]","LC Pit5 [EG14_003]","LC Pit6 [EG14_003]","LC Pit7 [EG14_003]","LC Pit8 [EG14_003]","LC Pit9 [EG14_003]"
     136,          2.250000,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.25,0.00,0.00,0.08,0.00,0.11,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.23,0.08,0.31,0.16,0.00,1.00,0.50,0.00,1.00,0.09,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.24,0.00,0.00,0.23,0.08,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     137,          2.266667,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.25,0.00,0.00,0.08,0.00,0.11,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.23,0.07,0.31,0.16,0.00,1.00,0.50,0.00,1.00,0.08,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.24,0.00,0.00,0.23,0.08,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     138,          2.283334,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.25,0.00,0.00,0.08,0.00,0.10,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.23,0.07,0.31,0.17,0.00,1.00,0.50,0.00,1.00,0.09,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.24,0.00,0.00,0.23,0.08,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     139,          2.300000,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.25,0.00,0.00,0.08,0.00,0.10,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.23,0.07,0.31,0.17,0.00,1.00,0.50,0.00,1.00,0.10,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.24,0.00,0.00,0.23,0.08,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     140,          2.316667,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.25,0.00,0.00,0.08,0.00,0.10,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.23,0.07,0.31,0.17,0.00,1.00,0.50,0.00,1.00,0.10,0.00,0.00,0.03,0.00,0.00,0.50,0.00,1.00,0.50,0.00,0.00,0.24,0.00,0.00,0.23,0.08,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     141,          2.333333,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.25,0.00,0.00,0.08,0.00,0.10,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.23,0.07,0.31,0.17,0.00,1.00,0.50,0.00,1.00,0.09,0.00,0.00,0.03,0.00,0.00,0.50,0.00,1.00,0.50,0.00,0.00,0.24,0.00,0.00,0.23,0.08,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     142,          2.350000,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.25,0.00,0.00,0.08,0.00,0.09,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.24,0.07,0.30,0.17,0.00,1.00,0.50,0.00,1.00,0.10,0.00,0.00,0.03,0.00,0.00,0.50,0.00,1.00,0.50,0.00,0.00,0.24,0.00,0.00,0.23,0.08,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     143,          2.366667,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.25,0.00,0.00,0.07,0.00,0.08,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.24,0.07,0.30,0.17,0.00,1.00,0.50,0.00,1.00,0.10,0.00,0.00,0.02,0.00,0.00,0.50,0.00,1.00,0.50,0.00,0.00,0.24,0.00,0.00,0.23,0.07,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     144,          2.383333,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.25,0.00,0.00,0.07,0.00,0.08,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.24,0.06,0.30,0.17,0.00,1.00,0.50,0.00,1.00,0.10,0.00,0.00,0.02,0.00,0.00,0.50,0.00,1.00,0.50,0.00,0.00,0.24,0.00,0.00,0.23,0.07,0.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     145,          2.400000,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.07,0.00,0.07,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.24,0.06,0.30,0.17,0.00,1.00,0.50,0.00,1.00,0.09,0.00,0.00,0.02,0.00,0.00,0.50,0.00,1.00,0.50,0.00,0.00,0.24,0.00,0.00,0.23,0.07,0.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     146,          2.416667,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.07,0.00,0.07,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.24,0.06,0.29,0.17,0.00,1.00,0.50,0.00,1.00,0.10,0.00,0.00,0.02,0.00,0.00,0.50,0.00,1.00,0.50,0.00,0.00,0.24,0.00,0.00,0.23,0.07,0.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     147,          2.433333,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.07,0.00,0.06,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.24,0.06,0.29,0.17,0.00,1.00,0.50,0.00,1.00,0.11,0.00,0.00,0.01,0.00,0.00,0.50,0.00,1.00,0.50,0.00,0.00,0.24,0.00,0.00,0.23,0.07,0.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     148,          2.450000,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.06,0.00,0.06,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.24,0.06,0.29,0.17,0.00,1.00,0.50,0.00,1.00,0.11,0.00,0.00,0.01,0.00,0.00,0.50,0.00,1.00,0.50,0.00,0.00,0.24,0.00,0.00,0.23,0.07,0.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     149,          2.466667,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.06,0.00,0.05,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.24,0.06,0.29,0.17,0.00,1.00,0.50,0.00,1.00,0.11,0.00,0.00,0.01,0.00,0.00,0.50,0.00,1.00,0.50,0.00,0.00,0.24,0.00,0.00,0.23,0.07,0.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     150,          2.483333,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.06,0.00,0.05,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.24,0.06,0.29,0.17,0.00,1.00,0.50,0.00,1.00,0.10,0.00,0.00,0.01,0.00,0.00,0.50,0.00,1.00,0.50,0.00,0.00,0.24,0.00,0.00,0.23,0.07,0.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     151,          2.500000,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.06,0.00,0.04,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.24,0.06,0.29,0.18,0.00,1.00,0.50,0.00,1.00,0.11,0.00,0.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,0.00,0.24,0.00,0.00,0.23,0.07,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     152,          2.516667,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.05,0.00,0.04,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.24,0.05,0.29,0.18,0.00,1.00,0.50,0.00,1.00,0.12,0.00,0.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,0.00,0.24,0.00,0.00,0.23,0.07,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     153,          2.533334,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.06,0.00,0.04,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.24,0.05,0.29,0.18,0.00,1.00,0.50,0.00,1.00,0.11,0.00,0.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,0.00,0.24,0.00,0.00,0.23,0.07,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     154,          2.550000,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.05,0.00,0.04,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.24,0.05,0.29,0.18,0.00,1.00,0.50,0.00,1.00,0.10,0.00,0.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,0.00,0.24,0.00,0.00,0.23,0.06,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     155,          2.566667,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.05,0.00,0.03,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.24,0.05,0.28,0.18,0.00,1.00,0.50,0.00,1.00,0.11,0.00,0.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,0.00,0.24,0.00,0.00,0.23,0.06,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     156,          2.583333,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.04,0.00,0.02,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.24,0.05,0.28,0.18,0.00,1.00,0.50,0.00,1.00,0.12,0.00,0.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,0.00,0.24,0.00,0.00,0.23,0.06,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     157,          2.600000,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.05,0.00,0.02,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.24,0.05,0.28,0.18,0.00,1.00,0.50,0.00,1.00,0.11,0.00,0.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,0.00,0.24,0.00,0.00,0.23,0.06,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     158,          2.616667,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.04,0.00,0.02,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.24,0.05,0.28,0.18,0.00,1.00,0.50,0.00,1.00,0.11,0.00,0.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,0.00,0.24,0.00,0.00,0.23,0.06,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     159,          2.633333,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.04,0.00,0.02,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.24,0.05,0.27,0.18,0.00,1.00,0.50,0.00,1.00,0.10,0.00,0.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,0.00,0.24,0.00,0.00,0.23,0.06,0.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     160,          2.650000,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.03,0.00,0.01,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.24,0.05,0.27,0.18,0.00,1.00,0.50,0.00,1.00,0.11,0.00,0.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,0.00,0.24,0.00,0.00,0.23,0.06,0.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     161,          2.666667,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.03,0.00,0.01,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.24,0.05,0.27,0.18,0.00,1.00,0.50,0.00,1.00,0.11,0.00,0.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,0.00,0.24,0.00,0.00,0.23,0.06,0.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     162,          2.683333,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.03,0.00,0.01,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.24,0.05,0.27,0.18,0.00,1.00,0.50,0.00,1.00,0.11,0.00,0.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,0.00,0.24,0.00,0.00,0.23,0.06,0.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     163,          2.700000,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.03,0.00,0.01,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.24,0.04,0.26,0.18,0.00,1.00,0.50,0.00,1.00,0.11,0.00,0.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,0.00,0.24,0.00,0.00,0.23,0.06,0.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     164,          2.716667,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.02,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.24,0.04,0.26,0.18,0.00,1.00,0.50,0.00,1.00,0.12,0.00,0.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,0.00,0.25,0.00,0.00,0.23,0.06,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     165,          2.733334,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.02,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.24,0.04,0.26,0.19,0.00,1.00,0.50,0.00,1.00,0.12,0.00,0.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,0.00,0.25,0.00,0.00,0.23,0.05,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     166,          2.750000,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.03,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.24,0.04,0.26,0.18,0.00,1.00,0.50,0.00,1.00,0.12,0.00,0.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,0.00,0.25,0.00,0.00,0.23,0.05,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     167,          2.766667,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.03,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.24,0.04,0.25,0.18,0.00,1.00,0.50,0.00,1.00,0.11,0.00,0.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,0.00,0.25,0.00,0.00,0.23,0.05,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     168,          2.783334,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.02,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.24,0.04,0.25,0.19,0.00,1.00,0.50,0.00,1.00,0.12,0.00,0.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,0.00,0.25,0.00,0.00,0.23,0.05,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     169,          2.800000,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.01,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.24,0.04,0.25,0.19,0.00,1.00,0.50,0.00,1.00,0.12,0.00,0.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,0.00,0.25,0.00,0.00,0.23,0.05,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     170,          2.816667,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.02,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.24,0.04,0.25,0.19,0.00,1.00,0.50,0.00,1.00,0.13,0.00,0.00,0.00,0.00,0.00,0.50,0.00,1.00,0.50,0.00,0.00,0.25,0.00,0.00,0.23,0.05,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
