"EG14_002 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG14_002.tcf]","Time (h)","H ds1.1 [EG14_002]","H ds1.2 [EG14_002]","H ds2.2 [EG14_002]","H ds3.2 [EG14_002]","H ds4.2 [EG14_002]","H ds5.2 [EG14_002]","H ds_weir.2 [EG14_002]","H FC01.01.1 [EG14_002]","H FC01.02.1 [EG14_002]","H FC01.03.1 [EG14_002]","H FC01.04.1 [EG14_002]","H FC01.05.1 [EG14_002]","H FC01.06.1 [EG14_002]","H FC01.07.1 [EG14_002]","H FC01.08.1 [EG14_002]","H FC01.09.1 [EG14_002]","H FC01.12.1 [EG14_002]","H FC01.12.2 [EG14_002]","H FC01.13.1 [EG14_002]","H FC01.14.1 [EG14_002]","H FC01.15.1 [EG14_002]","H FC01.16.1 [EG14_002]","H FC01.17.1 [EG14_002]","H FC01.18.1 [EG14_002]","H FC01.19.1 [EG14_002]","H FC01.1_R.1 [EG14_002]","H FC01.1_R.2 [EG14_002]","H FC01.20.1 [EG14_002]","H FC01.21.1 [EG14_002]","H FC01.22.1 [EG14_002]","H FC01.23.1 [EG14_002]","H FC01.24.1 [EG14_002]","H FC01.25.1 [EG14_002]","H FC01.26.1 [EG14_002]","H FC01.27.1 [EG14_002]","H FC01.28A.1 [EG14_002]","H FC01.28B.1 [EG14_002]","H FC01.29.1 [EG14_002]","H FC01.30.1 [EG14_002]","H FC01.31.1 [EG14_002]","H FC01.32.1 [EG14_002]","H FC01.33.1 [EG14_002]","H FC01.36.1 [EG14_002]","H FC01.37.1 [EG14_002]","H FC01.38.1 [EG14_002]","H FC01.39.1 [EG14_002]","H FC01.40.1 [EG14_002]","H FC02.01.1 [EG14_002]","H FC02.02.1 [EG14_002]","H FC02.03.1 [EG14_002]","H FC02.04.1 [EG14_002]","H FC02.05.1 [EG14_002]","H FC02.06.1 [EG14_002]"
       1,          0.000000,     35.9490,     35.8890,     35.3190,     34.2913,     33.1880,     31.2590,     32.5790,     36.0554,     36.0830,     36.1293,     36.2014,     36.2881,     36.3911,     36.4178,     36.7786,     37.4611,     38.4612,     37.6109,     38.8563,     38.8967,     38.9375,     39.0113,     39.0649,     39.0990,     39.2449,     44.1649,     43.9389,     39.5198,     39.1990,     39.8117,     39.8650,     40.2802,     40.6151,     41.0203,     41.1718,     41.5372,     41.8280,     42.2731,     42.5848,     42.8545,     43.0312,     43.6368,     44.3068,     44.6057,     45.0163,     45.9790,     48.5390,     39.9741,     40.3990,     40.7690,     40.4990,     40.4990,     43.6390
       2,          0.016667,     35.9490,     35.8890,     35.3190,     34.2913,     33.1880,     31.2590,     32.5790,     36.0554,     36.0830,     36.1293,     36.2014,     36.2881,     36.3911,     36.4178,     36.7787,     37.4642,     38.4952,     37.6538,     38.8873,     38.9338,     38.9674,     39.0419,     39.1029,     39.1484,     39.2851,     44.3664,     43.9970,     39.5500,     39.2445,     39.8602,     39.9271,     40.3413,     40.6651,     41.0795,     41.2318,     41.5884,     41.8789,     42.3227,     42.6319,     42.9099,     43.1020,     43.7327,     44.4397,     44.7057,     45.0882,     45.9790,     48.5390,     40.0235,     40.4430,     40.8355,     40.5277,     40.5257,     43.6982
       3,          0.033333,     35.9490,     35.8890,     35.3190,     34.2913,     33.1880,     31.2590,     32.5790,     36.0554,     36.0830,     36.1293,     36.2014,     36.2881,     36.3917,     36.4212,     36.8037,     37.5216,     38.5310,     37.6753,     38.9159,     38.9681,     38.9999,     39.0727,     39.1419,     39.1992,     39.3228,     44.5939,     44.0041,     39.5685,     39.3275,     39.8930,     40.0075,     40.3938,     40.7173,     41.1414,     41.2906,     41.6387,     41.9320,     42.3772,     42.6867,     42.9634,     43.1180,     43.8649,     44.5831,     44.8077,     45.1534,     45.9790,     48.5390,     40.0935,     40.5190,     40.8970,     40.5863,     40.5847,     43.7407
       4,          0.050000,     35.9490,     35.8890,     35.3190,     34.2913,     33.1880,     31.2590,     32.5790,     36.0554,     36.0830,     36.1293,     36.2014,     36.2885,     36.3935,     36.4419,     36.8484,     37.5633,     38.5655,     37.6885,     38.9426,     39.0020,     39.0337,     39.1029,     39.1857,     39.2468,     39.3541,     44.7204,     44.1375,     39.5593,     39.4441,     39.8916,     40.1048,     40.4233,     40.7781,     41.1998,     41.3504,     41.6904,     41.9861,     42.4400,     42.7381,     43.0030,     43.1330,     44.0406,     44.7732,     44.9197,     45.2089,     45.9790,     48.5390,     40.1678,     40.5865,     40.9216,     40.6570,     40.6597,     43.7487
       5,          0.066667,     35.9490,     35.8890,     35.3190,     34.2913,     33.1880,     31.2590,     32.5790,     36.0554,     36.0830,     36.1293,     36.2014,     36.2901,     36.4087,     36.4933,     36.8901,     37.5992,     38.6013,     37.7022,     38.9688,     39.0397,     39.0702,     39.1384,     39.2361,     39.2897,     39.3761,     44.8139,     44.3767,     39.5661,     39.5763,     39.8765,     40.2125,     40.4403,     40.8584,     41.2492,     41.4161,     41.7522,     42.0557,     42.5220,     42.7885,     43.0357,     43.1507,     44.3628,     44.9275,     45.0378,     45.2579,     45.9790,     48.5390,     40.2423,     40.6292,     40.9369,     40.7386,     40.7368,     43.7220
       6,          0.083333,     35.9490,     35.8890,     35.3190,     34.2913,     33.1880,     31.2590,     32.5790,     36.0554,     36.0830,     36.1293,     36.2034,     36.3009,     36.4636,     36.5603,     36.9112,     37.6379,     38.6397,     37.7171,     38.9987,     39.0823,     39.1161,     39.1852,     39.2882,     39.3303,     39.4026,     44.8897,     44.6972,     39.6691,     39.6885,     39.9147,     40.3086,     40.4787,     40.9416,     41.2909,     41.4883,     41.8308,     42.1422,     42.6073,     42.8313,     43.0633,     43.1692,     44.6803,     45.0611,     45.1594,     45.3088,     45.9790,     48.5390,     40.3243,     40.6491,     40.9573,     40.8079,     40.8086,     43.7426
       7,          0.100000,     35.9490,     35.8890,     35.3190,     34.2913,     33.1880,     31.2590,     32.5790,     36.0554,     36.0831,     36.1313,     36.2085,     36.3491,     36.5420,     36.5998,     36.9184,     37.6874,     38.6767,     37.7310,     39.0296,     39.1251,     39.1682,     39.2390,     39.3411,     39.3752,     39.4443,     44.9480,     44.9184,     39.7799,     39.8058,     39.9672,     40.3804,     40.5353,     41.0096,     41.3403,     41.5634,     41.9221,     42.2301,     42.6732,     42.8709,     43.1373,     43.3997,     44.8967,     45.1651,     45.2629,     45.3589,     45.9790,     48.5390,     40.3956,     40.6512,     40.9718,     40.8750,     40.8736,     43.7727
       8,          0.116667,     35.9490,     35.8890,     35.3190,     34.2913,     33.1880,     31.2590,     32.5790,     36.0554,     36.0848,     36.1327,     36.2367,     36.4174,     36.5922,     36.6294,     36.9309,     37.7389,     38.7104,     37.7477,     39.0603,     39.1684,     39.2234,     39.2983,     39.4006,     39.4353,     39.5041,     45.0054,     44.9959,     39.8954,     39.9206,     40.0307,     40.4279,     40.5900,     41.0627,     41.4008,     41.6346,     42.0111,     42.3167,     42.8032,     43.1215,     43.4844,     43.6658,     44.9672,     45.2396,     45.3376,     45.4077,     45.9790,     48.5390,     40.4445,     40.6486,     40.9836,     40.9336,     40.9340,     43.7999
       9,          0.133333,     35.9490,     35.8890,     35.3190,     34.2913,     33.1880,     31.2590,     32.5790,     36.0568,     36.0859,     36.1451,     36.2871,     36.4735,     36.6325,     36.6669,     36.9475,     37.7859,     38.7313,     37.7925,     39.0950,     39.2146,     39.2831,     39.3693,     39.4866,     39.5203,     39.5801,     45.0381,     45.0284,     39.9976,     40.0226,     40.0989,     40.4605,     40.6408,     41.1170,     41.4712,     41.7240,     42.1598,     42.5404,     43.1147,     43.3622,     43.6267,     43.7803,     44.9942,     45.2960,     45.3948,     45.4552,     45.9790,     48.5390,     40.4763,     40.6515,     40.9931,     40.9924,     40.9934,     43.8087
      10,          0.150000,     35.9503,     35.8890,     35.3190,     34.2913,     33.1880,     31.2590,     32.5790,     36.0576,     36.0976,     36.1741,     36.3428,     36.5289,     36.6759,     36.7088,     36.9730,     37.8373,     38.7389,     37.8426,     39.1386,     39.2681,     39.3552,     39.4631,     39.5973,     39.6250,     39.6674,     45.0600,     45.0500,     40.0793,     40.1063,     40.1691,     40.4954,     40.7113,     41.2144,     41.6193,     41.9107,     42.4163,     42.7822,     43.2924,     43.4962,     43.7160,     43.8532,     45.0107,     45.3400,     45.4420,     45.4996,     45.9790,     48.5390,     40.5053,     40.6585,     40.9997,     41.0516,     41.0520,     43.8131
      11,          0.166667,     35.9510,     35.8900,     35.3190,     34.2913,     33.1880,     31.2590,     32.5790,     36.0663,     36.1242,     36.2143,     36.3986,     36.5879,     36.7255,     36.7571,     37.0044,     37.8863,     38.7458,     37.8909,     39.1966,     39.3378,     39.4481,     39.5773,     39.7162,     39.7393,     39.7694,     45.0836,     45.0670,     40.1536,     40.1861,     40.2514,     40.5684,     40.8416,     41.3711,     41.7859,     42.0765,     42.5865,     42.9254,     43.3959,     43.5846,     43.7842,     43.9109,     45.0233,     45.3779,     45.4829,     45.5396,     45.9790,     48.5390,     40.5677,     40.6677,     41.0047,     41.1102,     41.1101,     43.8169
      12,          0.183333,     35.9548,     35.8911,     35.3190,     34.2913,     33.1880,     31.2590,     32.5790,     36.0944,     36.1648,     36.2544,     36.4660,     36.6511,     36.7818,     36.8120,     37.0410,     37.9340,     38.7660,     37.9384,     39.2739,     39.4274,     39.5595,     39.7025,     39.8432,     39.8641,     39.8883,     45.1054,     45.0815,     40.2464,     40.2835,     40.3507,     40.6577,     40.9418,     41.4753,     41.8842,     42.1726,     42.6853,     43.0162,     43.4685,     43.6492,     43.8376,     43.9578,     45.0340,     45.4105,     45.5181,     45.5745,     45.9790,     48.5390,     40.6589,     40.6975,     41.0014,     41.1679,     41.1675,     43.8196
      13,          0.200000,     35.9752,     35.8926,     35.3190,     34.2913,     33.1880,     31.2590,     32.5790,     36.1477,     36.2100,     36.2978,     36.5430,     36.7200,     36.8448,     36.8735,     37.0853,     37.9908,     38.8077,     37.9951,     39.3689,     39.5336,     39.6847,     39.8395,     39.9825,     40.0017,     40.0215,     45.1238,     45.0937,     40.3456,     40.3831,     40.4436,     40.7223,     40.9993,     41.5349,     41.9443,     42.2331,     42.7503,     43.0789,     43.5227,     43.6989,     43.8802,     43.9958,     45.0428,     45.4374,     45.5472,     45.6036,     45.9790,     48.5390,     40.7240,     40.7476,     40.9871,     41.2247,     41.2243,     43.8216
      14,          0.216667,     36.0198,     35.9028,     35.3194,     34.2913,     33.1880,     31.2590,     32.5790,     36.2281,     36.2633,     36.3502,     36.6232,     36.7968,     36.9186,     36.9469,     37.1465,     38.0710,     38.8675,     38.0748,     39.4774,     39.6531,     39.8200,     39.9826,     40.1210,     40.1380,     40.1538,     45.1399,     45.1043,     40.4309,     40.4667,     40.5200,     40.7690,     41.0377,     41.5741,     41.9858,     42.2759,     42.7975,     43.1258,     43.5653,     43.7387,     43.9154,     44.0279,     45.0504,     45.4604,     45.5720,     45.6284,     45.9790,     48.5390,     40.7708,     40.7893,     40.9776,     41.2808,     41.2806,     43.8235
      15,          0.233333,     36.0964,     35.9432,     35.3238,     34.2928,     33.1880,     31.2590,     32.5790,     36.3208,     36.3416,     36.4106,     36.7077,     36.8889,     37.0141,     37.0435,     37.2373,     38.1752,     38.9375,     38.1797,     39.5924,     39.7751,     39.9511,     40.1144,     40.2439,     40.2589,     40.2717,     45.1543,     45.1139,     40.5031,     40.5361,     40.5833,     40.8068,     41.0669,     41.6032,     42.0173,     42.3089,     42.8346,     43.1633,     43.6005,     43.7720,     43.9456,     44.0558,     45.0572,     45.4807,     45.5937,     45.6498,     45.9790,     48.5390,     40.8085,     40.8237,     40.9753,     41.3365,     41.3365,     43.8253
      16,          0.250000,     36.1836,     36.0153,     35.3495,     34.2940,     33.1899,     31.2590,     32.5790,     36.4191,     36.4366,     36.4915,     36.8087,     37.0093,     37.1419,     37.1721,     37.3569,     38.2912,     39.0059,     38.2954,     39.6987,     39.8843,     40.0642,     40.2255,     40.3467,     40.3602,     40.3711,     45.1675,     45.1226,     40.5674,     40.5975,     40.6393,     40.8403,     41.0912,     41.6265,     42.0430,     42.3360,     42.8653,     43.1947,     43.6307,     43.8009,     43.9723,     44.0806,     45.0633,     45.4987,     45.6128,     45.6687,     45.9790,     48.5390,     40.8418,     40.8544,     40.9778,     41.3916,     41.3920,     43.8271
      17,          0.266667,     36.2843,     36.0889,     35.4090,     34.3088,     33.1900,     31.2612,     32.5790,     36.5341,     36.5519,     36.6022,     36.9414,     37.1641,     37.2988,     37.3274,     37.4923,     38.3931,     39.0679,     38.3977,     39.7859,     39.9739,     40.1563,     40.3160,     40.4315,     40.4441,     40.4538,     45.1780,     45.1299,     40.6255,     40.6531,     40.6905,     40.8715,     41.1127,     41.6457,     42.0643,     42.3587,     42.8913,     43.2214,     43.6567,     43.8259,     43.9952,     44.1019,     45.0684,     45.5136,     45.6289,     45.6848,     45.9790,     48.5390,     40.8728,     40.8832,     40.9824,     41.4464,     41.4469,     43.8282
      18,          0.283333,     36.4229,     36.1552,     35.4984,     34.3549,     33.1932,     31.2623,     32.5790,     36.6786,     36.6970,     36.7444,     37.1002,     37.3352,     37.4632,     37.4885,     37.6272,     38.4710,     39.1222,     38.4763,     39.8533,     40.0447,     40.2298,     40.3892,     40.5012,     40.5133,     40.5222,     45.1863,     45.1354,     40.6771,     40.7028,     40.7367,     40.9009,     41.1320,     41.6616,     42.0820,     42.3775,     42.9128,     43.2436,     43.6780,     43.8462,     44.0137,     44.1190,     45.0724,     45.5255,     45.6417,     45.6978,     45.9790,     48.5390,     40.9021,     40.9107,     40.9898,     41.5005,     41.5006,     43.8289
      19,          0.300000,     36.5862,     36.2522,     35.5863,     34.4460,     33.2092,     31.2634,     32.5790,     36.8447,     36.8629,     36.9056,     37.2575,     37.4973,     37.6169,     37.6390,     37.7538,     38.5307,     39.1672,     38.5347,     39.9048,     40.1006,     40.2888,     40.4489,     40.5588,     40.5706,     40.5790,     45.1933,     45.1401,     40.7223,     40.7465,     40.7778,     40.9285,     41.1496,     41.6747,     42.0965,     42.3930,     42.9303,     43.2616,     43.6953,     43.8626,     44.0288,     44.1330,     45.0757,     45.5353,     45.6523,     45.7085,     45.9790,     48.5390,     40.9297,     40.9371,     41.0002,     41.5536,     41.5533,     43.8296
      20,          0.316667,     36.7417,     36.3822,     35.6827,     34.5572,     33.2465,     31.2683,     32.5790,     37.0069,     37.0247,     37.0631,     37.3981,     37.6383,     37.7511,     37.7708,     37.8676,     38.5768,     39.2024,     38.5815,     39.9450,     40.1450,     40.3364,     40.4979,     40.6067,     40.6183,     40.6264,     45.1993,     45.1441,     40.7616,     40.7847,     40.8140,     40.9539,     41.1655,     41.6854,     42.1084,     42.4056,     42.9446,     43.2763,     43.7096,     43.8763,     44.0415,     44.1448,     45.0785,     45.5436,     45.6612,     45.7174,     45.9790,     48.5390,     40.9551,     40.9617,     41.0127,     41.6055,     41.6054,     43.8302
      21,          0.333333,     36.8749,     36.5173,     35.8030,     34.6806,     33.3077,     31.2860,     32.5790,     37.1472,     37.1648,     37.2006,     37.5183,     37.7565,     37.8640,     37.8820,     37.9665,     38.6157,     39.2318,     38.6206,     39.9784,     40.1815,     40.3756,     40.5384,     40.6467,     40.6581,     40.6660,     45.2047,     45.1477,     40.7954,     40.8176,     40.8454,     40.9769,     41.1800,     41.6945,     42.1184,     42.4162,     42.9567,     43.2888,     43.7218,     43.8882,     44.0525,     44.1552,     45.0810,     45.5508,     45.6689,     45.7251,     45.9790,     48.5390,     40.9781,     40.9842,     41.0262,     41.6565,     41.6568,     43.8309
      22,          0.350000,     36.9851,     36.6219,     35.9424,     34.8408,     33.3825,     31.3251,     32.5790,     37.2617,     37.2794,     37.3136,     37.6187,     37.8544,     37.9583,     37.9751,     38.0512,     38.6510,     39.2562,     38.6559,     40.0074,     40.2120,     40.4081,     40.5722,     40.6801,     40.6914,     40.6992,     45.2085,     45.1504,     40.8241,     40.8458,     40.8723,     40.9971,     41.1927,     41.7020,     42.1266,     42.4250,     42.9667,     43.2992,     43.7320,     43.8980,     44.0614,     44.1635,     45.0829,     45.5563,     45.6750,     45.7313,     45.9790,     48.5390,     40.9983,     41.0040,     41.0391,     41.7072,     41.7071,     43.8311
      23,          0.366667,     37.0720,     36.7004,     36.0586,     35.0532,     33.4720,     31.3964,     32.5790,     37.3533,     37.3710,     37.4044,     37.7014,     37.9352,     38.0365,     38.0527,     38.1230,     38.6845,     39.2770,     38.6894,     40.0318,     40.2376,     40.4353,     40.6003,     40.7079,     40.7191,     40.7268,     45.2109,     45.1521,     40.8483,     40.8694,     40.8951,     41.0145,     41.2037,     41.7080,     42.1332,     42.4319,     42.9746,     43.3073,     43.7396,     43.9051,     44.0678,     44.1693,     45.0841,     45.5601,     45.6792,     45.7357,     45.9790,     48.5390,     41.0157,     41.0210,     41.0513,     41.7566,     41.7565,     43.8311
      24,          0.383333,     37.1408,     36.7655,     36.1336,     35.2825,     33.5729,     31.5074,     32.5790,     37.4260,     37.4440,     37.4770,     37.7696,     38.0022,     38.1019,     38.1175,     38.1839,     38.7146,     39.2946,     38.7196,     40.0520,     40.2589,     40.4580,     40.6237,     40.7310,     40.7422,     40.7497,     45.2127,     45.1532,     40.8686,     40.8893,     40.9142,     41.0292,     41.2130,     41.7126,     42.1380,     42.4371,     42.9803,     43.3131,     43.7450,     43.9102,     44.0724,     44.1734,     45.0850,     45.5627,     45.6822,     45.7388,     45.9790,     48.5390,     41.0305,     41.0356,     41.0623,     41.8049,     41.8051,     43.8311
      25,          0.400000,     37.1964,     36.8201,     36.1834,     35.4845,     33.6919,     31.6429,     32.5790,     37.4849,     37.5030,     37.5358,     37.8257,     38.0576,     38.1566,     38.1718,     38.2354,     38.7411,     39.3096,     38.7461,     40.0688,     40.2765,     40.4767,     40.6431,     40.7502,     40.7614,     40.7688,     45.2139,     45.1540,     40.8855,     40.9058,     40.9301,     41.0416,     41.2206,     41.7160,     42.1415,     42.4407,     42.9843,     43.3172,     43.7489,     43.9137,     44.0755,     44.1763,     45.0856,     45.5646,     45.6843,     45.7410,     45.9790,     48.5390,     41.0429,     41.0479,     41.0720,     41.8526,     41.8526,     43.8311
      26,          0.416667,     37.2414,     36.8637,     36.2296,     35.6285,     33.8223,     31.8279,     32.5790,     37.5326,     37.5508,     37.5835,     37.8714,     38.1042,     38.2020,     38.2170,     38.2783,     38.7635,     39.3259,     38.7686,     40.0822,     40.2909,     40.4921,     40.6590,     40.7661,     40.7771,     40.7846,     45.2147,     45.1546,     40.8994,     40.9195,     40.9433,     41.0519,     41.2269,     41.7184,     42.1440,     42.4433,     42.9872,     43.3201,     43.7515,     43.9163,     44.0778,     44.1784,     45.0860,     45.5658,     45.6857,     45.7425,     45.9790,     48.5390,     41.0532,     41.0580,     41.0803,     41.8993,     41.8993,     43.8311
      27,          0.433333,     37.2772,     36.8975,     36.2772,     35.7257,     33.9268,     32.1024,     32.5790,     37.5708,     37.5893,     37.6220,     37.9091,     38.1431,     38.2400,     38.2548,     38.3141,     38.7820,     39.3355,     38.7872,     40.0966,     40.3036,     40.5049,     40.6721,     40.7791,     40.7901,     40.7975,     45.2155,     45.1552,     40.9109,     40.9307,     40.9541,     41.0604,     41.2320,     41.7202,     42.1458,     42.4452,     42.9893,     43.3221,     43.7535,     43.9181,     44.0795,     44.1800,     45.0864,     45.5669,     45.6868,     45.7436,     45.9790,     48.5390,     41.0616,     41.0665,     41.0873,     41.9452,     41.9452,     43.8311
      28,          0.450000,     37.3065,     36.9248,     36.3211,     35.7999,     33.9738,     32.4591,     32.5790,     37.6023,     37.6209,     37.6537,     37.9403,     38.1742,     38.2704,     38.2849,     38.3430,     38.8001,     39.3440,     38.8054,     40.1099,     40.3153,     40.5160,     40.6832,     40.7898,     40.8008,     40.8081,     45.2162,     45.1557,     40.9203,     40.9400,     40.9630,     41.0674,     41.2363,     41.7216,     42.1472,     42.4466,     42.9909,     43.3238,     43.7551,     43.9198,     44.0811,     44.1815,     45.0867,     45.5679,     45.6879,     45.7447,     45.9790,     48.5390,     41.0687,     41.0735,     41.0933,     41.9903,     41.9903,     43.8312
      29,          0.466667,     37.3305,     36.9475,     36.3593,     35.8661,     33.9676,     32.7625,     32.7616,     37.6283,     37.6470,     37.6799,     37.9664,     38.2000,     38.2958,     38.3103,     38.3675,     38.8168,     39.3512,     38.8221,     40.1207,     40.3249,     40.5253,     40.6924,     40.7988,     40.8098,     40.8171,     45.2170,     45.1562,     40.9282,     40.9477,     40.9704,     41.0733,     41.2399,     41.7229,     42.1485,     42.4480,     42.9924,     43.3254,     43.7568,     43.9214,     44.0826,     44.1829,     45.0871,     45.5689,     45.6890,     45.7458,     45.9790,     48.5390,     41.0746,     41.0793,     41.0983,     42.0348,     42.0348,     43.8313
      30,          0.483333,     37.3508,     36.9668,     36.3928,     35.9269,     33.9471,     32.9856,     32.9855,     37.6505,     37.6693,     37.7022,     37.9886,     38.2218,     38.3176,     38.3321,     38.3886,     38.8309,     39.3568,     38.8363,     40.1289,     40.3328,     40.5331,     40.7001,     40.8064,     40.8173,     40.8245,     45.2176,     45.1566,     40.9348,     40.9542,     40.9767,     41.0783,     41.2431,     41.7240,     42.1496,     42.4492,     42.9938,     43.3269,     43.7582,     43.9227,     44.0838,     44.1841,     45.0874,     45.5697,     45.6899,     45.7466,     45.9790,     48.5390,     41.0797,     41.0843,     41.1025,     42.0785,     42.0785,     43.8314
      31,          0.500000,     37.3681,     36.9834,     36.4229,     35.9807,     33.9402,     33.1566,     33.1566,     37.6691,     37.6881,     37.7211,     38.0075,     38.2402,     38.3362,     38.3506,     38.4066,     38.8426,     39.3613,     38.8479,     40.1354,     40.3391,     40.5395,     40.7066,     40.8127,     40.8236,     40.8308,     45.2183,     45.1571,     40.9405,     40.9597,     40.9821,     41.0826,     41.2459,     41.7251,     42.1507,     42.4503,     42.9951,     43.3282,     43.7596,     43.9241,     44.0851,     44.1853,     45.0877,     45.5706,     45.6908,     45.7475,     45.9790,     48.5390,     41.0839,     41.0886,     41.1063,     42.1213,     42.1213,     43.8315
      32,          0.516667,     37.3828,     36.9978,     36.4502,     36.0293,     33.9520,     33.2985,     33.2985,     37.6851,     37.7041,     37.7372,     38.0239,     38.2558,     38.3519,     38.3662,     38.4218,     38.8520,     39.3647,     38.8575,     40.1404,     40.3442,     40.5447,     40.7119,     40.8179,     40.8288,     40.8360,     45.2181,     45.1570,     40.9451,     40.9643,     40.9865,     41.0861,     41.2480,     41.7258,     42.1514,     42.4510,     42.9959,     43.3291,     43.7604,     43.9247,     44.0856,     44.1857,     45.0877,     45.5706,     45.6910,     45.7478,     45.9790,     48.5390,     41.0874,     41.0920,     41.1092,     42.1633,     42.1632,     43.8313
      33,          0.533333,     37.3955,     37.0105,     36.4749,     36.0718,     33.9768,     33.4215,     33.4215,     37.6986,     37.7177,     37.7509,     38.0377,     38.2688,     38.3649,     38.3792,     38.4345,     38.8596,     39.3673,     38.8650,     40.1442,     40.3480,     40.5488,     40.7160,     40.8219,     40.8328,     40.8400,     45.2171,     45.1563,     40.9486,     40.9677,     40.9897,     41.0886,     41.2494,     41.7259,     42.1514,     42.4510,     42.9959,     43.3290,     43.7600,     43.9242,     44.0848,     44.1847,     45.0872,     45.5698,     45.6902,     45.7473,     45.9790,     48.5390,     41.0899,     41.0945,     41.1112,     42.2041,     42.2042,     43.8309
      34,          0.550000,     37.4063,     37.0215,     36.4971,     36.1076,     34.0108,     33.5329,     33.5329,     37.7100,     37.7292,     37.7623,     38.0491,     38.2798,     38.3758,     38.3900,     38.4449,     38.8656,     39.3691,     38.8710,     40.1470,     40.3510,     40.5517,     40.7190,     40.8248,     40.8357,     40.8429,     45.2158,     45.1555,     40.9511,     40.9700,     40.9920,     41.0902,     41.2501,     41.7254,     42.1507,     42.4502,     42.9949,     43.3277,     43.7585,     43.9226,     44.0831,     44.1830,     45.0867,     45.5683,     45.6889,     45.7461,     45.9790,     48.5390,     41.0915,     41.0961,     41.1125,     42.2444,     42.2443,     43.8305
      35,          0.566667,     37.4154,     37.0311,     36.5165,     36.1364,     34.0504,     33.6367,     33.6367,     37.7194,     37.7386,     37.7717,     38.0583,     38.2891,     38.3849,     38.3991,     38.4536,     38.8702,     39.3705,     38.8757,     40.1491,     40.3530,     40.5538,     40.7211,     40.8268,     40.8376,     40.8448,     45.2142,     45.1545,     40.9525,     40.9715,     40.9933,     41.0910,     41.2499,     41.7243,     42.1493,     42.4487,     42.9931,     43.3258,     43.7564,     43.9204,     44.0809,     44.1807,     45.0860,     45.5665,     45.6871,     45.7445,     45.9790,     48.5390,     41.0923,     41.0969,     41.1130,     42.2839,     42.2840,     43.8301
      36,          0.583333,     37.4223,     37.0388,     36.5326,     36.1584,     34.0935,     33.7351,     33.7351,     37.7280,     37.7471,     37.7801,     38.0660,     38.2966,     38.3922,     38.4064,     38.4606,     38.8736,     39.3713,     38.8801,     40.1504,     40.3543,     40.5551,     40.7223,     40.8278,     40.8386,     40.8457,     45.2124,     45.1533,     40.9532,     40.9721,     40.9938,     41.0910,     41.2492,     41.7227,     42.1476,     42.4468,     42.9908,     43.3232,     43.7537,     43.9176,     44.0781,     44.1780,     45.0852,     45.5644,     45.6850,     45.7425,     45.9790,     48.5390,     41.0923,     41.0969,     41.1130,     42.3229,     42.3229,     43.8297
      37,          0.600000,     37.4285,     37.0455,     36.5453,     36.1736,     34.1388,     33.8294,     33.8294,     37.7352,     37.7543,     37.7873,     38.0724,     38.3028,     38.3982,     38.4123,     38.4662,     38.8759,     39.3723,     38.8824,     40.1508,     40.3546,     40.5554,     40.7224,     40.8278,     40.8386,     40.8457,     45.2088,     45.1511,     40.9527,     40.9715,     40.9931,     41.0899,     41.2475,     41.7203,     42.1448,     42.4439,     42.9875,     43.3197,     43.7498,     43.9136,     44.0738,     44.1736,     45.0838,     45.5607,     45.6816,     45.7395,     45.9790,     48.5390,     41.0912,     41.0958,     41.1116,     42.3611,     42.3610,     43.8287
      38,          0.616667,     37.4337,     37.0513,     36.5551,     36.1823,     34.1937,     33.9187,     33.9187,     37.7412,     37.7602,     37.7931,     38.0774,     38.3075,     38.4026,     38.4167,     38.4702,     38.8770,     39.3721,     38.8835,     40.1503,     40.3540,     40.5545,     40.7212,     40.8263,     40.8371,     40.8442,     45.2038,     45.1479,     40.9508,     40.9695,     40.9910,     41.0873,     41.2445,     41.7168,     42.1409,     42.4395,     42.9825,     43.3142,     43.7435,     43.9070,     44.0670,     44.1667,     45.0817,     45.5552,     45.6763,     45.7348,     45.9790,     48.5390,     41.0888,     41.0933,     41.1091,     42.3980,     42.3981,     43.8273
      39,          0.633333,     37.4379,     37.0561,     36.5619,     36.1840,     34.2544,     34.0047,     34.0047,     37.7457,     37.7647,     37.7975,     38.0812,     38.3109,     38.4056,     38.4196,     38.4729,     38.8769,     39.3708,     38.8834,     40.1490,     40.3522,     40.5524,     40.7188,     40.8236,     40.8343,     40.8414,     45.1981,     45.1442,     40.9476,     40.9662,     40.9875,     41.0835,     41.2402,     41.7119,     42.1353,     42.4335,     42.9755,     43.3065,     43.7351,     43.8984,     44.0582,     44.1579,     45.0791,     45.5486,     45.6698,     45.7288,     45.9790,     48.5390,     41.0849,     41.0895,     41.1054,     42.4340,     42.4340,     43.8259
