"EG14_003 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG14_003.tcf]","Time(h)","V FC01.1_R [EG14_003]","V FC01.2_R [EG14_003]","V FC04.1_C [EG14_003]","V Pipe0 [EG14_003]","V Pipe1 [EG14_003]","V Pipe10 [EG14_003]","V Pipe11 [EG14_003]","V Pipe12 [EG14_003]","V Pipe13 [EG14_003]","V Pipe14 [EG14_003]","V Pipe15 [EG14_003]","V Pipe16 [EG14_003]","V Pipe17 [EG14_003]","V Pipe19 [EG14_003]","V Pipe2 [EG14_003]","V Pipe3 [EG14_003]","V Pipe4 [EG14_003]","V Pipe5 [EG14_003]","V Pipe6 [EG14_003]","V Pipe7 [EG14_003]","V Pipe8 [EG14_003]","V Pipe9 [EG14_003]","V Pit1 [EG14_003]","V Pit10 [EG14_003]","V Pit11 [EG14_003]","V Pit12 [EG14_003]","V Pit13 [EG14_003]","V Pit14 [EG14_003]","V Pit15 [EG14_003]","V Pit16 [EG14_003]","V Pit17 [EG14_003]","V Pit18 [EG14_003]","V Pit19 [EG14_003]","V Pit2 [EG14_003]","V Pit3 [EG14_003]","V Pit4 [EG14_003]","V Pit5 [EG14_003]","V Pit6 [EG14_003]","V Pit7 [EG14_003]","V Pit8 [EG14_003]","V Pit9 [EG14_003]"
     112,          1.850000,    5.112,    3.801,    0.000,    0.001,    0.010,    0.016,    0.000,    0.003,    0.000,    0.000,    0.000,    0.000,    0.000,    0.031,   -0.014,    0.000,   -0.003,    0.008,    0.001,    0.006,    0.024,    0.049,   -0.057,   -0.017,   -0.017,   -0.017,   -0.017,   -0.017,   -0.021,   -0.029,   -0.056,   -0.067,   -0.075,   -0.053,   -0.045,   -0.040,   -0.038,   -0.046,   -0.035,   -0.024,   -0.019
     113,          1.866667,    4.876,    3.717,    0.000,    0.001,    0.009,    0.015,    0.000,    0.003,    0.000,    0.000,    0.000,    0.000,    0.000,    0.030,   -0.014,    0.000,   -0.003,    0.008,    0.000,    0.006,    0.023,    0.048,   -0.056,   -0.017,   -0.017,   -0.017,   -0.017,   -0.017,   -0.021,   -0.028,   -0.055,   -0.066,   -0.073,   -0.052,   -0.044,   -0.039,   -0.038,   -0.045,   -0.034,   -0.023,   -0.018
     114,          1.883333,    3.777,    3.627,    0.000,    0.001,    0.009,    0.015,    0.000,    0.003,    0.000,    0.000,    0.000,    0.000,    0.000,    0.029,   -0.014,    0.000,   -0.003,    0.007,    0.000,    0.006,    0.023,    0.047,   -0.055,   -0.017,   -0.017,   -0.017,   -0.016,   -0.017,   -0.020,   -0.028,   -0.054,   -0.065,   -0.071,   -0.051,   -0.043,   -0.038,   -0.037,   -0.044,   -0.033,   -0.023,   -0.018
     115,          1.900000,    3.697,    3.530,    0.000,    0.001,    0.008,    0.014,    0.000,    0.003,    0.000,    0.000,    0.000,    0.000,    0.000,    0.028,   -0.013,    0.000,   -0.003,    0.007,    0.000,    0.005,    0.022,    0.046,   -0.054,   -0.016,   -0.016,   -0.016,   -0.016,   -0.016,   -0.020,   -0.027,   -0.053,   -0.064,   -0.069,   -0.050,   -0.042,   -0.038,   -0.036,   -0.043,   -0.033,   -0.022,   -0.018
     116,          1.916667,    3.628,    3.424,    0.000,    0.001,    0.008,    0.014,    0.000,    0.002,    0.000,    0.000,    0.000,    0.000,    0.000,    0.027,   -0.013,    0.000,   -0.003,    0.007,    0.000,    0.005,    0.021,    0.044,   -0.053,   -0.016,   -0.016,   -0.016,   -0.016,   -0.016,   -0.019,   -0.027,   -0.052,   -0.062,   -0.068,   -0.049,   -0.042,   -0.037,   -0.035,   -0.042,   -0.032,   -0.022,   -0.017
     117,          1.933333,    3.567,    3.308,    0.000,    0.000,    0.008,    0.013,    0.000,    0.002,    0.000,    0.000,    0.000,    0.000,    0.000,    0.026,   -0.013,    0.000,   -0.003,    0.006,    0.000,    0.005,    0.020,    0.043,   -0.052,   -0.016,   -0.016,   -0.016,   -0.015,   -0.016,   -0.019,   -0.026,   -0.051,   -0.061,   -0.067,   -0.048,   -0.041,   -0.036,   -0.035,   -0.041,   -0.031,   -0.021,   -0.017
     118,          1.950000,    3.515,    3.180,    0.000,    0.000,    0.007,    0.013,    0.000,    0.002,    0.000,    0.000,    0.000,    0.000,    0.000,    0.026,   -0.012,    0.000,   -0.003,    0.006,    0.000,    0.004,    0.020,    0.042,   -0.051,   -0.015,   -0.015,   -0.015,   -0.015,   -0.015,   -0.018,   -0.025,   -0.050,   -0.060,   -0.065,   -0.047,   -0.040,   -0.035,   -0.034,   -0.040,   -0.030,   -0.021,   -0.016
     119,          1.966667,    3.472,    3.039,    0.000,    0.000,    0.007,    0.012,    0.000,    0.002,    0.000,    0.000,    0.000,    0.000,    0.000,    0.025,   -0.012,    0.000,   -0.002,    0.006,    0.000,    0.004,    0.019,    0.041,   -0.050,   -0.015,   -0.015,   -0.015,   -0.015,   -0.015,   -0.018,   -0.025,   -0.049,   -0.059,   -0.064,   -0.046,   -0.039,   -0.034,   -0.033,   -0.039,   -0.030,   -0.020,   -0.016
     120,          1.983333,    3.435,    2.883,    0.000,    0.000,    0.007,    0.012,    0.000,    0.002,    0.000,    0.000,    0.000,    0.000,    0.000,    0.024,   -0.012,    0.000,   -0.002,    0.006,    0.000,    0.004,    0.018,    0.039,   -0.049,   -0.015,   -0.015,   -0.015,   -0.014,   -0.015,   -0.018,   -0.024,   -0.048,   -0.057,   -0.063,   -0.045,   -0.038,   -0.034,   -0.032,   -0.038,   -0.029,   -0.020,   -0.015
     121,          2.000000,    3.403,    2.722,    0.000,    0.000,    0.006,    0.011,    0.000,    0.001,    0.000,    0.000,    0.000,    0.000,    0.000,    0.023,   -0.011,    0.000,   -0.002,    0.005,    0.000,    0.004,    0.017,    0.038,   -0.047,   -0.014,   -0.014,   -0.014,   -0.014,   -0.014,   -0.017,   -0.024,   -0.047,   -0.056,   -0.061,   -0.044,   -0.037,   -0.033,   -0.032,   -0.038,   -0.028,   -0.019,   -0.015
     122,          2.016667,    3.376,    2.562,    0.000,    0.000,    0.007,    0.011,    0.000,    0.002,    0.000,    0.000,    0.000,    0.000,    0.000,    0.024,   -0.011,    0.000,   -0.002,    0.006,    0.000,    0.004,    0.018,    0.039,   -0.048,   -0.014,   -0.014,   -0.014,   -0.014,   -0.014,   -0.017,   -0.024,   -0.047,   -0.057,   -0.062,   -0.045,   -0.038,   -0.033,   -0.032,   -0.038,   -0.029,   -0.019,   -0.015
     123,          2.033334,    3.350,    2.406,    0.000,    0.000,    0.007,    0.012,    0.000,    0.002,    0.000,    0.000,    0.000,    0.000,    0.000,    0.024,   -0.011,    0.000,   -0.002,    0.006,    0.000,    0.004,    0.018,    0.040,   -0.048,   -0.015,   -0.015,   -0.015,   -0.014,   -0.015,   -0.018,   -0.024,   -0.048,   -0.057,   -0.063,   -0.045,   -0.038,   -0.033,   -0.032,   -0.038,   -0.029,   -0.020,   -0.015
     124,          2.050000,    3.325,    2.260,    0.000,    0.000,    0.007,    0.012,    0.000,    0.002,    0.000,    0.000,    0.000,    0.000,    0.000,    0.025,   -0.012,    0.000,   -0.002,    0.006,    0.000,    0.004,    0.019,    0.040,   -0.049,   -0.015,   -0.015,   -0.015,   -0.015,   -0.015,   -0.018,   -0.025,   -0.048,   -0.058,   -0.063,   -0.046,   -0.039,   -0.034,   -0.033,   -0.039,   -0.029,   -0.020,   -0.016
     125,          2.066667,    3.298,    2.122,    0.000,    0.000,    0.007,    0.012,    0.000,    0.002,    0.000,    0.000,    0.000,    0.000,    0.000,    0.025,   -0.012,    0.000,   -0.002,    0.006,    0.000,    0.004,    0.019,    0.040,   -0.049,   -0.015,   -0.015,   -0.015,   -0.015,   -0.015,   -0.018,   -0.025,   -0.049,   -0.059,   -0.064,   -0.046,   -0.039,   -0.034,   -0.033,   -0.039,   -0.030,   -0.020,   -0.016
     126,          2.083333,    3.271,    1.992,    0.000,    0.000,    0.007,    0.012,    0.000,    0.002,    0.000,    0.000,    0.000,    0.000,    0.000,    0.025,   -0.012,    0.000,   -0.002,    0.006,    0.000,    0.004,    0.019,    0.041,   -0.050,   -0.015,   -0.015,   -0.015,   -0.015,   -0.015,   -0.018,   -0.025,   -0.049,   -0.059,   -0.065,   -0.047,   -0.039,   -0.035,   -0.033,   -0.040,   -0.030,   -0.020,   -0.016
     127,          2.100000,    3.243,    1.872,    0.000,    0.000,    0.007,    0.013,    0.000,    0.002,    0.000,    0.000,    0.000,    0.000,    0.000,    0.026,   -0.012,    0.000,   -0.002,    0.006,    0.000,    0.004,    0.019,    0.042,   -0.050,   -0.015,   -0.015,   -0.015,   -0.015,   -0.015,   -0.018,   -0.025,   -0.049,   -0.060,   -0.065,   -0.047,   -0.040,   -0.035,   -0.034,   -0.040,   -0.030,   -0.021,   -0.016
     128,          2.116667,    3.214,    1.763,    0.000,    0.000,    0.008,    0.013,    0.000,    0.002,    0.000,    0.000,    0.000,    0.000,    0.000,    0.026,   -0.012,    0.000,   -0.002,    0.006,    0.000,    0.005,    0.020,    0.042,   -0.051,   -0.015,   -0.015,   -0.015,   -0.015,   -0.015,   -0.019,   -0.026,   -0.050,   -0.060,   -0.066,   -0.047,   -0.040,   -0.035,   -0.034,   -0.041,   -0.031,   -0.021,   -0.016
     129,          2.133333,    3.183,    1.666,    0.000,    0.001,    0.008,    0.013,    0.000,    0.002,    0.000,    0.000,    0.000,    0.000,    0.000,    0.026,   -0.012,    0.000,   -0.002,    0.007,    0.000,    0.005,    0.020,    0.043,   -0.051,   -0.015,   -0.015,   -0.015,   -0.015,   -0.016,   -0.019,   -0.026,   -0.051,   -0.061,   -0.067,   -0.048,   -0.041,   -0.036,   -0.034,   -0.041,   -0.031,   -0.021,   -0.017
     130,          2.150000,    3.149,    1.579,    0.000,    0.001,    0.008,    0.013,    0.000,    0.002,    0.000,    0.000,    0.000,    0.000,    0.000,    0.027,   -0.013,    0.000,   -0.003,    0.007,    0.000,    0.005,    0.020,    0.043,   -0.052,   -0.016,   -0.016,   -0.016,   -0.016,   -0.016,   -0.019,   -0.026,   -0.051,   -0.061,   -0.067,   -0.048,   -0.041,   -0.036,   -0.035,   -0.041,   -0.031,   -0.021,   -0.017
     131,          2.166667,    3.114,    1.505,    0.000,    0.001,    0.008,    0.014,    0.000,    0.002,    0.000,    0.000,    0.000,    0.000,    0.000,    0.027,   -0.013,    0.000,   -0.003,    0.007,    0.000,    0.005,    0.021,    0.044,   -0.052,   -0.016,   -0.016,   -0.016,   -0.016,   -0.016,   -0.019,   -0.026,   -0.052,   -0.062,   -0.068,   -0.049,   -0.041,   -0.037,   -0.035,   -0.042,   -0.032,   -0.022,   -0.017
     132,          2.183333,    3.079,    1.443,    0.000,    0.001,    0.008,    0.014,    0.000,    0.002,    0.000,    0.000,    0.000,    0.000,    0.000,    0.028,   -0.013,    0.000,   -0.003,    0.007,    0.000,    0.005,    0.021,    0.045,   -0.053,   -0.016,   -0.016,   -0.016,   -0.016,   -0.016,   -0.019,   -0.027,   -0.052,   -0.063,   -0.068,   -0.049,   -0.042,   -0.037,   -0.036,   -0.042,   -0.032,   -0.022,   -0.017
     133,          2.200000,    3.043,    1.388,    0.000,    0.001,    0.008,    0.014,    0.000,    0.003,    0.000,    0.000,    0.000,    0.000,    0.000,    0.028,   -0.013,    0.000,   -0.003,    0.007,    0.000,    0.005,    0.022,    0.045,   -0.053,   -0.016,   -0.016,   -0.016,   -0.016,   -0.016,   -0.020,   -0.027,   -0.052,   -0.063,   -0.069,   -0.050,   -0.042,   -0.037,   -0.036,   -0.043,   -0.032,   -0.022,   -0.017
     134,          2.216667,    3.012,    1.337,    0.000,    0.001,    0.009,    0.014,    0.000,    0.003,    0.000,    0.000,    0.000,    0.000,    0.000,    0.028,   -0.013,    0.000,   -0.003,    0.007,    0.000,    0.005,    0.022,    0.046,   -0.054,   -0.016,   -0.016,   -0.016,   -0.016,   -0.016,   -0.020,   -0.027,   -0.053,   -0.064,   -0.070,   -0.050,   -0.043,   -0.038,   -0.036,   -0.043,   -0.033,   -0.022,   -0.018
     135,          2.233333,    2.987,    1.292,    0.000,    0.001,    0.009,    0.015,    0.000,    0.003,    0.000,    0.000,    0.000,    0.000,    0.000,    0.029,   -0.013,    0.000,   -0.003,    0.007,    0.000,    0.005,    0.022,    0.046,   -0.054,   -0.016,   -0.016,   -0.016,   -0.016,   -0.017,   -0.020,   -0.028,   -0.054,   -0.064,   -0.070,   -0.051,   -0.043,   -0.038,   -0.037,   -0.044,   -0.033,   -0.023,   -0.018
     136,          2.250000,    2.965,    1.252,    0.000,    0.001,    0.009,    0.015,    0.000,    0.003,    0.000,    0.000,    0.000,    0.000,    0.000,    0.029,   -0.014,    0.000,   -0.003,    0.008,    0.000,    0.005,    0.022,    0.047,   -0.055,   -0.017,   -0.017,   -0.017,   -0.016,   -0.017,   -0.020,   -0.028,   -0.054,   -0.065,   -0.071,   -0.051,   -0.043,   -0.038,   -0.037,   -0.044,   -0.033,   -0.023,   -0.018
     137,          2.266667,    2.945,    1.216,    0.000,    0.001,    0.009,    0.014,    0.000,    0.003,    0.000,    0.000,    0.000,    0.000,    0.000,    0.028,   -0.013,    0.000,   -0.003,    0.007,    0.000,    0.005,    0.022,    0.046,   -0.054,   -0.016,   -0.016,   -0.016,   -0.016,   -0.016,   -0.020,   -0.027,   -0.053,   -0.064,   -0.070,   -0.050,   -0.043,   -0.038,   -0.036,   -0.043,   -0.033,   -0.022,   -0.018
     138,          2.283334,    2.928,    1.182,    0.000,    0.001,    0.008,    0.014,    0.000,    0.002,    0.000,    0.000,    0.000,    0.000,    0.000,    0.027,   -0.013,    0.000,   -0.003,    0.007,    0.000,    0.005,    0.021,    0.044,   -0.053,   -0.016,   -0.016,   -0.016,   -0.016,   -0.016,   -0.019,   -0.027,   -0.052,   -0.063,   -0.069,   -0.050,   -0.042,   -0.037,   -0.036,   -0.043,   -0.032,   -0.022,   -0.017
     139,          2.300000,    2.910,    1.148,    0.000,    0.001,    0.008,    0.013,    0.000,    0.002,    0.000,    0.000,    0.000,    0.000,    0.000,    0.027,   -0.013,    0.000,   -0.003,    0.007,    0.000,    0.005,    0.020,    0.043,   -0.052,   -0.016,   -0.016,   -0.016,   -0.016,   -0.016,   -0.019,   -0.026,   -0.051,   -0.062,   -0.068,   -0.049,   -0.041,   -0.037,   -0.035,   -0.042,   -0.032,   -0.022,   -0.017
     140,          2.316667,    2.892,    1.116,    0.000,    0.000,    0.008,    0.013,    0.000,    0.002,    0.000,    0.000,    0.000,    0.000,    0.000,    0.026,   -0.012,    0.000,   -0.003,    0.006,    0.000,    0.004,    0.020,    0.043,   -0.051,   -0.015,   -0.015,   -0.015,   -0.015,   -0.015,   -0.019,   -0.026,   -0.050,   -0.061,   -0.067,   -0.048,   -0.041,   -0.036,   -0.034,   -0.041,   -0.031,   -0.021,   -0.017
     141,          2.333333,    2.872,    1.086,    0.000,    0.000,    0.007,    0.013,    0.000,    0.002,    0.000,    0.000,    0.000,    0.000,    0.000,    0.026,   -0.012,    0.000,   -0.002,    0.006,    0.000,    0.004,    0.019,    0.042,   -0.051,   -0.015,   -0.015,   -0.015,   -0.015,   -0.015,   -0.018,   -0.025,   -0.050,   -0.060,   -0.065,   -0.047,   -0.040,   -0.035,   -0.034,   -0.040,   -0.030,   -0.021,   -0.016
     142,          2.350000,    2.851,    1.057,    0.000,    0.000,    0.007,    0.012,    0.000,    0.002,    0.000,    0.000,    0.000,    0.000,    0.000,    0.025,   -0.012,    0.000,   -0.002,    0.006,    0.000,    0.004,    0.019,    0.040,   -0.050,   -0.015,   -0.015,   -0.015,   -0.015,   -0.015,   -0.018,   -0.025,   -0.049,   -0.059,   -0.064,   -0.046,   -0.039,   -0.034,   -0.033,   -0.039,   -0.030,   -0.020,   -0.016
     143,          2.366667,    2.833,    1.033,    0.000,    0.000,    0.007,    0.012,    0.000,    0.002,    0.000,    0.000,    0.000,    0.000,    0.000,    0.024,   -0.012,    0.000,   -0.002,    0.006,    0.000,    0.004,    0.018,    0.039,   -0.049,   -0.015,   -0.015,   -0.015,   -0.015,   -0.015,   -0.018,   -0.024,   -0.048,   -0.058,   -0.063,   -0.045,   -0.038,   -0.034,   -0.033,   -0.039,   -0.029,   -0.020,   -0.015
     144,          2.383333,    2.813,    1.008,    0.000,    0.000,    0.007,    0.011,    0.000,    0.002,    0.000,    0.000,    0.000,    0.000,    0.000,    0.024,   -0.011,    0.000,   -0.002,    0.005,    0.000,    0.004,    0.017,    0.038,   -0.048,   -0.014,   -0.014,   -0.014,   -0.014,   -0.014,   -0.017,   -0.024,   -0.047,   -0.057,   -0.062,   -0.045,   -0.038,   -0.033,   -0.032,   -0.038,   -0.029,   -0.019,   -0.015
     145,          2.400000,    2.795,    0.986,    0.000,    0.000,    0.006,    0.011,    0.000,    0.001,    0.000,    0.000,    0.000,    0.000,    0.000,    0.023,   -0.011,    0.000,   -0.002,    0.005,    0.000,    0.004,    0.017,    0.038,   -0.047,   -0.014,   -0.014,   -0.014,   -0.014,   -0.014,   -0.017,   -0.023,   -0.046,   -0.056,   -0.061,   -0.044,   -0.037,   -0.032,   -0.031,   -0.037,   -0.028,   -0.019,   -0.015
     146,          2.416667,    2.776,    0.962,    0.000,    0.000,    0.006,    0.011,    0.000,    0.001,    0.000,    0.000,    0.000,    0.000,    0.000,    0.023,   -0.011,    0.000,   -0.002,    0.005,    0.000,    0.003,    0.016,    0.037,   -0.046,   -0.014,   -0.014,   -0.014,   -0.014,   -0.014,   -0.016,   -0.023,   -0.045,   -0.055,   -0.060,   -0.043,   -0.036,   -0.032,   -0.031,   -0.036,   -0.027,   -0.019,   -0.014
     147,          2.433333,    2.760,    0.940,    0.000,    0.000,    0.006,    0.010,    0.000,    0.001,    0.000,    0.000,    0.000,    0.000,    0.000,    0.022,   -0.010,    0.000,   -0.002,    0.005,    0.000,    0.003,    0.016,    0.035,   -0.045,   -0.014,   -0.013,   -0.013,   -0.013,   -0.013,   -0.016,   -0.022,   -0.044,   -0.054,   -0.059,   -0.042,   -0.036,   -0.031,   -0.030,   -0.035,   -0.027,   -0.018,   -0.014
     148,          2.450000,    2.746,    0.919,    0.000,    0.000,    0.006,    0.010,    0.000,    0.001,    0.000,    0.000,    0.000,    0.000,    0.000,    0.021,   -0.010,    0.000,   -0.002,    0.005,    0.000,    0.003,    0.015,    0.034,   -0.044,   -0.013,   -0.013,   -0.013,   -0.013,   -0.013,   -0.016,   -0.022,   -0.043,   -0.053,   -0.057,   -0.041,   -0.035,   -0.030,   -0.029,   -0.035,   -0.026,   -0.018,   -0.014
     149,          2.466667,    2.731,    0.900,    0.000,    0.000,    0.005,    0.009,    0.000,    0.001,    0.000,    0.000,    0.000,    0.000,    0.000,    0.021,   -0.010,    0.000,   -0.002,    0.004,    0.000,    0.003,    0.014,    0.033,   -0.043,   -0.013,   -0.013,   -0.013,   -0.013,   -0.013,   -0.015,   -0.021,   -0.043,   -0.051,   -0.056,   -0.040,   -0.034,   -0.030,   -0.029,   -0.034,   -0.026,   -0.017,   -0.013
     150,          2.483333,    2.713,    0.883,    0.000,    0.000,    0.005,    0.009,    0.000,    0.001,    0.000,    0.000,    0.000,    0.000,    0.000,    0.020,   -0.010,    0.000,   -0.002,    0.004,    0.000,    0.002,    0.014,    0.033,   -0.042,   -0.013,   -0.013,   -0.013,   -0.013,   -0.013,   -0.015,   -0.021,   -0.042,   -0.050,   -0.055,   -0.040,   -0.034,   -0.029,   -0.028,   -0.033,   -0.025,   -0.017,   -0.013
     151,          2.500000,    2.692,    0.865,    0.000,    0.000,    0.005,    0.008,    0.000,    0.001,    0.000,    0.000,    0.000,    0.000,    0.000,    0.019,   -0.009,    0.000,   -0.002,    0.004,    0.000,    0.002,    0.013,    0.031,   -0.041,   -0.012,   -0.012,   -0.012,   -0.012,   -0.012,   -0.014,   -0.020,   -0.041,   -0.049,   -0.054,   -0.039,   -0.033,   -0.028,   -0.028,   -0.032,   -0.024,   -0.016,   -0.013
     152,          2.516667,    2.670,    0.849,    0.000,    0.000,    0.005,    0.008,    0.000,    0.001,    0.000,    0.000,    0.000,    0.000,    0.000,    0.019,   -0.009,    0.000,   -0.002,    0.004,    0.000,    0.002,    0.013,    0.031,   -0.041,   -0.012,   -0.012,   -0.012,   -0.012,   -0.012,   -0.014,   -0.020,   -0.040,   -0.049,   -0.053,   -0.038,   -0.032,   -0.028,   -0.027,   -0.032,   -0.024,   -0.016,   -0.013
     153,          2.533334,    2.648,    0.833,    0.000,    0.000,    0.005,    0.008,    0.000,    0.001,    0.000,    0.000,    0.000,    0.000,    0.000,    0.019,   -0.009,    0.000,   -0.002,    0.004,    0.000,    0.002,    0.013,    0.030,   -0.040,   -0.012,   -0.012,   -0.012,   -0.012,   -0.012,   -0.014,   -0.020,   -0.040,   -0.048,   -0.053,   -0.038,   -0.032,   -0.028,   -0.027,   -0.031,   -0.024,   -0.016,   -0.012
     154,          2.550000,    2.628,    0.817,    0.000,    0.000,    0.005,    0.008,    0.000,    0.001,    0.000,    0.000,    0.000,    0.000,    0.000,    0.018,   -0.009,    0.000,   -0.002,    0.004,    0.000,    0.002,    0.012,    0.030,   -0.040,   -0.012,   -0.012,   -0.012,   -0.012,   -0.012,   -0.014,   -0.019,   -0.039,   -0.047,   -0.052,   -0.037,   -0.032,   -0.027,   -0.026,   -0.031,   -0.023,   -0.016,   -0.012
     155,          2.566667,    2.606,    0.803,    0.000,    0.000,    0.004,    0.008,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.018,   -0.009,    0.000,   -0.002,    0.004,    0.000,    0.002,    0.012,    0.029,   -0.039,   -0.012,   -0.012,   -0.012,   -0.012,   -0.012,   -0.014,   -0.019,   -0.039,   -0.047,   -0.051,   -0.037,   -0.031,   -0.027,   -0.026,   -0.031,   -0.023,   -0.015,   -0.012
     156,          2.583333,    2.582,    0.788,    0.000,    0.000,    0.004,    0.007,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.017,   -0.008,    0.000,   -0.002,    0.003,    0.000,    0.002,    0.012,    0.028,   -0.038,   -0.011,   -0.011,   -0.011,   -0.011,   -0.011,   -0.013,   -0.019,   -0.038,   -0.046,   -0.050,   -0.036,   -0.031,   -0.026,   -0.026,   -0.030,   -0.022,   -0.015,   -0.012
     157,          2.600000,    2.556,    0.775,    0.000,    0.000,    0.004,    0.007,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.017,   -0.008,    0.000,   -0.001,    0.003,    0.000,    0.002,    0.011,    0.028,   -0.038,   -0.011,   -0.011,   -0.011,   -0.011,   -0.011,   -0.013,   -0.019,   -0.037,   -0.045,   -0.050,   -0.036,   -0.030,   -0.026,   -0.025,   -0.030,   -0.022,   -0.015,   -0.011
     158,          2.616667,    2.531,    0.760,    0.000,    0.000,    0.004,    0.007,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.017,   -0.008,    0.000,   -0.001,    0.003,    0.000,    0.001,    0.011,    0.027,   -0.037,   -0.011,   -0.011,   -0.011,   -0.011,   -0.011,   -0.013,   -0.018,   -0.037,   -0.045,   -0.049,   -0.035,   -0.030,   -0.026,   -0.025,   -0.029,   -0.022,   -0.015,   -0.011
     159,          2.633333,    2.508,    0.744,    0.000,    0.000,    0.004,    0.007,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.016,   -0.008,    0.000,   -0.001,    0.003,    0.000,    0.001,    0.011,    0.027,   -0.037,   -0.011,   -0.011,   -0.011,   -0.011,   -0.011,   -0.013,   -0.018,   -0.036,   -0.044,   -0.048,   -0.035,   -0.029,   -0.025,   -0.024,   -0.029,   -0.021,   -0.014,   -0.011
     160,          2.650000,    2.490,    0.728,    0.000,    0.000,    0.004,    0.006,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.016,   -0.008,    0.000,   -0.001,    0.003,    0.000,    0.001,    0.010,    0.026,   -0.036,   -0.011,   -0.011,   -0.011,   -0.011,   -0.011,   -0.012,   -0.018,   -0.036,   -0.043,   -0.047,   -0.034,   -0.029,   -0.025,   -0.024,   -0.028,   -0.021,   -0.014,   -0.011
     161,          2.666667,    2.468,    0.712,    0.000,    0.000,    0.003,    0.006,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.016,   -0.008,    0.000,   -0.001,    0.003,    0.000,    0.001,    0.010,    0.025,   -0.035,   -0.011,   -0.011,   -0.011,   -0.011,   -0.011,   -0.012,   -0.017,   -0.035,   -0.043,   -0.047,   -0.034,   -0.028,   -0.024,   -0.024,   -0.028,   -0.021,   -0.014,   -0.011
     162,          2.683333,    2.446,    0.697,    0.000,    0.000,    0.003,    0.006,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.015,   -0.007,    0.000,   -0.001,    0.003,    0.000,    0.001,    0.010,    0.025,   -0.035,   -0.010,   -0.010,   -0.010,   -0.010,   -0.010,   -0.012,   -0.017,   -0.035,   -0.042,   -0.046,   -0.033,   -0.028,   -0.024,   -0.023,   -0.027,   -0.020,   -0.014,   -0.010
     163,          2.700000,    2.426,    0.681,    0.000,    0.000,    0.003,    0.006,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.015,   -0.007,    0.000,   -0.001,    0.003,    0.000,    0.001,    0.009,    0.024,   -0.034,   -0.010,   -0.010,   -0.010,   -0.010,   -0.010,   -0.012,   -0.017,   -0.034,   -0.041,   -0.045,   -0.033,   -0.027,   -0.023,   -0.023,   -0.027,   -0.020,   -0.013,   -0.010
     164,          2.716667,    2.403,    0.665,    0.000,    0.000,    0.003,    0.005,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.015,   -0.007,    0.000,   -0.001,    0.002,    0.000,    0.001,    0.009,    0.024,   -0.034,   -0.010,   -0.010,   -0.010,   -0.010,   -0.010,   -0.011,   -0.016,   -0.034,   -0.041,   -0.045,   -0.032,   -0.027,   -0.023,   -0.022,   -0.026,   -0.020,   -0.013,   -0.010
     165,          2.733334,    2.379,    0.650,    0.000,    0.000,    0.003,    0.005,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.014,   -0.007,    0.000,   -0.001,    0.002,    0.000,    0.001,    0.009,    0.023,   -0.033,   -0.010,   -0.010,   -0.010,   -0.010,   -0.010,   -0.011,   -0.016,   -0.033,   -0.040,   -0.044,   -0.032,   -0.027,   -0.023,   -0.022,   -0.026,   -0.019,   -0.013,   -0.010
     166,          2.750000,    2.354,    0.636,    0.000,    0.000,    0.003,    0.005,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.014,   -0.007,    0.000,   -0.001,    0.002,    0.000,    0.001,    0.008,    0.023,   -0.033,   -0.010,   -0.010,   -0.010,   -0.010,   -0.010,   -0.011,   -0.016,   -0.032,   -0.039,   -0.043,   -0.031,   -0.026,   -0.022,   -0.022,   -0.025,   -0.019,   -0.012,   -0.010
     167,          2.766667,    2.328,    0.621,    0.000,    0.000,    0.003,    0.005,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.014,   -0.007,    0.000,   -0.001,    0.002,    0.000,    0.001,    0.008,    0.022,   -0.032,   -0.010,   -0.010,   -0.010,   -0.010,   -0.010,   -0.011,   -0.016,   -0.032,   -0.039,   -0.042,   -0.031,   -0.026,   -0.022,   -0.021,   -0.025,   -0.019,   -0.012,   -0.010
