"EG14_001 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG14_001.tcf]","Time (h)","H ds1.1 [EG14_001]","H ds1.2 [EG14_001]","H ds2.2 [EG14_001]","H ds3.2 [EG14_001]","H ds4.2 [EG14_001]","H ds5.2 [EG14_001]","H ds_weir.2 [EG14_001]","H FC01.01.1 [EG14_001]","H FC01.02.1 [EG14_001]","H FC01.03.1 [EG14_001]","H FC01.04.1 [EG14_001]","H FC01.05.1 [EG14_001]","H FC01.06.1 [EG14_001]","H FC01.07.1 [EG14_001]","H FC01.08.1 [EG14_001]","H FC01.09.1 [EG14_001]","H FC01.12.1 [EG14_001]","H FC01.12.2 [EG14_001]","H FC01.13.1 [EG14_001]","H FC01.14.1 [EG14_001]","H FC01.15.1 [EG14_001]","H FC01.16.1 [EG14_001]","H FC01.17.1 [EG14_001]","H FC01.18.1 [EG14_001]","H FC01.19.1 [EG14_001]","H FC01.1_R.1 [EG14_001]","H FC01.1_R.2 [EG14_001]","H FC01.20.1 [EG14_001]","H FC01.21.1 [EG14_001]","H FC01.22.1 [EG14_001]","H FC01.23.1 [EG14_001]","H FC01.24.1 [EG14_001]","H FC01.25.1 [EG14_001]","H FC01.26.1 [EG14_001]","H FC01.27.1 [EG14_001]","H FC01.28A.1 [EG14_001]","H FC01.28B.1 [EG14_001]","H FC01.29.1 [EG14_001]","H FC01.30.1 [EG14_001]","H FC01.31.1 [EG14_001]","H FC01.32.1 [EG14_001]","H FC01.33.1 [EG14_001]","H FC01.36.1 [EG14_001]","H FC01.37.1 [EG14_001]","H FC01.38.1 [EG14_001]","H FC01.39.1 [EG14_001]","H FC01.40.1 [EG14_001]","H FC02.01.1 [EG14_001]","H FC02.02.1 [EG14_001]","H FC02.03.1 [EG14_001]","H FC02.04.1 [EG14_001]","H FC02.05.1 [EG14_001]","H FC02.06.1 [EG14_001]"
      37,          0.600000,     36.9242,     36.5321,     35.6579,     34.4170,     33.1988,     31.2610,     32.5790,     37.2255,     37.2452,     37.2859,     37.6472,     37.9148,     38.0374,     38.0584,     38.1535,     38.8304,     39.4342,     38.8361,     40.2352,     40.4925,     40.7516,     40.9876,     41.1502,     41.1694,     41.1830,     47.8544,     46.3151,     41.3807,     41.4185,     41.4626,     41.6237,     41.9076,     42.5578,     43.1160,     43.5248,     44.3003,     44.7053,     45.1600,     45.4707,     45.7519,     45.9088,     45.9678,     48.0313,     48.3402,     48.6619,     49.4803,     51.2909,     41.6232,     41.6226,     41.6226,     40.4990,     40.4990,     43.6390
      38,          0.616667,     37.0981,     36.7239,     35.9325,     34.6147,     33.2480,     31.2660,     32.5790,     37.4000,     37.4197,     37.4580,     37.8017,     38.0698,     38.1923,     38.2127,     38.3013,     38.9385,     39.5077,     38.9463,     40.3204,     40.5868,     40.8552,     41.1007,     41.2663,     41.2862,     41.3001,     48.1589,     46.3900,     41.4953,     41.5328,     41.5751,     41.7254,     41.9901,     42.6259,     43.1856,     43.5979,     44.3747,     44.7683,     45.2028,     45.5394,     45.8367,     45.9988,     46.0530,     48.2597,     48.5326,     48.8390,     49.6106,     51.3842,     41.7256,     41.7258,     41.7261,     40.4990,     40.4990,     43.6390
      39,          0.633333,     37.2353,     36.8315,     36.1883,     34.8932,     33.3463,     31.2930,     32.5790,     37.5466,     37.5670,     37.6049,     37.9422,     38.2156,     38.3393,     38.3599,     38.4458,     39.0422,     39.5741,     39.0504,     40.3973,     40.6742,     40.9499,     41.2033,     41.3668,     41.3877,     41.4023,     48.4356,     46.4495,     41.5916,     41.6281,     41.6691,     41.8100,     42.0569,     42.6754,     43.2348,     43.6489,     44.4242,     44.8092,     45.2313,     45.5884,     45.8995,     46.0664,     46.1183,     48.4951,     48.7156,     48.9928,     49.7275,     51.4752,     41.8105,     41.8112,     41.8116,     40.4990,     40.4990,     43.6390
      40,          0.650000,     37.3510,     36.9366,     36.3364,     35.2736,     33.4886,     31.3672,     32.5790,     37.6735,     37.6950,     37.7342,     38.0747,     38.3483,     38.4748,     38.4956,     38.5795,     39.1399,     39.6401,     39.1488,     40.4687,     40.7650,     41.0560,     41.3335,     41.5104,     41.5303,     41.5436,     48.6704,     46.4952,     41.6989,     41.7290,     41.7637,     41.8849,     42.1130,     42.7120,     43.2699,     43.6834,     44.4599,     44.8387,     45.2520,     45.6250,     45.9469,     46.1175,     46.1679,     48.7073,     48.8913,     49.1439,     49.8406,     51.5636,     41.8837,     41.8823,     41.8821,     40.4990,     40.4990,     43.6390
      41,          0.666667,     37.4458,     37.0336,     36.4164,     35.6265,     33.6677,     31.5080,     32.5790,     37.7821,     37.8048,     37.8458,     38.1953,     38.4745,     38.6060,     38.6276,     38.7129,     39.2496,     39.7250,     39.2595,     40.5601,     40.8780,     41.1807,     41.4673,     41.6291,     41.6480,     41.6603,     48.8542,     46.5299,     41.8024,     41.8298,     41.8604,     41.9646,     42.1707,     42.7431,     43.2971,     43.7109,     44.4859,     44.8601,     45.2677,     45.6529,     45.9833,     46.1567,     46.2061,     48.8786,     49.0327,     49.2797,     49.9519,     51.6506,     41.9649,     41.9649,     41.9650,     40.4990,     40.4990,     43.6390
      42,          0.683333,     37.5382,     37.1188,     36.4962,     35.8565,     33.8925,     31.6995,     32.5790,     37.8862,     37.9100,     37.9530,     38.3165,     38.6060,     38.7444,     38.7671,     38.8552,     39.3729,     39.8121,     39.3855,     40.6485,     40.9848,     41.2968,     41.5848,     41.7277,     41.7458,     41.7576,     49.0643,     46.5611,     41.8896,     41.9147,     41.9431,     42.0367,     42.2251,     42.7713,     43.3194,     43.7323,     44.5050,     44.8759,     45.2793,     45.6743,     46.0119,     46.1880,     46.2371,     49.0778,     49.1836,     49.4013,     50.0463,     51.7140,     42.0372,     42.0373,     42.0374,     40.4990,     40.4990,     43.6390
      43,          0.700000,     37.6448,     37.2126,     36.5959,     36.0083,     34.1002,     32.0129,     32.5790,     37.9909,     38.0169,     38.0636,     38.4444,     38.7410,     38.8866,     38.9107,     39.0010,     39.4900,     39.8937,     39.5065,     40.7300,     41.0821,     41.4003,     41.6797,     41.8104,     41.8276,     41.8397,     49.2692,     46.5917,     41.9624,     41.9867,     42.0133,     42.0983,     42.2725,     42.7955,     43.3378,     43.7495,     44.5215,     44.8898,     45.2904,     45.6960,     46.0410,     46.2198,     46.2686,     49.2792,     49.3513,     49.5298,     50.1239,     51.7607,     42.0987,     42.0991,     42.0991,     40.4990,     40.4990,     43.6390
      44,          0.716667,     37.7697,     37.3106,     36.7089,     36.1372,     34.2168,     32.4777,     32.5790,     38.1011,     38.1290,     38.1786,     38.5717,     38.8747,     39.0259,     39.0509,     39.1426,     39.6026,     39.9657,     39.6238,     40.8010,     41.1654,     41.4877,     41.7578,     41.8764,     41.8933,     41.9050,     49.4522,     46.6196,     42.0220,     42.0461,     42.0714,     42.1506,     42.3143,     42.8183,     43.3551,     43.7656,     44.5368,     44.9024,     45.3005,     45.7154,     46.0671,     46.2483,     46.2969,     49.4608,     49.5140,     49.6581,     50.2075,     51.8060,     42.1508,     42.1518,     42.1519,     40.4990,     40.4990,     43.6390
      45,          0.733333,     37.8778,     37.4388,     36.8456,     36.2644,     34.2674,     32.8516,     32.5790,     38.2074,     38.2378,     38.2910,     38.6955,     39.0014,     39.1562,     39.1817,     39.2732,     39.7006,     40.0281,     39.7265,     40.8594,     41.2332,     41.5580,     41.8135,     41.9309,     41.9476,     41.9598,     49.5993,     46.6845,     42.0731,     42.0961,     42.1203,     42.1950,     42.3506,     42.8390,     43.3712,     43.7806,     44.5513,     44.9151,     45.3134,     45.7447,     46.1110,     46.2989,     46.3497,     49.6121,     49.6557,     49.7806,     50.2935,     51.8523,     42.1948,     42.1951,     42.1954,     40.4990,     40.4990,     43.6390
      46,          0.750000,     37.9900,     37.5567,     36.9917,     36.3939,     34.3453,     33.0346,     32.5790,     38.3030,     38.3353,     38.3915,     38.8057,     39.1125,     39.2705,     39.2965,     39.3874,     39.7879,     40.0843,     39.8183,     40.9056,     41.2881,     41.6139,     41.8606,     41.9752,     41.9928,     42.0051,     49.7041,     46.8207,     42.1161,     42.1394,     42.1631,     42.2346,     42.3854,     42.8638,     43.3950,     43.8058,     44.5767,     44.9390,     45.3404,     45.8118,     46.2074,     46.4092,     46.4647,     49.7183,     49.7610,     49.8783,     50.3759,     51.8994,     42.2344,     42.2341,     42.2344,     40.4990,     40.4990,     43.6390
      47,          0.766667,     38.0845,     37.6850,     37.1287,     36.5163,     34.4575,     33.1428,     32.5790,     38.3882,     38.4224,     38.4815,     38.9007,     39.2083,     39.3680,     39.3944,     39.4847,     39.8637,     40.1385,     39.8986,     40.9516,     41.3450,     41.6725,     41.9165,     42.0256,     42.0424,     42.0544,     49.7739,     46.9288,     42.1622,     42.1845,     42.2072,     42.2763,     42.4269,     42.9043,     43.4388,     43.8531,     44.6266,     44.9818,     45.3799,     45.8962,     46.3133,     46.5278,     46.5862,     49.7889,     49.8314,     49.9452,     50.4374,     51.9270,     42.2754,     42.2747,     42.2745,     40.4990,     40.4990,     43.6390
      48,          0.783333,     38.1640,     37.8017,     37.2578,     36.6469,     34.5557,     33.2219,     32.5790,     38.4586,     38.4947,     38.5567,     38.9820,     39.2910,     39.4538,     39.4810,     39.5721,     39.9388,     40.1961,     39.9791,     40.9981,     41.3996,     41.7264,     41.9669,     42.0815,     42.0996,     42.1126,     49.8168,     47.0038,     42.2193,     42.2422,     42.2645,     42.3307,     42.4802,     42.9554,     43.4918,     43.9086,     44.6842,     45.0281,     45.4208,     45.9767,     46.3938,     46.6109,     46.6673,     49.8327,     49.8750,     49.9861,     50.4767,     51.9481,     42.3304,     42.3304,     42.3302,     40.4990,     40.4990,     43.6390
      49,          0.800000,     38.2323,     37.9040,     37.3789,     36.7656,     34.6696,     33.2887,     32.5790,     38.5199,     38.5578,     38.6227,     39.0553,     39.3675,     39.5337,     39.5617,     39.6544,     40.0135,     40.2589,     40.0602,     41.0527,     41.4627,     41.7921,     42.0325,     42.1488,     42.1672,     42.1811,     49.8428,     47.0443,     42.2869,     42.3096,     42.3309,     42.3937,     42.5402,     43.0086,     43.5436,     43.9624,     44.7357,     45.0638,     45.4470,     46.0254,     46.4412,     46.6601,     46.7165,     49.8587,     49.9008,     50.0121,     50.5037,     51.9667,     42.3931,     42.3929,     42.3930,     40.4990,     40.4990,     43.6390
      50,          0.816667,     38.2931,     37.9960,     37.4912,     36.8536,     34.8196,     33.3507,     32.5790,     38.5769,     38.6168,     38.6850,     39.1232,     39.4414,     39.6125,     39.6418,     39.7370,     40.0938,     40.3333,     40.1496,     41.1196,     41.5376,     41.8674,     42.1000,     42.2155,     42.2346,     42.2496,     49.8593,     47.0716,     42.3541,     42.3771,     42.3975,     42.4572,     42.5971,     43.0501,     43.5790,     43.9984,     44.7688,     45.0888,     45.4658,     46.0586,     46.4734,     46.6934,     46.7497,     49.8756,     49.9176,     50.0289,     50.5231,     51.9837,     42.4577,     42.4578,     42.4580,     40.4990,     40.4990,     43.6390
      51,          0.833333,     38.3539,     38.0835,     37.5899,     36.9083,     34.9772,     33.4175,     32.5790,     38.6330,     38.6753,     38.7473,     39.1901,     39.5164,     39.6940,     39.7245,     39.8222,     40.1752,     40.4201,     40.2630,     41.1878,     41.6087,     41.9368,     42.1603,     42.2748,     42.2932,     42.3081,     49.8705,     47.0910,     42.4115,     42.4346,     42.4541,     42.5108,     42.6436,     43.0798,     43.6007,     44.0202,     44.7881,     45.1045,     45.4786,     46.0799,     46.4947,     46.7159,     46.7724,     49.8866,     49.9292,     50.0404,     50.5381,     51.9988,     42.5109,     42.5115,     42.5115,     40.4990,     40.4990,     43.6390
      52,          0.850000,     38.4159,     38.1736,     37.6785,     36.9447,     35.1119,     33.4927,     32.5790,     38.6874,     38.7316,     38.8072,     39.2503,     39.5836,     39.7634,     39.7944,     39.8920,     40.2357,     40.5572,     40.4482,     41.2442,     41.6674,     41.9923,     42.2081,     42.3210,     42.3397,     42.3548,     49.8782,     47.1040,     42.4568,     42.4801,     42.4993,     42.5538,     42.6807,     43.1021,     43.6151,     44.0346,     44.8009,     45.1150,     45.4875,     46.0947,     46.5095,     46.7314,     46.7880,     49.8946,     49.9375,     50.0483,     50.5472,     52.0050,     42.5543,     42.5543,     42.5544,     40.4990,     40.4990,     43.6390
      53,          0.866667,     38.4736,     38.2558,     37.7622,     36.9793,     35.2182,     33.5703,     32.5790,     38.7338,     38.7793,     38.8572,     39.2995,     39.6380,     39.8206,     39.8522,     39.9508,     40.2899,     40.7294,     40.6589,     41.2983,     41.7153,     42.0331,     42.2448,     42.3557,     42.3750,     42.3903,     49.8833,     47.1132,     42.4915,     42.5151,     42.5338,     42.5868,     42.7092,     43.1189,     43.6250,     44.0442,     44.8098,     45.1223,     45.4939,     46.1051,     46.5199,     46.7424,     46.7991,     49.8995,     49.9423,     50.0535,     50.5528,     52.0100,     42.5870,     42.5875,     42.5874,     40.4990,     40.4990,     43.6390
      54,          0.883333,     38.5232,     38.3236,     37.8342,     37.0130,     35.3021,     33.6451,     32.5790,     38.7742,     38.8205,     38.8996,     39.3425,     39.6851,     39.8703,     39.9025,     40.0019,     40.3362,     40.9139,     40.8656,     41.3591,     41.7561,     42.0631,     42.2710,     42.3823,     42.4010,     42.4161,     49.8866,     47.1189,     42.5174,     42.5407,     42.5593,     42.6113,     42.7304,     43.1313,     43.6320,     44.0508,     44.8158,     45.1273,     45.4982,     46.1120,     46.5268,     46.7495,     46.8062,     49.9029,     49.9457,     50.0569,     50.5572,     52.0145,     42.6116,     42.6118,     42.6120,     40.4990,     40.4990,     43.6390
      55,          0.900000,     38.5654,     38.3822,     37.8964,     37.0443,     35.3721,     33.7120,     32.6336,     38.8089,     38.8554,     38.9351,     39.3795,     39.7255,     39.9127,     39.9454,     40.0454,     40.3751,     41.0901,     41.0572,     41.4267,     41.7928,     42.0868,     42.2907,     42.4012,     42.4200,     42.4355,     49.8889,     47.1226,     42.5362,     42.5597,     42.5782,     42.6294,     42.7460,     43.1403,     43.6367,     44.0551,     44.8197,     45.1304,     45.5009,     46.1163,     46.5311,     46.7540,     46.8107,     49.9052,     49.9480,     50.0595,     50.5608,     52.0188,     42.6295,     42.6298,     42.6298,     40.4990,     40.4990,     43.6390
      56,          0.916667,     38.6023,     38.4318,     37.9513,     37.0719,     35.4328,     33.7710,     32.6984,     38.8387,     38.8853,     38.9654,     39.4109,     39.7595,     39.9483,     39.9813,     40.0817,     40.4069,     41.2486,     41.2229,     41.5003,     41.8287,     42.1067,     42.3058,     42.4154,     42.4341,     42.4497,     49.8907,     47.1253,     42.5496,     42.5734,     42.5917,     42.6423,     42.7573,     43.1466,     43.6399,     44.0581,     44.8222,     45.1325,     45.5027,     46.1192,     46.5341,     46.7572,     46.8139,     49.9070,     49.9499,     50.0615,     50.5639,     52.0230,     42.6425,     42.6425,     42.6426,     40.4990,     40.4990,     43.6390
      57,          0.933333,     38.6342,     38.4741,     38.0004,     37.0950,     35.4846,     33.8238,     32.7573,     38.8640,     38.9106,     38.9906,     39.4369,     39.7873,     39.9772,     40.0105,     40.1112,     40.4322,     41.3824,     41.3616,     41.5743,     41.8640,     42.1245,     42.3180,     42.4264,     42.4450,     42.4605,     49.8922,     47.1274,     42.5598,     42.5834,     42.6017,     42.6519,     42.7655,     43.1513,     43.6422,     44.0600,     44.8239,     45.1340,     45.5040,     46.1214,     46.5364,     46.7596,     46.8164,     49.9085,     49.9515,     50.0631,     50.5660,     52.0238,     42.6518,     42.6520,     42.6520,     40.4990,     40.4990,     43.6390
      58,          0.950000,     38.6615,     38.5101,     38.0423,     37.1149,     35.5280,     33.8708,     32.8104,     38.8854,     38.9317,     39.0116,     39.4581,     39.8098,     40.0006,     40.0341,     40.1350,     40.4523,     41.4966,     41.4796,     41.6452,     41.8988,     42.1413,     42.3287,     42.4360,     42.4542,     42.4696,     49.8931,     47.1289,     42.5681,     42.5914,     42.6095,     42.6593,     42.7719,     43.1548,     43.6440,     44.0617,     44.8253,     45.1352,     45.5051,     46.1232,     46.5382,     46.7615,     46.8183,     49.9095,     49.9523,     50.0637,     50.5658,     52.0222,     42.6593,     42.6593,     42.6594,     40.4990,     40.4990,     43.6390
      59,          0.966667,     38.6856,     38.5440,     38.0755,     37.1320,     35.5641,     33.9122,     32.8579,     38.9033,     38.9492,     39.0288,     39.4753,     39.8279,     40.0193,     40.0530,     40.1540,     40.4684,     41.5951,     41.5807,     41.7119,     41.9333,     42.1578,     42.3387,     42.4440,     42.4623,     42.4776,     49.8933,     47.1296,     42.5751,     42.5984,     42.6164,     42.6657,     42.7773,     43.1578,     43.6454,     44.0629,     44.8263,     45.1359,     45.5058,     46.1242,     46.5391,     46.7625,     46.8192,     49.9096,     49.9524,     50.0637,     50.5652,     52.0204,     42.6657,     42.6658,     42.6657,     40.4990,     40.4990,     43.6390
      60,          0.983333,     38.7177,     38.5807,     38.0995,     37.1445,     35.5933,     33.9481,     32.8995,     38.9202,     38.9651,     39.0438,     39.4894,     39.8426,     40.0345,     40.0683,     40.1695,     40.4816,     41.6812,     41.6688,     41.7747,     41.9663,     42.1738,     42.3481,     42.4518,     42.4697,     42.4848,     49.8932,     47.1297,     42.5813,     42.6044,     42.6222,     42.6712,     42.7820,     43.1603,     43.6464,     44.0636,     44.8268,     45.1364,     45.5060,     46.1245,     46.5394,     46.7627,     46.8195,     49.9095,     49.9522,     50.0634,     50.5642,     52.0186,     42.6711,     42.6713,     42.6714,     40.4990,     40.4990,     43.6390
      61,          1.000000,     38.7575,     38.6303,     38.1335,     37.1576,     35.6168,     33.9786,     32.9350,     38.9433,     38.9865,     39.0628,     39.5023,     39.8548,     40.0470,     40.0810,     40.1822,     40.4925,     41.7570,     41.7478,     41.8327,     41.9988,     42.1903,     42.3576,     42.4590,     42.4769,     42.4918,     49.8928,     47.1295,     42.5872,     42.6102,     42.6278,     42.6763,     42.7862,     43.1623,     43.6470,     44.0639,     44.8269,     45.1364,     45.5061,     46.1245,     46.5392,     46.7625,     46.8192,     49.9091,     49.9518,     50.0628,     50.5631,     52.0168,     42.6764,     42.6765,     42.6765,     40.4990,     40.4990,     43.6390
      62,          1.016667,     38.7922,     38.6738,     38.1703,     37.1753,     35.6382,     34.0046,     32.9655,     38.9649,     39.0067,     39.0809,     39.5144,     39.8657,     40.0579,     40.0919,     40.1931,     40.5017,     41.8251,     41.8150,     41.8876,     42.0310,     42.2071,     42.3670,     42.4662,     42.4837,     42.4986,     49.8923,     47.1289,     42.5927,     42.6156,     42.6331,     42.6812,     42.7903,     43.1642,     43.6476,     44.0642,     44.8269,     45.1364,     45.5059,     46.1240,     46.5387,     46.7619,     46.8186,     49.9085,     49.9511,     50.0618,     50.5600,     52.0084,     42.6811,     42.6812,     42.6813,     40.4990,     40.4990,     43.6390
      63,          1.033333,     38.8199,     38.7082,     38.2041,     37.1947,     35.6601,     34.0283,     32.9935,     38.9833,     39.0239,     39.0964,     39.5251,     39.8754,     40.0675,     40.1016,     40.2028,     40.5099,     41.8845,     41.8755,     41.9378,     42.0626,     42.2240,     42.3767,     42.4737,     42.4909,     42.5057,     49.8909,     47.1278,     42.5984,     42.6210,     42.6383,     42.6859,     42.7942,     43.1660,     43.6481,     44.0643,     44.8266,     45.1361,     45.5056,     46.1234,     46.5379,     46.7610,     46.8176,     49.9071,     49.9495,     50.0596,     50.5544,     51.9983,     42.6859,     42.6859,     42.6859,     40.4990,     40.4990,     43.6390
      64,          1.050000,     38.8420,     38.7354,     38.2332,     37.2125,     35.6825,     34.0509,     33.0203,     38.9985,     39.0382,     39.1095,     39.5343,     39.8836,     40.0756,     40.1097,     40.2108,     40.5166,     41.9374,     41.9290,     41.9835,     42.0928,     42.2410,     42.3867,     42.4813,     42.4982,     42.5127,     49.8887,     47.1256,     42.6040,     42.6264,     42.6436,     42.6906,     42.7980,     43.1676,     43.6483,     44.0640,     44.8260,     45.1355,     45.5048,     46.1219,     46.5361,     46.7589,     46.8154,     49.9049,     49.9471,     50.0567,     50.5485,     51.9880,     42.6907,     42.6906,     42.6907,     40.4990,     40.4990,     43.6390
      65,          1.066667,     38.8599,     38.7571,     38.2579,     37.2279,     35.7040,     34.0732,     33.0469,     39.0111,     39.0501,     39.1203,     39.5421,     39.8906,     40.0826,     40.1167,     40.2178,     40.5225,     41.9853,     41.9774,     42.0258,     42.1221,     42.2583,     42.3968,     42.4889,     42.5055,     42.5198,     49.8862,     47.1227,     42.6096,     42.6318,     42.6487,     42.6954,     42.8019,     43.1690,     43.6482,     44.0633,     44.8249,     45.1344,     45.5036,     46.1195,     46.5334,     46.7559,     46.8122,     49.9022,     49.9442,     50.0533,     50.5420,     51.9776,     42.6954,     42.6954,     42.6953,     40.4990,     40.4990,     43.6390
      66,          1.083333,     38.8745,     38.7746,     38.2788,     37.2409,     35.7236,     34.0945,     33.0725,     39.0216,     39.0600,     39.1294,     39.5487,     39.8968,     40.0887,     40.1228,     40.2239,     40.5278,     42.0287,     42.0214,     42.0649,     42.1502,     42.2753,     42.4070,     42.4966,     42.5128,     42.5269,     49.8834,     47.1194,     42.6151,     42.6370,     42.6538,     42.6999,     42.8055,     43.1703,     43.6479,     44.0622,     44.8233,     45.1329,     45.5021,     46.1167,     46.5302,     46.7524,     46.8086,     49.8993,     49.9411,     50.0498,     50.5354,     51.9658,     42.7000,     42.6999,     42.6999,     40.4990,     40.4990,     43.6390
      67,          1.100000,     38.8871,     38.7887,     38.2961,     37.2516,     35.7407,     34.1145,     33.0967,     39.0307,     39.0686,     39.1373,     39.5545,     39.9021,     40.0940,     40.1282,     40.2293,     40.5323,     42.0680,     42.0610,     42.1006,     42.1768,     42.2920,     42.4170,     42.5041,     42.5201,     42.5338,     49.8802,     47.1156,     42.6205,     42.6421,     42.6587,     42.7044,     42.8090,     43.1713,     43.6474,     44.0609,     44.8215,     45.1313,     45.5003,     46.1135,     46.5267,     46.7485,     46.8046,     49.8960,     49.9373,     50.0446,     50.5231,     51.9400,     42.7044,     42.7044,     42.7044,     40.4990,     40.4990,     43.6390
      68,          1.116667,     38.8978,     38.8006,     38.3109,     37.2604,     35.7553,     34.1327,     33.1187,     39.0385,     39.0761,     39.1441,     39.5596,     39.9068,     40.0987,     40.1329,     40.2340,     40.5364,     42.1039,     42.0972,     42.1333,     42.2018,     42.3081,     42.4270,     42.5116,     42.5272,     42.5407,     49.8750,     47.1098,     42.6257,     42.6471,     42.6635,     42.7087,     42.8123,     43.1722,     43.6467,     44.0594,     44.8193,     45.1292,     45.4981,     46.1092,     46.5217,     46.7428,     46.7986,     49.8905,     49.9313,     50.0371,     50.5070,     51.9123,     42.7086,     42.7087,     42.7087,     40.4990,     40.4990,     43.6390
      69,          1.133333,     38.9070,     38.8107,     38.3235,     37.2680,     35.7676,     34.1487,     33.1381,     39.0454,     39.0826,     39.1500,     39.5641,     39.9110,     40.1028,     40.1370,     40.2381,     40.5401,     42.1363,     42.1299,     42.1633,     42.2253,     42.3237,     42.4367,     42.5188,     42.5340,     42.5472,     49.8682,     47.1020,     42.6306,     42.6518,     42.6680,     42.7127,     42.8155,     43.1728,     43.6455,     44.0571,     44.8162,     45.1263,     45.4949,     46.1030,     46.5147,     46.7348,     46.7903,     49.8836,     49.9239,     50.0283,     50.4902,     51.8840,     42.7128,     42.7128,     42.7128,     40.4990,     40.4990,     43.6390
      70,          1.150000,     38.9148,     38.8193,     38.3346,     37.2747,     35.7778,     34.1625,     33.1551,     39.0513,     39.0882,     39.1553,     39.5681,     39.9146,     40.1065,     40.1407,     40.2418,     40.5433,     42.1658,     42.1595,     42.1905,     42.2470,     42.3384,     42.4457,     42.5253,     42.5402,     42.5531,     49.8606,     47.0928,     42.6349,     42.6558,     42.6719,     42.7161,     42.8179,     43.1726,     43.6436,     44.0539,     44.8119,     45.1225,     45.4909,     46.0953,     46.5061,     46.7254,     46.7805,     49.8758,     49.9156,     50.0188,     50.4725,     51.8553,     42.7162,     42.7162,     42.7162,     40.4990,     40.4990,     43.6390
      71,          1.166667,     38.9216,     38.8269,     38.3442,     37.2804,     35.7865,     34.1745,     33.1698,     39.0565,     39.0932,     39.1598,     39.5717,     39.9179,     40.1098,     40.1441,     40.2452,     40.5462,     42.1920,     42.1859,     42.2151,     42.2671,     42.3523,     42.4539,     42.5309,     42.5454,     42.5581,     49.8526,     47.0828,     42.6383,     42.6589,     42.6749,     42.7188,     42.8195,     43.1719,     43.6412,     44.0500,     44.8069,     45.1180,     45.4862,     46.0865,     46.4964,     46.7147,     46.7695,     49.8675,     49.9069,     50.0087,     50.4543,     51.8262,     42.7188,     42.7188,     42.7188,     40.4990,     40.4990,     43.6390
      72,          1.183333,     38.9274,     38.8334,     38.3526,     37.2856,     35.7939,     34.1847,     33.1823,     39.0610,     39.0974,     39.1638,     39.5748,     39.9209,     40.1127,     40.1470,     40.2481,     40.5488,     42.2154,     42.2094,     42.2369,     42.2846,     42.3641,     42.4611,     42.5357,     42.5498,     42.5622,     49.8441,     47.0724,     42.6408,     42.6612,     42.6771,     42.7206,     42.8205,     43.1706,     43.6383,     44.0456,     44.8014,     45.1132,     45.4814,     46.0776,     46.4868,     46.7042,     46.7586,     49.8589,     49.8977,     49.9981,     50.4349,     51.7925,     42.7206,     42.7206,     42.7207,     40.4990,     40.4990,     43.6390
      73,          1.200000,     38.9324,     38.8389,     38.3599,     37.2902,     35.8003,     34.1935,     33.1931,     39.0648,     39.1011,     39.1672,     39.5774,     39.9234,     40.1152,     40.1495,     40.2506,     40.5510,     42.2357,     42.2298,     42.2559,     42.3002,     42.3747,     42.4672,     42.5395,     42.5533,     42.5654,     49.8350,     47.0633,     42.6427,     42.6628,     42.6785,     42.7217,     42.8209,     43.1689,     43.6352,     44.0410,     44.7958,     45.1083,     45.4767,     46.0689,     46.4774,     46.6940,     46.7482,     49.8495,     49.8876,     49.9861,     50.4125,     51.7556,     42.7217,     42.7217,     42.7217,     40.4990,     40.4990,     43.6390
      74,          1.216667,     38.9367,     38.8436,     38.3661,     37.2941,     35.8058,     34.2011,     33.2024,     39.0682,     39.1043,     39.1702,     39.5799,     39.9257,     40.1176,     40.1519,     40.2529,     40.5529,     42.2528,     42.2470,     42.2721,     42.3136,     42.3840,     42.4724,     42.5427,     42.5562,     42.5680,     49.8249,     47.0508,     42.6439,     42.6637,     42.6794,     42.7223,     42.8207,     43.1669,     43.6320,     44.0363,     44.7901,     45.1032,     45.4716,     46.0593,     46.4669,     46.6823,     46.7361,     49.8391,     49.8766,     49.9733,     50.3895,     51.7178,     42.7223,     42.7223,     42.7223,     40.4990,     40.4990,     43.6390
      75,          1.233333,     38.9404,     38.8477,     38.3716,     37.2976,     35.8106,     34.2077,     33.2106,     39.0711,     39.1071,     39.1727,     39.5818,     39.9275,     40.1193,     40.1536,     40.2547,     40.5545,     42.2672,     42.2615,     42.2857,     42.3249,     42.3918,     42.4767,     42.5451,     42.5583,     42.5699,     49.8138,     47.0375,     42.6444,     42.6642,     42.6796,     42.7223,     42.8200,     43.1644,     43.6282,     44.0308,     44.7838,     45.0976,     45.4660,     46.0484,     46.4546,     46.6687,     46.7219,     49.8278,     49.8647,     49.9597,     50.3659,     51.6794,     42.7223,     42.7224,     42.7224,     40.4990,     40.4990,     43.6390
