"EG14_003 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG14_003.tcf]","Time (h)","H FC01.1_R.1 [EG14_003]","H FC01.1_R.2 [EG14_003]","H FC01.2_R.1 [EG14_003]","H FC01.2_R.2 [EG14_003]","H FC04.1_C.1 [EG14_003]","H FC04.1_C.2 [EG14_003]","H Pipe16.2 [EG14_003]","H Pit1 [EG14_003]","H Pit1.1 [EG14_003]","H Pit10 [EG14_003]","H Pit10.1 [EG14_003]","H Pit11 [EG14_003]","H Pit11.1 [EG14_003]","H Pit12 [EG14_003]","H Pit12.1 [EG14_003]","H Pit13 [EG14_003]","H Pit13.1 [EG14_003]","H Pit14 [EG14_003]","H Pit14.1 [EG14_003]","H Pit15 [EG14_003]","H Pit15.1 [EG14_003]","H Pit16 [EG14_003]","H Pit16.1 [EG14_003]","H Pit17 [EG14_003]","H Pit17.1 [EG14_003]","H Pit18 [EG14_003]","H Pit18.1 [EG14_003]","H Pit19 [EG14_003]","H Pit19.1 [EG14_003]","H Pit2 [EG14_003]","H Pit2.1 [EG14_003]","H Pit3 [EG14_003]","H Pit3.1 [EG14_003]","H Pit4 [EG14_003]","H Pit4.1 [EG14_003]","H Pit5 [EG14_003]","H Pit5.1 [EG14_003]","H Pit6 [EG14_003]","H Pit6.1 [EG14_003]","H Pit7 [EG14_003]","H Pit7.1 [EG14_003]","H Pit8 [EG14_003]","H Pit8.1 [EG14_003]","H Pit9 [EG14_003]","H Pit9.1 [EG14_003]"
      11,          0.166667,     45.3990,     44.4990,     37.5990,     37.4990,     43.3490,     42.7490,     41.3126,     41.7767,     43.2445,     41.3107,     42.7528,     41.3097,     42.7759,     41.3135,     42.8113,     41.3086,     42.8368,     41.3164,     42.8596,     41.3415,     42.9892,     41.5029,     43.1357,     41.7004,     43.2811,     41.7172,     43.3220,     41.9009,     43.3397,     41.7214,     43.2164,     41.7024,     43.2770,     41.7104,     43.3075,     42.0392,     43.2767,     41.8132,     43.2528,     41.5424,     43.1470,     41.3790,     43.0050,     41.3198,     42.8642
      12,          0.183333,     45.3990,     44.4990,     37.5990,     37.4990,     43.3490,     42.7490,     41.7923,     41.7861,     43.2445,     41.8099,     42.7528,     41.8054,     42.7759,     41.7995,     42.8113,     41.7930,     42.8368,     41.7900,     42.8596,     41.7776,     42.9892,     41.7831,     43.1357,     41.8237,     43.2811,     41.8289,     43.3220,     41.9117,     43.3397,     41.7767,     43.2164,     41.7701,     43.2770,     41.7661,     43.3075,     42.0468,     43.2767,     41.8267,     43.2528,     41.8197,     43.1470,     41.8182,     43.0050,     41.8147,     42.8642
      13,          0.200000,     45.3990,     44.4990,     37.5990,     37.4990,     43.3490,     42.7490,     42.2852,     42.2761,     43.2445,     42.3227,     42.7528,     42.3092,     42.7759,     42.2970,     42.8113,     42.2887,     42.8368,     42.2807,     42.8596,     42.2766,     42.9892,     42.2745,     43.1357,     42.4350,     43.2811,     42.4392,     43.3220,     42.4494,     43.3397,     42.2827,     43.2164,     42.2624,     43.2770,     42.2568,     43.3075,     42.1998,     43.2767,     42.4357,     43.2528,     42.3925,     43.1470,     42.3642,     43.0050,     42.3407,     42.8642
      14,          0.216667,     45.6237,     44.4990,     37.5990,     37.4990,     43.3490,     42.7490,     42.8888,     43.1632,     43.2445,     42.8711,     42.8120,     42.8635,     42.8214,     42.8709,     42.8431,     42.8891,     42.8771,     42.9189,     42.8909,     42.9901,     42.9892,     43.0662,     43.1357,     43.1953,     43.2811,     43.2112,     43.3220,     43.2199,     43.3397,     43.1563,     43.2164,     43.1451,     43.2770,     43.1528,     43.3075,     43.1575,     43.2767,     43.1994,     43.2528,     43.0985,     43.1470,     43.0102,     43.0075,     42.9183,     42.8990
      15,          0.233333,     45.7619,     44.4990,     37.5990,     37.4990,     43.3490,     42.7490,     42.9029,     43.2451,     43.2480,     42.8890,     42.8343,     42.8800,     42.8335,     42.8871,     42.8603,     42.9035,     42.8869,     42.9318,     42.8980,     43.0204,     43.0146,     43.1237,     43.1357,     43.2690,     43.2811,     43.2905,     43.3220,     43.2994,     43.3397,     43.2398,     43.2355,     43.2287,     43.2770,     43.2375,     43.3075,     43.2439,     43.2767,     43.2725,     43.2693,     43.1523,     43.1529,     43.0443,     43.0378,     42.9357,     42.9067
      16,          0.250000,     45.8464,     44.5575,     37.5990,     37.4990,     43.3490,     42.7490,     42.9175,     43.2606,     43.2600,     42.9128,     42.8664,     42.9041,     42.8701,     42.9078,     42.8789,     42.9181,     42.8972,     42.9407,     42.9025,     43.0260,     43.0166,     43.1341,     43.1357,     43.2843,     43.2836,     43.3090,     43.3220,     43.3185,     43.3397,     43.2532,     43.2455,     43.2434,     43.2770,     43.2522,     43.3075,     43.2589,     43.2767,     43.2866,     43.2798,     43.1633,     43.1628,     43.0516,     43.0426,     42.9476,     42.9105
      17,          0.266667,     45.9071,     44.6491,     37.5990,     37.4990,     43.3490,     42.7490,     42.9323,     43.2654,     43.2636,     42.9342,     42.8996,     42.9248,     42.8982,     42.9252,     42.8983,     42.9328,     42.9060,     42.9508,     42.9088,     43.0306,     43.0190,     43.1393,     43.1392,     43.2893,     43.2886,     43.3155,     43.3220,     43.3249,     43.3397,     43.2583,     43.2504,     43.2487,     43.2770,     43.2577,     43.3075,     43.2646,     43.2767,     43.2916,     43.2839,     43.1677,     43.1661,     43.0568,     43.0462,     42.9593,     42.9151
      18,          0.283333,     45.9555,     44.7121,     37.5990,     37.4990,     43.3490,     42.7490,     42.9497,     43.2702,     43.2673,     42.9539,     42.9223,     42.9451,     42.9221,     42.9439,     42.9220,     42.9502,     42.9218,     42.9650,     42.9230,     43.0369,     43.0217,     43.1451,     43.1448,     43.2937,     43.2924,     43.3207,     43.3220,     43.3302,     43.3397,     43.2635,     43.2554,     43.2539,     43.2770,     43.2632,     43.3075,     43.2700,     43.2767,     43.2955,     43.2867,     43.1728,     43.1710,     43.0636,     43.0499,     42.9735,     42.9282
      19,          0.300000,     45.9931,     44.7739,     37.5990,     37.4990,     43.3490,     42.7490,     42.9692,     43.2741,     43.2701,     42.9725,     42.9426,     42.9645,     42.9430,     42.9636,     42.9435,     42.9698,     42.9432,     42.9826,     42.9435,     43.0450,     43.0249,     43.1511,     43.1505,     43.2967,     43.2949,     43.3246,     43.3245,     43.3343,     43.3397,     43.2677,     43.2591,     43.2585,     43.2770,     43.2678,     43.3075,     43.2747,     43.2767,     43.2984,     43.2889,     43.1769,     43.1741,     43.0693,     43.0531,     42.9889,     42.9442
      20,          0.316667,     46.0437,     44.8294,     37.5990,     37.4990,     43.3490,     42.7490,     42.9869,     43.2780,     43.2728,     42.9903,     42.9619,     42.9826,     42.9623,     42.9816,     42.9624,     42.9875,     42.9623,     42.9988,     42.9623,     43.0526,     43.0276,     43.1565,     43.1553,     43.2989,     43.2966,     43.3278,     43.3275,     43.3375,     43.3397,     43.2718,     43.2628,     43.2629,     43.2770,     43.2723,     43.3075,     43.2793,     43.2794,     43.3006,     43.2906,     43.1805,     43.1760,     43.0752,     43.0554,     43.0048,     42.9626
      21,          0.333333,     46.0928,     44.8838,     37.5990,     37.4990,     43.3490,     42.7490,     43.0031,     43.2816,     43.2754,     43.0068,     42.9801,     42.9995,     42.9802,     42.9982,     42.9800,     43.0037,     42.9797,     43.0137,     42.9796,     43.0596,     43.0299,     43.1612,     43.1593,     43.3015,     43.2982,     43.3307,     43.3301,     43.3409,     43.3407,     43.2757,     43.2662,     43.2670,     43.2770,     43.2766,     43.3075,     43.2837,     43.2839,     43.3027,     43.2921,     43.1831,     43.1781,     43.0822,     43.0581,     43.0196,     42.9806
      22,          0.350000,     46.1405,     44.9362,     37.5990,     37.4990,     43.3490,     42.7490,     43.0183,     43.2847,     43.2777,     43.0225,     42.9972,     43.0153,     42.9970,     43.0138,     42.9966,     43.0188,     42.9966,     43.0283,     42.9966,     43.0661,     43.0320,     43.1643,     43.1609,     43.3034,     43.2997,     43.3332,     43.3323,     43.3431,     43.3429,     43.2789,     43.2692,     43.2704,     43.2770,     43.2801,     43.3075,     43.2873,     43.2875,     43.3046,     43.2934,     43.1866,     43.1805,     43.0886,     43.0606,     43.0341,     42.9983
      23,          0.366667,     46.1908,     44.9906,     37.5990,     37.4990,     43.3490,     42.7490,     43.0337,     43.2873,     43.2797,     43.0375,     43.0139,     43.0308,     43.0139,     43.0295,     43.0139,     43.0343,     43.0137,     43.0454,     43.0138,     43.0701,     43.0358,     43.1715,     43.1624,     43.3074,     43.3011,     43.3354,     43.3342,     43.3454,     43.3453,     43.2818,     43.2717,     43.2726,     43.2770,     43.2832,     43.3075,     43.2904,     43.2904,     43.3063,     43.2947,     43.1875,     43.1827,     43.0947,     43.0627,     43.0484,     43.0139
      24,          0.383333,     46.2516,     45.0556,     37.5990,     37.4990,     43.3490,     42.7490,     43.0489,     43.2900,     43.2815,     43.0521,     43.0298,     43.0461,     43.0300,     43.0450,     43.0305,     43.0495,     43.0309,     43.0593,     43.0309,     43.0811,     43.0428,     43.1723,     43.1642,     43.3069,     43.3022,     43.3379,     43.3362,     43.3480,     43.3478,     43.2845,     43.2740,     43.2761,     43.2770,     43.2861,     43.3075,     43.2932,     43.2930,     43.3080,     43.2958,     43.1933,     43.1844,     43.0999,     43.0652,     43.0622,     43.0299
      25,          0.400000,     46.3118,     45.1270,     37.5990,     37.4990,     43.3490,     42.7490,     43.0634,     43.2920,     43.2831,     43.0669,     43.0466,     43.0613,     43.0465,     43.0599,     43.0463,     43.0640,     43.0462,     43.0732,     43.0462,     43.0914,     43.0519,     43.1765,     43.1668,     43.3088,     43.3034,     43.3400,     43.3380,     43.3504,     43.3502,     43.2869,     43.2760,     43.2774,     43.2770,     43.2884,     43.3075,     43.2961,     43.2953,     43.3096,     43.2970,     43.1964,     43.1863,     43.1071,     43.0682,     43.0762,     43.0467
      26,          0.416667,     46.3793,     45.1949,     37.5990,     37.4990,     43.3490,     42.7490,     43.0779,     43.2934,     43.2848,     43.0809,     43.0620,     43.0757,     43.0619,     43.0746,     43.0617,     43.0785,     43.0616,     43.0872,     43.0616,     43.1027,     43.0639,     43.1810,     43.1693,     43.3107,     43.3046,     43.3422,     43.3396,     43.3528,     43.3524,     43.2898,     43.2780,     43.2785,     43.2812,     43.2909,     43.3075,     43.2989,     43.2973,     43.3112,     43.2981,     43.1996,     43.1881,     43.1155,     43.0738,     43.0895,     43.0622
      27,          0.433333,     46.4561,     45.2654,     37.5990,     37.4990,     43.3490,     42.7490,     43.0924,     43.2970,     43.2866,     43.0946,     43.0766,     43.0899,     43.0766,     43.0891,     43.0767,     43.0930,     43.0768,     43.1014,     43.0768,     43.1153,     43.0782,     43.1861,     43.1719,     43.3129,     43.3061,     43.3444,     43.3413,     43.3552,     43.3546,     43.2920,     43.2798,     43.2841,     43.2844,     43.2941,     43.3075,     43.3008,     43.2990,     43.3127,     43.2993,     43.2033,     43.1901,     43.1251,     43.0824,     43.1026,     43.0765
      28,          0.450000,     46.5446,     45.3376,     37.5990,     37.4990,     43.3490,     42.7490,     43.1061,     43.2993,     43.2882,     43.1082,     43.0909,     43.1037,     43.0910,     43.1030,     43.0910,     43.1066,     43.0910,     43.1135,     43.0910,     43.1275,     43.0918,     43.1933,     43.1741,     43.3168,     43.3076,     43.3466,     43.3431,     43.3575,     43.3567,     43.2945,     43.2817,     43.2849,     43.2871,     43.2967,     43.3075,     43.3032,     43.3008,     43.3145,     43.3007,     43.2064,     43.1921,     43.1363,     43.0938,     43.1162,     43.0909
      29,          0.466667,     46.6340,     45.4233,     37.5990,     37.4990,     43.3490,     42.7490,     43.1194,     43.3015,     43.2898,     43.1216,     43.1048,     43.1172,     43.1048,     43.1165,     43.1048,     43.1199,     43.1048,     43.1265,     43.1047,     43.1387,     43.1051,     43.1986,     43.1762,     43.3192,     43.3091,     43.3489,     43.3449,     43.3599,     43.3589,     43.2969,     43.2835,     43.2875,     43.2895,     43.2992,     43.3075,     43.3055,     43.3025,     43.3166,     43.3022,     43.2112,     43.1943,     43.1478,     43.1069,     43.1293,     43.1049
      30,          0.483333,     46.7579,     45.5129,     37.5990,     37.4990,     43.3490,     42.7490,     43.1323,     43.3038,     43.2913,     43.1345,     43.1183,     43.1303,     43.1182,     43.1295,     43.1181,     43.1328,     43.1181,     43.1392,     43.1181,     43.1517,     43.1184,     43.2005,     43.1783,     43.3203,     43.3106,     43.3513,     43.3466,     43.3624,     43.3611,     43.2992,     43.2852,     43.2921,     43.2920,     43.3017,     43.3075,     43.3079,     43.3042,     43.3188,     43.3038,     43.2178,     43.1964,     43.1581,     43.1195,     43.1419,     43.1183
      31,          0.500000,     46.8806,     45.6049,     37.5990,     37.4990,     43.3490,     42.7490,     43.1449,     43.3060,     43.2929,     43.1469,     43.1310,     43.1429,     43.1310,     43.1423,     43.1312,     43.1455,     43.1313,     43.1515,     43.1312,     43.1613,     43.1315,     43.2084,     43.1801,     43.3236,     43.3121,     43.3535,     43.3483,     43.3647,     43.3632,     43.3017,     43.2869,     43.2933,     43.2946,     43.3043,     43.3075,     43.3103,     43.3060,     43.3210,     43.3054,     43.2215,     43.1986,     43.1694,     43.1318,     43.1540,     43.1309
      32,          0.516667,     47.0061,     45.6978,     37.5990,     37.4990,     43.3490,     42.7490,     43.1568,     43.3088,     43.2946,     43.1590,     43.1435,     43.1551,     43.1434,     43.1544,     43.1434,     43.1574,     43.1435,     43.1632,     43.1435,     43.1717,     43.1437,     43.2136,     43.1820,     43.3264,     43.3137,     43.3563,     43.3502,     43.3677,     43.3657,     43.3046,     43.2886,     43.2965,     43.2975,     43.3074,     43.3075,     43.3132,     43.3080,     43.3237,     43.3072,     43.2267,     43.2008,     43.1800,     43.1441,     43.1659,     43.1435
      33,          0.533333,     47.1748,     45.8126,     37.9174,     37.8901,     43.3490,     42.7490,     43.1683,     43.3116,     43.2962,     43.1706,     43.1554,     43.1669,     43.1554,     43.1661,     43.1553,     43.1688,     43.1554,     43.1743,     43.1553,     43.1823,     43.1555,     43.2188,     43.1844,     43.3291,     43.3154,     43.3592,     43.3522,     43.3708,     43.3684,     43.3075,     43.2904,     43.2999,     43.3003,     43.3104,     43.3102,     43.3160,     43.3099,     43.3264,     43.3090,     43.2320,     43.2031,     43.1902,     43.1561,     43.1773,     43.1555
      34,          0.550000,     47.3955,     45.9614,     38.0511,     38.0228,     43.3490,     42.7490,     43.1794,     43.3144,     43.2979,     43.1818,     43.1669,     43.1782,     43.1669,     43.1774,     43.1669,     43.1800,     43.1669,     43.1851,     43.1669,     43.1927,     43.1670,     43.2246,     43.1877,     43.3317,     43.3171,     43.3621,     43.3542,     43.3738,     43.3708,     43.3104,     43.2922,     43.3031,     43.3030,     43.3134,     43.3127,     43.3187,     43.3119,     43.3291,     43.3109,     43.2372,     43.2053,     43.2000,     43.1674,     43.1882,     43.1669
      35,          0.566667,     47.6475,     46.1224,     38.1644,     38.1308,     43.3490,     42.7490,     43.1903,     43.3171,     43.2995,     43.1926,     43.1780,     43.1892,     43.1780,     43.1884,     43.1781,     43.1908,     43.1781,     43.1957,     43.1781,     43.2042,     43.1783,     43.2289,     43.1923,     43.3341,     43.3188,     43.3650,     43.3562,     43.3767,     43.3732,     43.3132,     43.2940,     43.3070,     43.3054,     43.3161,     43.3147,     43.3213,     43.3138,     43.3320,     43.3128,     43.2436,     43.2080,     43.2088,     43.1784,     43.1988,     43.1780
      36,          0.583333,     47.9195,     46.2529,     38.2506,     38.2178,     43.3490,     42.7490,     43.2008,     43.3197,     43.3010,     43.2030,     43.1889,     43.1999,     43.1889,     43.1991,     43.1889,     43.2014,     43.1889,     43.2060,     43.1889,     43.2141,     43.1890,     43.2358,     43.1983,     43.3372,     43.3204,     43.3678,     43.3581,     43.3795,     43.3753,     43.3158,     43.2957,     43.3098,     43.3071,     43.3187,     43.3167,     43.3238,     43.3156,     43.3349,     43.3147,     43.2494,     43.2113,     43.2186,     43.1893,     43.2090,     43.1889
      37,          0.600000,     48.1986,     46.3624,     38.3601,     38.3215,     43.3490,     42.7490,     43.2110,     43.3222,     43.3025,     43.2133,     43.1994,     43.2103,     43.1994,     43.2095,     43.1994,     43.2116,     43.1993,     43.2160,     43.1993,     43.2238,     43.1994,     43.2432,     43.2054,     43.3405,     43.3222,     43.3706,     43.3599,     43.3822,     43.3773,     43.3185,     43.2973,     43.3126,     43.3087,     43.3212,     43.3185,     43.3262,     43.3175,     43.3380,     43.3166,     43.2557,     43.2158,     43.2282,     43.2002,     43.2190,     43.1995
      38,          0.616667,     48.4590,     46.4562,     38.4818,     38.4395,     43.3490,     42.7490,     43.2212,     43.3250,     43.3041,     43.2233,     43.2096,     43.2204,     43.2097,     43.2197,     43.2096,     43.2217,     43.2096,     43.2259,     43.2096,     43.2335,     43.2097,     43.2511,     43.2137,     43.3438,     43.3239,     43.3735,     43.3618,     43.3850,     43.3793,     43.3213,     43.2990,     43.3156,     43.3108,     43.3240,     43.3205,     43.3289,     43.3194,     43.3410,     43.3185,     43.2625,     43.2217,     43.2376,     43.2100,     43.2287,     43.2097
      39,          0.633333,     48.6977,     46.5295,     38.6210,     38.5709,     43.3490,     42.7490,     43.2311,     43.3278,     43.3057,     43.2331,     43.2197,     43.2304,     43.2197,     43.2297,     43.2197,     43.2317,     43.2197,     43.2357,     43.2197,     43.2431,     43.2197,     43.2592,     43.2225,     43.3473,     43.3256,     43.3763,     43.3636,     43.3877,     43.3812,     43.3243,     43.3007,     43.3187,     43.3129,     43.3269,     43.3226,     43.3316,     43.3215,     43.3443,     43.3205,     43.2697,     43.2283,     43.2469,     43.2199,     43.2383,     43.2196
      40,          0.650000,     48.9214,     46.5914,     38.7808,     38.7232,     43.3490,     42.7490,     43.2409,     43.3307,     43.3073,     43.2428,     43.2294,     43.2402,     43.2294,     43.2395,     43.2294,     43.2414,     43.2294,     43.2453,     43.2294,     43.2524,     43.2295,     43.2673,     43.2315,     43.3508,     43.3274,     43.3791,     43.3654,     43.3904,     43.3830,     43.3272,     43.3025,     43.3219,     43.3149,     43.3299,     43.3248,     43.3345,     43.3237,     43.3476,     43.3226,     43.2773,     43.2360,     43.2562,     43.2297,     43.2478,     43.2294
      41,          0.666667,     49.1397,     46.6501,     38.9689,     38.8819,     43.3490,     42.7490,     43.2504,     43.3336,     43.3090,     43.2523,     43.2391,     43.2498,     43.2390,     43.2491,     43.2390,     43.2509,     43.2390,     43.2547,     43.2390,     43.2616,     43.2390,     43.2752,     43.2405,     43.3545,     43.3293,     43.3821,     43.3671,     43.3932,     43.3848,     43.3302,     43.3043,     43.3251,     43.3169,     43.3329,     43.3270,     43.3374,     43.3260,     43.3511,     43.3249,     43.2850,     43.2441,     43.2654,     43.2393,     43.2572,     43.2390
      42,          0.683333,     49.3516,     46.6989,     39.1781,     39.0527,     43.3490,     42.7490,     43.2598,     43.3364,     43.3106,     43.2617,     43.2485,     43.2592,     43.2485,     43.2585,     43.2484,     43.2603,     43.2484,     43.2639,     43.2484,     43.2705,     43.2484,     43.2831,     43.2496,     43.3583,     43.3312,     43.3852,     43.3688,     43.3959,     43.3867,     43.3331,     43.3061,     43.3282,     43.3183,     43.3358,     43.3292,     43.3402,     43.3283,     43.3546,     43.3272,     43.2928,     43.2525,     43.2744,     43.2487,     43.2665,     43.2484
      43,          0.700000,     49.5244,     46.8060,     39.3953,     39.2238,     43.3490,     42.7490,     43.2690,     43.3393,     43.3123,     43.2709,     43.2577,     43.2685,     43.2577,     43.2678,     43.2577,     43.2695,     43.2577,     43.2730,     43.2577,     43.2786,     43.2577,     43.2923,     43.2587,     43.3620,     43.3332,     43.3882,     43.3704,     43.3987,     43.3884,     43.3361,     43.3080,     43.3308,     43.3199,     43.3388,     43.3315,     43.3431,     43.3307,     43.3582,     43.3294,     43.3005,     43.2610,     43.2833,     43.2579,     43.2756,     43.2577
      44,          0.716667,     49.6448,     46.9560,     39.6186,     39.3929,     43.3490,     42.7490,     43.2781,     43.3427,     43.3153,     43.2800,     43.2669,     43.2777,     43.2669,     43.2770,     43.2669,     43.2787,     43.2669,     43.2820,     43.2669,     43.2873,     43.2668,     43.3000,     43.2676,     43.3658,     43.3351,     43.3912,     43.3720,     43.4014,     43.3901,     43.3396,     43.3100,     43.3344,     43.3222,     43.3421,     43.3338,     43.3462,     43.3330,     43.3617,     43.3317,     43.3082,     43.2695,     43.2921,     43.2670,     43.2846,     43.2668
