"M10_5m_003 [q:\TUFLOW\Tutorial_Models_QGIS_GPKG\Module_10\Complete_Model\TUFLOW\runs\M10_5m_003.tcf]","Chan ID","Qmax","Time Qmax","Vmax","Time Vmax"
     1,"DF01",         274.869,          1.2161,      4.7966,          1.1393
     2,"PF01",          15.788,          1.0383,      8.1877,          1.0547
