"M01_2.5m_001","Location","Flow","Water Level","Velocity"
,        0.533333,          0.0000,         39.0120,          0.0000
,        0.550000,          0.0000,         39.0120,          0.0000
,        0.566667,          0.0000,         39.0120,          0.0000
,        0.583333,          0.0000,         39.0120,          0.0000
,        0.600000,          0.0000,         39.0120,          0.0000
,        0.616667,          0.0000,         39.0120,          0.0000
,        0.633333,          0.0000,         39.0120,          0.0000
,        0.650000,         -0.0342,         39.0692,          0.2008
,        0.666667,         -0.0902,         39.1279,          0.1706
,        0.683333,         -0.1006,         39.1494,          0.1542
,        0.700000,         27.6939,         40.8489,          1.4535
,        0.716667,         42.9867,         41.5022,          1.1930
,        0.733333,         54.2478,         41.8268,          1.0586
,        0.750000,         64.3405,         42.0187,          1.0225
,        0.766667,         72.2337,         42.1369,          1.0129
,        0.783333,         77.9326,         42.2157,          1.0035
,        0.800000,         81.6135,         42.2764,          0.9806
,        0.816667,         83.0652,         42.3371,          0.9270
,        0.833333,         81.5010,         42.4159,          0.8269
,        0.850000,         78.8597,         42.5129,          0.7164
,        0.866667,         76.5992,         42.6171,          0.6233
,        0.883333,         74.7099,         42.7181,          0.5506
,        0.900000,         73.1193,         42.8115,          0.4956
,        0.916667,         72.9178,         42.8909,          0.4632
,        0.933333,         73.9036,         42.9543,          0.4470
,        0.950000,         75.3053,         43.0038,          0.4380
,        0.966667,         77.5983,         43.0439,          0.4371
,        0.983333,         84.4074,         43.0821,          0.4665
,        1.000000,         88.7001,         43.1087,          0.4866
,        1.016667,         89.1601,         43.1306,          0.4816
,        1.033333,         90.6205,         43.1486,          0.4822
,        1.050000,         91.5414,         43.1610,          0.4818
,        1.066667,         92.5079,         43.1711,          0.4834
,        1.083333,         92.9171,         43.1784,          0.4831
,        1.100000,         93.2651,         43.1835,          0.4832
,        1.116667,         93.1436,         43.1874,          0.4814
,        1.133333,         93.0769,         43.1896,          0.4804
,        1.150000,         92.4347,         43.1906,          0.4772
,        1.166667,         91.7016,         43.1905,          0.4740
,        1.183333,         90.6812,         43.1894,          0.4698
,        1.200000,         89.6284,         43.1875,          0.4655
,        1.216667,         88.4346,         43.1849,          0.4609
,        1.233333,         87.1222,         43.1817,          0.4558
,        1.250000,         85.6547,         43.1779,          0.4502
,        1.266667,         84.1141,         43.1737,          0.4443
,        1.283333,         82.5304,         43.1690,          0.4383
,        1.300000,         80.8707,         43.1640,          0.4320
,        1.316667,         79.0337,         43.1585,          0.4250
,        1.333333,         77.0440,         43.1526,          0.4174
,        1.350000,         75.0090,         43.1463,          0.4095
,        1.366667,         72.8691,         43.1396,          0.4012
,        1.383333,         70.6798,         43.1325,          0.3926
,        1.400000,         68.5351,         43.1252,          0.3840
,        1.416667,         66.4231,         43.1178,          0.3756
,        1.433333,         64.3256,         43.1102,          0.3672
,        1.450000,         62.1958,         43.1025,          0.3585
,        1.466667,         60.0694,         43.0946,          0.3498
,        1.483333,         57.9885,         43.0868,          0.3411
,        1.500000,         55.9218,         43.0788,          0.3325
,        1.516667,         53.8617,         43.0709,          0.3237
,        1.533333,         51.8512,         43.0629,          0.3150
,        1.550000,         49.8737,         43.0549,          0.3064
,        1.566667,         47.9445,         43.0470,          0.2978
,        1.583333,         46.0634,         43.0391,          0.2894
,        1.600000,         44.2246,         43.0312,          0.2811
,        1.616667,         42.4161,         43.0234,          0.2728
,        1.633333,         40.6767,         43.0157,          0.2647
,        1.650000,         39.0983,         43.0081,          0.2574
,        1.666667,         37.6239,         43.0009,          0.2504
,        1.683333,         36.2926,         42.9938,          0.2440
,        1.700000,         35.1355,         42.9873,          0.2385
,        1.716667,         34.0768,         42.9810,          0.2333
,        1.733333,         33.0638,         42.9751,          0.2284
,        1.750000,         32.0431,         42.9694,          0.2233
,        1.766667,         31.0252,         42.9640,          0.2181
,        1.783333,         29.9711,         42.9585,          0.2125
,        1.800000,         28.9062,         42.9532,          0.2069
,        1.816667,         27.8811,         42.9479,          0.2013
,        1.833333,         26.9460,         42.9427,          0.1962
,        1.850000,         26.1274,         42.9378,          0.1917
,        1.866667,         25.4026,         42.9330,          0.1877
,        1.883333,         24.7620,         42.9286,          0.1842
,        1.900000,         24.1698,         42.9244,          0.1809
,        1.916667,         23.6142,         42.9204,          0.1778
,        1.933333,         23.1227,         42.9168,          0.1751
,        1.950000,         22.7042,         42.9133,          0.1728
,        1.966667,         22.2636,         42.9102,          0.1704
,        1.983333,         21.8292,         42.9070,          0.1679
,        2.000000,         21.4337,         42.9042,          0.1656
,        2.016667,         21.0663,         42.9014,          0.1635
,        2.033333,         20.7277,         42.8988,          0.1616
,        2.050000,         20.4083,         42.8964,          0.1597
,        2.066667,         20.0847,         42.8940,          0.1578
,        2.083333,         19.7566,         42.8917,          0.1558
,        2.100000,         19.4071,         42.8895,          0.1537
,        2.116667,         19.0420,         42.8872,          0.1514
,        2.133333,         18.6625,         42.8850,          0.1491
,        2.150000,         18.2694,         42.8827,          0.1466
,        2.166667,         17.8719,         42.8804,          0.1441
,        2.183333,         17.4519,         42.8780,          0.1414
,        2.200000,         17.0318,         42.8756,          0.1386
,        2.216667,         16.5824,         42.8731,          0.1357
,        2.233333,         16.1572,         42.8706,          0.1329
,        2.250000,         15.7084,         42.8679,          0.1299
,        2.266667,         15.2953,         42.8653,          0.1271
,        2.283333,         14.9292,         42.8627,          0.1246
,        2.300000,         14.6035,         42.8602,          0.1224
,        2.316667,         14.2984,         42.8577,          0.1203
,        2.333333,         14.0084,         42.8553,          0.1183
,        2.350000,         13.7476,         42.8530,          0.1165
,        2.366667,         13.4654,         42.8508,          0.1145
,        2.383333,         13.2128,         42.8486,          0.1127
,        2.400000,         12.9320,         42.8465,          0.1108
,        2.416667,         12.7102,         42.8444,          0.1091
,        2.433333,         12.4574,         42.8424,          0.1073
,        2.450000,         12.2863,         42.8406,          0.1060
,        2.466667,         12.0524,         42.8386,          0.1043
,        2.483333,         11.8282,         42.8368,          0.1027
,        2.500000,         11.6223,         42.8350,          0.1011
,        2.516667,         11.3935,         42.8332,          0.0994
,        2.533333,         11.1819,         42.8314,          0.0977
,        2.550000,         10.9287,         42.8296,          0.0959
,        2.566667,         10.7340,         42.8279,          0.0943
,        2.583333,         10.5014,         42.8261,          0.0926
,        2.600000,         10.2566,         42.8242,          0.0906
,        2.616667,          9.9714,         42.8224,          0.0885
,        2.633333,          9.7163,         42.8205,          0.0864
,        2.650000,          9.4710,         42.8186,          0.0845
,        2.666667,          9.2307,         42.8167,          0.0825
,        2.683333,          8.9880,         42.8147,          0.0806
,        2.700000,          8.7967,         42.8129,          0.0790
,        2.716667,          8.6413,         42.8109,          0.0776
,        2.733333,          8.4540,         42.8092,          0.0761
,        2.750000,          8.2981,         42.8074,          0.0748
,        2.766667,          8.0511,         42.8055,          0.0728
,        2.783333,          7.8201,         42.8037,          0.0710
,        2.800000,          7.6739,         42.8020,          0.0698
,        2.816667,          7.4855,         42.8001,          0.0681
,        2.833333,          7.2319,         42.7982,          0.0663
,        2.850000,          6.9517,         42.7963,          0.0640
,        2.866667,          6.7267,         42.7944,          0.0622
,        2.883333,          6.4955,         42.7922,          0.0602
,        2.900000,          6.2189,         42.7902,          0.0581
,        2.916667,          5.9875,         42.7881,          0.0562
,        2.933333,          5.7796,         42.7859,          0.0544
,        2.950000,          5.6025,         42.7838,          0.0528
,        2.966667,          5.3878,         42.7817,          0.0511
,        2.983333,          5.1309,         42.7794,          0.0489
,        3.000000,          4.8640,         42.7772,          0.0469

