"   Time (h) ","iStep     ","nRS_NaNs","nRS_HCNs","dtTarget    ","tLastMax    ","H V In      ","H V Out     ","Es HX V In  ","Es HX V Out ","x1D HX V In ","x1D HX V Out","S/RF Vol In ","S/RF Vol Out","Es SX V In  ","Es SX V Out ","x1D SX V In ","x1D SX V Out","V In-Out    ","dVol        ","V Err       ","Total V     ","Q ME (%)"
         0.000,           0,         0,         0, 0.1000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,     0.000
         0.017,         129,         0,         0,  1.354679    , 0.1666667E-01,  0.000000    , 0.8010327E-02, 0.3926692    ,  0.000000    ,  0.000000    ,  0.000000    ,  1.125000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  1.509659    ,  1.509659    , 0.1285239E-06,  1.509659    ,     0.000
         0.033,         165,         0,         0,  1.725197    , 0.3333333E-01,  0.000000    , 0.8458225E-01,  6.170344    ,  0.000000    ,  0.000000    ,  0.000000    ,  3.375000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  9.460762    ,  9.460762    , 0.2797460E-06,  10.97042    ,     0.000
         0.050,         205,         0,         0,  1.429613    , 0.5000000E-01,  0.000000    , 0.1656384    ,  18.41335    ,  0.000000    ,  0.000000    ,  0.000000    ,  5.625000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  23.87271    ,  23.87271    ,-0.2536923E-05,  34.84313    ,    -0.000
         0.067,         251,         0,         0,  1.288653    , 0.6666667E-01,  0.000000    , 0.2148419    ,  30.48104    ,  0.000000    ,  0.000000    ,  0.000000    ,  7.875000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  38.14120    ,  38.14120    , 0.6108778E-05,  72.98434    ,     0.000
         0.083,         300,         0,         0,  1.198184    , 0.8333334E-01,  0.000000    , 0.2906337    ,  41.89721    ,  0.000000    ,  0.000000    ,  0.000000    ,  10.20000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  51.80658    ,  51.80658    ,-0.2855435E-05,  124.7909    ,    -0.000
         0.100,         354,         0,         0,  1.084668    , 0.1000000    ,  0.000000    , 0.3985826    ,  59.83282    ,  0.000000    ,  0.000000    ,  0.000000    ,  15.00000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  74.43424    ,  74.43426    , 0.1600105E-04,  199.2252    ,     0.000
         0.117,         413,         0,         0, 0.9965337    , 0.1166667    ,  0.000000    , 0.5560334    ,  86.70482    ,  0.000000    ,  0.000000    ,  0.000000    ,  21.00000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  107.1488    ,  107.1488    ,-0.2926216E-05,  306.3740    ,    -0.000
         0.133,         476,         0,         0, 0.9339055    , 0.1333333    ,  0.000000    , 0.7161144    ,  114.8777    ,  0.000000    ,  0.000000    ,  0.000000    ,  27.00000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  141.1616    ,  141.1616    , 0.6676652E-05,  447.5356    ,     0.000
         0.150,         543,         0,         0, 0.8864510    , 0.1500000    ,  0.000000    , 0.8778110    ,  142.9631    ,  0.000000    ,  0.000000    ,  0.000000    ,  33.00000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  175.0852    ,  175.0853    , 0.1978315E-04,  622.6208    ,     0.000
         0.167,         613,         0,         0, 0.8485838    , 0.1666667    ,  0.000000    ,  1.039473    ,  170.8542    ,  0.000000    ,  0.000000    ,  0.000000    ,  39.00001    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  208.8147    ,  208.8148    , 0.3023352E-04,  831.4356    ,     0.000
         0.183,         692,         0,         0, 0.7092024    , 0.1833333    ,  0.000000    ,  1.219861    ,  196.5176    ,  0.000000    ,  0.000000    ,  0.000000    ,  44.20002    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  239.4978    ,  239.4976    ,-0.1891982E-03,  1070.933    ,    -0.000
         0.200,         783,         0,         0, 0.6342293    , 0.2000000    ,  0.000000    ,  1.413419    ,  214.4855    ,  0.000000    ,  0.000000    ,  0.000000    ,  47.75000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  260.8221    ,  260.8224    , 0.3261985E-03,  1331.756    ,     0.000
         0.217,         883,         0,         0, 0.5868529    , 0.2166667    ,  0.000000    ,  1.590854    ,  231.0180    ,  0.000000    ,  0.000000    ,  0.000000    ,  51.25000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  280.6772    ,  280.6770    ,-0.1563411E-03,  1612.433    ,    -0.000
         0.233,         990,         0,         0, 0.5552394    , 0.2333333    ,  0.000000    ,  1.768077    ,  247.3247    ,  0.000000    ,  0.000000    ,  0.000000    ,  54.75000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  300.3067    ,  300.3068    , 0.9389501E-04,  1912.739    ,     0.000
         0.250,        1102,         0,         0, 0.5320453    , 0.2500000    ,  0.000000    ,  1.949442    ,  263.1842    ,  0.000000    ,  0.000000    ,  0.000000    ,  58.24999    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  319.4847    ,  319.4847    , 0.3257394E-04,  2232.224    ,     0.000
         0.267,        1218,         0,         0, 0.5132219    , 0.2666667    ,  0.000000    ,  2.129198    ,  283.3472    ,  0.000000    ,  0.000000    ,  0.000000    ,  63.25000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  344.4680    ,  344.4680    ,-0.1806021E-04,  2576.692    ,    -0.000
         0.283,        1338,         0,         0, 0.4974489    , 0.2833333    ,  0.000000    ,  2.323311    ,  312.0090    ,  0.000000    ,  0.000000    ,  0.000000    ,  69.75000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  379.4357    ,  379.4355    ,-0.1907460E-03,  2956.128    ,    -0.000
         0.300,        1462,         0,         0, 0.4833537    , 0.3000000    ,  0.000000    ,  2.526826    ,  341.6111    ,  0.000000    ,  0.000000    ,  0.000000    ,  76.25000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  415.3342    ,  415.3345    , 0.2477244E-03,  3371.462    ,     0.000
         0.317,        1589,         0,         0, 0.4708200    , 0.3166667    ,  0.000000    ,  2.733981    ,  371.0212    ,  0.000000    ,  0.000000    ,  0.000000    ,  82.75000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  451.0372    ,  451.0369    ,-0.3676452E-03,  3822.499    ,    -0.000
         0.333,        1719,         0,         0, 0.4595918    , 0.3333333    ,  0.000000    ,  2.945727    ,  400.4563    ,  0.000000    ,  0.000000    ,  0.000000    ,  89.38448    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  486.8950    ,  486.8955    , 0.4964974E-03,  4309.395    ,     0.000
         0.350,        1852,         0,         0, 0.4492340    , 0.3500000    ,  0.000000    ,  3.195285    ,  445.9663    ,  0.000000    ,  0.000000    ,  0.000000    ,  100.4556    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  543.2266    ,  543.2261    ,-0.5352516E-03,  4852.621    ,    -0.000
         0.367,        1988,         0,         0, 0.4388887    , 0.3666667    ,  0.000000    ,  3.525123    ,  505.0881    ,  0.000000    ,  0.000000    ,  0.000000    ,  113.6778    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  615.2408    ,  615.2412    , 0.4356019E-03,  5467.862    ,     0.000
         0.383,        2127,         0,         0, 0.4290957    , 0.3833333    ,  0.000000    ,  3.880330    ,  564.1660    ,  0.000000    ,  0.000000    ,  0.000000    ,  126.9000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  687.1857    ,  687.1860    , 0.3388599E-03,  6155.048    ,     0.000
         0.400,        2270,         0,         0, 0.4198349    , 0.4000000    ,  0.000000    ,  4.215110    ,  623.5904    ,  0.000000    ,  0.000000    ,  0.000000    ,  140.1222    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  759.4975    ,  759.4971    ,-0.4020743E-03,  6914.545    ,    -0.000
         0.417,        2416,         0,         0, 0.4115267    , 0.4166667    ,  0.000000    ,  4.542873    ,  682.6228    ,  0.000000    ,  0.000000    ,  0.000000    ,  153.3446    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  831.4245    ,  831.4243    ,-0.1800098E-03,  7745.969    ,    -0.000
         0.433,        2564,         0,         0, 0.4037954    , 0.4333334    ,  0.000000    ,  4.908693    ,  759.5860    ,  0.000000    ,  0.000000    ,  0.000000    ,  171.1355    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  925.8129    ,  925.8140    , 0.1072504E-02,  8671.783    ,     0.000
         0.450,        2715,         0,         0, 0.3961429    , 0.4500000    ,  0.000000    ,  5.411428    ,  882.3247    ,  0.000000    ,  0.000000    ,  0.000000    ,  198.3500    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  1075.263    ,  1075.263    ,-0.6010495E-03,  9747.046    ,    -0.000
         0.467,        2869,         0,         0, 0.3885109    , 0.4666667    ,  0.000000    ,  6.058669    ,  1007.246    ,  0.000000    ,  0.000000    ,  0.000000    ,  225.8500    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  1227.038    ,  1227.037    ,-0.5452409E-03,  10974.08    ,    -0.000
         0.483,        3026,         0,         0, 0.3811132    , 0.4833334    ,  0.000000    ,  6.816327    ,  1134.688    ,  0.000000    ,  0.000000    ,  0.000000    ,  253.3500    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  1381.222    ,  1381.222    , 0.6073713E-04,  12355.30    ,     0.000
         0.500,        3186,         0,         0, 0.3739076    , 0.5000000    ,  0.000000    ,  7.656912    ,  1262.222    ,  0.000000    ,  0.000000    ,  0.000000    ,  280.8497    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  1535.415    ,  1535.415    ,-0.1296960E-03,  13890.72    ,    -0.000
         0.517,        3364,         0,         0, 0.3081791    , 0.5166667    ,  0.000000    ,  8.703740    ,  1521.888    ,  0.000000    ,  0.000000    ,  0.000000    ,  342.8500    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  1856.034    ,  1856.037    , 0.2957348E-02,  15746.76    ,     0.000
         0.533,        3577,         0,         0, 0.2630072    , 0.5333333    ,  0.000000    ,  10.43423    ,  1962.007    ,  0.000000    ,  0.000000    ,  0.000000    ,  439.3500    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  2390.923    ,  2390.923    , 0.1531094E-03,  18137.68    ,     0.000
         0.550,        3822,         0,         0, 0.2333984    , 0.5500649    ,  0.000000    ,  12.75663    ,  2412.789    ,  0.000000    ,  0.000000    ,  0.000000    ,  538.1235    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  2938.156    ,  2938.156    , 0.7063411E-03,  21075.84    ,     0.000
         0.567,        4094,         0,         0, 0.2114583    , 0.5667254    ,  0.000000    ,  15.35550    ,  2843.702    ,  0.000000    ,  0.000000    ,  0.000000    ,  632.4736    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  3460.820    ,  3460.816    ,-0.3787048E-02,  24536.65    ,    -0.000
