"Time (h)    ","1D and 2D:  ","H Vol In    ","H Vol Out   ","Q Vol In    ","Q Vol Out   ","Tot Vol In  ","Tot Vol Out ","Vol I-O     ","dVol        ","Vol Err     ","Q ME (%)    ","Vol I+O     ","Tot Vol     ","Cum Vol I+O ","Cum Vol Err ","Cum ME (%)  ","Cum Q ME (%)"
         0.000,              ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  269.3568    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    
         0.083,              ,  0.000000    ,  117.1196    ,  124.6171    ,  0.000000    ,  124.6171    ,  117.1196    ,  7.497571    ,  9.213821    ,  1.716251    , 0.7099670    ,  241.7367    ,  278.5706    ,  241.7367    ,  1.716251    , 0.6160918    , 0.7099670    
         0.167,              ,  0.000000    ,  50.33848    ,  619.6689    ,  0.000000    ,  619.6689    ,  50.33848    ,  569.3304    ,  573.8136    ,  4.483196    , 0.6691265    ,  670.0074    ,  852.3842    ,  911.7440    ,  6.199447    , 0.6799548    , 0.6799548    
         0.250,              ,  0.000000    ,  29.04447    ,  1186.380    ,  0.000000    ,  1186.380    ,  29.04447    ,  1157.335    ,  1157.937    , 0.6017537    , 0.4950978E-01,  1215.424    ,  2010.321    ,  2127.168    ,  6.801201    , 0.3197303    , 0.3197303    
         0.333,              ,  0.000000    ,  20.46559    ,  1744.954    ,  0.000000    ,  1744.954    ,  20.46559    ,  1724.488    ,  1726.366    ,  1.878528    , 0.1064069    ,  1765.419    ,  3736.687    ,  3892.587    ,  8.679729    , 0.2229810    , 0.2229810    
         0.417,              ,  0.000000    ,  16.22761    ,  2910.445    ,  0.000000    ,  2910.445    ,  16.22761    ,  2894.217    ,  2899.053    ,  4.835295    , 0.1652148    ,  2926.672    ,  6635.740    ,  6819.260    ,  13.51502    , 0.1981890    , 0.1981890    
         0.500,              ,  0.000000    ,  13.78709    ,  5242.495    ,  0.000000    ,  5242.495    ,  13.78709    ,  5228.707    ,  5236.869    ,  8.161510    , 0.1552715    ,  5256.282    ,  11872.61    ,  12075.54    ,  21.67653    , 0.1795078    , 0.1795078    
         0.583,              ,  0.000000    ,  11.53282    ,  12105.39    ,  0.000000    ,  12105.39    ,  11.53282    ,  12093.86    ,  12115.32    ,  21.46449    , 0.1771447    ,  12116.92    ,  23987.93    ,  24192.47    ,  43.14102    , 0.1783242    , 0.1783242    
         0.667,              ,  0.000000    ,  5.994070    ,  20426.15    ,  0.000000    ,  20426.15    ,  5.994070    ,  20420.15    ,  20435.35    ,  15.19494    , 0.7436784E-01,  20432.14    ,  44423.28    ,  44624.61    ,  58.33597    , 0.1307260    , 0.1307260    
         0.750,              ,  0.000000    ,  1.564800    ,  24879.58    ,  0.000000    ,  24879.58    ,  1.564800    ,  24878.02    ,  24879.48    ,  1.458713    , 0.5862726E-02,  24881.15    ,  69302.76    ,  69505.76    ,  59.79468    , 0.8602838E-01, 0.8602838E-01
