"EG02_013 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG02_013.tcf]","ID","Vol max","Time Vol max","dVolmax","Time dVolmax","H"
     1,"RL_06",        8773.601,          1.2697,          9.2064,          0.6529, -99999.0000
