"EG02_014 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG02_014.tcf]","ID","Vol max","Time Vol max","dVolmax","Time dVolmax","H"
     1,"RL_06",          70.972,          3.0001,          0.3968,          0.1919, -99999.0000
