"   Time (h) ","iStep     ","nRS_NaNs","nRS_HCNs","dtTarget    ","tLastMax    ","H V In      ","H V Out     ","Es HX V In  ","Es HX V Out ","x1D HX V In ","x1D HX V Out","S/RF Vol In ","S/RF Vol Out","Es SX V In  ","Es SX V Out ","x1D SX V In ","x1D SX V Out","V In-Out    ","dVol        ","V Err       ","Total V     ","Q ME (%)"
         0.000,           0,         0,         0, 0.1000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  55119.41    ,     0.000
         0.083,         475,         0,         0, 0.7149076    , 0.8333334E-01,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,-0.3906250E-02,-0.3906250E-02,  55119.41    ,     0.000
         0.167,         895,         0,         0, 0.7149076    , 0.1666667    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  55119.41    ,     0.000
         0.250,        1315,         0,         0, 0.7149185    , 0.2500000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  1499.994    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  1499.994    ,  1499.984    ,-0.9544762E-02,  56619.39    ,    -0.001
         0.333,        1735,         0,         0, 0.7149076    , 0.3333333    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  4500.007    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  4500.007    ,  4500.016    , 0.8684635E-02,  61119.41    ,     0.000
         0.417,        2173,         0,         0, 0.6609360    , 0.4166667    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  7500.002    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  7500.002    ,  7500.000    ,-0.1586914E-02,  68619.41    ,    -0.000
         0.500,        2645,         0,         0, 0.6176962    , 0.5000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  11999.99    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  11999.99    ,  11999.97    ,-0.1699638E-01,  80619.38    ,    -0.000
         0.583,        3139,         0,         0, 0.6027088    , 0.5833334    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  11999.99    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  11999.99    ,  12000.01    , 0.1553726E-01,  92619.38    ,     0.000
         0.667,        3642,         0,         0, 0.5943077    , 0.6666667    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  7499.997    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  7499.997    ,  7499.984    ,-0.1301098E-01,  100119.4    ,    -0.000
         0.750,        4150,         0,         0, 0.5900881    , 0.7500000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  4500.005    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  4500.005    ,  4500.000    ,-0.4750252E-02,  104619.4    ,    -0.000
         0.833,        4661,         0,         0, 0.5863368    , 0.8333334    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  3000.001    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  3000.001    ,  3000.023    , 0.2195835E-01,  107619.4    ,     0.001
         0.917,        5175,         0,         0, 0.5872593    , 0.9166667    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  2999.999    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  2999.999    ,  3000.000    , 0.7510185E-03,  110619.4    ,     0.000
