"EG05_018","Location","GW flow layer 1","GW flow layer 2","GW flow layer 1","GW flow layer 2","GW flow layer 1","GW flow layer 2","Water Level","GW Level Layer 1","GW Level Layer 2","GW depth layer 1","GW depth layer 2","Water Level","GW Level Layer 1","GW Level Layer 2","GW depth layer 1","GW depth layer 2","Water Level","GW Level Layer 1","GW Level Layer 2","GW depth layer 1","GW depth layer 2","Water Level","GW Level Layer 1","GW Level Layer 2","GW depth layer 1","GW depth layer 2"
"e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG05_018.tcf","Time","Loc1_L","Loc1_L","Loc3_L","Loc3_L","Loc2_L","Loc2_L","Loc1_P","Loc1_P","Loc1_P","Loc1_P","Loc1_P","Loc8_P","Loc8_P","Loc8_P","Loc8_P","Loc8_P","Loc10_P","Loc10_P","Loc10_P","Loc10_P","Loc10_P","Loc4_P","Loc4_P","Loc4_P","Loc4_P","Loc4_P"
,      -67.483330,  0.000    ,  0.000    ,  0.000    , 0.2256E-07,  0.000    ,  0.000    ,         39.0108,         38.8089,         38.0089,          0.0000,          0.0000,         36.1733,         35.9714,         35.2053,          0.0000,          0.0339,         42.4578,         42.2559,         41.4559,  0.000    ,          0.0000,         40.6134,         40.4115,         39.6115,          0.0000,          0.0000
,      -67.466667,  0.000    ,  0.000    ,  0.000    , 0.2256E-07,  0.000    ,  0.000    ,         39.0108,         38.8089,         38.0089,          0.0000,          0.0000,         36.1733,         35.9714,         35.2053,          0.0000,          0.0339,         42.4578,         42.2559,         41.4559,  0.000    ,          0.0000,         40.6134,         40.4115,         39.6115,          0.0000,          0.0000
,      -67.449997,  0.000    ,  0.000    ,  0.000    , 0.2256E-07,  0.000    ,  0.000    ,         39.0108,         38.8089,         38.0089,          0.0000,          0.0000,         36.1733,         35.9714,         35.2053,          0.0000,          0.0339,         42.4578,         42.2559,         41.4559,  0.000    ,          0.0000,         40.6134,         40.4115,         39.6115,          0.0000,          0.0000
,      -67.433334,  0.000    ,  0.000    ,  0.000    , 0.2256E-07,  0.000    ,  0.000    ,         39.0108,         38.8089,         38.0089,          0.0000,          0.0000,         36.1733,         35.9714,         35.2053,          0.0000,          0.0339,         42.4578,         42.2559,         41.4559,  0.000    ,          0.0000,         40.6134,         40.4115,         39.6115,          0.0000,          0.0000
,      -67.416664,  0.000    ,  0.000    ,  0.000    , 0.2256E-07,  0.000    ,  0.000    ,         39.0108,         38.8089,         38.0089,          0.0000,          0.0000,         36.1733,         35.9714,         35.2053,          0.0000,          0.0339,         42.4578,         42.2559,         41.4559,  0.000    ,          0.0000,         40.6134,         40.4115,         39.6115,          0.0000,          0.0000
,      -67.400002,  0.000    ,  0.000    ,  0.000    , 0.2256E-07,  0.000    ,  0.000    ,         39.0108,         38.8089,         38.0089,          0.0000,          0.0000,         36.1733,         35.9714,         35.2053,          0.0000,          0.0339,         42.4578,         42.2559,         41.4559,  0.000    ,          0.0000,         40.6134,         40.4115,         39.6115,          0.0000,          0.0000
,      -67.383331,  0.000    ,  0.000    ,  0.000    , 0.2256E-07,  0.000    ,  0.000    ,         39.0108,         38.8089,         38.0089,          0.0000,          0.0000,         36.1733,         35.9714,         35.2053,          0.0000,          0.0339,         42.4578,         42.2559,         41.4559,  0.000    ,          0.0000,         40.6134,         40.4115,         39.6115,          0.0000,          0.0000
,      -67.366669,  0.000    ,  0.000    ,  0.000    , 0.2256E-07,  0.000    ,  0.000    ,         39.0108,         38.8089,         38.0089,          0.0000,          0.0000,         36.1733,         35.9714,         35.2053,          0.0000,          0.0339,         42.4578,         42.2559,         41.4559,  0.000    ,          0.0000,         40.6134,         40.4115,         39.6115,          0.0000,          0.0000
,      -67.349998,  0.000    ,  0.000    ,  0.000    , 0.2256E-07,  0.000    ,  0.000    ,         39.0108,         38.8089,         38.0089,          0.0000,          0.0000,         36.1733,         35.9714,         35.2053,          0.0000,          0.0339,         42.4578,         42.2559,         41.4559,  0.000    ,          0.0000,         40.6134,         40.4115,         39.6115,          0.0000,          0.0000
,      -67.333336,  0.000    ,  0.000    ,  0.000    , 0.2256E-07,  0.000    ,  0.000    ,         39.0108,         38.8089,         38.0089,          0.0000,          0.0000,         36.1733,         35.9714,         35.2053,          0.0000,          0.0339,         42.4578,         42.2559,         41.4559,  0.000    ,          0.0000,         40.6134,         40.4115,         39.6115,          0.0000,          0.0000
,      -67.316666,  0.000    ,  0.000    ,  0.000    , 0.2256E-07,  0.000    ,  0.000    ,         39.0108,         38.8089,         38.0089,          0.0000,          0.0000,         36.1733,         35.9714,         35.2053,          0.0000,          0.0339,         42.4578,         42.2559,         41.4559,  0.000    ,          0.0000,         40.6134,         40.4115,         39.6115,          0.0000,          0.0000
,      -67.300003,  0.000    ,  0.000    ,  0.000    , 0.2256E-07,  0.000    ,  0.000    ,         39.0108,         38.8089,         38.0089,          0.0000,          0.0000,         36.1733,         35.9714,         35.2053,          0.0000,          0.0339,         42.4578,         42.2559,         41.4559,  0.000    ,          0.0000,         40.6134,         40.4115,         39.6115,          0.0000,          0.0000
,      -67.283333,  0.000    ,  0.000    ,  0.000    , 0.2256E-07,  0.000    ,  0.000    ,         39.0108,         38.8089,         38.0089,          0.0000,          0.0000,         36.1733,         35.9714,         35.2053,          0.0000,          0.0339,         42.4578,         42.2559,         41.4559,  0.000    ,          0.0000,         40.6134,         40.4115,         39.6115,          0.0000,          0.0000
,      -67.266670,  0.000    ,  0.000    ,  0.000    , 0.2256E-07,  0.000    ,  0.000    ,         39.0108,         38.8089,         38.0089,          0.0000,          0.0000,         36.1733,         35.9714,         35.2053,          0.0000,          0.0339,         42.4578,         42.2559,         41.4559,  0.000    ,          0.0000,         40.6134,         40.4115,         39.6115,          0.0000,          0.0000
,      -67.250000,  0.000    ,  0.000    ,  0.000    , 0.2256E-07,  0.000    ,  0.000    ,         39.0108,         38.8089,         38.0089,          0.0000,          0.0000,         36.1733,         35.9714,         35.2053,          0.0000,          0.0339,         42.4578,         42.2559,         41.4559,  0.000    ,          0.0000,         40.6134,         40.4115,         39.6115,          0.0000,          0.0000
,      -67.233330,  0.000    ,  0.000    ,  0.000    , 0.2256E-07,  0.000    ,  0.000    ,         39.0108,         38.8089,         38.0089,          0.0000,          0.0000,         36.1733,         35.9714,         35.2053,          0.0000,          0.0339,         42.4578,         42.2559,         41.4559,  0.000    ,          0.0000,         40.6134,         40.4115,         39.6115,          0.0000,          0.0000
,      -67.216667,  0.000    ,  0.000    ,  0.000    , 0.2256E-07,  0.000    ,  0.000    ,         39.0108,         38.8089,         38.0089,          0.0000,          0.0000,         36.1733,         35.9714,         35.2053,          0.0000,          0.0339,         42.4578,         42.2559,         41.4559,  0.000    ,          0.0000,         40.6134,         40.4115,         39.6115,          0.0000,          0.0000
,      -67.199997,  0.000    ,  0.000    ,  0.000    , 0.2256E-07,  0.000    ,  0.000    ,         39.0108,         38.8089,         38.0089,          0.0000,          0.0000,         36.1733,         35.9714,         35.2053,          0.0000,          0.0339,         42.4578,         42.2559,         41.4559,  0.000    ,          0.0000,         40.6134,         40.4115,         39.6115,          0.0000,          0.0000
,      -67.183334,  0.000    ,  0.000    ,  0.000    , 0.2256E-07,  0.000    ,  0.000    ,         39.0108,         38.8089,         38.0089,          0.0000,          0.0000,         36.1733,         35.9714,         35.2053,          0.0000,          0.0339,         42.4578,         42.2559,         41.4559,  0.000    ,          0.0000,         40.6134,         40.4115,         39.6115,          0.0000,          0.0000
,      -67.166664,  0.000    ,  0.000    ,  0.000    , 0.2256E-07,  0.000    ,  0.000    ,         39.0108,         38.8089,         38.0089,          0.0000,          0.0000,         36.1733,         35.9714,         35.2053,          0.0000,          0.0339,         42.4578,         42.2559,         41.4559,  0.000    ,          0.0000,         40.6134,         40.4115,         39.6115,          0.0000,          0.0000
,      -67.150002,  0.000    ,  0.000    ,  0.000    , 0.2256E-07,  0.000    ,  0.000    ,         39.0108,         38.8089,         38.0089,          0.0000,          0.0000,         36.1733,         35.9714,         35.2053,          0.0000,          0.0339,         42.4578,         42.2559,         41.4559,  0.000    ,          0.0000,         40.6134,         40.4115,         39.6115,          0.0000,          0.0000
,      -67.133331,  0.000    ,  0.000    ,  0.000    , 0.2256E-07,  0.000    ,  0.000    ,         39.0108,         38.8089,         38.0089,          0.0000,          0.0000,         36.1733,         35.9714,         35.2053,          0.0000,          0.0339,         42.4578,         42.2559,         41.4559,  0.000    ,          0.0000,         40.6134,         40.4115,         39.6115,          0.0000,          0.0000
,      -67.116669,  0.000    ,  0.000    ,  0.000    , 0.2256E-07,  0.000    ,  0.000    ,         39.0108,         38.8089,         38.0089,          0.0000,          0.0000,         36.1733,         35.9714,         35.2053,          0.0000,          0.0339,         42.4578,         42.2559,         41.4559,  0.000    ,          0.0000,         40.6134,         40.4115,         39.6115,          0.0000,          0.0000
,      -67.099998,  0.000    ,  0.000    ,  0.000    , 0.2256E-07,  0.000    ,  0.000    ,         39.0108,         38.8089,         38.0089,          0.0000,          0.0000,         36.1733,         35.9714,         35.2053,          0.0000,          0.0339,         42.4578,         42.2559,         41.4559,  0.000    ,          0.0000,         40.6134,         40.4115,         39.6115,          0.0000,          0.0000
,      -67.083336,  0.000    ,  0.000    ,  0.000    , 0.2256E-07,  0.000    ,  0.000    ,         39.0108,         38.8089,         38.0089,          0.0000,          0.0000,         36.1733,         35.9714,         35.2053,          0.0000,          0.0339,         42.4578,         42.2559,         41.4559,  0.000    ,          0.0000,         40.6134,         40.4115,         39.6115,          0.0000,          0.0000
,      -67.066666,  0.000    ,  0.000    ,  0.000    , 0.2256E-07,  0.000    ,  0.000    ,         39.0108,         38.8089,         38.0089,          0.0000,          0.0000,         36.1733,         35.9714,         35.2053,          0.0000,          0.0339,         42.4578,         42.2559,         41.4559,  0.000    ,          0.0000,         40.6134,         40.4115,         39.6115,          0.0000,          0.0000
,      -67.050003,  0.000    ,  0.000    ,  0.000    , 0.2256E-07,  0.000    ,  0.000    ,         39.0108,         38.8089,         38.0089,          0.0000,          0.0000,         36.1733,         35.9714,         35.2053,          0.0000,          0.0339,         42.4578,         42.2559,         41.4559,  0.000    ,          0.0000,         40.6134,         40.4115,         39.6115,          0.0000,          0.0000
,      -67.033333,  0.000    ,  0.000    ,  0.000    , 0.2256E-07,  0.000    ,  0.000    ,         39.0108,         38.8089,         38.0089,          0.0000,          0.0000,         36.1733,         35.9714,         35.2053,          0.0000,          0.0339,         42.4578,         42.2559,         41.4559,  0.000    ,          0.0000,         40.6134,         40.4115,         39.6115,          0.0000,          0.0000
,      -67.016670,  0.000    ,  0.000    ,  0.000    , 0.2256E-07,  0.000    ,  0.000    ,         39.0108,         38.8089,         38.0089,          0.0000,          0.0000,         36.1733,         35.9714,         35.2053,          0.0000,          0.0339,         42.4578,         42.2559,         41.4559,  0.000    ,          0.0000,         40.6134,         40.4115,         39.6115,          0.0000,          0.0000
,      -67.000000,  0.000    ,  0.000    ,  0.000    , 0.2256E-07,  0.000    ,  0.000    ,         39.0108,         38.8089,         38.0089,          0.0000,          0.0000,         36.1733,         35.9714,         35.2053,          0.0000,          0.0339,         42.4578,         42.2559,         41.4559,  0.000    ,          0.0000,         40.6134,         40.4115,         39.6115,          0.0000,          0.0000
,      -66.983330,  0.000    ,  0.000    ,  0.000    , 0.2256E-07,  0.000    ,  0.000    ,         39.0108,         38.8089,         38.0089,          0.0000,          0.0000,         36.1733,         35.9714,         35.2053,          0.0000,          0.0339,         42.4578,         42.2559,         41.4559,  0.000    ,          0.0000,         40.6134,         40.4115,         39.6115,          0.0000,          0.0000
,      -66.966667,  0.000    ,  0.000    ,  0.000    , 0.2256E-07,  0.000    ,  0.000    ,         39.0108,         38.8089,         38.0089,          0.0000,          0.0000,         36.1733,         35.9714,         35.2053,          0.0000,          0.0339,         42.4578,         42.2559,         41.4559,  0.000    ,          0.0000,         40.6134,         40.4115,         39.6115,          0.0000,          0.0000
,      -66.949997,  0.000    ,  0.000    ,  0.000    , 0.2256E-07,  0.000    ,  0.000    ,         39.0108,         38.8089,         38.0089,          0.0000,          0.0000,         36.1733,         35.9714,         35.2053,          0.0000,          0.0339,         42.4578,         42.2559,         41.4559,  0.000    ,          0.0000,         40.6134,         40.4115,         39.6115,          0.0000,          0.0000
,      -66.933334,  0.000    ,  0.000    ,  0.000    , 0.2256E-07,  0.000    ,  0.000    ,         39.0108,         38.8089,         38.0089,          0.0000,          0.0000,         36.1733,         35.9714,         35.2053,          0.0000,          0.0339,         42.4578,         42.2559,         41.4559,  0.000    ,          0.0000,         40.6134,         40.4115,         39.6115,          0.0000,          0.0000
,      -66.916664,  0.000    ,  0.000    ,  0.000    , 0.2256E-07,  0.000    ,  0.000    ,         39.0108,         38.8089,         38.0089,          0.0000,          0.0000,         36.1733,         35.9714,         35.2053,          0.0000,          0.0339,         42.4578,         42.2559,         41.4559,  0.000    ,          0.0000,         40.6134,         40.4115,         39.6115,          0.0000,          0.0000
,      -66.900002,  0.000    ,  0.000    ,  0.000    , 0.2256E-07,  0.000    ,  0.000    ,         39.0108,         38.8089,         38.0089,          0.0000,          0.0000,         36.1733,         35.9714,         35.2053,          0.0000,          0.0339,         42.4578,         42.2559,         41.4559,  0.000    ,          0.0000,         40.6134,         40.4115,         39.6115,          0.0000,          0.0000
,      -66.883331,  0.000    ,  0.000    ,  0.000    , 0.2256E-07,  0.000    ,  0.000    ,         39.0108,         38.8089,         38.0089,          0.0000,          0.0000,         36.1733,         35.9714,         35.2053,          0.0000,          0.0339,         42.4578,         42.2559,         41.4559,  0.000    ,          0.0000,         40.6134,         40.4115,         39.6115,          0.0000,          0.0000
,      -66.866669,  0.000    ,  0.000    ,  0.000    , 0.2256E-07,  0.000    ,  0.000    ,         39.0108,         38.8089,         38.0089,          0.0000,          0.0000,         36.1733,         35.9714,         35.2053,          0.0000,          0.0339,         42.4578,         42.2559,         41.4559,  0.000    ,          0.0000,         40.6134,         40.4115,         39.6115,          0.0000,          0.0000
,      -66.849998,  0.000    ,  0.000    ,  0.000    , 0.2256E-07,  0.000    ,  0.000    ,         39.0108,         38.8089,         38.0089,          0.0000,          0.0000,         36.1733,         35.9714,         35.2053,          0.0000,          0.0339,         42.4578,         42.2559,         41.4559,  0.000    ,          0.0000,         40.6134,         40.4115,         39.6115,          0.0000,          0.0000
,      -66.833336,  0.000    ,  0.000    ,  0.000    , 0.2256E-07,  0.000    ,  0.000    ,         39.0108,         38.8089,         38.0089,          0.0000,          0.0000,         36.1733,         35.9714,         35.2053,          0.0000,          0.0339,         42.4578,         42.2559,         41.4559,  0.000    ,          0.0000,         40.6134,         40.4115,         39.6115,          0.0000,          0.0000
,      -66.816666,  0.000    ,  0.000    ,  0.000    , 0.2256E-07,  0.000    ,  0.000    ,         39.0108,         38.8089,         38.0089,          0.0000,          0.0000,         36.1733,         35.9714,         35.2053,          0.0000,          0.0339,         42.4578,         42.2559,         41.4559,  0.000    ,          0.0000,         40.6134,         40.4115,         39.6115,          0.0000,          0.0000
,      -66.800003,  0.000    ,  0.000    ,  0.000    , 0.2256E-07,  0.000    ,  0.000    ,         39.0108,         38.8089,         38.0089,          0.0000,          0.0000,         36.1733,         35.9714,         35.2053,          0.0000,          0.0339,         42.4578,         42.2559,         41.4559,  0.000    ,          0.0000,         40.6134,         40.4115,         39.6115,          0.0000,          0.0000
,      -66.783333,  0.000    ,  0.000    ,  0.000    , 0.2256E-07,  0.000    ,  0.000    ,         39.0108,         38.8089,         38.0089,          0.0000,          0.0000,         36.1733,         35.9714,         35.2053,          0.0000,          0.0339,         42.4578,         42.2559,         41.4559,  0.000    ,          0.0000,         40.6134,         40.4115,         39.6115,          0.0000,          0.0000
,      -66.766670,  0.000    ,  0.000    ,  0.000    , 0.2255E-07,  0.000    ,  0.000    ,         39.0108,         38.8089,         38.0089,          0.0000,          0.0000,         36.1733,         35.9714,         35.2053,          0.0000,          0.0339,         42.4578,         42.2559,         41.4559,  0.000    ,          0.0000,         40.6134,         40.4115,         39.6115,          0.0000,          0.0000
,      -66.750000,  0.000    ,  0.000    ,  0.000    , 0.2255E-07,  0.000    ,  0.000    ,         39.0108,         38.8089,         38.0089,          0.0000,          0.0000,         36.1733,         35.9714,         35.2053,          0.0000,          0.0339,         42.4578,         42.2559,         41.4559,  0.000    ,          0.0000,         40.6134,         40.4115,         39.6115,          0.0000,          0.0000
,      -66.733330,  0.000    ,  0.000    ,  0.000    , 0.2255E-07,  0.000    ,  0.000    ,         39.0108,         38.8089,         38.0089,          0.0000,          0.0000,         36.1733,         35.9714,         35.2053,          0.0000,          0.0339,         42.4578,         42.2559,         41.4559,  0.000    ,          0.0000,         40.6134,         40.4115,         39.6115,          0.0000,          0.0000
,      -66.716667,  0.000    ,  0.000    ,  0.000    , 0.2255E-07,  0.000    ,  0.000    ,         39.0108,         38.8089,         38.0089,          0.0000,          0.0000,         36.1733,         35.9714,         35.2053,          0.0000,          0.0339,         42.4578,         42.2559,         41.4559,  0.000    ,          0.0000,         40.6134,         40.4115,         39.6115,          0.0000,          0.0000
,      -66.699997,  0.000    ,  0.000    ,  0.000    , 0.2255E-07,  0.000    ,  0.000    ,         39.0108,         38.8089,         38.0089,          0.0000,          0.0000,         36.1733,         35.9714,         35.2053,          0.0000,          0.0339,         42.4578,         42.2559,         41.4559,  0.000    ,          0.0000,         40.6134,         40.4115,         39.6115,          0.0000,          0.0000
,      -66.683334,  0.000    ,  0.000    ,  0.000    , 0.2255E-07,  0.000    ,  0.000    ,         39.0108,         38.8089,         38.0089,          0.0000,          0.0000,         36.1733,         35.9714,         35.2053,          0.0000,          0.0339,         42.4578,         42.2559,         41.4559,  0.000    ,          0.0000,         40.6134,         40.4115,         39.6115,          0.0000,          0.0000
,      -66.666664,  0.000    ,  0.000    ,  0.000    , 0.2255E-07,  0.000    ,  0.000    ,         39.0108,         38.8089,         38.0089,          0.0000,          0.0000,         36.1733,         35.9714,         35.2053,          0.0000,          0.0339,         42.4578,         42.2559,         41.4559,  0.000    ,          0.0000,         40.6134,         40.4115,         39.6115,          0.0000,          0.0000
,      -66.650002,  0.000    ,  0.000    ,  0.000    , 0.2255E-07,  0.000    ,  0.000    ,         39.0108,         38.8089,         38.0089,          0.0000,          0.0000,         36.1733,         35.9714,         35.2053,          0.0000,          0.0339,         42.4578,         42.2559,         41.4559,  0.000    ,          0.0000,         40.6134,         40.4115,         39.6115,          0.0000,          0.0000
,      -66.633331,  0.000    ,  0.000    ,  0.000    , 0.2255E-07,  0.000    ,  0.000    ,         39.0108,         38.8089,         38.0089,          0.0000,          0.0000,         36.1733,         35.9714,         35.2053,          0.0000,          0.0339,         42.4578,         42.2559,         41.4559,  0.000    ,          0.0000,         40.6134,         40.4115,         39.6115,          0.0000,          0.0000
,      -66.616669,  0.000    ,  0.000    ,  0.000    , 0.2255E-07,  0.000    ,  0.000    ,         39.0108,         38.8089,         38.0089,          0.0000,          0.0000,         36.1733,         35.9714,         35.2053,          0.0000,          0.0339,         42.4578,         42.2559,         41.4559,  0.000    ,          0.0000,         40.6134,         40.4115,         39.6115,          0.0000,          0.0000
,      -66.599998,  0.000    ,  0.000    ,  0.000    , 0.2255E-07,  0.000    ,  0.000    ,         39.0108,         38.8089,         38.0089,          0.0000,          0.0000,         36.1733,         35.9714,         35.2053,          0.0000,          0.0339,         42.4578,         42.2559,         41.4559,  0.000    ,          0.0000,         40.6134,         40.4115,         39.6115,          0.0000,          0.0000
,      -66.583336,  0.000    ,  0.000    ,  0.000    , 0.2255E-07,  0.000    ,  0.000    ,         39.0108,         38.8089,         38.0089,          0.0000,          0.0000,         36.1733,         35.9714,         35.2053,          0.0000,          0.0339,         42.4578,         42.2559,         41.4559,  0.000    ,          0.0000,         40.6134,         40.4115,         39.6115,          0.0000,          0.0000
,      -66.566666,  0.000    ,  0.000    ,  0.000    , 0.2255E-07,  0.000    ,  0.000    ,         39.0108,         38.8089,         38.0089,          0.0000,          0.0000,         36.1733,         35.9714,         35.2053,          0.0000,          0.0339,         42.4578,         42.2559,         41.4559,  0.000    ,          0.0000,         40.6134,         40.4115,         39.6115,          0.0000,          0.0000
,      -66.550003,  0.000    ,  0.000    ,  0.000    , 0.2255E-07,  0.000    ,  0.000    ,         39.0108,         38.8089,         38.0089,          0.0000,          0.0000,         36.1733,         35.9714,         35.2053,          0.0000,          0.0339,         42.4578,         42.2559,         41.4559,  0.000    ,          0.0000,         40.6134,         40.4115,         39.6115,          0.0000,          0.0000
,      -66.533333,  0.000    ,  0.000    ,  0.000    , 0.2255E-07,  0.000    ,  0.000    ,         39.0108,         38.8089,         38.0089,          0.0000,          0.0000,         36.1733,         35.9714,         35.2053,          0.0000,          0.0339,         42.4578,         42.2559,         41.4559,  0.000    ,          0.0000,         40.6134,         40.4115,         39.6115,          0.0000,          0.0000
,      -66.516670,  0.000    ,  0.000    ,  0.000    , 0.2255E-07,  0.000    ,  0.000    ,         39.0108,         38.8089,         38.0089,          0.0000,          0.0000,         36.1733,         35.9714,         35.2053,          0.0000,          0.0339,         42.4578,         42.2559,         41.4559,  0.000    ,          0.0000,         40.6134,         40.4115,         39.6115,          0.0000,          0.0000
,      -66.500000,  0.000    ,  0.000    ,  0.000    , 0.2255E-07,  0.000    ,  0.000    ,         39.0108,         38.8089,         38.0089,          0.0000,          0.0000,         36.1733,         35.9714,         35.2053,          0.0000,          0.0339,         42.4578,         42.2559,         41.4559,  0.000    ,          0.0000,         40.6134,         40.4115,         39.6115,          0.0000,          0.0000
,      -66.483330,  0.000    ,  0.000    ,  0.000    , 0.2255E-07,  0.000    ,  0.000    ,         39.0108,         38.8089,         38.0089,          0.0000,          0.0000,         36.1733,         35.9714,         35.2053,          0.0000,          0.0339,         42.4578,         42.2559,         41.4559,  0.000    ,          0.0000,         40.6134,         40.4115,         39.6115,          0.0000,          0.0000
,      -66.466667,  0.000    ,  0.000    ,  0.000    , 0.2255E-07,  0.000    ,  0.000    ,         39.0108,         38.8089,         38.0089,          0.0000,          0.0000,         36.1733,         35.9714,         35.2053,          0.0000,          0.0339,         42.4578,         42.2559,         41.4559,  0.000    ,          0.0000,         40.6134,         40.4115,         39.6115,          0.0000,          0.0000
,      -66.449997,  0.000    ,  0.000    ,  0.000    , 0.2255E-07,  0.000    ,  0.000    ,         39.0108,         38.8089,         38.0089,          0.0000,          0.0000,         36.1733,         35.9714,         35.2053,          0.0000,          0.0339,         42.4578,         42.2559,         41.4559,  0.000    ,          0.0000,         40.6134,         40.4115,         39.6115,          0.0000,          0.0000
,      -66.433334,  0.000    ,  0.000    ,  0.000    , 0.2255E-07,  0.000    ,  0.000    ,         39.0108,         38.8089,         38.0089,          0.0000,          0.0000,         36.1733,         35.9714,         35.2053,          0.0000,          0.0339,         42.4578,         42.2559,         41.4559,  0.000    ,          0.0000,         40.6134,         40.4115,         39.6115,          0.0000,          0.0000
,      -66.416664,  0.000    ,  0.000    ,  0.000    , 0.2255E-07,  0.000    ,  0.000    ,         39.0108,         38.8089,         38.0089,          0.0000,          0.0000,         36.1733,         35.9714,         35.2053,          0.0000,          0.0339,         42.4578,         42.2559,         41.4559,  0.000    ,          0.0000,         40.6134,         40.4115,         39.6115,          0.0000,          0.0000
,      -66.400002,  0.000    ,  0.000    ,  0.000    , 0.2255E-07,  0.000    ,  0.000    ,         39.0108,         38.8089,         38.0089,          0.0000,          0.0000,         36.1733,         35.9714,         35.2053,          0.0000,          0.0339,         42.4578,         42.2559,         41.4559,  0.000    ,          0.0000,         40.6134,         40.4115,         39.6115,          0.0000,          0.0000
,      -66.383331,  0.000    ,  0.000    ,  0.000    , 0.2255E-07,  0.000    ,  0.000    ,         39.0108,         38.8089,         38.0089,          0.0000,          0.0000,         36.1733,         35.9714,         35.2053,          0.0000,          0.0339,         42.4578,         42.2559,         41.4559,  0.000    ,          0.0000,         40.6134,         40.4115,         39.6115,          0.0000,          0.0000
,      -66.366669,  0.000    ,  0.000    ,  0.000    , 0.2255E-07,  0.000    ,  0.000    ,         39.0108,         38.8089,         38.0089,          0.0000,          0.0000,         36.1733,         35.9714,         35.2053,          0.0000,          0.0339,         42.4578,         42.2559,         41.4559,  0.000    ,          0.0000,         40.6134,         40.4115,         39.6115,          0.0000,          0.0000
,      -66.349998,  0.000    ,  0.000    ,  0.000    , 0.2255E-07,  0.000    ,  0.000    ,         39.0108,         38.8089,         38.0089,          0.0000,          0.0000,         36.1733,         35.9714,         35.2053,          0.0000,          0.0339,         42.4578,         42.2559,         41.4559,  0.000    ,          0.0000,         40.6134,         40.4115,         39.6115,          0.0000,          0.0000
,      -66.333336,  0.000    ,  0.000    ,  0.000    , 0.2255E-07,  0.000    ,  0.000    ,         39.0108,         38.8089,         38.0089,          0.0000,          0.0000,         36.1733,         35.9714,         35.2053,          0.0000,          0.0339,         42.4578,         42.2559,         41.4559,  0.000    ,          0.0000,         40.6134,         40.4115,         39.6115,          0.0000,          0.0000
,      -66.316666,  0.000    ,  0.000    ,  0.000    , 0.2255E-07,  0.000    ,  0.000    ,         39.0108,         38.8089,         38.0089,          0.0000,          0.0000,         36.1733,         35.9714,         35.2053,          0.0000,          0.0339,         42.4578,         42.2559,         41.4559,  0.000    ,          0.0000,         40.6134,         40.4115,         39.6115,          0.0000,          0.0000
,      -66.300003,  0.000    ,  0.000    ,  0.000    , 0.2255E-07,  0.000    ,  0.000    ,         39.0108,         38.8089,         38.0089,          0.0000,          0.0000,         36.1733,         35.9714,         35.2053,          0.0000,          0.0339,         42.4578,         42.2559,         41.4559,  0.000    ,          0.0000,         40.6134,         40.4115,         39.6115,          0.0000,          0.0000
,      -66.283333,  0.000    ,  0.000    ,  0.000    , 0.2255E-07,  0.000    ,  0.000    ,         39.0108,         38.8089,         38.0089,          0.0000,          0.0000,         36.1733,         35.9714,         35.2053,          0.0000,          0.0339,         42.4578,         42.2559,         41.4559,  0.000    ,          0.0000,         40.6134,         40.4115,         39.6115,          0.0000,          0.0000
,      -66.266670,  0.000    ,  0.000    ,  0.000    , 0.2255E-07,  0.000    ,  0.000    ,         39.0108,         38.8089,         38.0089,          0.0000,          0.0000,         36.1733,         35.9714,         35.2053,          0.0000,          0.0339,         42.4578,         42.2559,         41.4559,  0.000    ,          0.0000,         40.6134,         40.4115,         39.6115,          0.0000,          0.0000
,      -66.250000,  0.000    ,  0.000    ,  0.000    , 0.2255E-07,  0.000    ,  0.000    ,         39.0108,         38.8089,         38.0089,          0.0000,          0.0000,         36.1733,         35.9714,         35.2053,          0.0000,          0.0339,         42.4578,         42.2559,         41.4559,  0.000    ,          0.0000,         40.6134,         40.4115,         39.6115,          0.0000,          0.0000
,      -66.233330,  0.000    ,  0.000    ,  0.000    , 0.2255E-07,  0.000    ,  0.000    ,         39.0108,         38.8089,         38.0089,          0.0000,          0.0000,         36.1733,         35.9714,         35.2053,          0.0000,          0.0339,         42.4578,         42.2559,         41.4559,  0.000    ,          0.0000,         40.6134,         40.4115,         39.6115,          0.0000,          0.0000
,      -66.216667,  0.000    ,  0.000    ,  0.000    , 0.2255E-07,  0.000    ,  0.000    ,         39.0108,         38.8089,         38.0089,          0.0000,          0.0000,         36.1733,         35.9714,         35.2053,          0.0000,          0.0339,         42.4578,         42.2559,         41.4559,  0.000    ,          0.0000,         40.6134,         40.4115,         39.6115,          0.0000,          0.0000
,      -66.199997,  0.000    ,  0.000    ,  0.000    , 0.2255E-07,  0.000    ,  0.000    ,         39.0108,         38.8089,         38.0089,          0.0000,          0.0000,         36.1733,         35.9714,         35.2053,          0.0000,          0.0339,         42.4578,         42.2559,         41.4559,  0.000    ,          0.0000,         40.6134,         40.4115,         39.6115,          0.0000,          0.0000
