"Time (h)    ","1D and 2D:  ","H Vol In    ","H Vol Out   ","Q Vol In    ","Q Vol Out   ","Tot Vol In  ","Tot Vol Out ","Vol I-O     ","dVol        ","Vol Err     ","Q ME (%)    ","Vol I+O     ","Tot Vol     ","Cum Vol I+O ","Cum Vol Err ","Cum ME (%)  ","Cum Q ME (%)"
         0.000,              ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  269.3568    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    
         0.083,              ,  0.000000    ,  109.5293    ,  158.7247    ,  29.92009    ,  158.7247    ,  139.4494    ,  19.27528    ,  20.98341    ,  1.708137    , 0.5728655    ,  298.1741    ,  290.3402    ,  298.1741    ,  1.708137    , 0.5728655    , 0.5728655    
         0.167,              ,  0.000000    ,  50.63136    ,  1867.018    ,  10.18750    ,  1867.018    ,  60.81885    ,  1806.200    ,  1810.729    ,  4.529125    , 0.2349330    ,  1927.837    ,  2101.069    ,  2226.011    ,  6.237262    , 0.2801990    , 0.2801990    
         0.250,              ,  0.000000    ,  36.90217    ,  4150.904    , 0.8130344E-01,  4150.904    ,  36.98347    ,  4113.920    ,  4114.458    , 0.5380192    , 0.1284703E-01,  4187.887    ,  6215.527    ,  6413.899    ,  6.775281    , 0.1056344    , 0.1056344    
         0.333,              ,  0.000000    ,  48.84484    ,  4863.764    ,  0.000000    ,  4863.764    ,  48.84484    ,  4814.919    ,  4816.722    ,  1.803138    , 0.3670428E-01,  4912.609    ,  11032.25    ,  11326.51    ,  8.578419    , 0.7573754E-01, 0.7573754E-01
         0.417,              ,  0.000000    ,  98.50137    ,  6037.870    ,  0.000000    ,  6037.870    ,  98.50137    ,  5939.369    ,  5944.344    ,  4.974894    , 0.8107226E-01,  6136.372    ,  16976.59    ,  17462.88    ,  13.55331    , 0.7761213E-01, 0.7761213E-01
         0.500,              ,  0.000000    ,  258.7093    ,  8403.320    ,  0.000000    ,  8403.320    ,  258.7093    ,  8144.610    ,  8152.195    ,  7.585123    , 0.8756751E-01,  8662.029    ,  25128.79    ,  26124.91    ,  21.13844    , 0.8091296E-01, 0.8091296E-01
         0.583,              ,  0.000000    ,  471.2762    ,  15186.05    ,  0.000000    ,  15186.05    ,  471.2762    ,  14714.78    ,  14739.22    ,  24.44037    , 0.1560954    ,  15657.33    ,  39868.01    ,  41782.24    ,  45.57881    , 0.1090866    , 0.1090866    
         0.667,              ,  0.000000    ,  600.9875    ,  23231.55    ,  0.000000    ,  23231.55    ,  600.9875    ,  22630.56    ,  22644.66    ,  14.10037    , 0.5916438E-01,  23832.54    ,  62512.67    ,  65614.78    ,  59.67918    , 0.9095388E-01, 0.9095388E-01
         0.750,              ,  0.000000    ,  633.8456    ,  27421.00    ,  0.000000    ,  27421.00    ,  633.8456    ,  26787.15    ,  26788.33    ,  1.175251    , 0.4189119E-02,  28054.84    ,  89301.00    ,  93669.62    ,  60.85443    , 0.6496710E-01, 0.6496710E-01
         0.833,              ,  0.000000    ,  620.6583    ,  28978.27    ,  0.000000    ,  28978.27    ,  620.6583    ,  28357.61    ,  28358.94    ,  1.329139    , 0.4490496E-02,  29598.93    ,  117659.9    ,  123268.5    ,  62.18357    , 0.5044561E-01, 0.5044561E-01
         0.917,              ,  0.000000    ,  580.3878    ,  29240.65    ,  0.000000    ,  29240.65    ,  580.3878    ,  28660.26    ,  28659.03    , -1.234526    ,-0.4139783E-02,  29821.04    ,  146319.0    ,  153089.6    ,  60.94904    , 0.3981267E-01, 0.3981267E-01
         1.000,              ,  0.000000    ,  3305.813    ,  29023.84    ,  0.000000    ,  29023.84    ,  3305.813    ,  25718.03    ,  25719.13    ,  1.097314    , 0.3394142E-02,  32329.65    ,  172038.1    ,  185419.2    ,  62.04636    , 0.3346274E-01, 0.3346274E-01
         1.083,              ,  0.000000    ,  18641.02    ,  28262.50    ,  0.000000    ,  28262.50    ,  18641.02    ,  9621.475    ,  9621.076    ,-0.3990873    ,-0.8508686E-03,  46903.52    ,  181659.2    ,  232322.8    ,  61.64727    , 0.2653519E-01, 0.2653519E-01
         1.167,              ,  0.000000    ,  26189.30    ,  26622.70    ,  0.000000    ,  26622.70    ,  26189.30    ,  433.4080    ,  432.4211    ,-0.9868618    ,-0.1868632E-02,  52812.00    ,  182091.6    ,  285134.8    ,  60.66041    , 0.2127429E-01, 0.2127429E-01
