"Time (h)    ","1D and 2D:  ","H Vol In    ","H Vol Out   ","Q Vol In    ","Q Vol Out   ","Tot Vol In  ","Tot Vol Out ","Vol I-O     ","dVol        ","Vol Err     ","Q ME (%)    ","Vol I+O     ","Tot Vol     ","Cum Vol I+O ","Cum Vol Err ","Cum ME (%)  ","Cum Q ME (%)"
         0.000,              ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  269.3568    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    
         0.083,              ,  0.000000    ,  109.6721    ,  159.3968    ,  29.92099    ,  159.3968    ,  139.5931    ,  19.80374    ,  21.51324    ,  1.709500    , 0.5717584    ,  298.9899    ,  290.8700    ,  298.9899    ,  1.709500    , 0.5717584    , 0.5717584    
         0.167,              ,  0.000000    ,  50.88025    ,  1893.309    ,  10.25453    ,  1893.309    ,  61.13478    ,  1832.174    ,  1836.708    ,  4.533895    , 0.2319788    ,  1954.443    ,  2127.578    ,  2253.433    ,  6.243395    , 0.2770614    , 0.2770614    
         0.250,              ,  0.000000    ,  37.39753    ,  4205.996    , 0.8264216E-01,  4205.996    ,  37.48017    ,  4168.515    ,  4169.065    , 0.5498839    , 0.1295834E-01,  4243.476    ,  6296.643    ,  6496.909    ,  6.793279    , 0.1045617    , 0.1045617    
         0.333,              ,  0.000000    ,  50.25919    ,  4903.483    ,  0.000000    ,  4903.483    ,  50.25919    ,  4853.224    ,  4855.034    ,  1.810646    , 0.3655108E-01,  4953.742    ,  11151.68    ,  11450.65    ,  8.603925    , 0.7513917E-01, 0.7513917E-01
         0.417,              ,  0.000000    ,  103.2128    ,  6064.597    ,  0.000000    ,  6064.597    ,  103.2128    ,  5961.384    ,  5966.345    ,  4.961218    , 0.8043728E-01,  6167.809    ,  17118.02    ,  17618.46    ,  13.56514    , 0.7699392E-01, 0.7699392E-01
         0.500,              ,  0.000000    ,  271.5643    ,  8418.771    ,  0.000000    ,  8418.771    ,  271.5643    ,  8147.207    ,  8155.030    ,  7.822963    , 0.9001911E-01,  8690.335    ,  25273.05    ,  26308.80    ,  21.38811    , 0.8129641E-01, 0.8129641E-01
         0.583,              ,  0.000000    ,  486.4193    ,  15192.58    ,  0.000000    ,  15192.58    ,  486.4193    ,  14706.16    ,  14730.42    ,  24.26212    , 0.1547429    ,  15678.99    ,  40003.47    ,  41987.79    ,  45.65023    , 0.1087226    , 0.1087226    
         0.667,              ,  0.000000    ,  611.1638    ,  23230.00    ,  0.000000    ,  23230.00    ,  611.1638    ,  22618.84    ,  22632.87    ,  14.02744    , 0.5883707E-01,  23841.17    ,  62636.34    ,  65828.96    ,  59.67767    , 0.9065565E-01, 0.9065565E-01
         0.750,              ,  0.000000    ,  640.5845    ,  27412.71    ,  0.000000    ,  27412.71    ,  640.5845    ,  26772.13    ,  26773.30    ,  1.172526    , 0.4179637E-02,  28053.30    ,  89409.64    ,  93882.25    ,  60.85020    , 0.6481544E-01, 0.6481544E-01
         0.833,              ,  0.000000    ,  624.2994    ,  28964.31    ,  0.000000    ,  28964.31    ,  624.2994    ,  28340.01    ,  28341.19    ,  1.179599    , 0.3986667E-02,  29588.61    ,  117750.8    ,  123470.9    ,  62.02980    , 0.5023841E-01, 0.5023841E-01
         0.917,              ,  0.000000    ,  581.5824    ,  29221.90    ,  0.000000    ,  29221.90    ,  581.5824    ,  28640.32    ,  28638.94    , -1.383257    ,-0.4641258E-02,  29803.48    ,  146389.8    ,  153274.3    ,  60.64654    , 0.3956731E-01, 0.3956731E-01
         1.000,              ,  0.000000    ,  3329.026    ,  29001.02    ,  0.000000    ,  29001.02    ,  3329.026    ,  25671.99    ,  25673.10    ,  1.113366    , 0.3443749E-02,  32330.04    ,  172062.9    ,  185604.4    ,  61.75991    , 0.3327502E-01, 0.3327502E-01
         1.083,              ,  0.000000    ,  18661.24    ,  28236.24    ,  0.000000    ,  28236.24    ,  18661.24    ,  9575.000    ,  9574.524    ,-0.4753913    ,-0.1013682E-02,  46897.49    ,  181637.4    ,  232501.9    ,  61.28452    , 0.2635872E-01, 0.2635872E-01
         1.167,              ,  0.000000    ,  26180.77    ,  26593.54    ,  0.000000    ,  26593.54    ,  26180.77    ,  412.7702    ,  411.7085    , -1.061697    ,-0.2011769E-02,  52774.30    ,  182049.1    ,  285276.2    ,  60.22282    , 0.2111036E-01, 0.2111036E-01
         1.250,              ,  0.000000    ,  27466.55    ,  24080.36    ,  0.000000    ,  24080.36    ,  27466.55    , -3386.192    , -3389.125    , -2.933615    ,-0.5691155E-02,  51546.91    ,  178660.0    ,  336823.1    ,  57.28920    , 0.1700869E-01, 0.1700869E-01
         1.333,              ,  0.000000    ,  26444.20    ,  21102.20    ,  0.000000    ,  21102.20    ,  26444.20    , -5341.998    , -5348.443    , -6.445249    ,-0.1355570E-01,  47546.40    ,  173311.5    ,  384369.5    ,  50.84395    , 0.1322788E-01, 0.1322788E-01
         1.417,              ,  0.000000    ,  24449.42    ,  17639.29    ,  0.000000    ,  17639.29    ,  24449.42    , -6810.123    , -6816.361    , -6.237885    ,-0.1482080E-01,  42088.71    ,  166495.2    ,  426458.2    ,  44.60607    , 0.1045966E-01, 0.1045966E-01
         1.500,              ,  0.000000    ,  21849.99    ,  14407.16    ,  0.000000    ,  14407.16    ,  21849.99    , -7442.838    , -7448.524    , -5.686096    ,-0.1568269E-01,  36257.15    ,  159046.6    ,  462715.4    ,  38.91997    , 0.8411213E-02, 0.8411213E-02
         1.583,              ,  0.000000    ,  18939.13    ,  11532.58    ,  0.000000    ,  11532.58    ,  18939.13    , -7406.551    , -7411.582    , -5.030837    ,-0.1650986E-01,  30471.70    ,  151635.1    ,  493187.1    ,  33.88914    , 0.6871457E-02, 0.6871457E-02
         1.667,              ,  0.000000    ,  16083.37    ,  9455.075    ,  0.000000    ,  9455.075    ,  16083.37    , -6628.297    , -6630.709    , -2.412706    ,-0.9447346E-02,  25538.45    ,  145004.4    ,  518725.5    ,  31.47643    , 0.6068032E-02, 0.6068032E-02
         1.750,              ,  0.000000    ,  13453.11    ,  7965.113    ,  0.000000    ,  7965.113    ,  13453.11    , -5487.994    , -5491.205    , -3.211356    ,-0.1499357E-01,  21418.22    ,  139513.1    ,  540143.7    ,  28.26507    , 0.5232880E-02, 0.5232880E-02
         1.833,              ,  0.000000    ,  11322.77    ,  6797.990    ,  0.000000    ,  6797.990    ,  11322.77    , -4524.783    , -4525.874    , -1.090869    ,-0.6019996E-02,  18120.76    ,  134987.3    ,  558264.5    ,  27.17420    , 0.4867622E-02, 0.4867622E-02
         1.917,              ,  0.000000    ,  9655.041    ,  6222.967    ,  0.000000    ,  6222.967    ,  9655.041    , -3432.074    , -3432.636    ,-0.5614318    ,-0.3535908E-02,  15878.01    ,  131554.6    ,  574142.5    ,  26.61277    , 0.4635221E-02, 0.4635221E-02
         2.000,              ,  0.000000    ,  8318.743    ,  5745.133    ,  0.000000    ,  5745.133    ,  8318.743    , -2573.610    , -2574.128    ,-0.5177203    ,-0.3681207E-02,  14063.88    ,  128980.5    ,  588206.4    ,  26.09505    , 0.4436377E-02, 0.4436377E-02
         2.083,              ,  0.000000    ,  7336.390    ,  5199.028    ,  0.000000    ,  5199.028    ,  7336.390    , -2137.362    , -2138.256    ,-0.8944036    ,-0.7135012E-02,  12535.42    ,  126842.3    ,  600741.8    ,  25.20065    , 0.4194922E-02, 0.4194922E-02
