"EG05_016","Location","GW flow layer 1","GW flow layer 1","GW flow layer 1","GW Level Layer 1","GW depth layer 1","GW Level Layer 1","GW depth layer 1","GW Level Layer 1","GW depth layer 1"
"e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG05_016.tcf","Time","Loc1_L","Loc3_L","Loc2_L","Loc1_P","Loc1_P","Loc8_P","Loc8_P","Loc10_P","Loc10_P"
"e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\results\EG05\EG05_016_POMM.csv","Maximum (Extracted from Time Series)",          0.0010,          0.0009,          0.0010,         38.9240,          0.1151,         36.1077,          0.1363,         42.3092,          0.0533
"","Time of Maximum",          3.0000,          1.8833,          3.0000,          3.0000,          3.0000,          3.0000,          3.0000,          3.0000,          3.0000
"","Minimum (Extracted From Time Series)",          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
"","Time of Minimum",          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
