"Time (h) ","All 1D Domains:","H V In      ","H V Out     ","Q V In      ","Q V Out     ","QR V In     ","QR V Out    ","X1DH V In   ","X1DH V Out  ","X1DQ V In   ","X1DQ V Out  ","SX2D V In   ","SX2D V Out  ","HX2D V In   ","HX2D V Out  ","Q2D V In    ","Q2D V Out   ","Vol In-Out  ","dVol        ","Vol Err     ","Q ME (%)    ","Total Vol   ","Cum Vol I+O ","Cum Vol Err ","Cum ME (%)  ","Cum Q ME (%)"
         0.000,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    
         0.017,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    , 0.5097552    , 0.2853300E-01,  0.000000    , 0.1193677    ,  4.895897    ,  0.000000    ,  5.257752    ,  5.252610    ,-0.5141709E-02,-0.9258413E-01,  5.252610    ,  5.553553    ,-0.5141709E-02,-0.9258413E-01,-0.9258413E-01
         0.033,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  1.131693    , 0.1621129    ,  0.000000    ,  3.132642    ,  14.75597    ,  0.000000    ,  12.59290    ,  12.59216    ,-0.7465493E-03,-0.3891843E-02,  17.84477    ,  24.73597    ,-0.5888258E-02,-0.2380444E-01,-0.2380444E-01
         0.050,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  1.601922    ,  0.000000    ,  0.000000    ,  6.553330    ,  24.98803    ,  0.000000    ,  20.03662    ,  20.03828    , 0.1664875E-02, 0.5023266E-02,  37.88305    ,  57.87925    ,-0.4223383E-02,-0.7296887E-02,-0.7296887E-02
         0.067,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  16.25214    ,  13.65182    ,  0.000000    ,  15.00680    ,  35.11808    ,  0.000000    ,  22.71159    ,  22.71383    , 0.2243793E-02, 0.2803730E-02,  60.59688    ,  137.9081    ,-0.1979590E-02,-0.1435442E-02,-0.1435442E-02
         0.083,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  4.493933    , 0.7700603    ,  0.000000    ,  26.87308    ,  45.24671    ,  0.000000    ,  22.09750    ,  22.09793    , 0.4371789E-03, 0.5649489E-03,  82.69482    ,  215.2919    ,-0.1542411E-02,-0.7164280E-03,-0.7164280E-03
         0.100,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  6.692336    ,  1.193256    ,  0.000000    ,  41.11579    ,  64.80997    ,  0.000000    ,  29.19326    ,  29.19784    , 0.4581185E-02, 0.4025245E-02,  111.8927    ,  329.1032    , 0.3038774E-02, 0.9233499E-03, 0.9233499E-03
         0.117,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  9.824394    ,  1.879990    ,  0.000000    ,  64.16357    ,  94.21311    ,  0.000000    ,  37.99395    ,  38.00227    , 0.8319473E-02, 0.4891475E-02,  149.8949    ,  499.1843    , 0.1135825E-01, 0.2275361E-02, 0.2275361E-02
         0.133,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  13.57491    ,  2.694727    ,  0.000000    ,  93.21574    ,  123.9536    ,  0.000000    ,  41.61807    ,  41.62113    , 0.3059765E-02, 0.1310734E-02,  191.5161    ,  732.6233    , 0.1441801E-01, 0.1967998E-02, 0.1967998E-02
         0.150,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  18.53684    ,  3.646455    ,  0.000000    ,  123.8148    ,  153.3185    ,  0.000000    ,  44.39410    ,  44.39858    , 0.4476565E-02, 0.1495595E-02,  235.9146    ,  1031.940    , 0.1889458E-01, 0.1830977E-02, 0.1830977E-02
         0.167,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  23.75104    ,  4.628738    ,  0.000000    ,  155.6497    ,  183.7440    ,  0.000000    ,  47.21661    ,  47.21466    ,-0.1950717E-02,-0.5304126E-03,  283.1293    ,  1399.713    , 0.1694386E-01, 0.1210524E-02, 0.1210524E-02
         0.183,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  29.19818    ,  5.605073    ,  0.000000    ,  183.4307    ,  206.7471    ,  0.000000    ,  46.90953    ,  46.91398    , 0.4448165E-02, 0.1046674E-02,  330.0433    ,  1824.694    , 0.2139202E-01, 0.1172362E-02, 0.1172362E-02
         0.200,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  41.94607    ,  13.37013    ,  0.000000    ,  202.8132    ,  220.6573    ,  0.000000    ,  46.41998    ,  46.38262    ,-0.3735487E-01,-0.7801987E-02,  376.4259    ,  2303.481    ,-0.1596285E-01,-0.6929882E-03,-0.6929882E-03
         0.217,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  99.32923    ,  65.39776    ,  0.000000    ,  221.5187    ,  237.2378    ,  0.000000    ,  49.65062    ,  49.63701    ,-0.1361251E-01,-0.2183299E-02,  426.0629    ,  2926.965    ,-0.2957536E-01,-0.1010445E-02,-0.1010445E-02
         0.233,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  166.4929    ,  127.1599    ,  0.000000    ,  237.9712    ,  252.5817    ,  0.000000    ,  53.94352    ,  53.93064    ,-0.1287825E-01,-0.1642202E-02,  479.9936    ,  3711.170    ,-0.4245360E-01,-0.1143941E-02,-0.1143941E-02
         0.250,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  216.6518    ,  181.7984    ,  0.000000    ,  254.9355    ,  269.1060    ,  0.000000    ,  49.02396    ,  49.01240    ,-0.1156021E-01,-0.1253150E-02,  529.0060    ,  4633.662    ,-0.5401381E-01,-0.1165683E-02,-0.1165683E-02
         0.267,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  242.3153    ,  240.2061    ,  0.000000    ,  271.1805    ,  289.1920    ,  0.000000    ,  20.12072    ,  20.12241    , 0.1695295E-02, 0.1625568E-03,  549.1284    ,  5676.556    ,-0.5231852E-01,-0.9216595E-03,-0.9216595E-03
         0.283,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  276.6432    ,  276.1223    ,  0.000000    ,  297.4256    ,  319.5786    ,  0.000000    ,  22.67388    ,  22.68897    , 0.1509265E-01, 0.1290224E-02,  571.8173    ,  6846.326    ,-0.3722586E-01,-0.5437349E-03,-0.5437349E-03
         0.300,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  311.8974    ,  311.3274    ,  0.000000    ,  326.1153    ,  349.0164    ,  0.000000    ,  23.47107    ,  23.46531    ,-0.5754720E-02,-0.4432312E-03,  595.2827    ,  8144.682    ,-0.4298058E-01,-0.5277134E-03,-0.5277134E-03
         0.317,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  347.1651    ,  346.6080    ,  0.000000    ,  355.7921    ,  377.8469    ,  0.000000    ,  22.61196    ,  22.60684    ,-0.5110238E-02,-0.3580072E-03,  617.8895    ,  9572.094    ,-0.4809082E-01,-0.5024065E-03,-0.5024065E-03
         0.333,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  385.8777    ,  385.4063    ,  0.000000    ,  385.6426    ,  407.4504    ,  0.000000    ,  22.27913    ,  22.26551    ,-0.1362899E-01,-0.8712089E-03,  640.1550    ,  11136.47    ,-0.6171981E-01,-0.5542134E-03,-0.5542134E-03
         0.350,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  426.8735    ,  426.3691    ,  0.000000    ,  423.0445    ,  454.4877    ,  0.000000    ,  31.94756    ,  31.95100    , 0.3436040E-02, 0.1985261E-03,  672.1060    ,  12867.25    ,-0.5828377E-01,-0.4529623E-03,-0.4529623E-03
         0.367,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  470.2949    ,  469.8238    ,  0.000000    ,  478.6146    ,  517.5078    ,  0.000000    ,  39.36434    ,  39.36971    , 0.5370407E-02, 0.2773625E-03,  711.4757    ,  14803.49    ,-0.5291337E-01,-0.3574385E-03,-0.3574385E-03
         0.383,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  522.4590    ,  522.0190    ,  0.000000    ,  541.2481    ,  581.9021    ,  0.000000    ,  41.09408    ,  41.08888    ,-0.5197984E-02,-0.2398005E-03,  752.5646    ,  16971.12    ,-0.5811135E-01,-0.3424133E-03,-0.3424133E-03
         0.400,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  585.5856    ,  585.1522    ,  0.000000    ,  605.2333    ,  645.8209    ,  0.000000    ,  41.02107    ,  41.00705    ,-0.1402239E-01,-0.5790089E-03,  793.5716    ,  19392.91    ,-0.7213374E-01,-0.3719594E-03,-0.3719594E-03
         0.417,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  655.1247    ,  654.7125    ,  0.000000    ,  669.9144    ,  709.6822    ,  0.000000    ,  40.18003    ,  40.17736    ,-0.2667851E-02,-0.9919748E-04,  833.7490    ,  22082.34    ,-0.7480159E-01,-0.3387394E-03,-0.3387394E-03
         0.433,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  738.5442    ,  738.1757    ,  0.000000    ,  748.8390    ,  801.2401    ,  0.000000    ,  52.76961    ,  52.76913    ,-0.4786691E-03,-0.1581436E-04,  886.5181    ,  25109.14    ,-0.7528026E-01,-0.2998122E-03,-0.2998122E-03
         0.450,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  864.7506    ,  864.3914    ,  0.000000    ,  863.7469    ,  924.6318    ,  0.000000    ,  61.24409    ,  61.23719    ,-0.6907901E-02,-0.1963855E-03,  947.7553    ,  28626.66    ,-0.8218816E-01,-0.2871036E-03,-0.2871036E-03
