"Time (h) ","All 1D Domains:","H V In      ","H V Out     ","Q V In      ","Q V Out     ","QR V In     ","QR V Out    ","X1DH V In   ","X1DH V Out  ","X1DQ V In   ","X1DQ V Out  ","SX2D V In   ","SX2D V Out  ","HX2D V In   ","HX2D V Out  ","Q2D V In    ","Q2D V Out   ","Vol In-Out  ","dVol        ","Vol Err     ","Q ME (%)    ","Total Vol   ","Cum Vol I+O ","Cum Vol Err ","Cum ME (%)  ","Cum Q ME (%)"
         0.000,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    
         0.017,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    , 0.4858989    , 0.2853300E-01,  0.000000    , 0.1193677    ,  4.895897    ,  0.000000    ,  5.233895    ,  5.228431    ,-0.5464090E-02,-0.9881356E-01,  5.228431    ,  5.529697    ,-0.5464090E-02,-0.9881356E-01,-0.9881356E-01
         0.033,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  1.083314    , 0.1621129    ,  0.000000    ,  3.132642    ,  14.75597    ,  0.000000    ,  12.54453    ,  12.54196    ,-0.2566495E-02,-0.1341324E-01,  17.77039    ,  24.66373    ,-0.8030585E-02,-0.3256030E-01,-0.3256030E-01
         0.050,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  1.517777    ,  0.000000    ,  0.000000    ,  6.553330    ,  24.98803    ,  0.000000    ,  19.95247    ,  19.95203    ,-0.4464355E-03,-0.1350415E-02,  37.72242    ,  57.72287    ,-0.8477020E-02,-0.1468572E-01,-0.1468572E-01
         0.067,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  16.12623    ,  13.65182    ,  0.000000    ,  15.00680    ,  35.11808    ,  0.000000    ,  22.58568    ,  22.58854    , 0.2856944E-02, 0.3575518E-02,  60.31095    ,  137.6258    ,-0.5620076E-02,-0.4083592E-02,-0.4083592E-02
         0.083,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  4.379722    , 0.7700603    ,  0.000000    ,  26.87308    ,  45.24671    ,  0.000000    ,  21.98329    ,  21.98354    , 0.2488785E-03, 0.3220912E-03,  82.29449    ,  214.8954    ,-0.5371198E-02,-0.2499448E-02,-0.2499448E-02
         0.100,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  6.535382    ,  1.193256    ,  0.000000    ,  41.11579    ,  64.80997    ,  0.000000    ,  29.03631    ,  29.03985    , 0.3549091E-02, 0.3122705E-02,  111.3343    ,  328.5498    ,-0.1822107E-02,-0.5545908E-03,-0.5545908E-03
         0.117,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  9.651201    ,  1.879990    ,  0.000000    ,  64.16357    ,  94.21311    ,  0.000000    ,  37.82076    ,  37.83031    , 0.9559108E-02, 0.5626054E-02,  149.1647    ,  498.4576    , 0.7737002E-02, 0.1552189E-02, 0.1552189E-02
         0.133,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  13.09720    ,  2.694727    ,  0.000000    ,  93.21574    ,  123.9536    ,  0.000000    ,  41.14037    ,  41.14409    , 0.3715525E-02, 0.1594911E-02,  190.3087    ,  731.4189    , 0.1145253E-01, 0.1565796E-02, 0.1565796E-02
         0.150,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  17.98241    ,  3.646455    ,  0.000000    ,  123.8148    ,  153.3185    ,  0.000000    ,  43.83968    ,  43.84369    , 0.4009998E-02, 0.1342204E-02,  234.1524    ,  1030.181    , 0.1546252E-01, 0.1500952E-02, 0.1500952E-02
         0.167,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  23.32506    ,  4.628738    ,  0.000000    ,  155.6497    ,  183.7440    ,  0.000000    ,  46.79063    ,  46.78984    ,-0.7927977E-03,-0.2158168E-03,  280.9423    ,  1397.529    , 0.1466973E-01, 0.1049691E-02, 0.1049691E-02
         0.183,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  28.88041    ,  5.605073    ,  0.000000    ,  183.4307    ,  206.7471    ,  0.000000    ,  46.59176    ,  46.59565    , 0.3889019E-02, 0.9157889E-03,  327.5379    ,  1822.192    , 0.1855875E-01, 0.1018485E-02, 0.1018485E-02
         0.200,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  41.66603    ,  13.37013    ,  0.000000    ,  202.8132    ,  220.6573    ,  0.000000    ,  46.13993    ,  46.10702    ,-0.3291412E-01,-0.6878508E-02,  373.6449    ,  2300.698    ,-0.1435537E-01,-0.6239570E-03,-0.6239570E-03
         0.217,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  99.04620    ,  65.39776    ,  0.000000    ,  221.5187    ,  237.2378    ,  0.000000    ,  49.36759    ,  49.33602    ,-0.3156500E-01,-0.5064984E-02,  422.9810    ,  2923.899    ,-0.4592037E-01,-0.1570518E-02,-0.1570518E-02
         0.233,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  166.2008    ,  127.1599    ,  0.000000    ,  237.9712    ,  252.5817    ,  0.000000    ,  53.65140    ,  53.64980    ,-0.1596539E-02,-0.2036627E-03,  476.6308    ,  3707.812    ,-0.4751691E-01,-0.1281535E-02,-0.1281535E-02
         0.250,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  222.2889    ,  176.3234    ,  0.000000    ,  254.9355    ,  269.1060    ,  0.000000    ,  60.13593    ,  60.11440    ,-0.2153004E-01,-0.2333490E-02,  536.7452    ,  4630.466    ,-0.6904695E-01,-0.1491145E-02,-0.1491145E-02
         0.267,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  245.5753    ,  230.3261    ,  0.000000    ,  271.1805    ,  289.1920    ,  0.000000    ,  33.26073    ,  33.26266    , 0.1925308E-02, 0.1857914E-03,  570.0078    ,  5666.740    ,-0.6712164E-01,-0.1184484E-02,-0.1184484E-02
         0.283,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  276.4388    ,  275.6387    ,  0.000000    ,  297.4256    ,  319.5786    ,  0.000000    ,  22.95305    ,  22.96817    , 0.1511726E-01, 0.1293088E-02,  592.9760    ,  6835.822    ,-0.5200438E-01,-0.7607627E-03,-0.7607627E-03
         0.300,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  311.7602    ,  311.0263    ,  0.000000    ,  326.1153    ,  349.0164    ,  0.000000    ,  23.63500    ,  23.62914    ,-0.5859391E-02,-0.4514453E-03,  616.6051    ,  8133.740    ,-0.5786377E-01,-0.7114043E-03,-0.7114043E-03
         0.317,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  346.9991    ,  346.2760    ,  0.000000    ,  355.7921    ,  377.8469    ,  0.000000    ,  22.77796    ,  22.77262    ,-0.5334474E-02,-0.3738469E-03,  639.3777    ,  9560.654    ,-0.6319825E-01,-0.6610243E-03,-0.6610243E-03
         0.333,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  385.8320    ,  385.1346    ,  0.000000    ,  385.6426    ,  407.4504    ,  0.000000    ,  22.50517    ,  22.49114    ,-0.1402949E-01,-0.8969920E-03,  661.8689    ,  11124.71    ,-0.7722774E-01,-0.6941998E-03,-0.6941998E-03
         0.350,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  426.8965    ,  426.2140    ,  0.000000    ,  423.0445    ,  454.4877    ,  0.000000    ,  32.12580    ,  32.12908    , 0.3283394E-02, 0.1897211E-03,  693.9980    ,  12855.36    ,-0.7394434E-01,-0.5752026E-03,-0.5752026E-03
         0.367,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  470.3809    ,  469.6854    ,  0.000000    ,  478.6146    ,  517.5078    ,  0.000000    ,  39.58868    ,  39.59384    , 0.5165149E-02, 0.2667689E-03,  733.5918    ,  14791.55    ,-0.6877920E-01,-0.4649899E-03,-0.4649899E-03
