"Time (h)    ","1D and 2D:  ","H Vol In    ","H Vol Out   ","Q Vol In    ","Q Vol Out   ","Tot Vol In  ","Tot Vol Out ","Vol I-O     ","dVol        ","Vol Err     ","Q ME (%)    ","Vol I+O     ","Tot Vol     ","Cum Vol I+O ","Cum Vol Err ","Cum ME (%)  ","Cum Q ME (%)"
         0.000,              ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  269.3568    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    
         0.017,              ,  0.000000    ,  37.61885    ,  23.94684    ,  0.000000    ,  23.94684    ,  37.61885    , -13.67201    , -13.66267    , 0.9334746E-02, 0.1516225E-01,  61.56569    ,  255.6941    ,  61.56569    , 0.9334746E-02, 0.3650747E-02, 0.1516225E-01
         0.033,              ,  0.000000    ,  26.35660    ,  33.80691    ,  0.000000    ,  33.80691    ,  26.35660    ,  7.450306    ,  7.671174    , 0.2208681    , 0.3671131    ,  60.16351    ,  263.3653    ,  121.7292    , 0.2302029    , 0.8740822E-01, 0.1891107    
         0.050,              ,  0.000000    ,  21.26451    ,  231.6439    ,  0.000000    ,  231.6439    ,  21.26451    ,  210.3794    ,  210.5568    , 0.1774061    , 0.7014635E-01,  252.9085    ,  473.9221    ,  374.6377    , 0.4076090    , 0.8600758E-01, 0.1088009    
         0.067,              ,  0.000000    ,  17.66547    ,  432.7307    ,  0.000000    ,  432.7307    ,  17.66547    ,  415.0652    ,  415.5281    , 0.4628399    , 0.1027628    ,  450.3962    ,  889.4502    ,  825.0338    , 0.8704489    , 0.9786370E-01, 0.1055046    
         0.083,              ,  0.000000    ,  15.43888    ,  447.3824    ,  0.000000    ,  447.3824    ,  15.43888    ,  431.9435    ,  432.4189    , 0.4753820    , 0.1027139    ,  462.8212    ,  1321.869    ,  1287.855    ,  1.345831    , 0.1018127    , 0.1045017    
         0.100,              ,  0.000000    ,  13.95432    ,  598.1131    ,  0.000000    ,  598.1131    ,  13.95432    ,  584.1588    ,  584.9096    , 0.7508325    , 0.1226715    ,  612.0675    ,  1906.779    ,  1899.923    ,  2.096663    , 0.1099584    , 0.1103552    
         0.117,              ,  0.000000    ,  12.90958    ,  627.5163    ,  0.000000    ,  627.5163    ,  12.90958    ,  614.6067    ,  615.7168    ,  1.110056    , 0.1733309    ,  640.4259    ,  2522.495    ,  2540.348    ,  3.206720    , 0.1262315    , 0.1262315    
         0.133,              ,  0.000000    ,  12.30255    ,  657.2533    ,  0.000000    ,  657.2533    ,  12.30255    ,  644.9507    ,  645.9398    , 0.9890628    , 0.1477192    ,  669.5558    ,  3168.435    ,  3209.904    ,  4.195782    , 0.1307136    , 0.1307136    
         0.150,              ,  0.000000    ,  11.81903    ,  686.6134    ,  0.000000    ,  686.6134    ,  11.81903    ,  674.7943    ,  675.8198    ,  1.025519    , 0.1468315    ,  698.4324    ,  3844.255    ,  3908.337    ,  5.221301    , 0.1335939    , 0.1335939    
         0.167,              ,  0.000000    ,  11.76569    ,  717.0416    ,  0.000000    ,  717.0416    ,  11.76569    ,  705.2759    ,  705.3607    , 0.8481773E-01, 0.1163788E-01,  728.8073    ,  4549.616    ,  4637.144    ,  5.306119    , 0.1144264    , 0.1144264    
         0.183,              ,  0.000000    ,  11.96351    ,  809.0043    ,  0.000000    ,  809.0043    ,  11.96351    ,  797.0408    ,  796.8852    ,-0.1555840    ,-0.1895129E-01,  820.9678    ,  5346.501    ,  5458.112    ,  5.150535    , 0.9436478E-01, 0.9436478E-01
         0.200,              ,  0.000000    ,  12.47593    ,  824.8882    ,  0.000000    ,  824.8882    ,  12.47593    ,  812.4123    ,  813.4928    ,  1.080483    , 0.1290339    ,  837.3642    ,  6159.994    ,  6295.476    ,  6.231019    , 0.9897614E-01, 0.9897614E-01
         0.217,              ,  0.000000    ,  13.13550    ,  841.4680    ,  0.000000    ,  841.4680    ,  13.13550    ,  828.3325    ,  828.4146    , 0.8207753E-01, 0.9604164E-02,  854.6035    ,  6988.408    ,  7150.079    ,  6.313096    , 0.8829407E-01, 0.8829407E-01
         0.233,              ,  0.000000    ,  14.43734    ,  856.8112    ,  0.000000    ,  856.8112    ,  14.43734    ,  842.3739    ,  842.6357    , 0.2617792    , 0.3004644E-01,  871.2486    ,  7831.044    ,  8021.328    ,  6.574875    , 0.8196741E-01, 0.8196741E-01
         0.250,              ,  0.000000    ,  15.95092    ,  873.3359    ,  0.000000    ,  873.3359    ,  15.95092    ,  857.3850    ,  856.6961    ,-0.6889015    ,-0.7746674E-01,  889.2869    ,  8687.740    ,  8910.615    ,  5.885974    , 0.6605575E-01, 0.6605575E-01
         0.267,              ,  0.000000    ,  18.25422    ,  920.5175    ,  0.000000    ,  920.5175    ,  18.25422    ,  902.2633    ,  903.6946    ,  1.431296    , 0.1524648    ,  938.7717    ,  9591.435    ,  9849.387    ,  7.317270    , 0.7429163E-01, 0.7429163E-01
         0.283,              ,  0.000000    ,  21.09915    ,  950.9074    ,  0.000000    ,  950.9074    ,  21.09915    ,  929.8083    ,  930.3386    , 0.5303404    , 0.5456141E-01,  972.0066    ,  10521.77    ,  10821.39    ,  7.847610    , 0.7251941E-01, 0.7251941E-01
         0.300,              ,  0.000000    ,  24.96693    ,  980.3432    ,  0.000000    ,  980.3432    ,  24.96693    ,  955.3763    ,  955.7859    , 0.4096230    , 0.4074594E-01,  1005.310    ,  11477.56    ,  11826.70    ,  8.257233    , 0.6981856E-01, 0.6981856E-01
         0.317,              ,  0.000000    ,  30.45856    ,  1009.169    ,  0.000000    ,  1009.169    ,  30.45856    ,  978.7108    ,  979.5510    , 0.8402581    , 0.8082296E-01,  1039.628    ,  12457.11    ,  12866.33    ,  9.097491    , 0.7070773E-01, 0.7070773E-01
         0.333,              ,  0.000000    ,  38.02080    ,  1038.763    ,  0.000000    ,  1038.763    ,  38.02080    ,  1000.742    ,  1001.259    , 0.5169095    , 0.4800496E-01,  1076.784    ,  13458.37    ,  13943.11    ,  9.614401    , 0.6895447E-01, 0.6895447E-01
