"Time (h) ","All 1D Domains:","H V In      ","H V Out     ","Q V In      ","Q V Out     ","QR V In     ","QR V Out    ","X1DH V In   ","X1DH V Out  ","X1DQ V In   ","X1DQ V Out  ","SX2D V In   ","SX2D V Out  ","HX2D V In   ","HX2D V Out  ","Q2D V In    ","Q2D V Out   ","Vol In-Out  ","dVol        ","Vol Err     ","Q ME (%)    ","Total Vol   ","Cum Vol I+O ","Cum Vol Err ","Cum ME (%)  ","Cum Q ME (%)"
         0.000,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    
         0.017,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    , 0.4013121    , 0.2853300E-01,  0.000000    , 0.1193677    ,  4.895897    ,  0.000000    ,  5.149309    ,  5.145156    ,-0.4152562E-02,-0.7626221E-01,  5.145156    ,  5.445110    ,-0.4152562E-02,-0.7626221E-01,-0.7626221E-01
         0.033,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    , 0.9485206    , 0.1621129    ,  0.000000    ,  3.132642    ,  14.75597    ,  0.000000    ,  12.40973    ,  12.40810    ,-0.1633502E-02,-0.8597722E-02,  17.55325    ,  24.44435    ,-0.5786064E-02,-0.2367035E-01,-0.2367035E-01
         0.050,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  1.250078    ,  0.000000    ,  0.000000    ,  6.553330    ,  24.98803    ,  0.000000    ,  19.68477    ,  19.68595    , 0.1178045E-02, 0.3592537E-02,  37.23921    ,  57.23579    ,-0.4608019E-02,-0.8050940E-02,-0.8050940E-02
         0.067,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  15.66648    ,  13.65182    ,  0.000000    ,  15.00680    ,  35.11808    ,  0.000000    ,  22.12593    ,  22.12914    , 0.3214496E-02, 0.4046283E-02,  59.36835    ,  136.6790    ,-0.1393523E-02,-0.1019559E-02,-0.1019559E-02
         0.083,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  3.718773    , 0.7700603    ,  0.000000    ,  26.87308    ,  45.24671    ,  0.000000    ,  21.32234    ,  21.32189    ,-0.4486559E-03,-0.5856468E-03,  80.69024    ,  213.2876    ,-0.1842179E-02,-0.8637063E-03,-0.8637063E-03
         0.100,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  5.493431    ,  1.193256    ,  0.000000    ,  41.11579    ,  64.80997    ,  0.000000    ,  27.99435    ,  27.99925    , 0.4898023E-02, 0.4349451E-02,  108.6895    ,  325.9000    , 0.3055844E-02, 0.9376631E-03, 0.9376631E-03
         0.117,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  8.044044    ,  1.879990    ,  0.000000    ,  64.16357    ,  94.21311    ,  0.000000    ,  36.21360    ,  36.22127    , 0.7670024E-02, 0.4557333E-02,  144.9108    ,  494.2007    , 0.1072587E-01, 0.2170346E-02, 0.2170346E-02
         0.133,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  11.42964    ,  2.694727    ,  0.000000    ,  93.21574    ,  123.9536    ,  0.000000    ,  39.47280    ,  39.47521    , 0.2406286E-02, 0.1040359E-02,  184.3860    ,  725.4945    , 0.1313215E-01, 0.1810097E-02, 0.1810097E-02
         0.150,,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  16.20037    ,  3.646455    ,  0.000000    ,  123.8148    ,  153.3185    ,  0.000000    ,  42.05763    ,  42.05858    , 0.9490098E-03, 0.3195533E-03,  226.4446    ,  1022.475    , 0.1408116E-01, 0.1377165E-02, 0.1377165E-02
