"   Time (h) ","iStep     ","nRS_NaNs","nRS_HCNs","dtTarget    ","tLastMax    ","H V In      ","H V Out     ","Es HX V In  ","Es HX V Out ","x1D HX V In ","x1D HX V Out","S/RF Vol In ","S/RF Vol Out","Es SX V In  ","Es SX V Out ","x1D SX V In ","x1D SX V Out","V In-Out    ","dVol        ","V Err       ","Total V     ","Q ME (%)"
         0.000,           0,         0,         0, 0.1000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  269.3568    ,     0.000
         0.017,         129,         0,         0,  1.354679    , 0.1666667E-01,  0.000000    ,  37.56028    , 0.1328731    ,  0.000000    ,  0.000000    ,  0.000000    ,  19.05094    ,  0.000000    , 0.5488494E-01, 0.4862345    ,  0.000000    ,  0.000000    , -18.80781    , -18.80783    ,-0.1810336E-04,  250.5490    ,    -0.000
         0.033,         163,         0,         0,  2.000000    , 0.3333334E-01,  0.000000    ,  26.18857    ,  3.355262    ,  0.000000    ,  0.000000    ,  0.000000    ,  19.05094    ,  0.000000    , 0.4632373    ,  1.417680    ,  0.000000    ,  0.000000    , -4.736806    , -4.736847    ,-0.4079379E-04,  245.8121    ,    -0.000
         0.050,         193,         0,         0,  2.000000    , 0.5000000E-01,  0.000000    ,  21.02727    ,  6.735250    , 0.4855420E-02,  0.000000    ,  0.000000    ,  206.6559    ,  0.000000    ,  0.000000    ,  1.487321    ,  0.000000    ,  0.000000    ,  190.8717    ,  190.8709    ,-0.7773301E-03,  436.6830    ,    -0.000
         0.067,         223,         0,         0,  2.000000    , 0.6666667E-01,  0.000000    ,  17.36703    ,  15.50366    , 0.3724194E-01,  0.000000    ,  0.000000    ,  397.6126    ,  0.000000    ,  19.20227    ,  21.51537    ,  0.000000    ,  0.000000    ,  393.3989    ,  393.3987    ,-0.2446577E-03,  830.0817    ,    -0.000
         0.083,         253,         0,         0,  2.000000    , 0.8333334E-01,  0.000000    ,  15.09045    ,  27.41824    , 0.6934037E-01,  0.000000    ,  0.000000    ,  402.1357    ,  0.000000    , 0.7722778    ,  4.069426    ,  0.000000    ,  0.000000    ,  411.0970    ,  411.0966    ,-0.3391292E-03,  1241.178    ,    -0.000
         0.100,         283,         0,         0,  2.000000    , 0.1000000    ,  0.000000    ,  13.49248    ,  41.96273    , 0.9846576E-01,  0.000000    ,  0.000000    ,  533.3032    ,  0.000000    ,  1.200902    ,  5.962918    ,  0.000000    ,  0.000000    ,  556.9129    ,  556.9102    ,-0.2777589E-02,  1798.089    ,    -0.000
         0.117,         313,         0,         0,  2.000000    , 0.1166667    ,  0.000000    ,  12.50733    ,  65.39168    , 0.1225130    ,  0.000000    ,  0.000000    ,  533.3032    ,  0.000000    ,  1.889521    ,  8.455819    ,  0.000000    ,  0.000000    ,  579.4987    ,  579.4965    ,-0.2276198E-02,  2377.585    ,    -0.000
         0.133,         344,         0,         0,  1.932871    , 0.1333333    ,  0.000000    ,  11.88730    ,  94.33739    , 0.1362084    ,  0.000000    ,  0.000000    ,  533.2996    ,  0.000000    ,  2.700491    ,  11.85065    ,  0.000000    ,  0.000000    ,  606.4634    ,  606.4634    , 0.8387025E-05,  2984.048    ,     0.000
         0.150,         377,         0,         0,  1.793504    , 0.1500000    ,  0.000000    ,  11.56162    ,  124.9785    , 0.1450969    ,  0.000000    ,  0.000000    ,  533.2948    ,  0.000000    ,  3.652347    ,  16.46366    ,  0.000000    ,  0.000000    ,  633.7553    ,  633.7607    , 0.5431972E-02,  3617.809    ,     0.001
         0.167,         413,         0,         0,  1.683625    , 0.1666667    ,  0.000000    ,  11.49012    ,  155.8816    , 0.1510094    ,  0.000000    ,  0.000000    ,  533.2976    ,  0.000000    ,  4.608466    ,  21.52416    ,  0.000000    ,  0.000000    ,  660.6224    ,  660.6265    , 0.4084285E-02,  4278.436    ,     0.001
         0.183,         452,         0,         0,  1.483936    , 0.1833333    ,  0.000000    ,  11.70888    ,  183.4360    , 0.1622356    ,  0.000000    ,  0.000000    ,  602.2572    ,  0.000000    ,  5.584963    ,  26.91259    ,  0.000000    ,  0.000000    ,  752.4945    ,  752.4951    , 0.6273328E-03,  5030.931    ,     0.000
         0.200,         496,         0,         0,  1.314989    , 0.2000000    ,  0.000000    ,  12.25497    ,  204.1072    , 0.1722325    ,  0.000000    ,  0.000000    ,  604.2310    ,  0.000000    ,  14.51329    ,  40.65553    ,  0.000000    ,  0.000000    ,  769.7687    ,  769.7676    ,-0.1136803E-02,  5800.698    ,    -0.000
         0.217,         544,         0,         0,  1.240748    , 0.2166667    ,  0.000000    ,  13.11412    ,  221.8005    , 0.1757893    ,  0.000000    ,  0.000000    ,  604.2302    ,  0.000000    ,  66.37559    ,  97.61393    ,  0.000000    ,  0.000000    ,  781.5024    ,  781.5010    ,-0.1449959E-02,  6582.199    ,    -0.000
         0.233,         594,         0,         0,  1.200461    , 0.2333333    ,  0.000000    ,  14.38089    ,  238.4080    , 0.1774151    ,  0.000000    ,  0.000000    ,  604.2296    ,  0.000000    ,  127.8914    ,  164.7419    ,  0.000000    ,  0.000000    ,  791.2288    ,  791.2280    ,-0.8022257E-03,  7373.427    ,    -0.000
         0.250,         646,         0,         0,  1.173732    , 0.2500000    ,  0.000000    ,  16.05804    ,  254.4258    , 0.1782994    ,  0.000000    ,  0.000000    ,  604.2300    ,  0.000000    ,  175.6747    ,  219.5351    ,  0.000000    ,  0.000000    ,  798.5590    ,  798.5596    , 0.5727964E-03,  8171.987    ,     0.000
