No,Node,Bed Level,Top Level,nChannels,Channels
     5,"FC01.1_R.1",      45.399,      52.324,    1,"FC01.1_R"
     6,"FC01.1_R.2",      44.499,      51.424,    1,"FC01.1_R"
     3,"FC01.2_R.1",      37.599,      43.883,    1,"FC01.2_R"
     4,"FC01.2_R.2",      37.499,      43.783,    1,"FC01.2_R"
     1,"FC04.1_C.1",      43.349,      49.633,    1,"FC04.1_C"
     2,"FC04.1_C.2",      42.749,      49.033,    1,"FC04.1_C"
