"EG11_001 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG11_001.tcf]","Node ID","Hmax","Time Hmax"
     1,"FC01.1_R.1",     49.4900,      0.9609
     2,"FC01.1_R.2",     47.3632,      0.9677
     3,"FC01.2_R.1",     42.6308,      1.3426
     4,"FC01.2_R.2",     40.6856,      1.3557
     5,"FC04.1_C.1",     43.3490,      3.0001
     6,"FC04.1_C.2",     42.9283,      1.3170
