"EG11_011 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG11_011.tcf]","Chan ID","Qmax","Time Qmax","Vmax","Time Vmax"
     1,"FC01.1_R",          47.458,          0.9544,      8.1376,          0.9544
     2,"FC04.1_C",           0.174,          1.5839,      0.8607,          1.6550
     3,"SP_001",          62.425,          1.4088,      2.7330,          1.4088
