"EG11_002 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG11_002.tcf]","Node ID","Hmax","Time Hmax"
     1,"FC01.1.1",     49.3762,      0.9759
     2,"FC01.1.2",     47.4174,      0.9831
     3,"FC01.2.1",     41.8310,      1.2326
     4,"FC01.2.2",     40.8281,      1.2386
     5,"FC04.1.1",     43.3490,      3.0001
     6,"FC04.1.2",     42.7663,      1.1228
