"EG11_011 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG11_011.tcf]","Node ID","Hmax","Time Hmax"
     1,"FC01.1_R.1",     49.8551,      0.9545
     2,"FC01.1_R.2",     47.3914,      0.9623
     3,"FC04.1_C.1",     43.5897,      1.4945
     4,"FC04.1_C.2",     43.6065,      1.4043
     5,"SP_001.1",     43.5228,      1.4098
     6,"SP_001.2",     41.9990,      3.0001
