"EG11_007 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG11_007.tcf]","Chan ID","Qmax","Time Qmax","Vmax","Time Vmax"
     1,"FC01.1",          36.022,          0.6895,      5.2777,          0.6901
     2,"FC01.2",          73.884,          1.2892,      4.8288,          1.2117
     3,"FC04.1",           0.000,          3.0001,      0.0000,          3.0001
